opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Fiora,4,0,16,22,8,0.0,1.09,4.0,5.5,2.0
Renekton,2,0,12,18,12,0.0,1.33,6.0,9.0,6.0
Ambessa,2,0,2,14,2,0.0,0.29,1.0,7.0,1.0
Gragas,2,0,10,14,6,0.0,1.14,5.0,7.0,3.0
Sion,4,4,28,14,24,100.0,3.71,7.0,3.5,6.0
Cassiopeia,2,0,16,14,8,0.0,1.71,8.0,7.0,4.0
Gwen,10,10,70,60,0,100.0,1.17,7.0,6.0,0.0
