opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Bard,52,10,78,374,640,19.23,1.92,1.5,7.19,12.31
Rakan,30,22,88,144,544,73.33,4.39,2.93,4.8,18.13
Pyke,46,38,32,272,486,82.61,1.9,0.7,5.91,10.57
Sejuani,2,2,6,10,32,100.0,3.8,3.0,5.0,16.0
Lulu,22,4,28,130,164,18.18,1.48,1.27,5.91,7.45
Yuumi,8,6,10,34,116,75.0,3.71,1.25,4.25,14.5
Karma,38,28,68,272,562,73.68,2.32,1.79,7.16,14.79
Soraka,2,2,20,8,18,100.0,4.75,10.0,4.0,9.0
Rell,10,8,18,64,98,80.0,1.81,1.8,6.4,9.8
Senna,6,2,16,32,48,33.33,2.0,2.67,5.33,8.0
Janna,4,0,6,42,22,0.0,0.67,1.5,10.5,5.5
Thresh,22,22,54,114,254,100.0,2.7,2.45,5.18,11.55
Leona,28,20,56,68,400,71.43,6.71,2.0,2.43,14.29
Nami,48,40,118,202,762,83.33,4.36,2.46,4.21,15.88
Neeko,2,2,12,8,44,100.0,7.0,6.0,4.0,22.0
Alistar,28,18,42,100,314,64.29,3.56,1.5,3.57,11.21
Milio,10,4,18,50,114,40.0,2.64,1.8,5.0,11.4
Poppy,10,2,38,74,116,20.0,2.08,3.8,7.4,11.6
Nautilus,4,2,4,38,48,50.0,1.37,1.0,9.5,12.0
Morgana,2,2,10,2,22,100.0,16.0,5.0,1.0,11.0
Sona,4,4,12,18,68,100.0,4.44,3.0,4.5,17.0
LeBlanc,4,0,4,24,40,0.0,1.83,1.0,6.0,10.0
Seraphine,2,2,6,14,22,100.0,2.0,3.0,7.0,11.0
Braum,8,0,8,108,88,0.0,0.89,1.0,13.5,11.0
Zilean,2,0,4,14,14,0.0,1.29,2.0,7.0,7.0
Lux,14,0,42,84,84,0.0,1.5,3.0,6.0,6.0
Tahm Kench,12,12,16,24,152,100.0,7.0,1.33,2.0,12.67
Fiddlesticks,2,2,26,8,28,100.0,6.75,13.0,4.0,14.0
Renata,2,0,6,12,8,0.0,1.17,3.0,6.0,4.0
VelKoz,8,0,32,16,8,0.0,2.5,4.0,2.0,1.0
