opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Chogath,180,92,838,1078,734,51.11,1.46,4.66,5.99,4.08
Riven,432,246,2422,2458,1876,56.94,1.75,5.61,5.69,4.34
Gnar,186,116,1254,1062,904,62.37,2.03,6.74,5.71,4.86
Ambessa,570,270,2576,3214,2202,47.37,1.49,4.52,5.64,3.86
Janna,54,8,250,448,134,14.81,0.86,4.63,8.3,2.48
Jayce,684,392,3964,4044,3160,57.31,1.76,5.8,5.91,4.62
Urgot,164,54,856,1030,570,32.93,1.38,5.22,6.28,3.48
Rumble,180,94,722,880,570,52.22,1.47,4.01,4.89,3.17
Olaf,66,44,340,360,174,66.67,1.43,5.15,5.45,2.64
Aatrox,638,278,2756,3356,2090,43.57,1.44,4.32,5.26,3.28
Jax,664,380,3624,3530,2698,57.23,1.79,5.46,5.32,4.06
Aurora,170,78,744,1068,746,45.88,1.4,4.38,6.28,4.39
Sion,272,152,1406,1270,868,55.88,1.79,5.17,4.67,3.19
Anivia,34,8,164,218,144,23.53,1.41,4.82,6.41,4.24
Yorick,188,82,1044,990,768,43.62,1.83,5.55,5.27,4.09
Sejuani,12,2,0,62,0,16.67,0.0,0.0,5.17,0.0
Nasus,42,20,244,230,210,47.62,1.97,5.81,5.48,5.0
Singed,152,88,942,744,582,57.89,2.05,6.2,4.89,3.83
Dr. Mundo,184,72,938,1006,512,39.13,1.44,5.1,5.47,2.78
Kayle,104,38,578,562,366,36.54,1.68,5.56,5.4,3.52
Gwen,496,206,2696,2928,1796,41.53,1.53,5.44,5.9,3.62
Caitlyn,20,20,168,64,52,100.0,3.44,8.4,3.2,2.6
Wukong,34,18,214,160,108,52.94,2.01,6.29,4.71,3.18
Vayne,138,84,750,814,586,60.87,1.64,5.43,5.9,4.25
Gangplank,202,88,1140,1192,712,43.56,1.55,5.64,5.9,3.52
Akali,76,46,300,416,264,60.53,1.36,3.95,5.47,3.47
Camille,180,54,810,1120,592,30.0,1.25,4.5,6.22,3.29
Gragas,284,118,1128,1622,640,41.55,1.09,3.97,5.71,2.25
Renekton,426,214,2282,2734,1780,50.23,1.49,5.36,6.42,4.18
Kled,120,74,802,602,420,61.67,2.03,6.68,5.02,3.5
KSante,358,180,1846,1934,1368,50.28,1.66,5.16,5.4,3.82
Neeko,14,12,122,84,54,85.71,2.1,8.71,6.0,3.86
Ryze,92,36,434,540,320,39.13,1.4,4.72,5.87,3.48
Darius,172,94,874,968,680,54.65,1.61,5.08,5.63,3.95
Kennen,226,106,1258,1232,924,46.9,1.77,5.57,5.45,4.09
Illaoi,28,18,144,116,122,64.29,2.29,5.14,4.14,4.36
Yone,102,58,576,462,326,56.86,1.95,5.65,4.53,3.2
Garen,122,52,804,602,448,42.62,2.08,6.59,4.93,3.67
Tryndamere,80,26,346,550,274,32.5,1.13,4.33,6.88,3.42
Ahri,12,0,72,84,24,0.0,1.14,6.0,7.0,2.0
Yasuo,214,112,1492,1342,886,52.34,1.77,6.97,6.27,4.14
Reksai,12,0,0,10,8,0.0,0.8,0.0,0.83,0.67
Shen,194,108,1104,1092,764,55.67,1.71,5.69,5.63,3.94
Pantheon,56,44,420,280,166,78.57,2.09,7.5,5.0,2.96
Azir,30,10,148,230,148,33.33,1.29,4.93,7.67,4.93
Irelia,182,106,1176,946,804,58.24,2.09,6.46,5.2,4.42
Volibear,70,36,416,384,266,51.43,1.78,5.94,5.49,3.8
Rengar,36,26,264,230,204,72.22,2.03,7.33,6.39,5.67
Ornn,206,120,1078,1116,1022,58.25,1.88,5.23,5.42,4.96
Mordekaiser,78,24,320,480,248,30.77,1.18,4.1,6.15,3.18
Zilean,14,0,18,62,22,0.0,0.65,1.29,4.43,1.57
Sett,126,96,830,630,580,76.19,2.24,6.59,5.0,4.6
Poppy,46,42,154,188,198,91.3,1.87,3.35,4.09,4.3
Lissandra,2,2,16,4,8,100.0,6.0,8.0,2.0,4.0
Trundle,26,6,156,82,60,23.08,2.63,6.0,3.15,2.31
Heimerdinger,18,6,68,118,30,33.33,0.83,3.78,6.56,1.67
Nidalee,22,12,110,156,102,54.55,1.36,5.0,7.09,4.64
Udyr,62,16,156,400,106,25.81,0.66,2.52,6.45,1.71
Shaco,12,4,40,32,26,33.33,2.06,3.33,2.67,2.17
Vladimir,174,98,882,880,566,56.32,1.65,5.07,5.06,3.25
Warwick,98,46,472,444,340,46.94,1.83,4.82,4.53,3.47
Zed,36,22,190,230,128,61.11,1.38,5.28,6.39,3.56
Viego,10,6,78,34,10,60.0,2.59,7.8,3.4,1.0
Zac,84,36,352,544,368,42.86,1.32,4.19,6.48,4.38
Teemo,200,98,982,998,566,49.0,1.55,4.91,4.99,2.83
Malphite,66,44,398,356,276,66.67,1.89,6.03,5.39,4.18
Hwei,4,0,72,56,48,0.0,2.14,18.0,14.0,12.0
Quinn,48,18,336,306,198,37.5,1.75,7.0,6.38,4.12
Maokai,12,10,92,66,52,83.33,2.18,7.67,5.5,4.33
Nocturne,10,6,96,44,58,60.0,3.5,9.6,4.4,5.8
Viktor,6,0,30,0,24,0.0,54.0,5.0,0.0,4.0
Ivern,4,4,20,20,4,100.0,1.2,5.0,5.0,1.0
Brand,2,0,10,14,2,0.0,0.86,5.0,7.0,1.0
Sylas,20,14,112,124,44,70.0,1.26,5.6,6.2,2.2
