opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Pyke,22,2,34,178,162,9.09,1.1,1.55,8.09,7.36
Milio,8,0,20,50,94,0.0,2.28,2.5,6.25,11.75
Neeko,8,8,38,40,88,100.0,3.15,4.75,5.0,11.0
Karma,16,10,46,62,146,62.5,3.1,2.88,3.88,9.12
Senna,2,0,0,10,6,0.0,0.6,0.0,5.0,3.0
Thresh,4,2,22,24,56,50.0,3.25,5.5,6.0,14.0
Janna,6,4,24,48,92,66.67,2.42,4.0,8.0,15.33
Braum,30,18,114,114,286,60.0,3.51,3.8,3.8,9.53
Elise,8,6,34,70,90,75.0,1.77,4.25,8.75,11.25
Sona,10,2,24,44,122,20.0,3.32,2.4,4.4,12.2
Alistar,8,2,16,56,76,25.0,1.64,2.0,7.0,9.5
Leona,22,6,112,148,198,27.27,2.09,5.09,6.73,9.0
Nami,4,2,8,14,30,50.0,2.71,2.0,3.5,7.5
Poppy,6,0,36,54,78,0.0,2.11,6.0,9.0,13.0
Nidalee,4,0,20,48,48,0.0,1.42,5.0,12.0,12.0
Taric,2,2,4,4,14,100.0,4.5,2.0,2.0,7.0
Rell,12,4,108,72,120,33.33,3.17,9.0,6.0,10.0
Nautilus,6,2,8,54,62,33.33,1.3,1.33,9.0,10.33
Bard,32,0,108,316,224,0.0,1.05,3.38,9.88,7.0
Soraka,4,4,20,24,54,100.0,3.08,5.0,6.0,13.5
Zilean,4,0,8,44,60,0.0,1.55,2.0,11.0,15.0
Pantheon,2,0,6,18,18,0.0,1.33,3.0,9.0,9.0
Rakan,4,4,6,14,40,100.0,3.29,1.5,3.5,10.0
Blitzcrank,4,0,16,44,24,0.0,0.91,4.0,11.0,6.0
Zoe,2,0,4,28,22,0.0,0.93,2.0,14.0,11.0
Mel,4,4,12,8,40,100.0,6.5,3.0,2.0,10.0
Lux,2,0,4,16,16,0.0,1.25,2.0,8.0,8.0
Lulu,4,4,16,16,24,100.0,2.5,4.0,4.0,6.0
Ivern,2,0,4,10,16,0.0,2.0,2.0,5.0,8.0
