opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Lux,2,0,12,18,14,0.0,1.44,6.0,9.0,7.0
Nautilus,14,0,0,56,0,0.0,0.0,0.0,4.0,0.0
