opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Hwei,10,10,140,74,64,100.0,2.76,14.0,7.4,6.4
Vex,4,4,64,12,40,100.0,8.67,16.0,3.0,10.0
Jayce,2,0,0,8,6,0.0,0.75,0.0,4.0,3.0
Ekko,2,2,12,12,18,100.0,2.5,6.0,6.0,9.0
Lissandra,2,2,14,6,28,100.0,7.0,7.0,3.0,14.0
Riven,14,0,42,168,42,0.0,0.5,3.0,12.0,3.0
Orianna,12,12,48,36,24,100.0,2.0,4.0,3.0,2.0
Viktor,2,2,20,4,26,100.0,11.5,10.0,2.0,13.0
Yone,2,0,22,6,10,0.0,5.33,11.0,3.0,5.0
Sylas,4,0,4,24,24,0.0,1.17,1.0,6.0,6.0
Ryze,6,0,18,36,18,0.0,1.0,3.0,6.0,3.0
Annie,4,0,16,20,4,0.0,1.0,4.0,5.0,1.0
Taliyah,12,12,0,0,0,100.0,0.0,0.0,0.0,0.0
Aurora,12,12,24,72,60,100.0,1.17,2.0,6.0,5.0
VelKoz,2,2,16,2,10,100.0,13.0,8.0,1.0,5.0
Syndra,2,0,16,8,8,0.0,3.0,8.0,4.0,4.0
Kayle,2,2,6,6,20,100.0,4.33,3.0,3.0,10.0
