champion1,champion2,games,wins,win_rate
Lulu,Trundle,316,170,53.8
Rakan,Teemo,13,1,7.69
Gragas,Lee Sin,55,40,72.73
Elise,KhaZix,49,23,46.94
Gragas,Talon,33,17,51.52
Heimerdinger,Xin Zhao,10,9,90.0
Elise,Xin Zhao,62,25,40.32
Nautilus,Elise,187,67,35.83
Soraka,Belveth,100,56,56.0
Janna,Zed,205,93,45.37
Taric,Skarner,10,0,0.0
Pantheon,Briar,21,5,23.81
Poppy,Karthus,45,34,75.56
Nautilus,Zyra,62,22,35.48
Zyra,Poppy,14,11,78.57
Senna,Fiddlesticks,41,23,56.1
Renata,Belveth,16,9,56.25
Rakan,Kayn,212,101,47.64
Bard,Naafiri,281,155,55.16
Poppy,Xin Zhao,140,92,65.71
Zilean,Hecarim,171,78,45.61
Elise,Trundle,58,39,67.24
Annie,Lee Sin,28,6,21.43
Pyke,Wukong,153,70,45.75
Leona,Volibear,116,62,53.45
Shen,Wukong,18,6,33.33
Shen,Fiddlesticks,9,5,55.56
Leona,Dr. Mundo,59,24,40.68
Trundle,Karthus,9,9,100.0
Zoe,Belveth,14,10,71.43
Thresh,Hecarim,176,103,58.52
Poppy,Wukong,119,56,47.06
Poppy,Kayn,106,46,43.4
Braum,Diana,139,56,40.29
Yuumi,Poppy,55,27,49.09
Milio,Kindred,162,94,58.02
Sona,Volibear,169,79,46.75
Thresh,Briar,38,13,34.21
Sona,Qiyana,48,18,37.5
Blitzcrank,Lee Sin,145,67,46.21
Thresh,Naafiri,148,71,47.97
Alistar,Zyra,82,42,51.22
Pyke,Nidalee,179,72,40.22
Bard,Poppy,106,59,55.66
Nami,Diana,273,150,54.95
Pyke,Xin Zhao,185,94,50.81
Rakan,Naafiri,197,122,61.93
Gragas,Reksai,7,7,100.0
Elise,Rammus,8,6,75.0
Zyra,Gwen,12,4,33.33
Zoe,Nocturne,15,5,33.33
Leona,Xin Zhao,179,94,52.51
Janna,Rengar,124,64,51.61
Rumble,Trundle,2,0,0.0
Lulu,Master Yi,312,181,58.01
Trundle,Nocturne,11,4,36.36
Zoe,Evelynn,4,2,50.0
Karma,Talon,318,175,55.03
Trundle,Zed,13,9,69.23
Lulu,Dr. Mundo,114,50,43.86
Trundle,Volibear,5,3,60.0
Morgana,Rammus,10,3,30.0
Trundle,Taliyah,10,5,50.0
Trundle,Nidalee,15,14,93.33
Trundle,Kindred,11,3,27.27
Pyke,Graves,113,67,59.29
Trundle,Pantheon,27,17,62.96
Trundle,Ekko,21,16,76.19
Milio,Poppy,46,21,45.65
Pantheon,Graves,29,11,37.93
Rell,Maokai,20,9,45.0
Renata,Vi,57,22,38.6
Tahm Kench,Udyr,21,10,47.62
Rakan,Ambessa,53,37,69.81
Sylas,Pantheon,71,35,49.3
Karthus,Jarvan IV,9,9,100.0
Thresh,Gragas,58,34,58.62
Thresh,Udyr,178,102,57.3
Morgana,Pantheon,77,33,42.86
Bard,Lee Sin,571,329,57.62
Janna,Viego,484,231,47.73
Rell,Reksai,62,36,58.06
Rell,Fiddlesticks,171,78,45.61
Janna,Ekko,177,78,44.07
Milio,Jarvan IV,270,125,46.3
Kennen,Jarvan IV,11,8,72.73
Lulu,Briar,72,42,58.33
Taric,Lee Sin,105,51,48.57
Trundle,Qiyana,21,12,57.14
Pyke,Zed,229,119,51.97
Bard,Diana,101,54,53.47
Nami,Fiddlesticks,145,90,62.07
Shaco,Rammus,10,2,20.0
Karma,Graves,138,84,60.87
Yuumi,Viego,149,49,32.89
Tahm Kench,Gragas,19,14,73.68
Neeko,Sylas,23,12,52.17
Maokai,Shaco,16,2,12.5
Bard,Ekko,299,177,59.2
Senna,Talon,102,36,35.29
Janna,Lee Sin,394,207,52.54
Rakan,Lillia,108,45,41.67
Fiddlesticks,Pantheon,110,66,60.0
Lulu,Skarner,78,29,37.18
Milio,Fiddlesticks,62,25,40.32
Neeko,Amumu,11,9,81.82
Maokai,Trundle,46,10,21.74
VelKoz,Graves,28,11,39.29
Leona,Elise,58,31,53.45
Swain,Jarvan IV,13,5,38.46
Nami,Vi,427,228,53.4
Renata,Dr. Mundo,19,11,57.89
Camille,Jarvan IV,27,7,25.93
Sona,Amumu,16,9,56.25
Blitzcrank,Ekko,116,72,62.07
Milio,Xin Zhao,196,77,39.29
Amumu,Ekko,5,2,40.0
Nami,KhaZix,355,178,50.14
Rakan,Viego,742,346,46.63
Renata,Ekko,47,26,55.32
Senna,Wukong,139,69,49.64
Senna,Ekko,142,66,46.48
Yuumi,Jarvan IV,145,75,51.72
Hwei,Elise,6,0,0.0
Fiddlesticks,Xin Zhao,49,35,71.43
Soraka,Volibear,177,91,51.41
Blitzcrank,Wukong,61,30,49.18
Karma,Sejuani,95,32,33.68
Zyra,Ekko,27,11,40.74
Nami,Nidalee,201,77,38.31
Karma,Rammus,77,52,67.53
Elise,Poppy,41,20,48.78
Mel,Ekko,24,13,54.17
Camille,Poppy,6,0,0.0
Morgana,Graves,27,15,55.56
Yuumi,Ekko,75,25,33.33
Milio,Volibear,193,91,47.15
Sona,Zac,108,66,61.11
Nami,Wukong,460,246,53.48
Poppy,Fiddlesticks,41,21,51.22
Pyke,Sejuani,66,31,46.97
Zilean,Ekko,125,76,60.8
Leona,Draven,8,1,12.5
Aurora,Ekko,5,0,0.0
VelKoz,Qiyana,23,15,65.22
Shen,Belveth,14,0,0.0
Janna,Qiyana,82,43,52.44
Hwei,Pantheon,24,6,25.0
Poppy,Qiyana,34,21,61.76
Xerath,Qiyana,12,4,33.33
Lulu,Karthus,93,69,74.19
Lux,Qiyana,27,12,44.44
Poppy,Vi,149,96,64.43
Blitzcrank,Qiyana,44,24,54.55
Yuumi,Ivern,37,19,51.35
Elise,Hecarim,26,11,42.31
Senna,Qiyana,22,17,77.27
Shen,Qiyana,8,5,62.5
Shen,Volibear,13,9,69.23
Lux,Viego,113,38,33.63
Morgana,Evelynn,5,3,60.0
Yuumi,Volibear,98,39,39.8
Rumble,Vi,2,0,0.0
Mel,Qiyana,14,12,85.71
Renata,Shaco,14,5,35.71
Zilean,Volibear,93,61,65.59
Morgana,Nocturne,33,12,36.36
Nautilus,Kindred,286,139,48.6
Zilean,Kindred,117,66,56.41
Sona,Zyra,47,17,36.17
Fiora,Jarvan IV,8,0,0.0
Zyra,Diana,27,6,22.22
Milio,Gwen,92,43,46.74
Braum,Maokai,20,12,60.0
Lulu,Mordekaiser,28,19,67.86
Rell,Sylas,15,5,33.33
Rakan,Gwen,110,33,30.0
Alistar,Master Yi,221,100,45.25
Rakan,Zed,346,139,40.17
Bard,Mordekaiser,20,11,55.0
LeBlanc,Hecarim,5,1,20.0
Lulu,Kindred,275,157,57.09
Zyra,Fiddlesticks,15,12,80.0
Lulu,Fiddlesticks,71,40,56.34
Rakan,Evelynn,51,24,47.06
Bard,Chogath,20,12,60.0
Lulu,Chogath,15,14,93.33
Alistar,Shyvana,62,11,17.74
Alistar,Skarner,70,49,70.0
Fiddlesticks,Master Yi,4,0,0.0
Braum,Zac,120,72,60.0
Thresh,Zed,225,112,49.78
Yuumi,Master Yi,60,37,61.67
Teemo,Elise,21,20,95.24
Teemo,KhaZix,5,3,60.0
Karma,Udyr,229,109,47.6
Thresh,Jax,40,14,35.0
Bard,KSante,7,2,28.57
Milio,Dr. Mundo,57,20,35.09
Blitzcrank,Ambessa,65,8,12.31
Elise,Kindred,50,13,26.0
Milio,Naafiri,111,67,60.36
Bard,Jax,89,48,53.93
Morgana,Kindred,35,11,31.43
Zilean,Gragas,25,16,64.0
Yuumi,Kayn,104,37,35.58
Fiddlesticks,Ivern,8,8,100.0
Janna,Ambessa,13,8,61.54
Senna,Graves,54,30,55.56
Maokai,Volibear,37,18,48.65
Poppy,Maokai,15,11,73.33
Pyke,Karthus,99,50,50.51
Nidalee,Sejuani,12,3,25.0
Braum,Jax,36,24,66.67
Tahm Kench,Zed,55,22,40.0
Karma,Olaf,56,28,50.0
Alistar,Poppy,164,80,48.78
Rell,Zed,484,225,46.49
Ahri,Vi,3,0,0.0
Maokai,Viego,75,30,40.0
Yuumi,Nidalee,19,14,73.68
Brand,Jarvan IV,12,1,8.33
Braum,Karthus,90,39,43.33
Seraphine,Brand,2,2,100.0
Rell,Jax,89,43,48.31
Vladimir,Wukong,8,0,0.0
Morgana,Shyvana,10,2,20.0
Poppy,Jayce,6,6,100.0
Thresh,Mordekaiser,13,0,0.0
Maokai,Gwen,29,25,86.21
Rakan,Zac,128,65,50.78
Zilean,Maokai,21,12,57.14
Soraka,Qiyana,90,36,40.0
Rell,Chogath,15,5,33.33
Rell,Skarner,57,28,49.12
Soraka,Wukong,216,113,52.31
Janna,Poppy,64,48,75.0
Blitzcrank,Jarvan IV,169,91,53.85
Elise,Wukong,60,20,33.33
Senna,Sejuani,38,9,23.68
Galio,Karthus,18,5,27.78
Lulu,Kayn,276,123,44.57
Hwei,Ekko,11,4,36.36
Rell,Evelynn,83,34,40.96
Seraphine,Tryndamere,5,0,0.0
Zoe,Jax,11,3,27.27
Bard,Briar,75,37,49.33
Rakan,Volibear,154,86,55.84
Trundle,Wukong,5,4,80.0
Leona,Talon,161,83,51.55
Renata,Xin Zhao,73,43,58.9
Rell,Rammus,62,32,51.61
Sylas,Rengar,18,9,50.0
Rell,Kayn,271,173,63.84
Nami,Dr. Mundo,180,90,50.0
Yuumi,Hecarim,97,39,40.21
Janna,Vi,169,78,46.15
Maokai,Naafiri,39,14,35.9
Janna,Gwen,62,32,51.61
Senna,Reksai,24,12,50.0
Yuumi,Talon,83,31,37.35
Taric,Nidalee,40,24,60.0
Seraphine,Nocturne,52,26,50.0
Elise,Ekko,49,18,36.73
Fiddlesticks,Viego,68,40,58.82
Yuumi,Zed,100,61,61.0
VelKoz,Ambessa,5,1,20.0
Fiddlesticks,Udyr,25,11,44.0
Bard,Skarner,51,26,50.98
Nami,Lillia,223,106,47.53
Zoe,Lee Sin,47,34,72.34
Poppy,Jax,29,16,55.17
Taric,Kayn,59,28,47.46
Thresh,Ekko,277,107,38.63
Thresh,Nidalee,125,48,38.4
Galio,Kindred,16,7,43.75
Pyke,Shaco,110,44,40.0
Maokai,Zed,46,12,26.09
Pyke,Dr. Mundo,102,41,40.2
Sona,Kayn,198,93,46.97
Zoe,Volibear,14,9,64.29
Leona,Evelynn,40,18,45.0
Nautilus,Kayn,257,121,47.08
Elise,Karthus,20,8,40.0
Blitzcrank,Hecarim,82,34,41.46
Seraphine,Reksai,17,11,64.71
Rell,Diana,216,106,49.07
Taliyah,Zac,5,2,40.0
Janna,Dr. Mundo,100,52,52.0
Twisted Fate,Talon,10,8,80.0
Soraka,Elise,68,27,39.71
Pantheon,Ekko,77,39,50.65
Nautilus,Teemo,21,4,19.05
Nautilus,Rammus,54,8,14.81
Lulu,Lillia,153,70,45.75
Yuumi,Fiddlesticks,31,19,61.29
Renata,Lee Sin,63,27,42.86
Janna,Jax,37,23,62.16
Neeko,Graves,52,33,63.46
Renata,Zed,43,14,32.56
Rakan,Nidalee,170,71,41.76
Poppy,Ambessa,7,2,28.57
Ahri,Sejuani,3,3,100.0
Poppy,Udyr,66,38,57.58
Braum,Mordekaiser,16,6,37.5
Karma,Diana,194,83,42.78
Heimerdinger,Hecarim,6,3,50.0
Blitzcrank,Elise,47,33,70.21
Pyke,Udyr,115,52,45.22
Senna,Evelynn,29,7,24.14
Alistar,Zac,121,61,50.41
Poppy,Graves,35,14,40.0
Braum,Graves,141,60,42.55
Poppy,KhaZix,65,40,61.54
Anivia,Lee Sin,17,8,47.06
Elise,Ambessa,4,2,50.0
Tahm Kench,Ivern,34,19,55.88
Sona,Corki,23,11,47.83
Nidalee,Elise,16,6,37.5
Hwei,Vi,12,2,16.67
Yuumi,Zyra,25,10,40.0
Taric,Belveth,39,27,69.23
Fiddlesticks,Trundle,35,13,37.14
Janna,Kindred,110,63,57.27
Neeko,Zyra,19,15,78.95
Thresh,Kayn,272,156,57.35
KogMaw,Jarvan IV,11,11,100.0
Morgana,Jarvan IV,46,22,47.83
Maokai,Nunu & Willump,16,7,43.75
Shaco,Jarvan IV,33,18,54.55
Alistar,Diana,185,99,53.51
Poppy,Talon,89,28,31.46
Neeko,Lillia,59,26,44.07
Leona,Shaco,50,20,40.0
Morgana,Zac,26,18,69.23
Braum,Udyr,139,59,42.45
Pyke,Naafiri,120,58,48.33
Lulu,Gwen,141,62,43.97
Soraka,Ambessa,26,22,84.62
Karma,Dr. Mundo,130,50,38.46
Swain,Jax,6,5,83.33
Nautilus,Jax,115,35,30.43
Sona,Graves,69,13,18.84
Kled,Ambessa,5,5,100.0
Yuumi,Gwen,51,19,37.25
Thresh,Lillia,155,65,41.94
Neeko,Fiddlesticks,29,18,62.07
Shen,Trundle,15,10,66.67
Rell,Brand,26,14,53.85
Fiddlesticks,Nocturne,16,12,75.0
Nami,Rammus,84,44,52.38
Fiddlesticks,Dr. Mundo,12,9,75.0
Tahm Kench,Ekko,45,24,53.33
Rell,Briar,47,27,57.45
Poppy,Zac,38,17,44.74
Bard,Kayn,219,114,52.05
Elise,Evelynn,17,7,41.18
Leona,Briar,31,17,54.84
Morgana,Zyra,6,4,66.67
Shen,Shaco,5,0,0.0
Amumu,Trundle,12,6,50.0
Nami,Maokai,49,33,67.35
Lulu,Neeko,13,8,61.54
Dr. Mundo,Maokai,1,0,0.0
Twisted Fate,Shaco,12,12,100.0
Neeko,Singed,6,1,16.67
Janna,Trundle,177,91,51.41
Rell,Sejuani,77,36,46.75
Zac,Lee Sin,16,4,25.0
Teemo,Xin Zhao,8,8,100.0
Karma,Hecarim,294,119,40.48
Shaco,Elise,15,2,13.33
Thresh,Ivern,146,94,64.38
Sona,KhaZix,131,57,43.51
Senna,Trundle,102,44,43.14
Leona,Taliyah,45,27,60.0
Nami,Shen,9,4,44.44
Janna,Taliyah,29,10,34.48
Thresh,Rengar,160,97,60.62
Ashe,Viego,15,7,46.67
Soraka,Dr. Mundo,83,36,43.37
VelKoz,Jarvan IV,41,20,48.78
Nami,Corki,21,6,28.57
Leona,Rengar,101,59,58.42
Taric,Karthus,21,3,14.29
Zac,Viego,21,2,9.52
Zilean,Vi,84,47,55.95
Ashe,Nocturne,3,0,0.0
Thresh,Kindred,144,72,50.0
Ivern,Nocturne,7,0,0.0
Twisted Fate,Ivern,9,9,100.0
Galio,Dr. Mundo,16,3,18.75
Yuumi,Xin Zhao,98,66,67.35
Gragas,Skarner,19,9,47.37
Lux,Ambessa,20,14,70.0
Gragas,Trundle,19,3,15.79
Camille,Dr. Mundo,6,4,66.67
Soraka,Poppy,39,24,61.54
Zoe,Qiyana,7,5,71.43
Trundle,Graves,7,4,57.14
Karma,Kindred,211,119,56.4
Taric,Rumble,6,0,0.0
Bard,Gragas,37,15,40.54
Seraphine,KhaZix,87,43,49.43
Blitzcrank,Fiddlesticks,21,15,71.43
Thresh,Poppy,62,42,67.74
Maokai,Karthus,16,11,68.75
Maokai,KhaZix,44,16,36.36
Swain,Vi,24,1,4.17
Elise,Nunu & Willump,24,18,75.0
Milio,Talon,220,109,49.55
Morgana,Shaco,16,11,68.75
Pantheon,Nunu & Willump,22,8,36.36
Zyra,Nocturne,23,18,78.26
Sett,Volibear,5,1,20.0
Morgana,Gwen,23,10,43.48
Senna,Udyr,87,46,52.87
Hwei,Jarvan IV,24,10,41.67
Camille,Zed,13,8,61.54
Fiddlesticks,Talon,44,24,54.55
Alistar,Briar,100,47,47.0
Rammus,Vi,3,0,0.0
Galio,Trundle,22,9,40.91
Seraphine,Master Yi,64,27,42.19
Bard,Lillia,131,86,65.65
Bard,Gwen,122,70,57.38
Neeko,Skarner,22,9,40.91
Nami,Hecarim,372,176,47.31
Soraka,Udyr,84,48,57.14
Leona,Zac,57,25,43.86
Morgana,Viego,94,44,46.81
Bard,Talon,236,133,56.36
Tahm Kench,Lee Sin,113,56,49.56
Morgana,Talon,52,30,57.69
Alistar,Rammus,45,21,46.67
Shen,Nocturne,14,6,42.86
Bard,Reksai,49,14,28.57
Orianna,Xin Zhao,3,0,0.0
Neeko,Kindred,88,48,54.55
Yuumi,Udyr,52,27,51.92
Elise,Dr. Mundo,21,11,52.38
Ahri,Lee Sin,6,2,33.33
Morgana,Ekko,44,31,70.45
Zyra,Belveth,8,8,100.0
Janna,Graves,115,63,54.78
Camille,Graves,3,3,100.0
Pyke,Kayn,192,105,54.69
Renata,Kayn,42,21,50.0
Pyke,Nocturne,108,47,43.52
Yasuo,Graves,4,4,100.0
Camille,Trundle,13,8,61.54
Maokai,Xin Zhao,25,14,56.0
Heimerdinger,Graves,6,2,33.33
Thresh,KhaZix,150,81,54.0
Janna,Udyr,142,74,52.11
Maokai,Ivern,13,5,38.46
Karma,Amumu,20,6,30.0
Milio,Vi,139,60,43.17
Janna,Sejuani,33,20,60.61
Karma,Rengar,236,121,51.27
Renata,Karthus,10,7,70.0
Fiddlesticks,Evelynn,3,0,0.0
Leona,Naafiri,112,41,36.61
Neeko,Kayn,124,71,57.26
Zilean,Elise,45,17,37.78
Thresh,Amumu,19,5,26.32
Dr. Mundo,Fiddlesticks,8,8,100.0
Camille,Talon,20,3,15.0
Dr. Mundo,Poppy,8,6,75.0
Lulu,Rumble,19,14,73.68
Twitch,Poppy,1,1,100.0
Sona,Talon,161,93,57.76
Soraka,Naafiri,127,50,39.37
Camille,Hecarim,3,3,100.0
Nami,Morgana,19,9,47.37
Rakan,Amumu,23,6,26.09
Galio,Corki,4,0,0.0
Milio,Diana,127,71,55.91
Thresh,Reksai,42,18,42.86
Sona,Skarner,35,5,14.29
Yuumi,Teemo,9,1,11.11
Lulu,Draven,9,9,100.0
Kennen,Ekko,3,3,100.0
Camille,Volibear,9,7,77.78
Mel,Viego,68,36,52.94
Zilean,Talon,128,82,64.06
Pantheon,Gwen,13,6,46.15
Nautilus,Morgana,47,12,25.53
Karma,Ivern,101,47,46.53
Lulu,Morgana,19,9,47.37
Nautilus,Malphite,2,0,0.0
Jarvan IV,Gragas,11,9,81.82
Braum,Kindred,233,152,65.24
Shen,Sylas,1,0,0.0
Zoe,Elise,13,6,46.15
Sona,Diana,103,44,42.72
Alistar,Neeko,11,8,72.73
Jax,Volibear,1,0,0.0
Pantheon,Trundle,31,19,61.29
Fiddlesticks,Pyke,3,0,0.0
Brand,Nocturne,3,3,100.0
Pantheon,Udyr,55,24,43.64
VelKoz,Kindred,14,7,50.0
Nami,Briar,157,68,43.31
Maokai,Shyvana,8,3,37.5
Amumu,Volibear,8,3,37.5
Sylas,Nocturne,22,11,50.0
Senna,Kindred,93,45,48.39
Seraphine,Zac,46,11,23.91
Lux,Nocturne,30,11,36.67
Seraphine,Naafiri,50,32,64.0
Janna,Naafiri,162,102,62.96
Zac,Rengar,6,1,16.67
Seraphine,Rengar,45,21,46.67
Zilean,Gwen,46,26,56.52
Lulu,KhaZix,226,142,62.83
Milio,Brand,4,1,25.0
Tahm Kench,Ambessa,12,1,8.33
Soraka,Chogath,5,5,100.0
Neeko,Diana,62,33,53.23
Galio,Volibear,17,5,29.41
Neeko,Yunara,4,0,0.0
Ziggs,Jarvan IV,5,5,100.0
Shaco,Udyr,22,11,50.0
Fiddlesticks,Shaco,9,6,66.67
Yuumi,Nocturne,54,31,57.41
VelKoz,Trundle,38,7,18.42
Poppy,Naafiri,126,56,44.44
Braum,Ivern,111,73,65.77
Thresh,Karthus,89,31,34.83
Pantheon,Kindred,21,13,61.9
LeBlanc,Zyra,3,3,100.0
Janna,KhaZix,145,78,53.79
Pyke,Gragas,51,23,45.1
Galio,Nunu & Willump,10,6,60.0
Thresh,Maokai,12,9,75.0
Shaco,Evelynn,4,1,25.0
Maokai,Gragas,8,5,62.5
Janna,Skarner,25,12,48.0
Maokai,Udyr,26,16,61.54
Milio,Ivern,57,28,49.12
Tahm Kench,Gwen,17,7,41.18
Rakan,Jax,39,28,71.79
Leona,Poppy,36,31,86.11
Sylas,Ambessa,8,0,0.0
Taric,Udyr,42,15,35.71
Milio,Zac,73,48,65.75
Soraka,Vi,168,77,45.83
Thresh,Gwen,86,55,63.95
Rammus,Belveth,5,5,100.0
Milio,Trundle,112,61,54.46
Yuumi,Corki,9,5,55.56
Zoe,Talon,26,12,46.15
Sona,Lillia,95,51,53.68
Thresh,Ambessa,45,29,64.44
Blitzcrank,Taliyah,17,8,47.06
Sona,Rumble,8,5,62.5
Xin Zhao,Ekko,2,2,100.0
Senna,Viego,187,72,38.5
Seraphine,Ekko,87,36,41.38
Senna,Ivern,77,46,59.74
Maokai,Lillia,20,10,50.0
Camille,Sejuani,7,0,0.0
Yuumi,Morgana,8,0,0.0
Thresh,Zac,68,42,61.76
Vladimir,Lee Sin,4,0,0.0
Elise,Zac,21,14,66.67
Nunu & Willump,Lee Sin,9,2,22.22
Nunu & Willump,Jarvan IV,10,4,40.0
Rakan,Taliyah,37,19,51.35
Gragas,Naafiri,43,22,51.16
Nidalee,Poppy,19,9,47.37
Blitzcrank,Poppy,25,19,76.0
Leona,Ambessa,18,9,50.0
Shaco,Fiddlesticks,13,4,30.77
Swain,Ambessa,12,12,100.0
Blitzcrank,Reksai,22,11,50.0
Tahm Kench,Pantheon,49,22,44.9
VelKoz,Lee Sin,62,24,38.71
Hwei,Rammus,4,0,0.0
Senna,Briar,13,4,30.77
Senna,Poppy,34,14,41.18
Sett,Viego,24,16,66.67
Zoe,Ivern,11,5,45.45
Zyra,Morgana,3,3,100.0
Ashe,Evelynn,2,0,0.0
Bard,Evelynn,46,17,36.96
Camille,Naafiri,7,7,100.0
Rakan,Mordekaiser,7,4,57.14
Morgana,Diana,17,4,23.53
Gragas,Volibear,18,10,55.56
Twisted Fate,Hecarim,4,1,25.0
Nami,Jayce,7,0,0.0
Pantheon,Zyra,6,4,66.67
Zilean,Fiddlesticks,32,18,56.25
Tahm Kench,Belveth,16,9,56.25
Zilean,Trundle,83,48,57.83
Blitzcrank,Evelynn,32,15,46.88
Yuumi,Kindred,35,19,54.29
Twisted Fate,Wukong,15,4,26.67
Lulu,Naafiri,207,106,51.21
Senna,Zyra,18,11,61.11
Caitlyn,Ekko,3,3,100.0
Zyra,Talon,26,13,50.0
Leona,Graves,70,41,58.57
Wukong,Amumu,2,0,0.0
Nami,Ivern,156,65,41.67
Skarner,Zyra,4,0,0.0
Pantheon,Jarvan IV,111,55,49.55
Lux,Lee Sin,60,34,56.67
Bard,Fiddlesticks,96,23,23.96
Karma,Urgot,14,4,28.57
Soraka,Ekko,200,114,57.0
Blitzcrank,Morgana,13,3,23.08
Poppy,Belveth,45,14,31.11
Neeko,Evelynn,26,16,61.54
Zac,Ekko,6,4,66.67
Zilean,Master Yi,88,52,59.09
Leona,Varus,4,0,0.0
Shaco,Shyvana,2,2,100.0
Taric,Hecarim,36,16,44.44
Galio,Zac,13,7,53.85
Fiddlesticks,Jax,8,7,87.5
Rammus,Volibear,3,0,0.0
Elise,Rengar,42,15,35.71
Neeko,Rengar,100,41,41.0
Nautilus,Urgot,3,1,33.33
VelKoz,Gwen,15,6,40.0
Pyke,KhaZix,120,68,56.67
Neeko,KhaZix,89,57,64.04
Lux,Xin Zhao,61,27,44.26
Camille,Vi,6,5,83.33
Elise,Gwen,7,2,28.57
Nautilus,Gragas,35,16,45.71
Taric,Nunu & Willump,22,9,40.91
Nidalee,KhaZix,20,10,50.0
Nidalee,Karthus,16,14,87.5
Taric,Xin Zhao,72,29,40.28
Senna,Elise,40,14,35.0
Gragas,Elise,11,11,100.0
Leona,Zyra,31,13,41.94
Shaco,Hecarim,12,3,25.0
Teemo,Trundle,11,5,45.45
Shen,Talon,9,2,22.22
Zilean,Shaco,43,17,39.53
Fiddlesticks,Elise,11,11,100.0
Nidalee,Maokai,6,0,0.0
Gragas,Ivern,26,13,50.0
Poppy,Rammus,25,5,20.0
Senna,Zac,68,33,48.53
Senna,Lee Sin,184,81,44.02
Alistar,Lillia,188,99,52.66
Rakan,Sylas,29,10,34.48
Zac,Trundle,15,10,66.67
Fiddlesticks,Diana,9,2,22.22
Zilean,Diana,95,52,54.74
Renata,Nocturne,22,12,54.55
Fiddlesticks,Volibear,17,1,5.88
Zyra,Nidalee,23,22,95.65
Dr. Mundo,Lee Sin,9,2,22.22
Poppy,Ivern,81,63,77.78
Braum,Master Yi,136,88,64.71
Seraphine,Nunu & Willump,35,24,68.57
Karma,Kayn,328,171,52.13
Blitzcrank,Nunu & Willump,41,23,56.1
Neeko,Master Yi,87,38,43.68
Anivia,Hecarim,8,1,12.5
Blitzcrank,Shaco,38,19,50.0
Teemo,Nunu & Willump,6,4,66.67
Shaco,Trundle,12,8,66.67
Senna,Xin Zhao,128,65,50.78
Bard,Shen,6,0,0.0
Janna,Ivern,60,33,55.0
Mel,Nidalee,13,10,76.92
Renata,Zac,20,9,45.0
Sylas,Hecarim,34,21,61.76
Nami,Rengar,316,155,49.05
Leona,Diana,81,36,44.44
Gragas,Kindred,17,15,88.24
Annie,Sejuani,2,1,50.0
Bard,Kindred,242,133,54.96
Zac,Kayn,3,2,66.67
Xin Zhao,Diana,3,1,33.33
Blitzcrank,Brand,5,2,40.0
Karma,Reksai,65,30,46.15
Brand,Graves,5,3,60.0
Zac,Hecarim,2,1,50.0
Neeko,Brand,9,4,44.44
Senna,Diana,77,34,44.16
Senna,Master Yi,88,44,50.0
Shen,Jarvan IV,11,5,45.45
Alistar,Corki,33,19,57.58
Trundle,Hecarim,17,7,41.18
Hwei,Fiddlesticks,3,2,66.67
Mel,Belveth,22,7,31.82
Galio,Nidalee,6,5,83.33
Gragas,Amumu,5,0,0.0
VelKoz,Naafiri,23,12,52.17
Yone,Maokai,2,2,100.0
Lux,KhaZix,51,24,47.06
Karma,Maokai,20,15,75.0
Teemo,Jarvan IV,10,3,30.0
VelKoz,KhaZix,22,15,68.18
Pantheon,Sejuani,18,14,77.78
Taric,Taliyah,11,3,27.27
Zac,Elise,3,3,100.0
Braum,Rumble,12,0,0.0
Lux,Vi,36,7,19.44
Shen,KhaZix,19,1,5.26
Elise,Talon,57,26,45.61
Yuumi,Shaco,37,20,54.05
Zilean,Graves,40,11,27.5
Bard,Sion,13,9,69.23
Warwick,Nidalee,2,0,0.0
Ashe,Graves,2,0,0.0
Sona,Dr. Mundo,96,48,50.0
Nami,Shaco,132,69,52.27
Pyke,Master Yi,104,59,56.73
Zilean,Xin Zhao,97,56,57.73
Lulu,Corki,15,5,33.33
Yuumi,KogMaw,2,2,100.0
Rakan,Rammus,66,29,43.94
Galio,Ambessa,10,2,20.0
Tahm Kench,Karthus,27,5,18.52
Pantheon,Qiyana,21,16,76.19
Gragas,Nocturne,13,7,53.85
Seraphine,Jax,9,3,33.33
Nami,Sylas,41,25,60.98
Milio,Rengar,123,67,54.47
Sylas,Zed,18,11,61.11
Thresh,Graves,96,47,48.96
Lux,Dr. Mundo,31,24,77.42
Zilean,Kayn,106,41,38.68
Blitzcrank,Rengar,47,28,59.57
Nami,Urgot,4,1,25.0
Pantheon,Volibear,46,22,47.83
Sona,Urgot,7,4,57.14
Bard,Corki,6,3,50.0
Bard,Urgot,9,1,11.11
Karma,Shaco,99,49,49.49
Seraphine,Gwen,19,13,68.42
Neeko,Karthus,41,10,24.39
Leona,Urgot,2,0,0.0
Nidalee,Xin Zhao,25,7,28.0
Rakan,Reksai,53,25,47.17
Braum,Fiddlesticks,86,40,46.51
Nidalee,Belveth,19,7,36.84
Renata,Nidalee,39,25,64.1
Nautilus,Reksai,95,50,52.63
Maokai,Zac,18,11,61.11
Rell,Rengar,243,114,46.91
Taric,Kindred,53,28,52.83
Leona,Sion,2,0,0.0
Pantheon,Belveth,22,18,81.82
Elise,Belveth,34,33,97.06
Zyra,Volibear,44,21,47.73
Twisted Fate,Nidalee,6,4,66.67
Bard,Karthus,78,33,42.31
Zyra,Taliyah,8,2,25.0
