champion1,champion2,games,wins,win_rate
Pyke,Sivir,130,82,63.08
Ahri,Zeri,4,0,0.0
Yuumi,Hwei,13,3,23.08
Brand,Ashe,16,6,37.5
Senna,Caitlyn,155,75,48.39
Seraphine,Corki,38,17,44.74
Pyke,Sylas,1,0,0.0
Vladimir,Lucian,9,1,11.11
Teemo,Corki,11,11,100.0
Taric,Ziggs,14,11,78.57
Yuumi,Ezreal,206,72,34.95
Poppy,Ziggs,99,41,41.41
Zilean,Sivir,184,92,50.0
Soraka,Ziggs,76,48,63.16
Blitzcrank,Yunara,171,60,35.09
Seraphine,Aphelios,94,54,57.45
Elise,Yunara,74,35,47.3
Senna,Karthus,112,62,55.36
Galio,Yasuo,10,0,0.0
Hwei,Xayah,11,7,63.64
Seraphine,Twitch,45,24,53.33
Rell,Ezreal,633,327,51.66
Zoe,Twitch,13,0,0.0
Rell,Aphelios,404,195,48.27
Nautilus,Lucian,559,271,48.48
Braum,Urgot,4,4,100.0
Trundle,Viktor,2,2,100.0
Janna,Zeri,301,149,49.5
Senna,Riven,9,9,100.0
Sylas,Smolder,17,6,35.29
Rell,Syndra,17,5,29.41
Poppy,Lux,30,22,73.33
Janna,Neeko,3,3,100.0
Maokai,Karthus,16,12,75.0
Rell,Yasuo,131,76,58.02
Milio,Xayah,71,31,43.66
Taric,Ashe,46,23,50.0
Elise,Smolder,52,22,42.31
Bard,Jayce,4,0,0.0
Fiddlesticks,Lucian,26,6,23.08
Soraka,Xayah,123,57,46.34
Yuumi,Zeri,400,183,45.75
VelKoz,Mel,14,2,14.29
Nami,Kled,8,5,62.5
Bard,Vayne,111,83,74.77
Fiddlesticks,Varus,44,25,56.82
Bard,Kaisa,500,258,51.6
Milio,Caitlyn,230,113,49.13
Taric,Vayne,21,9,42.86
Thresh,Vayne,111,64,57.66
Galio,Tristana,12,5,41.67
Maokai,Vayne,16,4,25.0
Seraphine,Kaisa,129,72,55.81
Pyke,Ezreal,345,152,44.06
Blitzcrank,Swain,25,3,12.0
Rell,Varus,580,307,52.93
Taliyah,Yasuo,7,2,28.57
Rell,Seraphine,75,50,66.67
Bard,Veigar,53,28,52.83
Neeko,Yasuo,45,23,51.11
Twisted Fate,Corki,20,12,60.0
Rakan,KogMaw,39,21,53.85
Nami,Senna,248,112,45.16
Neeko,Miss Fortune,204,95,46.57
Nautilus,Samira,398,167,41.96
Sona,Swain,49,19,38.78
Yuumi,KogMaw,46,22,47.83
Nautilus,Neeko,4,4,100.0
Nautilus,Ashe,190,96,50.53
Janna,KogMaw,77,39,50.65
Neeko,Sivir,202,94,46.53
Renata,Corki,51,19,37.25
Leona,Jinx,121,57,47.11
Ahri,Tristana,3,3,100.0
Braum,Xayah,132,84,63.64
Heimerdinger,Twitch,3,0,0.0
Senna,Smolder,95,47,49.47
Rakan,Kled,1,0,0.0
Senna,Kled,7,1,14.29
Alistar,Samira,156,85,54.49
Leona,Varus,191,85,44.5
Anivia,Lucian,6,0,0.0
Rakan,Veigar,45,27,60.0
Maokai,Zyra,7,3,42.86
Maokai,Zeri,32,14,43.75
Taric,Zyra,20,8,40.0
Tahm Kench,Kaisa,92,56,60.87
Tahm Kench,Ezreal,50,24,48.0
Nidalee,Sivir,33,12,36.36
Hwei,Varus,23,19,82.61
Yuumi,Yunara,218,102,46.79
VelKoz,Yunara,53,14,26.42
Taric,Yasuo,30,16,53.33
Sona,Ziggs,78,36,46.15
Poppy,Kalista,37,11,29.73
KogMaw,Caitlyn,6,4,66.67
Rakan,Miss Fortune,263,130,49.43
Karma,Veigar,41,21,51.22
Pyke,Aurora,12,1,8.33
Rumble,Zilean,6,0,0.0
Maokai,Sivir,38,16,42.11
Shaco,Tristana,33,14,42.42
Galio,Twitch,37,9,24.32
KogMaw,Jhin,7,7,100.0
Janna,Karthus,75,44,58.67
Rell,Taliyah,12,9,75.0
Morgana,Sivir,25,11,44.0
Elise,Syndra,7,0,0.0
Swain,Jhin,50,20,40.0
Kled,Kaisa,5,5,100.0
Nami,Seraphine,213,101,47.42
Thresh,Caitlyn,208,102,49.04
Senna,Yone,10,7,70.0
Thresh,Miss Fortune,183,113,61.75
Bard,Karthus,84,37,44.05
Rell,Zyra,49,26,53.06
Shen,Draven,5,0,0.0
Alistar,Jayce,2,0,0.0
Nidalee,Vayne,12,7,58.33
Morgana,Varus,38,21,55.26
Ashe,Draven,4,0,0.0
Amumu,Twitch,12,7,58.33
Nautilus,Taliyah,11,11,100.0
Dr. Mundo,Jhin,6,5,83.33
Twisted Fate,Caitlyn,12,8,66.67
Senna,Varus,147,72,48.98
Zac,Yunara,17,0,0.0
Sona,Zeri,174,94,54.02
Teemo,Ezreal,29,19,65.52
Lulu,Smolder,135,71,52.59
Nami,Morgana,6,1,16.67
Karma,Miss Fortune,226,101,44.69
Senna,Miss Fortune,67,40,59.7
Ashe,Seraphine,9,0,0.0
Milio,Tristana,100,45,45.0
Zilean,Varus,122,50,40.98
Hwei,Twitch,10,2,20.0
Trundle,Lux,7,4,57.14
VelKoz,Jhin,130,73,56.15
Nami,Twitch,230,124,53.91
Zilean,Tristana,100,57,57.0
Leona,Twitch,68,40,58.82
Leona,Zyra,8,5,62.5
Zilean,Hwei,47,24,51.06
Taric,Draven,30,15,50.0
Thresh,Ashe,170,88,51.76
Ivern,Ziggs,6,0,0.0
Twisted Fate,Draven,8,8,100.0
Yuumi,Karthus,5,5,100.0
Maokai,Jinx,28,7,25.0
Yuumi,Corki,38,19,50.0
Lulu,Yasuo,44,29,65.91
Neeko,Twitch,85,48,56.47
Zilean,Draven,68,35,51.47
Sona,Karma,7,1,14.29
Janna,Xayah,108,56,51.85
Zoe,Jhin,63,26,41.27
Taric,Sivir,56,41,73.21
Pantheon,Vayne,36,17,47.22
Nami,Ziggs,236,120,50.85
Pyke,Twitch,133,63,47.37
Maokai,Miss Fortune,35,16,45.71
Fiddlesticks,Yasuo,18,4,22.22
Swain,Jinx,21,3,14.29
Bard,Morgana,3,3,100.0
Lulu,Caitlyn,122,64,52.46
Neeko,Katarina,8,0,0.0
Morgana,Senna,40,18,45.0
Pantheon,Sivir,36,14,38.89
Seraphine,Caitlyn,53,25,47.17
Sett,Yasuo,4,0,0.0
Morgana,Lux,42,18,42.86
Hwei,Tristana,5,5,100.0
Camille,Swain,16,10,62.5
Taric,KogMaw,35,18,51.43
Rammus,Jhin,5,0,0.0
Janna,Lux,40,20,50.0
Seraphine,Mel,57,15,26.32
Bard,Lux,77,37,48.05
Morgana,Tristana,24,19,79.17
Thresh,KogMaw,67,29,43.28
Soraka,Lux,50,41,82.0
Fiddlesticks,KogMaw,18,10,55.56
Rell,Zilean,18,4,22.22
Neeko,Jinx,70,38,54.29
Soraka,Lissandra,3,0,0.0
Alistar,Aurelion Sol,58,27,46.55
Zilean,Jinx,134,64,47.76
Renata,Ashe,38,17,44.74
Orianna,Tristana,5,1,20.0
Elise,Miss Fortune,60,39,65.0
Ahri,Lucian,3,0,0.0
Poppy,KogMaw,29,18,62.07
Karma,Viktor,32,18,56.25
Poppy,Syndra,10,10,100.0
Blitzcrank,Zeri,87,47,54.02
Rakan,Urgot,3,0,0.0
Neeko,Urgot,7,2,28.57
Camille,Taliyah,3,3,100.0
Pyke,Kled,3,0,0.0
Yasuo,Kalista,4,4,100.0
Camille,Mel,12,11,91.67
Nautilus,Azir,7,3,42.86
Karma,Swain,46,22,47.83
Janna,Zyra,19,11,57.89
Elise,Lux,19,9,47.37
Janna,Seraphine,44,22,50.0
Leona,Ashe,67,37,55.22
Thresh,Varus,298,131,43.96
Dr. Mundo,Nunu & Willump,4,4,100.0
Camille,Jhin,29,10,34.48
Dr. Mundo,Twitch,9,6,66.67
Twitch,Sivir,5,1,20.0
Sona,Twisted Fate,1,1,100.0
Camille,Senna,6,2,33.33
Sylas,Senna,50,27,54.0
Kennen,Twitch,5,4,80.0
Camille,Tristana,24,5,20.83
Mel,Yunara,40,23,57.5
Alistar,Lux,104,48,46.15
Pantheon,Ezreal,117,59,50.43
Jarvan IV,Mel,6,4,66.67
Zoe,Zeri,14,10,71.43
Jax,Tristana,1,0,0.0
Fiddlesticks,Mel,16,5,31.25
Rakan,Karthus,61,25,40.98
Brand,Aphelios,6,4,66.67
Pantheon,Hwei,23,9,39.13
VelKoz,Swain,3,2,66.67
Amumu,Sivir,5,1,20.0
Sylas,Caitlyn,19,10,52.63
Soraka,Kaisa,365,172,47.12
Lux,Senna,75,31,41.33
Shen,Xayah,9,1,11.11
Zac,Samira,2,2,100.0
Seraphine,Swain,9,6,66.67
Soraka,Smolder,319,153,47.96
Rell,Yorick,6,6,100.0
Galio,Seraphine,9,1,11.11
Neeko,Graves,4,0,0.0
Ziggs,Sivir,4,4,100.0
Shaco,Smolder,37,18,48.65
Fiddlesticks,Smolder,16,11,68.75
Soraka,KogMaw,86,39,45.35
Pyke,Cassiopeia,16,10,62.5
Sona,Karthus,40,20,50.0
Thresh,Xayah,120,59,49.17
Pantheon,Jhin,135,69,51.11
LeBlanc,Viktor,3,3,100.0
Renata,Kaisa,113,75,66.37
Shen,Hwei,2,0,0.0
Galio,Mel,13,7,53.85
Mel,Samira,11,8,72.73
Maokai,Aphelios,37,16,43.24
Alistar,Akshan,5,0,0.0
Lulu,Kalista,46,31,67.39
Sylas,Aphelios,26,16,61.54
Blitzcrank,Ziggs,63,43,68.25
Senna,Ashe,114,68,59.65
Taric,Twitch,31,20,64.52
Yuumi,Xayah,30,13,43.33
Zoe,Lucian,24,12,50.0
Xin Zhao,Tristana,3,3,100.0
Soraka,Corki,179,104,58.1
Lux,Ezreal,141,48,34.04
Senna,Jayce,3,0,0.0
Maokai,Samira,26,17,65.38
Camille,Nilah,6,3,50.0
Pantheon,Zeri,49,25,51.02
Vladimir,Aphelios,6,0,0.0
Janna,Swain,15,8,53.33
Nunu & Willump,Miss Fortune,5,2,40.0
Nunu & Willump,Senna,4,3,75.0
Sona,Vayne,112,62,55.36
Swain,KogMaw,9,8,88.89
Gragas,Lucian,40,11,27.5
Hwei,Urgot,2,0,0.0
Gragas,Vayne,9,0,0.0
Neeko,Riven,3,0,0.0
Sett,Senna,34,16,47.06
Zyra,Jayce,3,3,100.0
Ashe,Sivir,3,1,33.33
Camille,Smolder,6,3,50.0
Janna,Kaisa,282,157,55.67
Thresh,Smolder,200,106,53.0
Soraka,Kalista,48,25,52.08
Morgana,Ashe,19,13,68.42
Twisted Fate,Yunara,9,5,55.56
Blitzcrank,KogMaw,30,2,6.67
Pantheon,Tristana,82,43,52.44
Trundle,Corki,8,6,75.0
Tahm Kench,Smolder,37,12,32.43
Zyra,Vayne,12,7,58.33
Tahm Kench,Corki,26,21,80.77
Karma,Xayah,113,63,55.75
Lulu,Hwei,21,9,42.86
Zoe,Jinx,9,4,44.44
Karma,Mel,151,63,41.72
Zilean,Vayne,85,36,42.35
Twisted Fate,Hwei,5,0,0.0
Thresh,Zeri,163,64,39.26
Zyra,Mel,19,10,52.63
Rakan,Vayne,122,56,45.9
Sona,Xerath,3,3,100.0
Seraphine,Vayne,28,19,67.86
Caitlyn,Varus,7,3,42.86
Wukong,Vayne,2,0,0.0
Seraphine,Varus,90,49,54.44
Skarner,Aphelios,4,0,0.0
Braum,VelKoz,6,2,33.33
Bard,Orianna,4,0,0.0
Pantheon,Aurelion Sol,13,11,84.62
Elise,Twitch,30,17,56.67
Lulu,Lux,23,17,73.91
Yuumi,Irelia,28,14,50.0
Janna,Hwei,55,13,23.64
Nautilus,Zoe,11,8,72.73
Zac,Senna,4,2,50.0
Milio,KogMaw,199,88,44.22
Rakan,Varus,345,174,50.43
Rammus,Kalista,3,0,0.0
Zilean,Nilah,38,12,31.58
VelKoz,Aphelios,26,20,76.92
Pyke,Xayah,128,55,42.97
Trundle,Ziggs,2,2,100.0
Camille,Ezreal,33,8,24.24
Yuumi,Aphelios,39,18,46.15
Sona,KogMaw,83,42,50.6
Senna,KogMaw,19,8,42.11
Nidalee,Caitlyn,29,11,37.93
Nidalee,Varus,46,30,65.22
Taric,Syndra,7,7,100.0
Gragas,Senna,47,30,63.83
VelKoz,Twitch,30,21,70.0
Shaco,Varus,34,13,38.24
Gragas,Draven,24,17,70.83
Lulu,Samira,15,5,33.33
Taric,Lux,17,15,88.24
Shen,Aphelios,12,0,0.0
Nidalee,Lucian,38,12,31.58
Trundle,Zyra,3,3,100.0
Poppy,Veigar,32,23,71.88
Senna,Xerath,15,10,66.67
Zilean,Karthus,46,26,56.52
Senna,Urgot,14,12,85.71
Alistar,Kalista,98,59,60.2
Renata,Draven,64,32,50.0
Pantheon,Draven,40,14,35.0
Senna,Draven,37,13,35.14
Pantheon,Taliyah,11,9,81.82
Fiddlesticks,Aphelios,18,13,72.22
Rakan,Zyra,54,43,79.63
Galio,Hwei,11,2,18.18
Thresh,Karthus,62,34,54.84
Braum,Morgana,5,0,0.0
Anivia,Jinx,11,6,54.55
Teemo,Syndra,1,1,100.0
Pyke,Ashe,126,88,69.84
Mel,Tristana,41,25,60.98
Renata,Aphelios,89,53,59.55
Sylas,Ezreal,43,9,20.93
Neeko,Hwei,27,23,85.19
Annie,Twitch,1,1,100.0
Lulu,Mel,37,16,43.24
Zac,Tristana,4,3,75.0
Xin Zhao,Kaisa,3,2,66.67
Brand,Xayah,3,1,33.33
Zac,Miss Fortune,6,0,0.0
Neeko,Aurora,3,0,0.0
Fiddlesticks,Hwei,15,6,40.0
Senna,Swain,74,29,39.19
Milio,Ezreal,145,59,40.69
Maokai,Yunara,60,22,36.67
Hwei,Sivir,1,1,100.0
Pyke,Smolder,134,80,59.7
Galio,Aphelios,20,17,85.0
VelKoz,Samira,6,1,16.67
Yone,Sivir,2,2,100.0
Lux,Zeri,21,11,52.38
Braum,Zyra,21,2,9.52
Nami,KogMaw,97,50,51.55
Teemo,Zeri,7,3,42.86
VelKoz,Ziggs,34,16,47.06
Pantheon,Ziggs,47,29,61.7
Zac,Jhin,17,14,82.35
Lux,Seraphine,10,5,50.0
Bard,Ashe,197,106,53.81
Elise,KogMaw,12,8,66.67
Elise,Kalista,26,9,34.62
Zilean,Caitlyn,93,41,44.09
Warwick,Hwei,2,0,0.0
Ashe,Zyra,1,0,0.0
Hwei,Ezreal,25,7,28.0
Tahm Kench,Aphelios,68,19,27.94
Thresh,Mel,104,66,63.46
Karma,Ziggs,135,38,28.15
Poppy,Samira,35,17,48.57
Soraka,Swain,19,9,47.37
Neeko,Samira,36,26,72.22
Alistar,Chogath,11,8,72.73
Pantheon,Xayah,27,9,33.33
Sylas,Azir,2,2,100.0
Lux,Aphelios,33,8,24.24
Senna,Chogath,23,10,43.48
Bard,Zilean,9,6,66.67
Zilean,Seraphine,41,17,41.46
Pantheon,Smolder,67,44,65.67
Leona,Caitlyn,128,57,44.53
Sona,Aurora,2,2,100.0
Trundle,Taliyah,3,3,100.0
Nautilus,Yasuo,101,55,54.46
Alistar,Camille,2,0,0.0
Neeko,Jayce,2,0,0.0
Alistar,Caitlyn,165,105,63.64
Neeko,Ashe,110,54,49.09
Blitzcrank,Lux,36,26,72.22
Renata,Yunara,109,49,44.95
Pantheon,Yunara,42,10,23.81
Galio,Varus,17,5,29.41
Ashe,Hwei,10,5,50.0
Rakan,Samira,101,48,47.52
Rakan,Taliyah,10,1,10.0
Gragas,Kaisa,70,34,48.57
Senna,Taliyah,6,4,66.67
Taric,Kaisa,138,62,44.93
Thresh,Zyra,23,18,78.26
Rakan,Morgana,4,0,0.0
Rakan,Zilean,8,8,100.0
Janna,Samira,57,32,56.14
Pyke,Caitlyn,105,60,57.14
Gragas,Jinx,18,14,77.78
Lux,Ziggs,19,8,42.11
Sona,Yasuo,62,44,70.97
Pyke,Irelia,10,7,70.0
Thresh,Samira,78,28,35.9
Taliyah,Tristana,9,5,55.56
Milio,Varus,137,56,40.88
Nautilus,Swain,86,61,70.93
Bard,Aurora,5,3,60.0
Rell,Viego,3,0,0.0
Lissandra,Yunara,11,5,45.45
Bard,Yasuo,48,28,58.33
Neeko,Yone,9,2,22.22
Nami,Yasuo,59,39,66.1
Senna,Yasuo,90,31,34.44
Karthus,Lucian,4,0,0.0
Janna,Azir,5,1,20.0
Zilean,Yasuo,18,12,66.67
Poppy,Kled,3,3,100.0
Neeko,Karthus,20,10,50.0
VelKoz,Xayah,20,3,15.0
Poppy,Yasuo,24,13,54.17
Janna,Yasuo,41,22,53.66
Leona,Nilah,23,13,56.52
Elise,Nilah,22,7,31.82
VelKoz,Ezreal,101,35,34.65
Senna,Neeko,6,2,33.33
Taric,Hwei,21,13,61.9
Lulu,Yone,5,0,0.0
Braum,KSante,3,3,100.0
Gragas,Xayah,25,21,84.0
Wukong,Corki,3,0,0.0
Rakan,Fiora,11,3,27.27
Rakan,Swain,27,12,44.44
Swain,Ezreal,66,37,56.06
Morgana,Miss Fortune,27,18,66.67
Sona,Viktor,22,9,40.91
Kled,Ezreal,3,3,100.0
Yuumi,Sona,3,0,0.0
Singed,Ezreal,6,4,66.67
Pantheon,Varus,84,38,45.24
Amumu,Ezreal,9,3,33.33
Rell,Viktor,27,11,40.74
Nidalee,Ezreal,59,25,42.37
Nami,Aurelion Sol,48,26,54.17
Thresh,Aurelion Sol,12,6,50.0
Milio,Mel,34,10,29.41
Fiddlesticks,Azir,2,2,100.0
Xerath,Jhin,113,50,44.25
Taric,Swain,17,12,70.59
Twitch,Ezreal,23,14,60.87
Kennen,Miss Fortune,10,7,70.0
Shaco,Ashe,21,13,61.9
Alistar,Azir,4,3,75.0
Shaco,Miss Fortune,20,4,20.0
Nami,Urgot,2,2,100.0
Tahm Kench,Chogath,3,0,0.0
Pantheon,Zyra,12,12,100.0
Lulu,Zyra,10,8,80.0
Yuumi,Smolder,80,21,26.25
Gragas,Syndra,2,0,0.0
Leona,Hwei,33,21,63.64
Leona,Samira,99,44,44.44
Neeko,Zeri,96,52,54.17
Nunu & Willump,Ezreal,18,7,38.89
Zoe,Ezreal,58,34,58.62
Morgana,Xayah,21,5,23.81
Lulu,Veigar,12,8,66.67
Bard,Hwei,74,48,64.86
Yunara,Aphelios,6,6,100.0
Nidalee,Yasuo,4,3,75.0
Braum,Hwei,18,7,38.89
VelKoz,Varus,58,30,51.72
Sona,Morgana,11,5,45.45
Poppy,Karthus,37,20,54.05
Soraka,Hwei,62,24,38.71
Karma,Orianna,3,1,33.33
Soraka,Viktor,24,1,4.17
Tahm Kench,Viktor,9,0,0.0
Zac,Smolder,3,0,0.0
Pyke,Singed,4,0,0.0
Shen,Taliyah,3,0,0.0
Milio,Syndra,7,5,71.43
Nami,Jinx,280,135,48.21
Nami,Zeri,213,111,52.11
Sona,Kalista,28,15,53.57
Swain,Tristana,17,5,29.41
Thresh,Seraphine,29,12,41.38
Tahm Kench,Zeri,23,8,34.78
Shaco,Zyra,2,2,100.0
Taric,Nilah,51,29,56.86
Ornn,Kaisa,13,6,46.15
Zyra,Syndra,4,4,100.0
Tahm Kench,Ziggs,37,12,32.43
Ziggs,Karthus,4,4,100.0
Morgana,KogMaw,20,11,55.0
Zoe,Karthus,9,2,22.22
Mel,Ezreal,73,47,64.38
Maokai,Hwei,9,2,22.22
Tahm Kench,Karthus,20,14,70.0
Rell,Karthus,153,90,58.82
Thresh,Swain,28,17,60.71
Rell,Cassiopeia,27,25,92.59
Lulu,Ziggs,21,9,42.86
Bard,Naafiri,3,3,100.0
Gragas,Ashe,27,9,33.33
Nami,Xayah,156,62,39.74
Taliyah,Hwei,2,0,0.0
Master Yi,Naafiri,3,0,0.0
Taliyah,Ezreal,18,12,66.67
Leona,Taliyah,2,2,100.0
Nami,Anivia,3,0,0.0
Bard,Ahri,3,1,33.33
Trundle,Zeri,16,4,25.0
Aurora,Mel,2,0,0.0
Zyra,Yasuo,6,3,50.0
Hwei,Jhin,32,15,46.88
Maokai,Seraphine,40,29,72.5
Alistar,Ekko,4,2,50.0
Milio,Kaisa,174,76,43.68
Brand,Seraphine,2,0,0.0
Maokai,Mel,36,15,41.67
Alistar,Karthus,104,60,57.69
Ahri,Twitch,4,2,50.0
Yuumi,Samira,10,7,70.0
Janna,Nilah,18,6,33.33
Taric,Mel,33,24,72.73
Pantheon,Ashe,40,22,55.0
Leona,Naafiri,2,2,100.0
Pantheon,Mel,51,18,35.29
Nami,Aurora,13,2,15.38
Karma,Vladimir,5,4,80.0
Senna,Xayah,40,11,27.5
Nami,Ashe,167,66,39.52
Braum,Taliyah,10,10,100.0
Braum,Ahri,2,2,100.0
Rell,Riven,2,2,100.0
Taric,Jinx,52,35,67.31
Yuumi,Lux,12,2,16.67
Rakan,Anivia,6,4,66.67
VelKoz,Sivir,16,9,56.25
Nami,Veigar,55,27,49.09
Pantheon,Kalista,30,13,43.33
Nami,Vladimir,12,9,75.0
Lulu,Swain,9,3,33.33
Nami,Nilah,109,64,58.72
Taric,Teemo,5,5,100.0
Galio,Zyra,8,8,100.0
Galio,Swain,8,5,62.5
Galio,Zeri,17,3,17.65
Braum,Samira,24,9,37.5
Braum,Orianna,2,0,0.0
Pyke,Taliyah,9,6,66.67
Rell,Azir,14,2,14.29
Braum,Azir,4,4,100.0
Jarvan IV,Ezreal,17,5,29.41
Seraphine,Hwei,28,20,71.43
Thresh,Hwei,50,23,46.0
Senna,Illaoi,2,2,100.0
Taliyah,Jhin,15,1,6.67
Sylas,Kled,4,4,100.0
Trundle,Miss Fortune,12,9,75.0
Ashe,Lucian,1,1,100.0
Sylas,Irelia,1,0,0.0
Nunu & Willump,Taliyah,2,0,0.0
Veigar,Ziggs,20,0,0.0
Nami,Ezreal,772,387,50.13
Kennen,Jinx,6,4,66.67
Maokai,Ezreal,70,36,51.43
Tahm Kench,Varus,72,47,65.28
Blitzcrank,Seraphine,22,11,50.0
Senna,Azir,4,3,75.0
Senna,Irelia,10,4,40.0
Ornn,Yasuo,4,0,0.0
VelKoz,Lucian,38,21,55.26
Zyra,Twitch,14,11,78.57
Camille,Seraphine,1,0,0.0
Ahri,Jhin,2,0,0.0
Lulu,Nilah,90,52,57.78
Zyra,Lucian,41,18,43.9
Blitzcrank,Ezreal,162,94,58.02
Janna,Ziggs,109,52,47.71
Bard,Xayah,129,45,34.88
Leona,Viktor,10,2,20.0
Elise,Zyra,7,2,28.57
Fiddlesticks,Urgot,2,0,0.0
Taric,Kalista,26,13,50.0
Elise,Xayah,27,15,55.56
Karma,Aurora,11,11,100.0
Zyra,Yunara,50,26,52.0
Rakan,Viktor,26,11,42.31
Kayle,Ziggs,2,0,0.0
Fiddlesticks,Akshan,2,0,0.0
Pyke,Katarina,4,0,0.0
Milio,Samira,3,1,33.33
Tahm Kench,Lux,5,3,60.0
Pyke,Urgot,5,1,20.0
Pantheon,Swain,31,18,58.06
Pyke,Syndra,28,10,35.71
Elise,Neeko,1,1,100.0
Trundle,Yunara,18,14,77.78
Twisted Fate,Jhin,24,15,62.5
Brand,Miss Fortune,19,1,5.26
Lulu,Jhin,79,35,44.3
Sylas,Draven,28,9,32.14
Taric,Senna,100,51,51.0
Karma,Zyra,32,15,46.88
Camille,Yunara,13,12,92.31
Teemo,Twitch,13,5,38.46
Maokai,Lux,13,9,69.23
Gragas,Karthus,11,8,72.73
Seraphine,Zyra,8,3,37.5
Nami,Syndra,42,25,59.52
Tahm Kench,Tristana,21,6,28.57
Bard,Seraphine,69,45,65.22
Ornn,Hwei,2,2,100.0
Teemo,Hwei,9,3,33.33
Zilean,Corki,87,48,55.17
Dr. Mundo,Tristana,4,4,100.0
Sylas,Zeri,34,16,47.06
Rell,Brand,15,0,0.0
Fiddlesticks,Miss Fortune,62,25,40.32
Nunu & Willump,Jinx,3,1,33.33
Karma,VelKoz,25,17,68.0
Pyke,VelKoz,6,4,66.67
Nunu & Willump,Lucian,5,1,20.0
Bard,Ekko,5,5,100.0
Pyke,Akshan,4,2,50.0
Yuumi,Jinx,52,25,48.08
Soraka,Zyra,15,7,46.67
Nautilus,Syndra,45,13,28.89
Anivia,Smolder,9,6,66.67
Shaco,Corki,23,12,52.17
Soraka,Yone,12,3,25.0
Braum,Veigar,8,6,75.0
Neeko,Gragas,2,0,0.0
Nautilus,Annie,2,0,0.0
Soraka,Karma,4,4,100.0
Elise,Seraphine,10,4,40.0
Elise,Ahri,1,1,100.0
Nami,Pyke,1,0,0.0
Xin Zhao,Senna,2,2,100.0
Zilean,Swain,28,15,53.57
Twisted Fate,Ivern,5,0,0.0
Alistar,Xerath,13,6,46.15
Teemo,Ziggs,10,6,60.0
Alistar,Morgana,9,9,100.0
Twitch,Jhin,22,15,68.18
Taric,Kled,4,1,25.0
Seraphine,Ziggs,54,28,51.85
Jarvan IV,Draven,7,3,42.86
Blitzcrank,Kalista,45,29,64.44
Fiddlesticks,Caitlyn,17,5,29.41
Zoe,Swain,3,0,0.0
Ivern,Rengar,5,4,80.0
Sett,Draven,11,1,9.09
Morgana,Jinx,44,10,22.73
Twitch,Vayne,4,1,25.0
VelKoz,Riven,2,2,100.0
Xerath,Ezreal,49,17,34.69
Lux,Xayah,10,6,60.0
Twisted Fate,Kaisa,17,6,35.29
Zilean,Miss Fortune,101,61,60.4
Twitch,Tristana,12,3,25.0
Ornn,Tristana,5,1,20.0
Milio,Jhin,122,57,46.72
Gragas,Zeri,27,10,37.04
Blitzcrank,Cassiopeia,3,1,33.33
Xin Zhao,Zeri,1,0,0.0
Mel,Zeri,12,5,41.67
Rell,Chogath,26,17,65.38
Mel,Lux,15,6,40.0
Pyke,Veigar,24,12,50.0
Blitzcrank,Karthus,35,19,54.29
Pantheon,Miss Fortune,38,18,47.37
Maokai,Kalista,7,6,85.71
Zilean,Irelia,1,1,100.0
Thresh,Cassiopeia,16,8,50.0
Skarner,Lucian,4,4,100.0
Alistar,Kled,2,0,0.0
Fiddlesticks,Samira,7,6,85.71
Yuumi,Nilah,54,26,48.15
Tahm Kench,Samira,12,0,0.0
Zoe,Tristana,19,9,47.37
Nunu & Willump,Aphelios,6,5,83.33
Leona,Kalista,29,17,58.62
Sylas,Varus,21,14,66.67
Gragas,Aphelios,24,12,50.0
Poppy,Nilah,34,21,61.76
Xin Zhao,Kalista,3,0,0.0
Soraka,VelKoz,9,6,66.67
Senna,Tahm Kench,18,6,33.33
Morgana,Zyra,2,0,0.0
Leona,Riven,2,2,100.0
Yuumi,Kaisa,76,32,42.11
Jhin,Nunu & Willump,3,0,0.0
Pyke,Nilah,43,19,44.19
Zyra,Miss Fortune,20,6,30.0
Pyke,Jayce,2,2,100.0
Lux,Hwei,9,7,77.78
Thresh,Veigar,20,10,50.0
Pantheon,Corki,40,29,72.5
Janna,Riven,3,3,100.0
Neeko,Orianna,2,2,100.0
Rumble,Kaisa,9,3,33.33
Shen,Soraka,2,0,0.0
Shaco,Aurora,2,0,0.0
Zyra,Senna,40,25,62.5
Mel,Karthus,20,11,55.0
Sion,Kaisa,4,1,25.0
Neeko,Syndra,6,4,66.67
Teemo,Jinx,2,1,50.0
Teemo,Smolder,8,1,12.5
Taric,Kindred,6,1,16.67
Soraka,Seraphine,39,24,61.54
Blitzcrank,Miss Fortune,80,50,62.5
Nidalee,Corki,45,30,66.67
Morgana,Mel,50,19,38.0
Braum,Karthus,18,4,22.22
Yuumi,Viktor,7,1,14.29
Lulu,Taliyah,3,1,33.33
Neeko,KogMaw,32,20,62.5
Camille,Sivir,14,8,57.14
Nunu & Willump,Chogath,1,1,100.0
Pantheon,Lucian,82,33,40.24
Gragas,Caitlyn,17,14,82.35
Neeko,Singed,1,1,100.0
Pantheon,Kled,2,2,100.0
Swain,Yasuo,4,0,0.0
Yuumi,Draven,18,13,72.22
Maokai,Lucian,56,26,46.43
Seraphine,Annie,1,0,0.0
Nautilus,Veigar,55,23,41.82
Taric,Smolder,60,25,41.67
Yuumi,Senna,12,4,33.33
Pantheon,Syndra,7,1,14.29
