champion1,champion2,champion3,games,wins,win_rate
Jarvan IV,Sylas,Veigar,5,0,0.0
Jarvan IV,Thresh,Aurora,10,7,70.0
Ambessa,Nautilus,Sylas,6,0,0.0
Nunu & Willump,Trundle,LeBlanc,9,1,11.11
Reksai,Lulu,Orianna,8,8,100.0
Nunu & Willump,Karma,Smolder,8,8,100.0
Jarvan IV,Braum,Annie,24,14,58.33
Hecarim,Neeko,Zac,8,8,100.0
Nunu & Willump,Bard,Sylas,8,2,25.0
Vi,Bard,LeBlanc,9,1,11.11
Nunu & Willump,Rakan,Syndra,8,8,100.0
Chogath,Thresh,Yone,10,0,0.0
Nunu & Willump,Lulu,Orianna,10,10,100.0
Belveth,Rell,Vladimir,14,14,100.0
Nunu & Willump,Alistar,Azir,13,0,0.0
Nunu & Willump,Lulu,Aurora,7,6,85.71
Elise,Alistar,Azir,7,1,14.29
Nunu & Willump,Jhin,Viktor,7,7,100.0
Trundle,Neeko,Karma,7,0,0.0
Ekko,Pyke,Orianna,18,18,100.0
Kindred,Leona,Syndra,11,1,9.09
Ekko,Rell,Yone,15,10,66.67
Nunu & Willump,Poppy,Zoe,6,0,0.0
Qiyana,Neeko,Lissandra,6,6,100.0
Nunu & Willump,Rell,Taliyah,17,0,0.0
Pantheon,Rakan,Ryze,33,15,45.45
Nunu & Willump,Nautilus,Sylas,18,13,72.22
Nunu & Willump,Sona,Orianna,4,4,100.0
Pantheon,Janna,Diana,6,1,16.67
Xin Zhao,Neeko,Annie,6,3,50.0
Nunu & Willump,Alistar,Sylas,7,4,57.14
Hecarim,Neeko,Azir,9,2,22.22
Qiyana,Sylas,Kayle,8,0,0.0
Viego,Lulu,Syndra,23,11,47.83
Pantheon,Alistar,Aurora,31,13,41.94
Nunu & Willump,Janna,Irelia,1,1,100.0
Dr. Mundo,Nautilus,Anivia,1,0,0.0
Nunu & Willump,Shaco,Annie,1,1,100.0
Ekko,Alistar,VelKoz,5,0,0.0
Kindred,Rakan,Sion,5,5,100.0
Ivern,Morgana,Galio,1,1,100.0
Nunu & Willump,Nautilus,Kennen,1,0,0.0
Nunu & Willump,Pyke,Yone,14,6,42.86
Talon,Thresh,Sylas,20,4,20.0
Xin Zhao,Nami,Akali,27,25,92.59
Volibear,Blitzcrank,Azir,9,0,0.0
Nunu & Willump,Rell,Twisted Fate,10,10,100.0
Pantheon,Pyke,Orianna,22,15,68.18
Ambessa,Rell,Neeko,3,0,0.0
Viego,Leona,LeBlanc,14,5,35.71
Nunu & Willump,Nami,Ahri,2,1,50.0
Ekko,Pyke,Lissandra,3,3,100.0
Nunu & Willump,Bard,Hwei,6,1,16.67
Nunu & Willump,Alistar,Yone,25,22,88.0
Trundle,Braum,Vladimir,9,0,0.0
Nidalee,Nautilus,Yone,40,19,47.5
Nunu & Willump,Braum,Hwei,9,4,44.44
Lee Sin,Rell,Sylas,28,16,57.14
Nunu & Willump,Nautilus,Akali,9,8,88.89
Lee Sin,Seraphine,Syndra,7,2,28.57
Nunu & Willump,Bard,Caitlyn,2,0,0.0
Qiyana,Yuumi,Azir,3,0,0.0
Nunu & Willump,Rell,Lee Sin,3,3,100.0
Nunu & Willump,Zac,Lissandra,2,2,100.0
Master Yi,Nautilus,Zoe,2,0,0.0
Pantheon,Alistar,Ahri,40,27,67.5
Viego,Elise,Fizz,5,0,0.0
Shaco,Neeko,Sion,6,0,0.0
Fiddlesticks,Alistar,Lissandra,2,2,100.0
Nunu & Willump,Nidalee,Ahri,3,1,33.33
Nunu & Willump,Pyke,Olaf,4,0,0.0
Udyr,Nautilus,Sylas,10,5,50.0
Nunu & Willump,Rell,Veigar,1,0,0.0
Volibear,Senna,Ekko,3,1,33.33
Nidalee,Lulu,Viktor,11,6,54.55
Nunu & Willump,Yuumi,Syndra,4,4,100.0
Nunu & Willump,Thresh,Tryndamere,5,5,100.0
Naafiri,Zilean,Sylas,2,0,0.0
Briar,Poppy,Twisted Fate,2,0,0.0
Pantheon,Janna,Orianna,21,14,66.67
Nunu & Willump,Braum,Talon,1,0,0.0
Gwen,Rell,Tristana,1,1,100.0
Belveth,Pyke,Ekko,2,2,100.0
Nunu & Willump,Sona,Ahri,5,2,40.0
Naafiri,Nautilus,Syndra,10,7,70.0
Pantheon,Rell,Twisted Fate,24,10,41.67
Nunu & Willump,Neeko,Yone,10,10,100.0
Trundle,Pyke,Azir,25,14,56.0
Vi,Pyke,Brand,3,0,0.0
Nunu & Willump,Lulu,Azir,6,6,100.0
Nunu & Willump,Bard,Yone,2,0,0.0
Hecarim,Fiddlesticks,Syndra,2,2,100.0
Nunu & Willump,Zilean,Ekko,4,4,100.0
Zyra,Trundle,Syndra,4,0,0.0
Udyr,Nami,Talon,3,2,66.67
Nidalee,Alistar,Sion,6,5,83.33
Reksai,Trundle,Viktor,5,0,0.0
Nunu & Willump,Milio,Vladimir,6,5,83.33
Talon,Rell,Taliyah,29,17,58.62
Fiddlesticks,Renata,Yone,5,5,100.0
Nunu & Willump,Braum,Vladimir,8,3,37.5
Evelynn,Braum,Sion,2,0,0.0
Viego,Pyke,Viktor,16,8,50.0
Trundle,Rakan,Diana,1,1,100.0
Nunu & Willump,Lulu,Corki,6,5,83.33
Nidalee,Sona,Zac,6,2,33.33
Sejuani,Blitzcrank,Diana,2,0,0.0
Talon,Nautilus,Sylas,18,5,27.78
Nunu & Willump,Alistar,Corki,4,2,50.0
Trundle,Rell,Diana,1,0,0.0
Nunu & Willump,Nautilus,Corki,1,1,100.0
Jarvan IV,Zilean,Yasuo,16,12,75.0
Nocturne,Rakan,Galio,9,0,0.0
KhaZix,Bard,Vladimir,19,11,57.89
Trundle,Tahm Kench,Azir,10,0,0.0
Elise,Karma,Yone,10,10,100.0
Udyr,Rell,Taliyah,12,5,41.67
Nocturne,Leona,Orianna,27,19,70.37
Morgana,Sett,Neeko,7,0,0.0
KhaZix,Soraka,Ahri,7,2,28.57
Trundle,Bard,Kennen,3,3,100.0
Elise,Sona,Akshan,7,0,0.0
Poppy,Karma,Kennen,6,6,100.0
Nocturne,Soraka,Hwei,2,0,0.0
Pantheon,Senna,Mel,4,2,50.0
Nocturne,Zilean,Hwei,4,2,50.0
Viego,Karma,Zoe,15,6,40.0
Nocturne,Nautilus,Tryndamere,14,8,57.14
KhaZix,Leona,Chogath,10,10,100.0
Gwen,Pyke,Orianna,15,5,33.33
Ekko,Leona,Tristana,8,8,100.0
Nocturne,Janna,Sylas,14,2,14.29
Jarvan IV,Neeko,Karma,11,0,0.0
Nunu & Willump,Pyke,Zoe,9,7,77.78
Jarvan IV,Pyke,Ryze,23,3,13.04
Elise,Poppy,Zed,12,11,91.67
Nocturne,Nami,Neeko,7,7,100.0
Sejuani,Nautilus,Aurora,7,0,0.0
Xin Zhao,Soraka,Azir,21,13,61.9
Nocturne,Nautilus,Orianna,64,26,40.62
Ambessa,Pyke,Gwen,7,7,100.0
KhaZix,Cassiopeia,Irelia,7,0,0.0
Pantheon,Alistar,Karma,18,9,50.0
Volibear,Nautilus,Aurora,17,5,29.41
Belveth,Pyke,Aurora,8,5,62.5
Jarvan IV,Nami,Akali,26,9,34.62
Morgana,Karma,Zoe,8,8,100.0
Nocturne,Senna,Orianna,14,0,0.0
Rengar,Senna,Zoe,3,0,0.0
Nocturne,Rakan,Morgana,3,3,100.0
Lee Sin,Nautilus,Naafiri,5,3,60.0
Elise,Sona,Kled,3,0,0.0
Viego,Twisted Fate,Karma,8,8,100.0
Hecarim,Nautilus,Azir,16,4,25.0
Pantheon,Janna,Lux,11,0,0.0
Nocturne,Alistar,Yunara,6,6,100.0
Nocturne,Sona,Lux,8,8,100.0
Nunu & Willump,Pyke,Ahri,9,0,0.0
Viego,Alistar,Anivia,14,12,85.71
Elise,Sona,Jayce,7,0,0.0
Elise,Rell,Corki,24,16,66.67
Rammus,Soraka,Lux,8,2,25.0
Xin Zhao,Dr. Mundo,Taliyah,9,0,0.0
Nocturne,Bard,Sylas,26,16,61.54
Nocturne,Blitzcrank,Ahri,7,7,100.0
Vi,Karma,Sylas,20,8,40.0
Poppy,Rakan,Azir,26,10,38.46
Nocturne,Braum,Viktor,15,15,100.0
Trundle,Bard,Fizz,8,8,100.0
KhaZix,Karma,Yone,11,0,0.0
Jarvan IV,Alistar,Xerath,7,3,42.86
Amumu,Dr. Mundo,Orianna,4,4,100.0
Elise,Alistar,Akshan,4,4,100.0
Zac,Lulu,Ahri,14,5,35.71
Elise,Lulu,Akshan,13,4,30.77
Poppy,Nautilus,Hwei,9,0,0.0
Poppy,Neeko,Orianna,6,6,100.0
Elise,Bard,Yasuo,6,1,16.67
Hecarim,Sona,Azir,4,4,100.0
Jarvan IV,Nami,Neeko,4,0,0.0
Elise,Neeko,Yone,7,5,71.43
Lee Sin,Maokai,Ekko,5,0,0.0
Nocturne,Janna,Orianna,14,12,85.71
Fiddlesticks,Twisted Fate,Yone,3,0,0.0
Elise,Zyra,Yone,9,0,0.0
Nocturne,Neeko,Syndra,9,7,77.78
Elise,Dr. Mundo,Sejuani,7,7,100.0
Lillia,Morgana,Lissandra,7,0,0.0
Nocturne,Leona,Jax,7,7,100.0
Elise,Camille,Tryndamere,7,0,0.0
Nidalee,Rell,Aatrox,5,5,100.0
Master Yi,Leona,Karma,5,0,0.0
Nocturne,Poppy,Viktor,11,10,90.91
Xin Zhao,Alistar,Galio,22,9,40.91
Xin Zhao,Sona,Taliyah,19,12,63.16
Jarvan IV,Taric,Annie,4,0,0.0
Elise,Braum,Smolder,5,5,100.0
Udyr,Sona,Viktor,7,0,0.0
Nocturne,Thresh,Neeko,9,9,100.0
Xin Zhao,Shaco,Galio,9,0,0.0
Mordekaiser,Leona,Gwen,10,10,100.0
Nocturne,Braum,Syndra,19,9,47.37
Volibear,Nautilus,Orianna,7,6,85.71
Jarvan IV,Rakan,Akali,27,4,14.81
Zed,Braum,Neeko,12,3,25.0
Jarvan IV,Bard,Katarina,19,15,78.95
Belveth,Sona,Neeko,3,0,0.0
Elise,Nami,Ahri,10,5,50.0
Jarvan IV,Nautilus,Hwei,37,14,37.84
Brand,Karma,Jhin,2,0,0.0
Nocturne,Rell,Syndra,13,8,61.54
Jarvan IV,Alistar,Kaisa,6,0,0.0
Jarvan IV,Nautilus,Aatrox,10,0,0.0
Belveth,Rakan,Hwei,11,10,90.91
Nocturne,Nami,Ryze,17,12,70.59
Jarvan IV,Nautilus,Sylas,56,24,42.86
Xin Zhao,Blitzcrank,Swain,8,0,0.0
Jarvan IV,Nautilus,Twisted Fate,19,14,73.68
Pantheon,Rakan,Karma,13,13,100.0
Nocturne,Lulu,Gwen,10,1,10.0
Jarvan IV,Gragas,Vayne,7,0,0.0
Belveth,Galio,Swain,7,7,100.0
Trundle,Ahri,Taliyah,2,2,100.0
Xin Zhao,Sona,Lux,7,4,57.14
Jarvan IV,Karma,Viktor,23,12,52.17
Jax,Alistar,LeBlanc,7,0,0.0
Xin Zhao,Sona,LeBlanc,19,14,73.68
Udyr,Neeko,Sylas,20,5,25.0
Sejuani,Lulu,Yone,7,7,100.0
Pantheon,Maokai,Gwen,6,6,100.0
KhaZix,Rakan,Syndra,14,3,21.43
Jarvan IV,Elise,Viktor,17,10,58.82
KhaZix,Nautilus,Aurora,17,14,82.35
KhaZix,Karma,Lux,11,11,100.0
Trundle,Soraka,Azir,7,0,0.0
Jarvan IV,Nautilus,Diana,7,0,0.0
Hecarim,Braum,Aurora,10,10,100.0
Viego,Zyra,Taliyah,6,1,16.67
Jarvan IV,Rakan,LeBlanc,13,10,76.92
Pantheon,Leona,Azir,12,1,8.33
Nocturne,Rakan,Syndra,36,25,69.44
Nocturne,Milio,Aurora,8,7,87.5
Belveth,Neeko,Hwei,10,1,10.0
Elise,Rell,Ryze,10,10,100.0
Nocturne,Bard,Azir,10,0,0.0
Trundle,Sona,Syndra,21,19,90.48
Gwen,Alistar,Syndra,8,8,100.0
Xin Zhao,Sona,Sylas,52,34,65.38
Talon,Thresh,Karma,9,8,88.89
Fiddlesticks,Taric,Yone,8,0,0.0
Elise,Thresh,Akshan,19,12,63.16
Pantheon,Karma,Ziggs,7,7,100.0
Zed,Fiddlesticks,Taliyah,9,6,66.67
Jarvan IV,Maokai,Gragas,4,4,100.0
Xin Zhao,Zyra,Irelia,6,0,0.0
Nunu & Willump,Lulu,Zoe,8,8,100.0
Wukong,Tahm Kench,Orianna,16,16,100.0
Nocturne,Rakan,Orianna,82,53,64.63
Chogath,Alistar,Taliyah,10,0,0.0
Trundle,Rell,Galio,14,3,21.43
KhaZix,Rakan,LeBlanc,10,10,100.0
Elise,Rell,Taliyah,9,9,100.0
Jarvan IV,Nautilus,Vayne,9,0,0.0
Jarvan IV,Nami,Syndra,36,8,22.22
Vi,Karma,Aurora,14,11,78.57
Vi,Shen,Irelia,7,7,100.0
Jarvan IV,Nami,Ryze,37,13,35.14
Viego,Braum,Azir,44,21,47.73
Trundle,Alistar,Riven,6,0,0.0
Nocturne,Taric,Rumble,10,9,90.0
Pantheon,Renata,Sylas,12,3,25.0
Zac,Bard,Karma,9,0,0.0
Pantheon,Nami,Azir,34,23,67.65
Jarvan IV,Senna,Sylas,6,6,100.0
Diana,Trundle,Vladimir,5,0,0.0
Poppy,Rell,Sylas,9,0,0.0
Nocturne,Tahm Kench,Azir,8,8,100.0
Xin Zhao,Lulu,Aurora,31,22,70.97
Fiddlesticks,Sona,Quinn,9,0,0.0
Belveth,Rakan,Karma,3,3,100.0
Jarvan IV,Sona,Annie,8,3,37.5
Gwen,Nautilus,Akshan,12,2,16.67
Xin Zhao,Alistar,Vex,4,4,100.0
Pantheon,Sona,Aurora,33,5,15.15
Jarvan IV,Rell,LeBlanc,10,10,100.0
Taliyah,Pyke,Twisted Fate,10,0,0.0
Viego,Seraphine,Aurora,14,2,14.29
Pantheon,Alistar,Taliyah,115,75,65.22
Viego,Poppy,Nunu & Willump,10,10,100.0
Corki,Shen,Vladimir,9,0,0.0
Viego,Taric,Orianna,9,2,22.22
Nidalee,Soraka,Akshan,7,6,85.71
Nidalee,Shen,Smolder,8,0,0.0
Ambessa,Lulu,Ekko,8,8,100.0
Zyra,Rell,Aurora,13,0,0.0
Vi,Alistar,Orianna,24,11,45.83
Jarvan IV,Braum,Twisted Fate,19,19,100.0
Ambessa,Karma,Galio,6,0,0.0
Pantheon,Senna,Neeko,7,7,100.0
Belveth,Rell,Orianna,16,0,0.0
Xin Zhao,Rell,Azir,38,9,23.68
Pantheon,Pyke,Annie,12,10,83.33
Trundle,Braum,Azir,43,19,44.19
Chogath,Nautilus,Yone,10,0,0.0
Vi,Lulu,Akali,18,17,94.44
Karthus,Nami,Ambessa,10,2,20.0
Pantheon,Yuumi,Orianna,14,10,71.43
Lillia,Poppy,Jayce,2,2,100.0
Nocturne,Rakan,Ahri,13,9,69.23
Zac,Karma,Orianna,4,3,75.0
Pantheon,Shaco,Ekko,1,1,100.0
Skarner,Nami,Zed,8,0,0.0
Trundle,Sona,Aurelion Sol,8,8,100.0
Xin Zhao,Sona,Yone,26,15,57.69
Skarner,Pyke,Aurora,10,0,0.0
Tryndamere,Braum,Sylas,3,0,0.0
Nocturne,Zilean,Ornn,3,3,100.0
Vi,Tahm Kench,Vladimir,8,0,0.0
Jarvan IV,Soraka,Galio,16,12,75.0
Jarvan IV,Poppy,Zed,17,0,0.0
Lee Sin,Alistar,Katarina,36,31,86.11
Zed,Neeko,Lissandra,7,6,85.71
Pantheon,Alistar,Viktor,22,3,13.64
Lee Sin,Braum,Katarina,23,11,47.83
Viego,Nautilus,Ahri,58,18,31.03
Jarvan IV,Tahm Kench,Zed,6,3,50.0
Pantheon,Lulu,Sylas,38,16,42.11
Jarvan IV,Heimerdinger,Corki,1,0,0.0
Pantheon,Nautilus,Kayle,11,7,63.64
Nidalee,Rell,Zoe,5,5,100.0
Lee Sin,Leona,Ambessa,6,1,16.67
Ekko,Pyke,Yone,37,22,59.46
Qiyana,Alistar,Twisted Fate,7,0,0.0
Ambessa,Neeko,Sylas,17,17,100.0
Trundle,Rakan,Yone,12,4,33.33
Gragas,Sona,Twisted Fate,4,4,100.0
Hecarim,Nautilus,Sylas,10,3,30.0
Ekko,Lulu,Lee Sin,3,3,100.0
Vi,Fiddlesticks,Ahri,4,0,0.0
Jarvan IV,Rakan,Twisted Fate,16,3,18.75
Ekko,Lulu,Galio,11,6,54.55
Talon,Taric,Akali,3,0,0.0
Trundle,Nami,LeBlanc,10,8,80.0
Trundle,Sona,Ahri,14,10,71.43
Viego,Blitzcrank,Viktor,10,1,10.0
Lee Sin,Alistar,Zac,5,5,100.0
Ekko,Lulu,Tristana,6,3,50.0
Ambessa,Nautilus,Akali,4,0,0.0
Ekko,Alistar,Taliyah,7,5,71.43
Nidalee,Nunu & Willump,Yone,3,0,0.0
Karthus,Janna,Ahri,8,8,100.0
Nidalee,Karma,Corki,8,5,62.5
Zed,Zyra,Hwei,2,2,100.0
Lee Sin,Alistar,Twisted Fate,36,22,61.11
Nidalee,Nautilus,Hwei,7,2,28.57
Nidalee,Leona,Vayne,3,0,0.0
Lee Sin,Shen,Ryze,3,3,100.0
Zed,Nami,Hwei,9,1,11.11
Ekko,Braum,Veigar,7,1,14.29
Lee Sin,Nautilus,Galio,29,8,27.59
Zed,Braum,Zoe,4,4,100.0
Lee Sin,Nautilus,Mel,23,9,39.13
Nunu & Willump,Braum,Zoe,3,3,100.0
Qiyana,Rakan,Taliyah,5,5,100.0
Nunu & Willump,Bard,Akali,8,2,25.0
Qiyana,Braum,Azir,2,0,0.0
Lee Sin,Alistar,Neeko,4,2,50.0
Nocturne,Senna,Galio,9,0,0.0
Pantheon,Rakan,Syndra,31,13,41.94
Vi,Karma,Akali,11,7,63.64
Zed,Sona,Hwei,12,5,41.67
Talon,Blitzcrank,Azir,5,4,80.0
Jax,Alistar,Annie,3,3,100.0
Pantheon,Kennen,Sylas,3,0,0.0
Lee Sin,Galio,Syndra,3,3,100.0
Wukong,Shaco,Gwen,3,0,0.0
Ambessa,Braum,Riven,5,0,0.0
Jarvan IV,Pyke,Vayne,5,5,100.0
Volibear,Thresh,Sylas,10,6,60.0
Wukong,Braum,Ekko,3,0,0.0
Lee Sin,Sylas,Ahri,8,4,50.0
Zed,Seraphine,Sylas,8,0,0.0
Lee Sin,Zilean,Ahri,10,8,80.0
Karthus,Nautilus,Jayce,22,9,40.91
Lee Sin,Leona,Corki,5,5,100.0
Ekko,Lulu,Jayce,8,4,50.0
Zyra,Nami,Vayne,3,0,0.0
Volibear,Nidalee,Aurora,10,10,100.0
Graves,Bard,Aurora,2,2,100.0
Lee Sin,Shen,Heimerdinger,2,0,0.0
Pantheon,Sona,Kled,4,0,0.0
Gwen,Nautilus,Twisted Fate,10,8,80.0
Brand,Karma,Sylas,3,3,100.0
Naafiri,Alistar,Anivia,6,3,50.0
Vi,Mel,Syndra,7,4,57.14
Udyr,Leona,Corki,6,3,50.0
Evelynn,Lulu,Kindred,5,0,0.0
Zyra,Thresh,Gragas,5,5,100.0
Qiyana,Bard,Akali,2,2,100.0
KhaZix,Pantheon,Lux,2,0,0.0
Jarvan IV,Trundle,Aurora,3,3,100.0
Fiddlesticks,Karma,Corki,7,0,0.0
Dr. Mundo,Rell,Lucian,6,6,100.0
Trundle,Soraka,Aurora,6,0,0.0
Shaco,Braum,Sylas,7,6,85.71
Taliyah,Quinn,Akali,1,0,0.0
Jarvan IV,Karma,Azir,24,5,20.83
Ambessa,Nidalee,Galio,3,0,0.0
Trundle,Zoe,Corki,1,0,0.0
Pantheon,Neeko,Yasuo,4,4,100.0
Udyr,Rakan,Gwen,5,0,0.0
Vi,Karma,Mel,19,15,78.95
Evelynn,Pyke,Jayce,2,2,100.0
Naafiri,Karma,Ahri,17,5,29.41
Volibear,Nautilus,Qiyana,12,7,58.33
Lee Sin,Rell,Lissandra,11,6,54.55
Naafiri,Neeko,Zoe,3,3,100.0
KhaZix,Senna,Sylas,3,0,0.0
Evelynn,Trundle,Hwei,3,3,100.0
Xin Zhao,Rakan,Heimerdinger,9,3,33.33
Brand,Trundle,Zed,4,0,0.0
Vi,Sona,Galio,6,4,66.67
Talon,Trundle,Urgot,2,2,100.0
Naafiri,Akali,Sylas,2,0,0.0
Ivern,Rell,Yone,13,5,38.46
Diana,Elise,Yasuo,4,0,0.0
Pantheon,Senna,Sett,1,0,0.0
Shaco,Poppy,Ahri,6,0,0.0
Vi,Elise,Taliyah,7,3,42.86
Pantheon,Renata,Ryze,7,7,100.0
Trundle,Neeko,Sylas,7,1,14.29
Nidalee,Milio,Smolder,3,0,0.0
Viego,Sona,Zac,11,5,45.45
Gragas,Sona,Qiyana,4,1,25.0
Nocturne,Karma,Sylas,16,12,75.0
Qiyana,Rell,Akali,3,0,0.0
Vi,Alistar,Ryze,24,11,45.83
Jarvan IV,Gragas,Annie,2,2,100.0
Pantheon,Rell,Taliyah,58,38,65.52
Pantheon,Ashe,Ryze,1,0,0.0
Trundle,Soraka,Veigar,4,4,100.0
Trundle,Blitzcrank,Ryze,3,3,100.0
Ivern,Neeko,Yone,15,3,20.0
Jarvan IV,Fiddlesticks,Katarina,8,5,62.5
Zed,Bard,Syndra,27,10,37.04
Jarvan IV,Nautilus,Viktor,23,4,17.39
Talon,Pyke,Taliyah,5,2,40.0
Pantheon,Poppy,Taliyah,38,26,68.42
Naafiri,Renata,Riven,1,0,0.0
Naafiri,Elise,Zoe,6,6,100.0
Pantheon,Zyra,Orianna,2,0,0.0
Zed,Senna,Tristana,3,3,100.0
Lee Sin,Pyke,Galio,16,1,6.25
Ambessa,Yuumi,Azir,14,4,28.57
Jarvan IV,Bard,Aurora,47,24,51.06
Jarvan IV,Bard,Orianna,35,15,42.86
Qiyana,Pyke,Sion,6,0,0.0
Nocturne,Rell,Orianna,42,17,40.48
Qiyana,Thresh,Galio,16,9,56.25
Rengar,Nidalee,Yunara,8,0,0.0
Jarvan IV,Thresh,Karma,8,8,100.0
Wukong,Renata,Anivia,8,8,100.0
Pantheon,Neeko,Zoe,23,9,39.13
Lee Sin,Karma,Azir,53,21,39.62
Viego,Zoe,Akali,7,0,0.0
Viego,Nautilus,Syndra,72,45,62.5
Belveth,Karma,Diana,13,13,100.0
Trundle,Thresh,Twisted Fate,14,14,100.0
Rengar,Braum,Aurora,13,3,23.08
Pantheon,Alistar,Azir,32,13,40.62
Jarvan IV,Senna,Ahri,11,4,36.36
Karthus,Leona,Corki,7,2,28.57
Zac,Nautilus,Tristana,6,6,100.0
Wukong,Karma,Taliyah,14,8,57.14
Pantheon,Sona,Ryze,15,3,20.0
Poppy,Pyke,Akali,9,9,100.0
Viego,Soraka,Yone,11,0,0.0
Pantheon,Braum,Ryze,34,11,32.35
Zyra,Pyke,Naafiri,8,0,0.0
Viego,Leona,Syndra,26,15,57.69
Pantheon,Braum,Sylas,47,28,59.57
Lee Sin,Alistar,Viktor,44,23,52.27
Nidalee,Rell,Sylas,15,8,53.33
Jarvan IV,LeBlanc,Hwei,5,5,100.0
Ivern,Alistar,Vayne,4,4,100.0
Nidalee,Braum,Lucian,4,0,0.0
Lee Sin,Milio,Vladimir,16,10,62.5
Nidalee,Karma,Ryze,13,2,15.38
Nidalee,Karma,Jayce,17,2,11.76
Nidalee,Leona,Tristana,21,3,14.29
Viego,Rell,Twisted Fate,31,3,9.68
Vi,Nautilus,Syndra,12,0,0.0
Poppy,Heimerdinger,Qiyana,3,3,100.0
Udyr,Rell,Yone,38,10,26.32
Lee Sin,Alistar,Orianna,39,31,79.49
Pantheon,Nautilus,Mel,12,6,50.0
KhaZix,Leona,Ryze,9,9,100.0
Rengar,Pyke,Twisted Fate,6,4,66.67
Trundle,Rakan,Taliyah,12,0,0.0
KhaZix,Yuumi,Katarina,5,0,0.0
Jarvan IV,Karma,Twisted Fate,26,20,76.92
Nidalee,Nautilus,Wukong,3,0,0.0
Lee Sin,Xin Zhao,Twisted Fate,3,3,100.0
Naafiri,Braum,Veigar,3,0,0.0
Volibear,Alistar,Hwei,3,3,100.0
Nidalee,Alistar,Aurora,16,2,12.5
Zed,Braum,Akali,11,6,54.55
Hecarim,Seraphine,Lissandra,6,6,100.0
Sylas,Karma,Jhin,2,0,0.0
Poppy,Nami,Syndra,9,9,100.0
Zed,Nautilus,Twisted Fate,36,20,55.56
Nidalee,Karma,Vayne,2,2,100.0
Jarvan IV,Nami,Aurora,39,21,53.85
Pantheon,Karma,Taliyah,55,28,50.91
Volibear,Lux,Syndra,7,0,0.0
Xin Zhao,Rakan,Ryze,26,12,46.15
Nidalee,Braum,Aurora,5,5,100.0
Vi,Rell,Diana,5,3,60.0
Hecarim,Galio,Taliyah,1,1,100.0
Corki,Soraka,Twisted Fate,6,0,0.0
Jax,Blitzcrank,Aurora,3,3,100.0
Viego,Karma,Kennen,3,0,0.0
Pantheon,Neeko,Twisted Fate,8,7,87.5
Shaco,Rell,Jayce,3,0,0.0
Ivern,Bard,Akali,5,3,60.0
Gragas,Alistar,Sylas,6,2,33.33
Xin Zhao,Bard,Ekko,7,2,28.57
Nidalee,Maokai,Yone,3,0,0.0
Rengar,Ivern,Sylas,4,3,75.0
Pantheon,Thresh,Heimerdinger,1,0,0.0
Viego,Blitzcrank,Vex,1,1,100.0
Hecarim,Janna,Ryze,5,2,40.0
Volibear,Lulu,Aurora,11,7,63.64
Zed,Blitzcrank,Azir,2,0,0.0
Shaco,Janna,Taliyah,1,1,100.0
Ekko,Sona,Yone,28,6,21.43
Volibear,Janna,Syndra,6,3,50.0
Rengar,Nautilus,Azir,17,8,47.06
Nunu & Willump,Thresh,Riven,3,3,100.0
Talon,Rell,Sylas,19,12,63.16
Belveth,Alistar,Orianna,12,0,0.0
Evelynn,Sona,Ryze,6,6,100.0
Zed,Nautilus,Vladimir,31,8,25.81
Jax,Nami,Orianna,2,2,100.0
Xin Zhao,Alistar,Yasuo,10,6,60.0
Pantheon,Sona,Ahri,29,21,72.41
Evelynn,Nami,Yasuo,18,14,77.78
Zed,Karma,Vex,7,0,0.0
Rengar,Rakan,Sylas,5,3,60.0
Wukong,Neeko,Ahri,13,5,38.46
Zyra,Rakan,Yone,10,1,10.0
Sejuani,Sona,Nasus,2,2,100.0
Belveth,Rakan,Aurora,11,7,63.64
Udyr,Neeko,Xerath,4,4,100.0
KhaZix,Nautilus,Neeko,1,1,100.0
Belveth,Nami,Lissandra,5,1,20.0
Master Yi,Milio,Diana,7,2,28.57
Udyr,Sona,Galio,5,3,60.0
KhaZix,Braum,Ekko,4,4,100.0
Zac,Janna,Lissandra,3,0,0.0
Volibear,Elise,Viktor,4,1,25.0
KhaZix,Soraka,Ezreal,2,2,100.0
Pantheon,Lux,Syndra,8,4,50.0
Nunu & Willump,Sylas,Yone,1,1,100.0
Pantheon,Galio,Akali,5,5,100.0
KhaZix,Alistar,Vex,9,1,11.11
Trundle,Soraka,Ryze,15,13,86.67
Diana,Rakan,Yasuo,33,17,51.52
Jarvan IV,Karma,Taliyah,8,4,50.0
Fiddlesticks,Rakan,Yasuo,11,6,54.55
Shaco,Sona,Riven,1,0,0.0
Nidalee,Neeko,Yone,6,2,33.33
Zeri,Alistar,Jayce,3,3,100.0
Naafiri,Rell,Sylas,24,7,29.17
Vi,Shen,Akali,3,0,0.0
Zyra,Poppy,Camille,2,2,100.0
Pantheon,Nautilus,Ambessa,8,5,62.5
Shaco,Neeko,Ekko,7,3,42.86
KhaZix,Alistar,Sylas,11,3,27.27
Gwen,Poppy,Vladimir,2,0,0.0
Xin Zhao,Janna,Sylas,12,9,75.0
Pantheon,Mel,Azir,1,0,0.0
Kayn,Braum,Ahri,8,3,37.5
Belveth,Rell,Aurelion Sol,6,3,50.0
Fiddlesticks,Alistar,Neeko,3,2,66.67
Wukong,Janna,Corki,2,0,0.0
