champion1,champion2,games,wins,win_rate
Shaco,Mel,33,21,63.64
Qiyana,Hwei,27,14,51.85
Kindred,Caitlyn,146,89,60.96
Sylas,Yunara,20,9,45.0
Talon,Karthus,85,50,58.82
Shaco,Vayne,44,24,54.55
Poppy,Ziggs,8,2,25.0
Evelynn,Swain,8,1,12.5
Lillia,Cassiopeia,1,1,100.0
Viego,Veigar,36,26,72.22
Ambessa,Naafiri,3,3,100.0
Nasus,Xayah,3,0,0.0
Xin Zhao,Hwei,55,22,40.0
Teemo,Senna,2,1,50.0
Gwen,Naafiri,3,0,0.0
Rammus,Xayah,17,7,41.18
Lillia,Varus,152,73,48.03
Karthus,Anivia,2,0,0.0
Naafiri,Ahri,3,0,0.0
Evelynn,Zeri,38,16,42.11
Zac,Zeri,90,53,58.89
Zac,Mel,28,4,14.29
Jax,Ekko,1,0,0.0
Xin Zhao,Xayah,147,75,51.02
Morgana,Senna,30,19,63.33
Urgot,Varus,3,0,0.0
Corki,Tristana,9,4,44.44
Corki,Varus,3,1,33.33
Naafiri,Ziggs,80,31,38.75
Volibear,Samira,54,27,50.0
Nocturne,Nilah,39,32,82.05
Taliyah,Ashe,28,16,57.14
Reksai,Varus,49,23,46.94
Nidalee,Naafiri,2,2,100.0
Ryze,Smolder,1,0,0.0
Taliyah,Kalista,13,2,15.38
Corki,KogMaw,8,0,0.0
Jarvan IV,Vladimir,16,16,100.0
Jarvan IV,Samira,74,32,43.24
Hecarim,Ashe,100,70,70.0
Ambessa,Yasuo,13,8,61.54
Wukong,Miss Fortune,147,70,47.62
Viego,Taliyah,15,9,60.0
Corki,Ahri,2,2,100.0
Hecarim,Riven,2,2,100.0
Lillia,KogMaw,27,9,33.33
Evelynn,Jinx,41,17,41.46
Volibear,Syndra,9,4,44.44
Volibear,Anivia,3,3,100.0
Brand,Kaisa,11,2,18.18
Reksai,Caitlyn,42,10,23.81
Evelynn,Samira,15,12,80.0
Evelynn,Hwei,8,4,50.0
Shaco,Ashe,60,23,38.33
Shaco,Xayah,38,28,73.68
Rengar,Ezreal,265,129,48.68
Corki,Lux,9,4,44.44
Rengar,Xayah,59,32,54.24
Morgana,Varus,29,15,51.72
Jax,Caitlyn,56,30,53.57
Draven,Kalista,6,0,0.0
Rammus,KogMaw,20,10,50.0
Zyra,Caitlyn,21,7,33.33
Zac,Vladimir,4,4,100.0
Viego,Nilah,134,58,43.28
Poppy,Teemo,5,5,100.0
Talon,Ashe,152,61,40.13
Zac,Zyra,12,6,50.0
Gragas,Samira,20,7,35.0
Lee Sin,Orianna,2,0,0.0
Taliyah,Xayah,13,0,0.0
KhaZix,Azir,2,2,100.0
Naafiri,Zeri,174,87,50.0
Ekko,Swain,22,19,86.36
Hecarim,Azir,4,3,75.0
Nunu & Willump,Hwei,10,4,40.0
Naafiri,Illaoi,2,2,100.0
Urgot,Sivir,9,5,55.56
Rumble,Ezreal,9,8,88.89
Ekko,Kled,5,5,100.0
Volibear,Irelia,3,2,66.67
Yone,Ziggs,1,0,0.0
Rengar,Lux,49,37,75.51
Briar,Lux,12,2,16.67
Wukong,Swain,41,24,58.54
Ambessa,Zyra,6,1,16.67
Poppy,Seraphine,7,5,71.43
Zed,Lux,85,53,62.35
Rammus,Corki,18,5,27.78
Diana,KogMaw,31,14,45.16
Graves,Mel,66,31,46.97
Azir,Varus,1,0,0.0
Diana,Yone,1,1,100.0
Rengar,Seraphine,25,10,40.0
Morgana,Miss Fortune,15,5,33.33
Diana,Hwei,16,15,93.75
Teemo,Sivir,13,3,23.08
Master Yi,Varus,136,80,58.82
Hecarim,Vayne,84,41,48.81
Nidalee,Viktor,4,0,0.0
Zyra,Kaisa,20,7,35.0
Udyr,Kalista,28,14,50.0
Rammus,Sivir,28,12,42.86
Taliyah,Miss Fortune,29,7,24.14
Kayn,Kalista,43,22,51.16
Malphite,Xayah,3,0,0.0
Vi,Ziggs,76,32,42.11
Rammus,Senna,37,19,51.35
Sylas,Jinx,19,6,31.58
Tryndamere,Akshan,2,0,0.0
Wukong,Katarina,5,1,20.0
Zed,Samira,68,32,47.06
Zed,Urgot,4,0,0.0
Ryze,Tristana,2,2,100.0
Skarner,Zeri,30,15,50.0
Belveth,Neeko,12,1,8.33
Shen,Kaisa,4,2,50.0
Volibear,Zyra,10,6,60.0
Zac,Seraphine,23,6,26.09
Zac,Ashe,68,23,33.82
Diana,Zyra,8,3,37.5
Corki,Aphelios,5,0,0.0
Talon,Syndra,13,5,38.46
Shyvana,Jinx,19,13,68.42
Evelynn,Miss Fortune,38,11,28.95
Tryndamere,Mel,6,0,0.0
Poppy,Hwei,36,24,66.67
Vi,Brand,23,7,30.43
Nidalee,Nilah,43,29,67.44
Elise,Miss Fortune,55,37,67.27
Talon,Zeri,223,97,43.5
Zed,VelKoz,11,5,45.45
Rengar,VelKoz,12,7,58.33
Taliyah,Swain,10,4,40.0
Evelynn,KogMaw,10,10,100.0
Vi,Irelia,2,2,100.0
Kayn,Ekko,5,5,100.0
Kayn,Mel,116,62,53.45
Kayn,Hwei,56,36,64.29
Poppy,Akshan,2,2,100.0
Rengar,Mel,92,42,45.65
Dr. Mundo,Vayne,20,10,50.0
Master Yi,Aurora,2,2,100.0
Urgot,Corki,7,1,14.29
Viego,Syndra,31,13,41.94
Reksai,Smolder,42,25,59.52
Rengar,Varus,188,84,44.68
KhaZix,Miss Fortune,108,50,46.3
Naafiri,Kalista,47,24,51.06
Sylas,Yone,3,0,0.0
Corki,Lucian,18,9,50.0
Ambessa,Veigar,4,3,75.0
Tryndamere,Gragas,2,0,0.0
Hecarim,Annie,1,0,0.0
Zac,Karma,5,4,80.0
Viego,Ahri,9,1,11.11
Rengar,Akshan,1,0,0.0
Viego,Akshan,7,7,100.0
Briar,Akshan,2,1,50.0
Lillia,Pyke,1,0,0.0
Jayce,Jinx,5,5,100.0
Pantheon,Ivern,5,0,0.0
Poppy,Vayne,26,21,80.77
Shaco,Seraphine,15,14,93.33
Poppy,Urgot,5,0,0.0
Viego,Morgana,18,15,83.33
Lee Sin,Kled,3,0,0.0
Elise,Ziggs,24,8,33.33
Nunu & Willump,Yasuo,30,19,63.33
Urgot,Yasuo,2,0,0.0
Zed,Kalista,68,45,66.18
Jayce,KogMaw,7,3,42.86
Shaco,Kalista,11,10,90.91
Sylas,Varus,23,17,73.91
Maokai,Jinx,15,9,60.0
Reksai,Rengar,2,2,100.0
Sylas,Draven,16,8,50.0
Reksai,Azir,4,0,0.0
Urgot,Smolder,6,0,0.0
Sylas,Jhin,44,35,79.55
Sylas,Senna,28,10,35.71
Reksai,Lux,9,0,0.0
Reksai,Ezreal,100,29,29.0
Viego,Riven,2,2,100.0
Reksai,Jinx,64,25,39.06
Reksai,Jhin,61,27,44.26
Zeri,Mel,7,0,0.0
Nunu & Willump,Veigar,6,4,66.67
Vi,Caitlyn,141,53,37.59
Morgana,Xayah,2,1,50.0
Reksai,Karthus,13,1,7.69
Shaco,Samira,14,5,35.71
Ryze,Lucian,1,0,0.0
Skarner,Varus,40,6,15.0
Kayn,Miss Fortune,124,81,65.32
Sejuani,Yunara,53,29,54.72
Xin Zhao,Cassiopeia,15,13,86.67
Rammus,Ziggs,5,1,20.0
Wukong,Nilah,50,33,66.0
Poppy,Smolder,56,37,66.07
Diana,Samira,46,11,23.91
Aatrox,Zeri,7,2,28.57
Jayce,Swain,2,2,100.0
Wukong,Zyra,23,20,86.96
Karthus,Mel,9,7,77.78
Viego,Chogath,10,8,80.0
Teemo,Lucian,16,1,6.25
Zed,Veigar,23,8,34.78
Sejuani,Varus,84,44,52.38
Kayn,Irelia,1,1,100.0
Sejuani,Kled,2,0,0.0
Fiddlesticks,Samira,16,11,68.75
Taliyah,Nilah,14,7,50.0
Brand,Sivir,7,2,28.57
Poppy,Kalista,10,6,60.0
Brand,Miss Fortune,16,1,6.25
Karthus,Kalista,22,11,50.0
Amumu,VelKoz,3,3,100.0
Graves,Tahm Kench,1,1,100.0
Kindred,Riven,2,2,100.0
Kayn,Nilah,73,32,43.84
Nocturne,Nunu & Willump,3,0,0.0
Shaco,Nilah,12,7,58.33
Viego,Kalista,114,53,46.49
Viego,Jayce,9,2,22.22
Hecarim,Veigar,18,10,55.56
Hecarim,Irelia,5,5,100.0
Pantheon,Viktor,22,12,54.55
Evelynn,Riven,3,3,100.0
Naafiri,Viktor,9,5,55.56
Pantheon,Orianna,3,3,100.0
Gwen,Soraka,2,0,0.0
Hecarim,Aurora,5,1,20.0
Skarner,Kalista,16,2,12.5
Zyra,Syndra,2,2,100.0
Olaf,Corki,32,7,21.88
Taliyah,Draven,32,19,59.38
Nidalee,Kindred,3,1,33.33
KhaZix,Seraphine,25,5,20.0
Hecarim,Zyra,14,5,35.71
Draven,Caitlyn,4,4,100.0
Nidalee,Samira,41,22,53.66
Wukong,Aurora,2,2,100.0
Ekko,Brand,14,6,42.86
Taliyah,Yasuo,8,5,62.5
Jarvan IV,Chogath,3,2,66.67
Kindred,Jinx,157,95,60.51
Ekko,Veigar,12,5,41.67
KhaZix,Singed,5,5,100.0
Graves,Swain,27,12,44.44
Hecarim,Kled,1,1,100.0
Master Yi,Jhin,235,132,56.17
Master Yi,Jinx,138,68,49.28
Graves,Annie,1,0,0.0
Brand,Smolder,9,5,55.56
Master Yi,Senna,172,69,40.12
Naafiri,Syndra,4,3,75.0
Kindred,Morgana,6,6,100.0
Fiddlesticks,VelKoz,3,3,100.0
Malphite,Draven,4,4,100.0
Olaf,Senna,43,24,55.81
Xin Zhao,Aurelion Sol,54,32,59.26
Malphite,Caitlyn,5,0,0.0
Nocturne,Yone,4,0,0.0
Zeri,Ashe,8,2,25.0
Xin Zhao,Swain,33,10,30.3
Xin Zhao,Zyra,12,9,75.0
Malphite,Kaisa,1,1,100.0
Kayn,Ashe,174,108,62.07
Pantheon,Syndra,26,17,65.38
Zyra,Samira,12,10,83.33
Viego,Brand,30,15,50.0
Maokai,Caitlyn,8,3,37.5
Zyra,Yasuo,25,5,20.0
Rammus,Smolder,38,22,57.89
Tryndamere,Zeri,5,0,0.0
Zyra,Karthus,6,6,100.0
Shyvana,Kaisa,44,23,52.27
Zed,Syndra,27,13,48.15
Shyvana,VelKoz,3,3,100.0
Olaf,Caitlyn,17,7,41.18
Karthus,Smolder,42,14,33.33
Talon,Neeko,5,5,100.0
Gragas,Senna,35,12,34.29
Urgot,Aphelios,10,5,50.0
Shaco,Aphelios,87,39,44.83
Rammus,Caitlyn,41,25,60.98
Graves,Varus,106,52,49.06
Corki,Caitlyn,6,1,16.67
Corki,Mel,3,2,66.67
Corki,Shen,2,2,100.0
Urgot,Jhin,8,5,62.5
Naafiri,Draven,93,44,47.31
Nidalee,Urgot,6,6,100.0
Pantheon,VelKoz,21,10,47.62
Kaisa,Sivir,1,1,100.0
Hecarim,KogMaw,51,28,54.9
Aatrox,Ezreal,2,2,100.0
Elise,Lux,12,10,83.33
Briar,Miss Fortune,32,9,28.12
Shaco,Lux,15,14,93.33
Briar,Syndra,4,1,25.0
Zeri,Vayne,1,0,0.0
Shyvana,Seraphine,3,0,0.0
Jax,Zyra,9,9,100.0
Jax,Zeri,30,15,50.0
Master Yi,Caitlyn,91,42,46.15
KhaZix,Braum,1,0,0.0
Kayn,Zyra,23,7,30.43
Darius,Xayah,10,3,30.0
Rengar,Sona,4,0,0.0
Rengar,Aurelion Sol,20,14,70.0
Twitch,Ezreal,2,0,0.0
Jarvan IV,Aatrox,1,0,0.0
Jax,Xayah,32,21,65.62
Volibear,Swain,17,4,23.53
Gragas,Hwei,5,1,20.0
Naafiri,Vayne,82,59,71.95
Poppy,VelKoz,10,8,80.0
Diana,Cassiopeia,3,0,0.0
Vi,Akshan,1,0,0.0
Reksai,Aphelios,45,26,57.78
Pantheon,Vladimir,6,0,0.0
Yorick,Hwei,2,0,0.0
Dr. Mundo,Swain,10,1,10.0
Brand,Lucian,16,8,50.0
Neeko,Ezreal,11,3,27.27
Kindred,Azir,3,3,100.0
KhaZix,Samira,34,13,38.24
Lillia,Irelia,6,1,16.67
Heimerdinger,Aphelios,3,3,100.0
Sion,Zeri,4,2,50.0
Gwen,Xayah,49,22,44.9
Reksai,Nilah,17,8,47.06
Pantheon,Singed,1,1,100.0
Jayce,Twitch,4,0,0.0
Udyr,Ekko,3,0,0.0
Kayn,Samira,75,34,45.33
Dr. Mundo,Xayah,69,24,34.78
Morgana,Yunara,44,6,13.64
Rammus,Ashe,31,13,41.94
Dr. Mundo,Orianna,1,1,100.0
Shaco,Aurelion Sol,8,8,100.0
Dr. Mundo,VelKoz,9,2,22.22
Elise,Seraphine,8,4,50.0
Brand,Zeri,12,6,50.0
Poppy,Mel,8,4,50.0
Olaf,Kalista,1,1,100.0
Urgot,Xayah,3,3,100.0
Talon,Zilean,2,1,50.0
Talon,Gragas,3,0,0.0
Ivern,Riven,3,3,100.0
Shaco,Anivia,2,2,100.0
KhaZix,Zyra,12,6,50.0
Jayce,Zeri,8,8,100.0
Yuumi,Mel,3,0,0.0
Aatrox,Yunara,6,0,0.0
Vi,Viktor,21,5,23.81
Hecarim,VelKoz,3,3,100.0
Riven,Kaisa,2,0,0.0
Poppy,Lux,18,10,55.56
Rumble,Viktor,3,3,100.0
Yorick,Xayah,2,0,0.0
Udyr,Diana,3,3,100.0
Diana,Nilah,33,21,63.64
Jarvan IV,Irelia,8,4,50.0
Graves,Irelia,5,5,100.0
KhaZix,Viktor,19,7,36.84
Rammus,Karthus,7,0,0.0
Trundle,Irelia,3,0,0.0
Ekko,Katarina,4,3,75.0
Xin Zhao,Aurora,7,7,100.0
Lillia,Swain,12,5,41.67
Chogath,Caitlyn,1,0,0.0
Jax,Lux,14,7,50.0
Sylas,Tristana,9,1,11.11
Nunu & Willump,Kalista,14,13,92.86
Taliyah,Irelia,3,2,66.67
Lee Sin,Swain,61,30,49.18
Sejuani,Zyra,4,1,25.0
Karthus,Urgot,2,2,100.0
Rengar,Karma,1,0,0.0
Hecarim,Karma,7,4,57.14
KhaZix,Karma,3,2,66.67
Taliyah,Ziggs,5,0,0.0
Udyr,Seraphine,24,14,58.33
Evelynn,Kalista,9,3,33.33
Reksai,Xayah,34,13,38.24
Corki,Smolder,12,2,16.67
Graves,Yunara,88,30,34.09
Lee Sin,Neeko,8,0,0.0
KhaZix,Akshan,8,3,37.5
Shyvana,Varus,19,4,21.05
Gragas,Zyra,6,0,0.0
Rammus,Swain,6,3,50.0
Ekko,Sona,2,2,100.0
Mordekaiser,Jinx,13,9,69.23
Elise,Veigar,5,1,20.0
Kindred,Veigar,24,16,66.67
Viego,Tahm Kench,1,0,0.0
Ambessa,Singed,1,1,100.0
Ivern,Samira,61,37,60.66
Ambessa,Draven,14,7,50.0
Nocturne,Veigar,17,10,58.82
Aatrox,Aphelios,5,5,100.0
Trundle,Katarina,6,2,33.33
Maokai,Vayne,21,12,57.14
Xin Zhao,Viktor,18,6,33.33
Shen,Jhin,11,5,45.45
Taliyah,Samira,10,8,80.0
Amumu,Corki,14,4,28.57
Qiyana,Irelia,1,1,100.0
Graves,Samira,30,11,36.67
Rengar,Veigar,6,3,50.0
Poppy,Veigar,15,12,80.0
Jarvan IV,Ivern,3,0,0.0
Lillia,Nilah,30,21,70.0
Talon,Aurelion Sol,23,15,65.22
Jarvan IV,Morgana,9,2,22.22
Taliyah,Twitch,10,5,50.0
Gwen,KogMaw,22,9,40.91
Trundle,Karma,6,0,0.0
Sejuani,Draven,19,9,47.37
Amumu,Yunara,16,11,68.75
Kled,Caitlyn,1,0,0.0
Riven,Sivir,3,0,0.0
Shen,Sivir,6,0,0.0
Briar,Vladimir,2,2,100.0
Pantheon,Cassiopeia,20,7,35.0
Udyr,Syndra,13,7,53.85
Elise,Samira,20,5,25.0
Ivern,Zyra,6,4,66.67
Malzahar,Viktor,2,2,100.0
KSante,Kled,2,2,100.0
Master Yi,Zeri,115,63,54.78
Kindred,Zilean,3,1,33.33
Ambessa,Samira,3,0,0.0
Taliyah,Tristana,47,24,51.06
KhaZix,Ahri,3,0,0.0
Lillia,Zyra,3,2,66.67
Shen,Senna,10,7,70.0
Master Yi,Vladimir,10,10,100.0
Shyvana,Draven,21,9,42.86
Viego,VelKoz,30,19,63.33
Teemo,Miss Fortune,5,2,40.0
Shyvana,Zeri,17,2,11.76
Jax,Ziggs,17,13,76.47
Diana,Vayne,64,46,71.88
Kaisa,Jhin,3,1,33.33
Corki,Ziggs,4,3,75.0
Gwen,Seraphine,20,5,25.0
Draven,Corki,3,3,100.0
Rengar,Nilah,35,10,28.57
Corki,Ashe,8,6,75.0
Corki,Hwei,2,0,0.0
Ambessa,Yone,5,1,20.0
Heimerdinger,Ezreal,2,0,0.0
Udyr,Azir,2,1,50.0
Aatrox,Tristana,5,0,0.0
Diana,Zeri,98,51,52.04
Shen,Samira,8,1,12.5
Zac,VelKoz,7,4,57.14
Evelynn,Yasuo,11,5,45.45
Amumu,Tristana,24,15,62.5
Ambessa,Irelia,4,0,0.0
Briar,Caitlyn,40,19,47.5
Fizz,Jhin,1,1,100.0
Ambessa,Zeri,19,11,57.89
Singed,Tristana,1,1,100.0
Twitch,Jinx,2,0,0.0
Rammus,Jinx,44,25,56.82
Zyra,Xayah,18,11,61.11
Lillia,Jinx,98,47,47.96
Diana,Urgot,4,4,100.0
Draven,Ziggs,4,1,25.0
Naafiri,Yunara,215,117,54.42
Gragas,Sivir,26,10,38.46
Gragas,Zeri,41,21,51.22
Morgana,Draven,6,3,50.0
Zed,Viktor,11,9,81.82
Karthus,Irelia,4,0,0.0
Nocturne,Orianna,8,8,100.0
Darius,Draven,2,1,50.0
Shen,Corki,6,0,0.0
Talon,Akshan,1,1,100.0
Belveth,Kalista,14,6,42.86
Yorick,Samira,2,2,100.0
Trundle,Soraka,2,0,0.0
Karthus,KogMaw,6,4,66.67
Talon,Viktor,16,11,68.75
Zeri,Twitch,3,0,0.0
KhaZix,Briar,1,1,100.0
Zyra,Zeri,13,7,53.85
Rumble,Zeri,1,0,0.0
Graves,Ashe,44,29,65.91
Olaf,Ashe,6,5,83.33
Udyr,Karthus,33,19,57.58
Trundle,Veigar,19,11,57.89
Malphite,Corki,4,0,0.0
Dr. Mundo,Lux,25,14,56.0
Malzahar,Tristana,1,0,0.0
Nocturne,VelKoz,4,0,0.0
Urgot,Ziggs,3,2,66.67
Rumble,Senna,3,1,33.33
Dr. Mundo,Samira,19,11,57.89
Dr. Mundo,Corki,65,41,63.08
Udyr,Jax,5,0,0.0
Dr. Mundo,Ziggs,69,47,68.12
KhaZix,Malphite,4,0,0.0
Urgot,Seraphine,2,0,0.0
Ivern,Seraphine,14,7,50.0
Gragas,Ezreal,64,34,53.12
Lillia,Xayah,55,26,47.27
Kindred,Karma,4,4,100.0
Urgot,Jinx,8,3,37.5
Shen,Twitch,3,2,66.67
Rengar,Taliyah,13,4,30.77
Briar,Zeri,27,15,55.56
Naafiri,Lux,38,9,23.68
Sylas,Aphelios,19,11,57.89
Taliyah,Vayne,18,6,33.33
Maokai,Twitch,9,6,66.67
Evelynn,Caitlyn,41,18,43.9
Shyvana,Aphelios,20,6,30.0
Yorick,Yunara,4,0,0.0
Trundle,Yone,5,4,80.0
Yunara,Corki,2,2,100.0
Shyvana,Zyra,1,1,100.0
Trundle,Xerath,3,0,0.0
Wukong,Syndra,6,5,83.33
Nunu & Willump,Seraphine,8,5,62.5
Warwick,Kaisa,125,38,30.4
Shyvana,Vayne,4,2,50.0
Xin Zhao,VelKoz,23,13,56.52
Nidalee,Seraphine,10,7,70.0
Malphite,Yunara,6,0,0.0
Master Yi,Miss Fortune,96,50,52.08
Kaisa,Ziggs,2,0,0.0
Volibear,Azir,4,4,100.0
Zed,Nilah,66,35,53.03
Taliyah,Urgot,1,1,100.0
Zeri,Viktor,1,0,0.0
Malphite,Smolder,2,0,0.0
Ambessa,Hwei,7,2,28.57
Ambessa,Nilah,11,9,81.82
Nidalee,Diana,2,2,100.0
Rammus,Hwei,7,3,42.86
Elise,Smolder,77,47,61.04
Olaf,Varus,29,23,79.31
Neeko,Jhin,3,0,0.0
Dr. Mundo,Nilah,20,7,35.0
Briar,Corki,28,15,53.57
Morgana,Zeri,14,5,35.71
Amumu,Jhin,19,9,47.37
Qiyana,Azir,2,0,0.0
Lee Sin,Kalista,92,34,36.96
Ivern,Varus,91,48,52.75
Yorick,Azir,1,1,100.0
Yorick,Ezreal,1,0,0.0
Heimerdinger,Xayah,2,2,100.0
Zeri,Kaisa,3,2,66.67
Master Yi,Xayah,71,23,32.39
Kled,Kaisa,2,0,0.0
Zeri,Samira,1,0,0.0
Jarvan IV,Yone,3,3,100.0
Yorick,Varus,1,0,0.0
Diana,Irelia,3,0,0.0
Master Yi,Zyra,15,11,73.33
Gwen,Riven,1,1,100.0
Shaco,Karthus,21,21,100.0
Draven,Ezreal,3,1,33.33
Nunu & Willump,Karthus,11,11,100.0
Zed,Karthus,50,24,48.0
Poppy,Karthus,20,8,40.0
Shaco,Kled,1,1,100.0
KogMaw,Karthus,1,0,0.0
Fiddlesticks,Sona,3,3,100.0
Sejuani,Kaisa,64,26,40.62
Morgana,KogMaw,5,3,60.0
Zed,Kled,1,0,0.0
Teemo,Mel,5,2,40.0
Jayce,Ezreal,1,1,100.0
Diana,Kalista,12,5,41.67
Warwick,Taliyah,3,0,0.0
Zyra,Seraphine,7,4,57.14
Pantheon,Nilah,136,71,52.21
Olaf,Seraphine,4,2,50.0
Lee Sin,Sylas,1,0,0.0
Jarvan IV,Xerath,14,2,14.29
Naafiri,Veigar,6,3,50.0
Viego,Soraka,4,2,50.0
Ivern,Lux,20,14,70.0
Master Yi,Yasuo,10,3,30.0
Shen,Lucian,14,8,57.14
Pantheon,Azir,5,3,60.0
Xin Zhao,Irelia,1,1,100.0
Talon,Morgana,3,3,100.0
Rumble,Aphelios,8,3,37.5
Graves,Gwen,1,1,100.0
Karthus,Zyra,6,4,66.67
Viego,Cassiopeia,20,8,40.0
Udyr,Brand,4,3,75.0
Shen,Brand,3,0,0.0
Graves,Draven,48,30,62.5
Kindred,Ekko,2,2,100.0
Dr. Mundo,Brand,1,1,100.0
Zed,Tahm Kench,1,1,100.0
Zac,Olaf,1,0,0.0
Vi,Kennen,2,0,0.0
Xin Zhao,Morgana,17,8,47.06
Lee Sin,Ahri,4,2,50.0
Fiddlesticks,Nilah,21,7,33.33
Zyra,Smolder,20,6,30.0
Lillia,Hwei,5,3,60.0
Trundle,Aurelion Sol,33,15,45.45
Talon,Brand,9,5,55.56
Sejuani,Mel,18,13,72.22
Sion,Aphelios,14,11,78.57
Gragas,Varus,25,12,48.0
Nautilus,Smolder,2,0,0.0
Rengar,Syndra,12,4,33.33
Shyvana,Bard,2,0,0.0
Zeri,Aphelios,2,1,50.0
KhaZix,Vladimir,4,3,75.0
Gwen,Nilah,20,6,30.0
KogMaw,Aphelios,2,0,0.0
Sejuani,Sivir,66,24,36.36
Gwen,Swain,9,7,77.78
Graves,Twisted Fate,2,2,100.0
Zyra,Janna,1,0,0.0
Master Yi,Ashe,99,67,67.68
Nidalee,Karthus,15,4,26.67
Poppy,Samira,20,14,70.0
Shyvana,Urgot,1,1,100.0
Irelia,Sivir,2,0,0.0
Viego,Xerath,8,7,87.5
KhaZix,Irelia,1,0,0.0
Master Yi,Syndra,7,5,71.43
Kindred,Kled,2,2,100.0
Rengar,Urgot,1,1,100.0
Yorick,Corki,2,2,100.0
Trundle,Swain,25,17,68.0
Kindred,Bard,1,1,100.0
Pantheon,Morgana,5,3,60.0
Jarvan IV,Brand,29,8,27.59
Shen,Yunara,7,0,0.0
Ekko,Nilah,74,30,40.54
Belveth,Diana,2,0,0.0
Olaf,Sivir,12,11,91.67
Brand,Varus,12,3,25.0
Fiddlesticks,Irelia,3,0,0.0
Diana,Mel,35,13,37.14
Graves,Nilah,11,3,27.27
Nocturne,Jayce,1,1,100.0
Maokai,Viktor,1,1,100.0
Pantheon,Brand,33,19,57.58
Rammus,Yone,2,0,0.0
Trundle,Brand,23,18,78.26
Warwick,Senna,32,23,71.88
Wukong,Veigar,16,4,25.0
Zac,KogMaw,37,14,37.84
Jax,KogMaw,11,5,45.45
Talon,VelKoz,7,4,57.14
Amumu,Yasuo,6,3,50.0
Nunu & Willump,Irelia,2,0,0.0
Volibear,Urgot,1,0,0.0
KhaZix,Lissandra,1,1,100.0
Vi,Aurora,1,0,0.0
Jayce,Lucian,5,0,0.0
Darius,Twitch,9,7,77.78
Reksai,Hwei,16,3,18.75
Briar,Yunara,67,17,25.37
Reksai,Draven,48,30,62.5
Lillia,Lux,8,1,12.5
Elise,Irelia,2,1,50.0
Kaisa,Caitlyn,12,11,91.67
Yorick,Twitch,1,0,0.0
Teemo,Aphelios,4,1,25.0
Gragas,Tristana,12,6,50.0
Corki,VelKoz,2,2,100.0
Trundle,Ivern,2,0,0.0
Rumble,Jinx,10,8,80.0
Rengar,Irelia,2,1,50.0
Neeko,Samira,1,1,100.0
KhaZix,Veigar,21,10,47.62
Tryndamere,Swain,1,0,0.0
Gwen,Urgot,1,1,100.0
Lillia,Mel,26,11,42.31
Warwick,Xayah,30,19,63.33
Kayn,Veigar,22,9,40.91
Lee Sin,Karma,4,3,75.0
Lee Sin,Taliyah,18,10,55.56
Nunu & Willump,Taliyah,3,0,0.0
Skarner,Miss Fortune,20,6,30.0
Zed,Taliyah,5,3,60.0
Diana,Taliyah,1,1,100.0
Lillia,Taliyah,1,1,100.0
Master Yi,Taliyah,5,3,60.0
Talon,Irelia,4,2,50.0
Udyr,Taliyah,4,2,50.0
Talon,Veigar,36,15,41.67
Kaisa,Hwei,1,1,100.0
Aatrox,Sivir,4,0,0.0
Reksai,Zeri,29,17,58.62
Kayn,Aurora,4,2,50.0
Fiddlesticks,Ziggs,24,10,41.67
Reksai,Yunara,58,13,22.41
Master Yi,Veigar,20,16,80.0
Trundle,Gragas,2,2,100.0
Zac,Azir,5,2,40.0
Rumble,Tristana,3,3,100.0
Kayn,VelKoz,6,4,66.67
Neeko,Corki,3,0,0.0
Zyra,Swain,3,3,100.0
Trundle,Kalista,29,8,27.59
Darius,Lucian,17,5,29.41
Rumble,Zyra,2,2,100.0
Shaco,Zilean,1,0,0.0
Draven,Jhin,3,3,100.0
Kayn,Neeko,1,1,100.0
Malphite,Varus,4,1,25.0
Nasus,Aphelios,7,4,57.14
Camille,Varus,1,0,0.0
Darius,Ziggs,4,2,50.0
Camille,Tristana,2,2,100.0
KhaZix,Aurelion Sol,19,5,26.32
Brand,Jhin,25,19,76.0
Zyra,Ashe,15,0,0.0
Maokai,Varus,10,6,60.0
KhaZix,Yasuo,15,5,33.33
Briar,Vayne,22,14,63.64
Reksai,Zyra,7,2,28.57
Udyr,Irelia,6,3,50.0
Udyr,Zilean,1,1,100.0
Evelynn,Karma,1,0,0.0
Reksai,Seraphine,5,5,100.0
Rammus,Veigar,3,1,33.33
Corki,Yone,1,0,0.0
Xin Zhao,Veigar,34,15,44.12
Pantheon,Anivia,2,1,50.0
Skarner,Aphelios,59,17,28.81
Rammus,Mel,8,5,62.5
Amumu,Seraphine,1,1,100.0
Zac,Karthus,7,7,100.0
Heimerdinger,Twitch,4,4,100.0
Zed,Irelia,1,0,0.0
Evelynn,Lux,2,0,0.0
Pantheon,Ahri,2,0,0.0
Briar,Morgana,1,1,100.0
Trundle,Zilean,2,0,0.0
Aurelion Sol,Irelia,5,5,100.0
Sion,Smolder,9,2,22.22
Taliyah,Karthus,3,2,66.67
Ekko,VelKoz,3,2,66.67
Hecarim,Zoe,3,0,0.0
Wukong,Azir,1,1,100.0
Jax,Nilah,11,8,72.73
KhaZix,Nilah,35,17,48.57
Aatrox,Corki,5,2,40.0
Sejuani,Caitlyn,32,14,43.75
Vi,Sona,3,1,33.33
