champion1,champion2,games,wins,win_rate
Reksai,Aurora,46,25,54.35
Kindred,Sylas,273,154,56.41
Shyvana,Azir,17,13,76.47
Gwen,Lulu,2,2,100.0
Gragas,Aurora,25,13,52.0
Viego,Karthus,4,1,25.0
Belveth,Kassadin,33,16,48.48
Graves,Ryze,82,44,53.66
Rammus,Orianna,45,13,28.89
Belveth,Gragas,29,23,79.31
Fiddlesticks,Zed,135,51,37.78
Evelynn,Vayne,3,0,0.0
Kayn,Yasuo,112,47,41.96
Sejuani,Sylas,158,74,46.84
Maokai,Yone,38,11,28.95
Volibear,Urgot,11,1,9.09
Ekko,Akali,100,48,48.0
Naafiri,Brand,5,4,80.0
Ivern,Akshan,34,20,58.82
Reksai,Azir,42,21,50.0
Nocturne,Katarina,141,62,43.97
Pantheon,Irelia,74,23,31.08
Trundle,Xerath,31,12,38.71
Ekko,Hwei,129,75,58.14
Vi,Gragas,34,9,26.47
Taliyah,Akshan,35,18,51.43
Viego,Galio,473,252,53.28
Gragas,Syndra,5,3,60.0
KhaZix,Galio,119,66,55.46
Viego,KSante,12,11,91.67
Rengar,Fizz,37,10,27.03
Ekko,Akshan,264,146,55.3
Zed,Ryze,278,153,55.04
Corki,Orianna,8,5,62.5
Ivern,Veigar,32,12,37.5
Sylas,Akshan,10,9,90.0
Xin Zhao,Neeko,48,20,41.67
Briar,Akali,31,19,61.29
Gwen,Neeko,10,4,40.0
Sejuani,Ahri,31,21,67.74
Fiddlesticks,Briar,4,3,75.0
Kindred,Akshan,20,14,70.0
Talon,Lissandra,75,36,48.0
Jarvan IV,Akshan,108,55,50.93
Pantheon,Zac,41,18,43.9
Udyr,Aatrox,8,8,100.0
Karthus,Sylas,66,17,25.76
Naafiri,Vladimir,139,52,37.41
Fiddlesticks,Ornn,8,5,62.5
Volibear,LeBlanc,75,36,48.0
Nidalee,Twisted Fate,192,96,50.0
Viego,Lissandra,213,137,64.32
Naafiri,Akshan,46,23,50.0
Karthus,Zed,171,85,49.71
Nidalee,Renekton,24,5,20.83
Rengar,Orianna,148,73,49.32
Zyra,Mel,20,7,35.0
Shaco,Galio,69,29,42.03
Kayn,Veigar,56,34,60.71
Teemo,Sylas,9,2,22.22
Hecarim,Akali,150,66,44.0
Qiyana,Xerath,16,6,37.5
Kayn,Annie,112,60,53.57
Ekko,Udyr,9,7,77.78
Gwen,Smolder,32,12,37.5
Jarvan IV,Zyra,4,0,0.0
Naafiri,Taliyah,211,105,49.76
Viego,Neeko,123,64,52.03
Gwen,Ryze,24,9,37.5
Vi,Katarina,152,74,48.68
Qiyana,Yone,41,16,39.02
Trundle,Qiyana,31,16,51.61
Jarvan IV,Lissandra,112,48,42.86
Talon,Syndra,223,119,53.36
Zac,Hwei,52,29,55.77
Lillia,Akshan,95,56,58.95
Gwen,Galio,77,45,58.44
Viego,Yasuo,152,59,38.82
Lillia,Nocturne,7,7,100.0
Trundle,Yasuo,60,26,43.33
Kayn,Zoe,126,67,53.17
Rengar,Taliyah,157,82,52.23
Viego,Jayce,69,42,60.87
Qiyana,Ziggs,14,5,35.71
Skarner,Tryndamere,6,6,100.0
Zed,Ahri,348,135,38.79
Xin Zhao,Ahri,358,159,44.41
Reksai,Karma,4,0,0.0
Chogath,Zoe,10,0,0.0
Chogath,Aurora,24,8,33.33
Nidalee,Orianna,69,33,47.83
Zed,Annie,180,76,42.22
Chogath,Galio,10,0,0.0
Nunu & Willump,Tristana,64,38,59.38
Nocturne,Veigar,57,24,42.11
KhaZix,Azir,198,92,46.46
Diana,Corki,106,45,42.45
Shaco,Azir,104,46,44.23
Zed,Fiddlesticks,14,1,7.14
Nidalee,Ziggs,5,3,60.0
Kindred,Annie,76,50,65.79
Trundle,Mel,100,29,29.0
Teemo,Zed,11,1,9.09
Trundle,Zed,95,45,47.37
Fiddlesticks,Sion,35,27,77.14
Pantheon,Vayne,20,10,50.0
Hecarim,Yone,74,41,55.41
Xin Zhao,Syndra,259,126,48.65
Talon,Orianna,230,130,56.52
Jarvan IV,Sivir,9,9,100.0
Elise,Karma,10,0,0.0
KhaZix,Caitlyn,6,5,83.33
Trundle,Lissandra,55,47,85.45
Poppy,Ahri,89,53,59.55
Zed,Lux,127,53,41.73
Ekko,Yasuo,280,125,44.64
Diana,Orianna,53,20,37.74
Hecarim,Yasuo,112,39,34.82
Belveth,Pantheon,7,6,85.71
Briar,Orianna,85,48,56.47
Elise,Varus,6,6,100.0
Viego,Renekton,22,11,50.0
Viego,Xerath,150,78,52.0
Fiddlesticks,Lee Sin,13,9,69.23
Wukong,Sylas,247,117,47.37
Wukong,Fizz,39,22,56.41
Zac,Ambessa,26,20,76.92
Kayn,Syndra,169,78,46.15
Naafiri,Annie,156,92,58.97
Ambessa,Kayle,6,2,33.33
Hecarim,Ekko,96,45,46.88
Trundle,Naafiri,28,12,42.86
Wukong,Syndra,223,119,53.36
Ambessa,Syndra,49,38,77.55
Volibear,Gwen,7,0,0.0
Wukong,Seraphine,12,5,41.67
Fiddlesticks,Varus,9,5,55.56
Lee Sin,Lucian,29,9,31.03
Dr. Mundo,Annie,76,46,60.53
Hecarim,Ahri,156,83,53.21
Belveth,Tristana,12,11,91.67
Volibear,Galio,118,64,54.24
Qiyana,Corki,26,11,42.31
Pantheon,Ivern,21,17,80.95
Jarvan IV,Ekko,168,93,55.36
Hecarim,KSante,4,4,100.0
Udyr,Naafiri,24,18,75.0
Viego,Zed,257,126,49.03
Kayn,Katarina,174,84,48.28
Xin Zhao,Morgana,23,18,78.26
Vi,Talon,24,14,58.33
Diana,Naafiri,54,24,44.44
Poppy,Katarina,43,17,39.53
Lee Sin,Tristana,78,43,55.13
Elise,Syndra,38,21,55.26
Hecarim,Kayn,2,0,0.0
Kindred,Ekko,85,60,70.59
Lee Sin,Ziggs,75,29,38.67
Poppy,Taliyah,129,55,42.64
Zed,Kassadin,96,56,58.33
Vi,Lee Sin,20,5,25.0
Briar,Katarina,26,9,34.62
Qiyana,Annie,73,55,75.34
Ekko,Sylas,162,58,35.8
Xin Zhao,Riven,25,21,84.0
Hecarim,Kayle,62,35,56.45
Karthus,Azir,64,18,28.12
Udyr,Zed,129,68,52.71
Trundle,Tristana,50,23,46.0
Trundle,Kayle,90,46,51.11
Naafiri,Ekko,73,27,36.99
Zyra,Cassiopeia,2,2,100.0
Taliyah,Graves,4,0,0.0
Nidalee,Yasuo,126,58,46.03
Lee Sin,Vayne,12,12,100.0
Diana,Kaisa,9,8,88.89
Ambessa,Viktor,37,21,56.76
Naafiri,Neeko,28,12,42.86
Kayn,Nunu & Willump,18,13,72.22
Vi,Twisted Fate,181,93,51.38
Rammus,Aurora,46,28,60.87
Gwen,KSante,10,6,60.0
Nocturne,Irelia,22,10,45.45
Lee Sin,Jhin,6,4,66.67
Shaco,Akali,68,35,51.47
Talon,Zed,55,29,52.73
Xin Zhao,Cassiopeia,39,25,64.1
Evelynn,Syndra,25,18,72.0
Wukong,Twisted Fate,119,62,52.1
Master Yi,Ahri,104,60,57.69
Nocturne,Kassadin,61,41,67.21
Evelynn,Lucian,2,0,0.0
Xin Zhao,Ivern,12,9,75.0
Nocturne,Twisted Fate,139,67,48.2
Talon,LeBlanc,119,67,56.3
Zed,Kennen,24,11,45.83
Dr. Mundo,Naafiri,4,3,75.0
Volibear,Corki,68,35,51.47
Udyr,Ekko,61,29,47.54
Taliyah,Neeko,2,2,100.0
Nidalee,Vladimir,82,47,57.32
Taliyah,Kayle,8,3,37.5
Kindred,Corki,25,9,36.0
Zed,Yone,125,75,60.0
Ekko,Zed,369,185,50.14
Poppy,Ryze,101,45,44.55
Evelynn,Vladimir,24,9,37.5
Nidalee,Neeko,7,1,14.29
Maokai,Jayce,12,4,33.33
Viego,Ziggs,68,35,51.47
Udyr,Akshan,86,49,56.98
Jarvan IV,Mel,226,111,49.12
Gragas,Yunara,9,0,0.0
Gwen,Irelia,49,29,59.18
Udyr,Zoe,63,28,44.44
Viego,Tristana,62,27,43.55
Viego,Vladimir,384,198,51.56
Reksai,Rumble,5,5,100.0
Belveth,Seraphine,12,9,75.0
Nunu & Willump,Nocturne,7,0,0.0
Nunu & Willump,Ziggs,14,13,92.86
Nunu & Willump,Karma,9,7,77.78
Qiyana,Vladimir,70,46,65.71
Elise,Galio,51,27,52.94
Diana,Fiddlesticks,10,9,90.0
Fiddlesticks,Jayce,53,32,60.38
Nunu & Willump,Lucian,12,9,75.0
Rammus,Corki,17,9,52.94
Jarvan IV,Zoe,212,115,54.25
Udyr,Jayce,45,18,40.0
Udyr,Kennen,17,7,41.18
Pantheon,Ezreal,13,12,92.31
Qiyana,Ekko,45,27,60.0
Ekko,Gragas,31,8,25.81
Zac,Yone,107,64,59.81
Nocturne,Akali,142,71,50.0
Gragas,Jayce,18,13,72.22
Nidalee,Zed,277,147,53.07
Talon,Galio,208,93,44.71
Sylas,Lucian,7,0,0.0
Hecarim,Vladimir,167,83,49.7
Lee Sin,Irelia,98,50,51.02
Wukong,Neeko,27,16,59.26
Lillia,Yone,265,136,51.32
Skarner,Katarina,38,20,52.63
Fiddlesticks,Sylas,48,23,47.92
Amumu,Ziggs,12,12,100.0
Nocturne,Vladimir,179,88,49.16
Jarvan IV,Ambessa,33,10,30.3
Wukong,Yasuo,143,56,39.16
Graves,Sylas,165,96,58.18
Jarvan IV,Singed,21,10,47.62
Ekko,Fizz,47,24,51.06
Poppy,Irelia,15,4,26.67
Ekko,Smolder,63,25,39.68
Karthus,Gragas,2,0,0.0
Jarvan IV,Tristana,36,22,61.11
Vi,Hwei,130,83,63.85
Dr. Mundo,Aurora,115,54,46.96
Pantheon,Swain,53,32,60.38
Ekko,LeBlanc,90,41,45.56
Amumu,Viktor,21,11,52.38
Fiddlesticks,Ahri,43,20,46.51
Xin Zhao,Twisted Fate,237,130,54.85
Ekko,Swain,32,14,43.75
Ekko,Ezreal,15,3,20.0
KhaZix,Hwei,141,54,38.3
Jarvan IV,Lux,136,66,48.53
Xin Zhao,Caitlyn,12,8,66.67
Ekko,Renekton,24,11,45.83
Wukong,Lissandra,56,28,50.0
Shaco,Warwick,5,0,0.0
Shaco,Zed,66,32,48.48
Volibear,Lux,84,36,42.86
Wukong,Lux,114,62,54.39
Ekko,Qiyana,223,106,47.53
Ekko,Lucian,24,16,66.67
Jarvan IV,Vex,99,44,44.44
Poppy,Annie,23,12,52.17
Ekko,Annie,38,16,42.11
Gwen,Talon,37,17,45.95
Graves,Akali,80,29,36.25
Udyr,Ambessa,34,6,17.65
Wukong,Xerath,65,37,56.92
Jarvan IV,Talon,53,22,41.51
Ekko,Anivia,53,21,39.62
Volibear,Akshan,78,42,53.85
Ekko,Ryze,124,73,58.87
Fiddlesticks,Wukong,6,5,83.33
Draven,Akali,7,3,42.86
Jarvan IV,Brand,19,10,52.63
Ekko,Nunu & Willump,17,2,11.76
Zed,Ziggs,47,8,17.02
Jarvan IV,Qiyana,93,44,47.31
Pantheon,Jayce,81,42,51.85
Elise,Akali,57,27,47.37
Pantheon,Zed,156,69,44.23
Qiyana,Aurora,88,33,37.5
Karthus,Lissandra,18,7,38.89
Graves,Kled,8,8,100.0
Qiyana,Mel,73,32,43.84
Kayn,Twisted Fate,195,113,57.95
Qiyana,Lux,32,12,37.5
Qiyana,Twitch,10,7,70.0
Qiyana,LeBlanc,34,23,67.65
Ivern,Syndra,70,43,61.43
Kayn,Lissandra,84,36,42.86
Qiyana,Vayne,7,7,100.0
Hecarim,Viktor,178,87,48.88
KhaZix,Akali,154,78,50.65
Lee Sin,Nunu & Willump,28,12,42.86
Qiyana,Neeko,8,4,50.0
Evelynn,Yone,97,62,63.92
Volibear,Mel,91,45,49.45
Volibear,Sion,5,3,60.0
Qiyana,Aurelion Sol,17,4,23.53
Nocturne,Qiyana,55,33,60.0
Graves,Ahri,107,55,51.4
Evelynn,Ambessa,18,4,22.22
Qiyana,Diana,11,10,90.91
Qiyana,Hwei,66,24,36.36
Qiyana,Karma,22,12,54.55
Nidalee,Taliyah,94,45,47.87
Shaco,Kayle,27,13,48.15
Qiyana,Syndra,85,52,61.18
Nocturne,Ambessa,16,11,68.75
Gwen,Zed,150,76,50.67
Viego,Lux,255,158,61.96
Zyra,Azir,18,16,88.89
Lee Sin,Karma,27,7,25.93
Diana,Yone,233,107,45.92
Maokai,Viktor,31,11,35.48
Mordekaiser,Galio,10,9,90.0
Sylas,Aurora,14,6,42.86
Jarvan IV,Karthus,15,1,6.67
Udyr,Aurora,180,89,49.44
Hecarim,Galio,150,49,32.67
Master Yi,Azir,155,75,48.39
Zed,Olaf,3,2,66.67
Mordekaiser,Twisted Fate,14,7,50.0
Hecarim,Caitlyn,6,2,33.33
Pantheon,Xerath,101,37,36.63
Kindred,Lissandra,70,46,65.71
Viego,Cassiopeia,65,34,52.31
Pantheon,Vex,82,44,53.66
Poppy,Aurora,131,81,61.83
Evelynn,Sylas,32,9,28.12
Elise,Sylas,65,9,13.85
Chogath,KSante,8,8,100.0
Udyr,Mel,80,40,50.0
Nocturne,Corki,42,31,73.81
Shyvana,Wukong,9,0,0.0
Skarner,Zoe,17,12,70.59
Master Yi,Vladimir,108,61,56.48
Zac,Neeko,20,13,65.0
Ekko,Ahri,124,52,41.94
Rengar,Malzahar,49,30,61.22
Master Yi,Hwei,119,58,48.74
Elise,Aurora,38,10,26.32
Naafiri,Jayce,33,19,57.58
Zac,Taliyah,101,51,50.5
Chogath,Yunara,8,8,100.0
Jax,Syndra,50,33,66.0
KSante,Sylas,7,2,28.57
Nidalee,Galio,123,78,63.41
Vi,Tryndamere,9,3,33.33
Dr. Mundo,Zoe,87,35,40.23
Ambessa,Diana,12,3,25.0
Volibear,Zoe,104,55,52.88
Naafiri,Aurora,188,111,59.04
Ambessa,Ahri,38,18,47.37
Jax,Hwei,41,27,65.85
Gragas,Zoe,30,23,76.67
KhaZix,Zoe,81,39,48.15
Kayn,Ekko,92,52,56.52
Ambessa,Zoe,18,13,72.22
Ekko,Nidalee,12,4,33.33
Shaco,Vayne,8,3,37.5
Ivern,Gragas,23,17,73.91
Elise,Sion,16,7,43.75
Kindred,Ryze,166,84,50.6
Ambessa,Hwei,36,23,63.89
Zed,Morgana,18,5,27.78
Naafiri,Lissandra,57,28,49.12
Graves,Zoe,55,37,67.27
Volibear,Akali,162,60,37.04
Sejuani,Zoe,7,3,42.86
Maokai,Neeko,8,2,25.0
Karthus,Tryndamere,26,4,15.38
Olaf,Anivia,2,0,0.0
Nunu & Willump,Xin Zhao,4,4,100.0
Pantheon,Lissandra,120,54,45.0
Nidalee,Mel,56,34,60.71
Nidalee,Shen,3,3,100.0
Vi,Zoe,128,92,71.88
Karthus,Yone,196,97,49.49
Karthus,LeBlanc,21,15,71.43
Brand,Veigar,2,2,100.0
Nocturne,Zoe,83,33,39.76
Karthus,Volibear,9,1,11.11
Nidalee,Lux,39,19,48.72
Viego,Hwei,398,201,50.5
Jax,Sion,10,1,10.0
Wukong,Ziggs,49,13,26.53
Ambessa,Ziggs,10,10,100.0
Shyvana,Akali,34,8,23.53
Jayce,Lissandra,6,6,100.0
Mordekaiser,Ekko,9,0,0.0
Zac,Yasuo,144,76,52.78
Gwen,Ambessa,28,17,60.71
Maokai,Orianna,13,13,100.0
Skarner,Orianna,75,32,42.67
Nidalee,Annie,101,64,63.37
Wukong,Yunara,25,11,44.0
Jarvan IV,Smolder,42,16,38.1
Kayn,Lee Sin,16,0,0.0
Rengar,LeBlanc,70,25,35.71
Nocturne,Taliyah,142,71,50.0
Pantheon,Aatrox,19,6,31.58
Hecarim,Fizz,71,38,53.52
Tryndamere,Twisted Fate,6,0,0.0
Viego,Swain,102,67,65.69
Jax,Lucian,7,0,0.0
Wukong,LeBlanc,63,26,41.27
Poppy,Kassadin,10,8,80.0
Taliyah,Lee Sin,5,1,20.0
Poppy,Nidalee,6,6,100.0
Jarvan IV,Lee Sin,8,4,50.0
Kayn,Taliyah,224,116,51.79
Briar,Hwei,45,15,33.33
Ivern,Sylas,174,99,56.9
Zed,Veigar,86,25,29.07
Wukong,Pyke,2,2,100.0
Vi,Ekko,97,41,42.27
Talon,Corki,34,8,23.53
Jax,Taliyah,81,43,53.09
Rammus,Neeko,6,1,16.67
Vi,Kayle,78,43,55.13
Ivern,Twisted Fate,49,24,48.98
Pantheon,Morgana,32,16,50.0
Kayn,Ryze,166,85,51.2
Vi,Fizz,18,8,44.44
Dr. Mundo,Taliyah,135,74,54.81
Karthus,Qiyana,70,44,62.86
Ivern,LeBlanc,34,13,38.24
Vi,Aurelion Sol,40,18,45.0
Naafiri,Yone,72,33,45.83
Xin Zhao,Naafiri,10,1,10.0
Fiddlesticks,Aurora,24,10,41.67
Wukong,Naafiri,15,9,60.0
Udyr,Syndra,86,42,48.84
Nidalee,Ahri,62,24,38.71
Nidalee,Qiyana,98,56,57.14
Viego,Corki,98,44,44.9
Lillia,Gragas,6,2,33.33
Udyr,Akali,97,46,47.42
Kindred,Hwei,106,60,56.6
Kayn,Kennen,16,6,37.5
Ambessa,Lucian,6,4,66.67
Nidalee,Akali,42,27,64.29
Lee Sin,Twitch,22,10,45.45
Ekko,Kled,13,8,61.54
Naafiri,Mel,128,56,43.75
Nunu & Willump,Zed,66,33,50.0
Jax,Kayle,15,9,60.0
Volibear,Cassiopeia,14,5,35.71
Ekko,Illaoi,13,4,30.77
Volibear,Aurelion Sol,38,18,47.37
Viego,Illaoi,9,5,55.56
Lee Sin,Zilean,24,7,29.17
Ekko,Zeri,19,6,31.58
Vi,Seraphine,2,1,50.0
Kindred,Morgana,14,14,100.0
Dr. Mundo,Galio,34,17,50.0
Kayn,Viktor,199,109,54.77
Volibear,Zed,137,64,46.72
Ivern,Aurora,90,39,43.33
Talon,Ryze,204,96,47.06
Diana,Ryze,34,11,32.35
Kayn,Mel,120,38,31.67
Zac,Vladimir,90,47,52.22
Reksai,Lissandra,20,10,50.0
Diana,Jayce,59,29,49.15
Talon,Ivern,19,6,31.58
Dr. Mundo,Ryze,90,37,41.11
Talon,Zoe,158,83,52.53
Qiyana,Fizz,14,8,57.14
Diana,Tristana,49,20,40.82
Talon,Mel,117,57,48.72
Vi,Shen,3,2,66.67
Talon,Vladimir,153,84,54.9
Elise,Ekko,24,4,16.67
Ambessa,Zilean,10,4,40.0
Rengar,Kassadin,47,30,63.83
Teemo,Taliyah,12,0,0.0
Trundle,Aatrox,3,1,33.33
Viego,Qiyana,86,46,53.49
Ekko,Twisted Fate,108,51,47.22
Lillia,Taliyah,52,30,57.69
Trundle,Katarina,108,60,55.56
Jax,Vladimir,41,36,87.8
Graves,Yone,57,36,63.16
Elise,Twisted Fate,52,19,36.54
Skarner,Kayle,28,16,57.14
Ivern,Vladimir,74,34,45.95
Ambessa,Zed,17,7,41.18
Sejuani,Lissandra,7,4,57.14
Udyr,Ezreal,16,9,56.25
Rammus,Sylas,50,12,24.0
Lee Sin,Kassadin,124,60,48.39
Nocturne,Annie,81,29,35.8
Jax,Ahri,66,36,54.55
Udyr,Anivia,20,10,50.0
Fiddlesticks,Ryze,30,6,20.0
Karthus,Vladimir,30,20,66.67
Ivern,Tristana,45,25,55.56
Elise,Zilean,5,1,20.0
Evelynn,Diana,16,5,31.25
Master Yi,Orianna,116,73,62.93
Udyr,Fizz,28,18,64.29
Nocturne,Anivia,27,5,18.52
Evelynn,Azir,23,9,39.13
Pantheon,Akshan,75,40,53.33
Nocturne,Jayce,24,8,33.33
Volibear,Veigar,76,31,40.79
Ivern,Viktor,74,30,40.54
Volibear,Vladimir,105,59,56.19
Xin Zhao,Xerath,73,40,54.79
Lee Sin,Veigar,101,38,37.62
Corki,Akali,24,8,33.33
Xin Zhao,Karma,30,12,40.0
Jax,Akshan,18,10,55.56
Jarvan IV,Heimerdinger,20,5,25.0
Pantheon,Tryndamere,15,9,60.0
Jarvan IV,Vladimir,299,156,52.17
Zyra,Irelia,31,10,32.26
Jarvan IV,Malphite,23,10,43.48
Naafiri,Ziggs,24,6,25.0
Volibear,Kayle,43,27,62.79
Trundle,Garen,12,6,50.0
Elise,Udyr,8,6,75.0
Kindred,Azir,124,53,42.74
Kayn,Azir,170,85,50.0
Volibear,KhaZix,4,0,0.0
Zyra,Vladimir,16,12,75.0
Kayn,Xerath,80,45,56.25
Jarvan IV,Aurelion Sol,62,33,53.23
Hecarim,Zoe,90,49,54.44
Jarvan IV,Irelia,35,18,51.43
Ambessa,Swain,7,4,57.14
Trundle,Heimerdinger,23,14,60.87
Fiddlesticks,Akali,39,16,41.03
Jarvan IV,Zac,53,17,32.08
Nocturne,Diana,45,17,37.78
Jarvan IV,Swain,49,23,46.94
Diana,Sylas,78,33,42.31
Ambessa,Lissandra,13,8,61.54
Talon,Kayle,47,24,51.06
Naafiri,Qiyana,35,12,34.29
Lillia,Ambessa,35,13,37.14
Shaco,Gragas,13,7,53.85
Ambessa,Aurora,63,35,55.56
Talon,Veigar,52,25,48.08
Zac,Jayce,28,15,53.57
Lee Sin,KSante,15,10,66.67
Naafiri,Twisted Fate,156,84,53.85
Nunu & Willump,Ryze,66,30,45.45
Fiddlesticks,Smolder,24,16,66.67
Gwen,Gragas,18,12,66.67
Dr. Mundo,Azir,113,52,46.02
Ambessa,Twisted Fate,55,21,38.18
Viego,Lee Sin,17,15,88.24
Gwen,Aurora,29,8,27.59
Gwen,Briar,10,7,70.0
Ambessa,Yone,18,6,33.33
Lillia,Corki,89,44,49.44
Volibear,Irelia,67,20,29.85
Naafiri,LeBlanc,76,49,64.47
Ekko,Talon,83,32,38.55
Jarvan IV,Zilean,37,27,72.97
Fiddlesticks,Ezreal,6,0,0.0
Xin Zhao,Hwei,209,98,46.89
Trundle,Kassadin,61,22,36.07
Nocturne,Karma,20,12,60.0
Jarvan IV,Senna,2,2,100.0
Wukong,Garen,4,0,0.0
Lee Sin,Kennen,16,10,62.5
Brand,Ambessa,5,3,60.0
Jax,Diana,7,0,0.0
Shaco,Vladimir,50,28,56.0
Xin Zhao,VelKoz,13,7,53.85
Rammus,Galio,15,8,53.33
Dr. Mundo,Twisted Fate,102,41,40.2
Briar,Volibear,7,7,100.0
Zac,Azir,67,30,44.78
Shaco,Ryze,105,44,41.9
Kayn,Malzahar,63,22,34.92
Volibear,Ambessa,16,7,43.75
Briar,Azir,33,8,24.24
Hecarim,Neeko,26,19,73.08
Xin Zhao,Mel,159,81,50.94
Volibear,Pantheon,13,3,23.08
Belveth,Kayle,33,13,39.39
Ekko,Aatrox,27,14,51.85
Gwen,Akali,47,20,42.55
Trundle,Irelia,51,22,43.14
Viego,Malzahar,106,51,48.11
Viego,Briar,18,12,66.67
Nocturne,VelKoz,13,3,23.08
Talon,Lux,121,34,28.1
Maokai,Qiyana,16,15,93.75
Neeko,Galio,12,9,75.0
Maokai,Aurelion Sol,6,5,83.33
Shaco,Yasuo,54,32,59.26
Singed,Brand,5,0,0.0
Fiddlesticks,Aatrox,12,5,41.67
Sejuani,Veigar,6,0,0.0
Zed,Chogath,34,23,67.65
Xin Zhao,Volibear,1,0,0.0
Udyr,Katarina,64,38,59.38
Nocturne,Malzahar,53,27,50.94
Viego,Diana,157,66,42.04
Nocturne,Lissandra,48,24,50.0
Zac,Sylas,102,69,67.65
Kindred,Swain,21,15,71.43
Belveth,Corki,33,16,48.48
Fiddlesticks,Talon,63,21,33.33
Xin Zhao,Chogath,27,22,81.48
Poppy,Ziggs,19,11,57.89
Taliyah,Azir,28,2,7.14
Vi,Kassadin,59,25,42.37
Elise,KSante,8,8,100.0
Shen,Ryze,5,3,60.0
Ivern,Fizz,29,18,62.07
Taliyah,Tristana,33,16,48.48
Wukong,Akali,192,109,56.77
Udyr,Swain,31,9,29.03
KhaZix,Kennen,20,6,30.0
Rengar,Viktor,131,69,52.67
Dr. Mundo,Yone,70,14,20.0
Fiddlesticks,Syndra,25,10,40.0
Nidalee,Ekko,44,24,54.55
Lee Sin,Mordekaiser,9,7,77.78
Elise,Gragas,8,5,62.5
Jarvan IV,Anivia,59,25,42.37
Karthus,Anivia,9,4,44.44
Talon,Kassadin,69,42,60.87
Rengar,Ahri,182,92,50.55
Kindred,Ambessa,14,9,64.29
Corki,Hwei,3,0,0.0
Rengar,Mel,79,39,49.37
Dr. Mundo,Syndra,105,61,58.1
Karthus,Akshan,77,53,68.83
Sejuani,Galio,9,3,33.33
Fiddlesticks,Irelia,43,25,58.14
Vi,Gangplank,2,2,100.0
Nocturne,Gragas,46,19,41.3
Vi,Tristana,30,18,60.0
Wukong,Pantheon,4,2,50.0
Corki,Twitch,7,7,100.0
Ekko,Ivern,7,2,28.57
Ivern,Corki,83,58,69.88
Xin Zhao,Zed,102,51,50.0
Trundle,Nunu & Willump,8,6,75.0
Poppy,Lux,23,7,30.43
Rengar,Malphite,9,3,33.33
Lee Sin,Zed,178,73,41.01
Zac,Malzahar,9,6,66.67
Ambessa,Ryze,28,14,50.0
Ambessa,Orianna,49,16,32.65
Kayn,Vladimir,136,62,45.59
KhaZix,Akshan,41,26,63.41
Dr. Mundo,Ekko,33,17,51.52
Ambessa,Corki,11,3,27.27
Graves,LeBlanc,56,16,28.57
Kindred,Kaisa,1,1,100.0
Xin Zhao,Smolder,39,16,41.03
Ivern,Katarina,65,34,52.31
Rumble,Yone,13,2,15.38
Gragas,Ryze,7,3,42.86
Graves,Katarina,67,28,41.79
Viego,Gwen,27,8,29.63
Poppy,LeBlanc,44,19,43.18
Nunu & Willump,Vayne,11,0,0.0
Poppy,Lissandra,19,12,63.16
Belveth,Zoe,68,40,58.82
Nunu & Willump,Renekton,9,9,100.0
Pantheon,Corki,105,49,46.67
Nunu & Willump,Fiddlesticks,6,0,0.0
Zed,Gragas,39,26,66.67
Jax,Smolder,7,3,42.86
Elise,Lissandra,19,14,73.68
Elise,Vladimir,59,27,45.76
Pantheon,Vladimir,368,198,53.8
Zyra,Qiyana,33,7,21.21
Zac,Gragas,15,8,53.33
Udyr,Tryndamere,9,5,55.56
Wukong,Vex,36,19,52.78
Briar,Syndra,60,23,38.33
KhaZix,Annie,91,40,43.96
Hecarim,Zed,104,54,51.92
Master Yi,Taliyah,135,68,50.37
Hecarim,Malzahar,43,16,37.21
Gwen,Yone,165,64,38.79
Nunu & Willump,Yasuo,95,43,45.26
Hecarim,Mel,99,45,45.45
Zac,Fizz,22,15,68.18
Elise,Twitch,5,5,100.0
Hecarim,Diana,30,8,26.67
Zed,Smolder,29,15,51.72
Elise,Illaoi,8,1,12.5
Xin Zhao,Seraphine,10,4,40.0
Xin Zhao,Kennen,44,30,68.18
Wukong,Mel,143,66,46.15
Ekko,Tryndamere,44,22,50.0
Rammus,Tristana,12,0,0.0
Nocturne,Vex,36,21,58.33
Lee Sin,Illaoi,6,0,0.0
Jax,Viktor,33,16,48.48
Zac,Xerath,42,20,47.62
Gwen,Zyra,3,0,0.0
Zed,Ivern,12,2,16.67
Reksai,Lux,18,4,22.22
Graves,Vladimir,77,48,62.34
Briar,Zoe,23,12,52.17
Udyr,Veigar,37,13,35.14
Karthus,Miss Fortune,4,4,100.0
Dr. Mundo,Lissandra,19,9,47.37
Nocturne,Kennen,20,7,35.0
Kayn,Heimerdinger,8,6,75.0
Fiddlesticks,Ambessa,19,8,42.11
Ivern,Nidalee,7,3,42.86
Talon,Ahri,218,122,55.96
Talon,Camille,2,0,0.0
Lillia,Zed,243,107,44.03
Gwen,Yasuo,84,51,60.71
Kayn,Aurora,168,78,46.43
Kayn,Hwei,207,109,52.66
Belveth,KSante,5,0,0.0
Graves,Riven,10,0,0.0
KhaZix,Twisted Fate,131,82,62.6
Wukong,Malphite,9,6,66.67
Amumu,Jayce,11,6,54.55
Kindred,Tristana,8,5,62.5
Kayn,Cassiopeia,36,16,44.44
Kindred,Vladimir,132,80,60.61
Sejuani,Qiyana,10,0,0.0
