champion1,champion2,champion3,games,wins,win_rate
Xin Zhao,Tristana,Blitzcrank,7,4,57.14
Qiyana,Yunara,Shaco,1,1,100.0
Lee Sin,Ezreal,Rell,70,36,51.43
Pantheon,Xerath,Nami,1,1,100.0
Trundle,Draven,Veigar,1,1,100.0
Zed,Yunara,Elise,6,5,83.33
Evelynn,Caitlyn,Tahm Kench,1,1,100.0
Pantheon,Yunara,Sona,7,1,14.29
Kindred,Caitlyn,Lulu,3,2,66.67
Pantheon,Seraphine,Nami,8,2,25.0
Nunu & Willump,Jinx,Soraka,5,4,80.0
KhaZix,Ezreal,Neeko,2,0,0.0
Nocturne,Yunara,Yuumi,1,1,100.0
Wukong,Kaisa,Bard,18,7,38.89
Trundle,Mel,Nami,4,4,100.0
Pantheon,Neeko,Alistar,1,0,0.0
Xin Zhao,Vayne,Morgana,1,1,100.0
Skarner,Corki,Leona,1,0,0.0
Talon,Ezreal,Milio,6,2,33.33
Vi,Yunara,Nautilus,10,5,50.0
Nocturne,Seraphine,Morgana,2,0,0.0
Graves,Tristana,Blitzcrank,2,2,100.0
Trundle,Senna,VelKoz,1,1,100.0
Zac,Jhin,Teemo,1,1,100.0
Wukong,Corki,Rakan,7,5,71.43
Jarvan IV,Yunara,Leona,8,6,75.0
Jarvan IV,Nilah,Thresh,3,0,0.0
Kayn,Aurelion Sol,Rakan,1,1,100.0
Udyr,Syndra,Neeko,1,0,0.0
Zac,Miss Fortune,Karma,1,0,0.0
Jarvan IV,Seraphine,Zyra,1,1,100.0
Hecarim,Zyra,Bard,1,1,100.0
Volibear,Ezreal,Zyra,2,1,50.0
Rumble,Vayne,Neeko,1,0,0.0
Udyr,Ziggs,Nautilus,6,5,83.33
Master Yi,Ziggs,Blitzcrank,7,1,14.29
Rengar,Miss Fortune,Bard,4,1,25.0
Jarvan IV,Samira,Mel,1,0,0.0
Belveth,Corki,Pantheon,1,1,100.0
Shyvana,Ezreal,Pyke,1,0,0.0
KhaZix,Caitlyn,Brand,1,1,100.0
Hecarim,Mel,Nautilus,1,1,100.0
Olaf,Smolder,Gragas,5,0,0.0
Belveth,Jinx,Alistar,6,2,33.33
Viego,Syndra,Neeko,1,0,0.0
Lee Sin,Lux,Janna,5,3,60.0
Jarvan IV,Lux,Pyke,2,2,100.0
KhaZix,Samira,Ahri,1,0,0.0
Ekko,Lucian,Karma,7,1,14.29
Kaisa,Lux,Sona,1,1,100.0
Fiddlesticks,Syndra,Shaco,1,1,100.0
Briar,Lux,Poppy,1,0,0.0
Nunu & Willump,Varus,Rell,3,3,100.0
Nunu & Willump,Swain,Pyke,1,0,0.0
Lillia,Ezreal,Sona,7,7,100.0
Viego,Jinx,Teemo,1,1,100.0
Rammus,Azir,Senna,1,0,0.0
Lee Sin,Ashe,Janna,5,1,20.0
Jax,Tristana,Rell,3,3,100.0
Pantheon,Draven,Nunu & Willump,1,1,100.0
Ivern,Miss Fortune,Leona,5,1,20.0
Ekko,Corki,Shaco,2,1,50.0
Kindred,KogMaw,Lulu,16,8,50.0
Talon,Caitlyn,Bard,9,6,66.67
Briar,Aphelios,Leona,1,1,100.0
Nidalee,Yunara,Blitzcrank,1,1,100.0
Kindred,Smolder,Karma,3,0,0.0
Talon,Aphelios,Karma,14,5,35.71
Kindred,Samira,Camille,1,0,0.0
Zed,Zeri,Karma,8,1,12.5
Ekko,Zeri,Taric,1,1,100.0
Taliyah,Lucian,Rammus,1,1,100.0
Kayn,Aphelios,Alistar,10,0,0.0
Talon,Vayne,Braum,1,0,0.0
Kindred,Jhin,Alistar,10,5,50.0
Dr. Mundo,Hwei,Bard,1,0,0.0
Kindred,Tristana,Bard,9,1,11.11
Udyr,Karthus,Alistar,1,1,100.0
Kindred,Zoe,Elise,1,0,0.0
Talon,Twitch,Karma,3,3,100.0
Kayn,Senna,Fiddlesticks,1,1,100.0
Sylas,Aphelios,Yuumi,1,0,0.0
Kindred,Ezreal,Thresh,6,5,83.33
Viego,Kaisa,Leona,30,15,50.0
Dr. Mundo,Tristana,Neeko,1,1,100.0
Kindred,Corki,Pantheon,1,1,100.0
Gragas,Swain,Nautilus,1,1,100.0
Fiddlesticks,Varus,VelKoz,1,1,100.0
Qiyana,Yunara,Nautilus,7,4,57.14
Trundle,Hwei,Morgana,5,5,100.0
Vi,Senna,Pyke,11,1,9.09
Ekko,Ashe,Nautilus,21,14,66.67
Lee Sin,Ezreal,Camille,1,0,0.0
Pantheon,Karthus,Nami,8,8,100.0
Volibear,Ashe,Alistar,4,1,25.0
Karthus,Gwen,Zoe,1,0,0.0
Nidalee,Samira,Rell,10,8,80.0
Briar,Twitch,Xin Zhao,1,0,0.0
Volibear,Lucian,Nautilus,6,3,50.0
Amumu,Lucian,Camille,1,0,0.0
Brand,Tristana,Rell,1,1,100.0
Kayn,Hwei,Braum,1,0,0.0
Pantheon,Samira,Poppy,6,5,83.33
Zac,Ashe,Alistar,2,0,0.0
Karthus,Tristana,Neeko,1,0,0.0
Poppy,Nilah,Taric,1,0,0.0
Kayn,Sivir,Rakan,11,10,90.91
Nidalee,Varus,Jarvan IV,7,0,0.0
Dr. Mundo,KogMaw,Alistar,11,11,100.0
Jarvan IV,Miss Fortune,Karma,15,5,33.33
Zed,Smolder,Lulu,12,1,8.33
Lee Sin,Yunara,Soraka,43,23,53.49
Warwick,Senna,Rell,14,9,64.29
Naafiri,Yasuo,Morgana,8,0,0.0
Lee Sin,Smolder,Poppy,32,19,59.38
Shaco,Caitlyn,Braum,7,7,100.0
Ekko,Kaisa,Lulu,25,14,56.0
Udyr,Senna,Ivern,5,5,100.0
Lillia,Aphelios,Blitzcrank,9,0,0.0
Dr. Mundo,Cassiopeia,Bard,4,0,0.0
Rammus,Yasuo,Rakan,3,0,0.0
Udyr,Ashe,Bard,3,3,100.0
Talon,Viktor,Elise,1,1,100.0
Ekko,KogMaw,Bard,5,2,40.0
Xin Zhao,Corki,Soraka,6,3,50.0
Ivern,Caitlyn,Thresh,3,3,100.0
Rengar,Ashe,Alistar,5,5,100.0
Hecarim,Ezreal,Rakan,23,4,17.39
Rengar,Caitlyn,Lux,15,15,100.0
Hecarim,Xayah,Blitzcrank,9,1,11.11
Kindred,Ezreal,Poppy,17,8,47.06
Vi,Ashe,Lux,2,2,100.0
Talon,Yasuo,Lulu,2,0,0.0
Pantheon,Senna,Heimerdinger,2,2,100.0
Trundle,Nilah,Soraka,9,5,55.56
Rammus,Zeri,Poppy,5,5,100.0
KhaZix,Vayne,Rakan,5,0,0.0
Xin Zhao,Soraka,Rell,3,3,100.0
Kaisa,Senna,Nautilus,3,0,0.0
Jarvan IV,Nilah,Poppy,5,5,100.0
Naafiri,Kalista,Soraka,8,2,25.0
Gwen,Draven,Rell,5,3,60.0
Udyr,Zeri,Rell,11,8,72.73
Vi,Ezreal,Poppy,16,10,62.5
Skarner,Corki,Nami,4,0,0.0
Vi,Varus,Nami,21,16,76.19
Nocturne,Senna,Alistar,25,15,60.0
Qiyana,Draven,Alistar,3,3,100.0
Elise,Kalista,Thresh,2,0,0.0
Xin Zhao,Varus,Rakan,6,0,0.0
Pantheon,Nilah,Yuumi,8,6,75.0
Vi,Ezreal,Rakan,29,19,65.52
Naafiri,Ziggs,Janna,1,0,0.0
Gragas,Ezreal,Blitzcrank,5,5,100.0
Zyra,Kalista,Renata,4,0,0.0
Rammus,Kaisa,Karma,4,4,100.0
Lillia,Ezreal,Thresh,10,2,20.0
Naafiri,Ezreal,Braum,21,1,4.76
Nocturne,Jhin,Pantheon,9,5,55.56
Pantheon,Varus,Xerath,3,3,100.0
Lillia,Yasuo,Senna,4,0,0.0
Ekko,Varus,Braum,6,1,16.67
Rammus,Ezreal,Bard,2,1,50.0
Naafiri,Lucian,Pyke,6,0,0.0
Zyra,Corki,Leona,2,2,100.0
Skarner,Tristana,Poppy,3,1,33.33
Taliyah,Senna,Neeko,1,1,100.0
Sejuani,Varus,Karma,11,6,54.55
Naafiri,Senna,Rakan,3,3,100.0
Wukong,Kaisa,Rakan,32,16,50.0
Skarner,Senna,Seraphine,2,0,0.0
Ivern,Senna,Poppy,5,5,100.0
Gragas,Tristana,Pyke,1,0,0.0
Graves,Ziggs,Nami,1,1,100.0
Volibear,Ziggs,Thresh,1,1,100.0
Sejuani,Samira,Blitzcrank,2,0,0.0
Trundle,Senna,Zilean,7,7,100.0
Jax,Yunara,Gragas,8,0,0.0
Wukong,Jax,Rakan,8,8,100.0
Zed,Kaisa,Poppy,16,5,31.25
Talon,Kaisa,Soraka,12,8,66.67
Kindred,Sivir,Yuumi,7,0,0.0
Kayn,Yunara,Lissandra,6,0,0.0
Udyr,Samira,Pantheon,6,6,100.0
Morgana,Ezreal,Alistar,9,0,0.0
Diana,Mel,Alistar,12,3,25.0
Kayn,Yunara,Soraka,14,10,71.43
Kayn,Ziggs,Poppy,4,0,0.0
Taliyah,Jhin,Rakan,4,4,100.0
Zed,Yunara,Milio,18,12,66.67
Zed,Yunara,Soraka,39,23,58.97
Vi,Sivir,Braum,12,11,91.67
Jax,Jhin,Karma,17,16,94.12
Jarvan IV,Smolder,Yuumi,8,0,0.0
Kindred,Yunara,Lulu,17,14,82.35
Kayn,Cassiopeia,Alistar,7,0,0.0
Lee Sin,Lucian,Maokai,11,11,100.0
Kindred,Yunara,Alistar,8,6,75.0
Graves,Kalista,Renata,2,2,100.0
Kindred,Yunara,Anivia,5,0,0.0
Udyr,Yunara,Pantheon,8,0,0.0
Udyr,Varus,Thresh,13,10,76.92
Dr. Mundo,Varus,Karma,11,0,0.0
Shaco,Ezreal,Braum,9,7,77.78
Ivern,Ezreal,Quinn,5,5,100.0
Gragas,Jhin,Neeko,11,5,45.45
Xin Zhao,Kaisa,Tahm Kench,6,0,0.0
Ivern,Ashe,Alistar,8,8,100.0
Lillia,Aphelios,Thresh,25,10,40.0
Pantheon,Varus,Blitzcrank,12,8,66.67
Skarner,Ezreal,Nami,6,6,100.0
Qiyana,Mel,Sona,5,0,0.0
Elise,Kaisa,Leona,11,2,18.18
Lee Sin,KogMaw,Milio,16,7,43.75
Vi,Caitlyn,Neeko,8,4,50.0
KhaZix,Senna,Gragas,2,1,50.0
Lee Sin,Hwei,Zoe,3,3,100.0
Naafiri,Varus,Rell,19,5,26.32
Naafiri,Kaisa,Mel,3,3,100.0
Zed,Ashe,Thresh,4,0,0.0
Zed,Vladimir,Senna,5,0,0.0
Zed,Smolder,Rakan,3,3,100.0
Brand,Kalista,Pyke,2,0,0.0
Sejuani,Kaisa,Poppy,3,0,0.0
Rengar,KogMaw,Braum,3,0,0.0
Zed,Zeri,Poppy,23,8,34.78
Viego,Ezreal,Lulu,8,3,37.5
Nocturne,Kalista,Lulu,3,3,100.0
KhaZix,Jhin,Soraka,11,11,100.0
Naafiri,Jhin,Blitzcrank,8,5,62.5
Viego,Ashe,Alistar,11,1,9.09
Lillia,Kalista,Senna,1,0,0.0
Ekko,Senna,Thresh,14,2,14.29
Gwen,Smolder,Rell,2,2,100.0
Rammus,Ezreal,Sona,3,1,33.33
Olaf,Senna,Nautilus,12,6,50.0
Udyr,Yunara,Pyke,19,9,47.37
Trundle,Corki,Bard,22,14,63.64
Udyr,Lucian,Nautilus,13,7,53.85
Zed,Caitlyn,Zilean,12,8,66.67
Gwen,Yunara,Poppy,7,7,100.0
Dr. Mundo,Tristana,Alistar,18,0,0.0
Wukong,Yunara,Bard,32,26,81.25
Trundle,Ezreal,Syndra,10,0,0.0
Morgana,Kaisa,Alistar,10,0,0.0
Naafiri,Kaisa,Neeko,16,4,25.0
Morgana,Lucian,Alistar,8,8,100.0
Zyra,Ezreal,Karma,14,1,7.14
Skarner,Yasuo,Mel,10,10,100.0
Wukong,Jhin,Taliyah,7,0,0.0
Lee Sin,Tristana,Sylas,8,8,100.0
Shaco,Kaisa,Bard,15,2,13.33
Lee Sin,Ezreal,Janna,40,17,42.5
Nidalee,Draven,Gragas,7,7,100.0
Evelynn,Jhin,Rell,8,0,0.0
Dr. Mundo,Senna,Gragas,3,0,0.0
Naafiri,Aphelios,Poppy,6,1,16.67
Belveth,Jhin,Sylas,5,5,100.0
Udyr,Varus,Alistar,16,10,62.5
KhaZix,Nilah,Leona,3,3,100.0
Belveth,Aphelios,Alistar,11,8,72.73
Nidalee,Ezreal,Rell,26,12,46.15
Viego,Brand,Soraka,5,0,0.0
Wukong,Zyra,Pantheon,8,8,100.0
Naafiri,Jhin,Soraka,11,6,54.55
Zyra,Zeri,Alistar,6,2,33.33
Naafiri,Varus,Sona,18,10,55.56
Nocturne,Smolder,Poppy,5,5,100.0
Kindred,Karma,Alistar,3,3,100.0
Ekko,Tristana,Sylas,2,2,100.0
Naafiri,Varus,Janna,5,1,20.0
Viego,Xayah,Alistar,31,16,51.61
Jax,Varus,Rell,8,7,87.5
Qiyana,Ezreal,Elise,9,5,55.56
Nocturne,Sivir,Rell,5,3,60.0
Naafiri,Kaisa,Soraka,4,0,0.0
Elise,Zeri,Alistar,5,4,80.0
Xin Zhao,Kaisa,Rell,24,19,79.17
Xin Zhao,Miss Fortune,Alistar,11,7,63.64
Lillia,Tristana,Alistar,6,2,33.33
Volibear,Varus,Blitzcrank,9,0,0.0
Ekko,Twitch,Dr. Mundo,3,0,0.0
Zed,Draven,Neeko,15,15,100.0
Lee Sin,Nilah,Taric,12,9,75.0
Naafiri,Jhin,Fiddlesticks,4,0,0.0
Briar,Ashe,Rell,7,7,100.0
Elise,Ezreal,Leona,7,5,71.43
Diana,Caitlyn,Lux,6,6,100.0
Hecarim,Tristana,Rell,4,2,50.0
Evelynn,Senna,Poppy,2,2,100.0
KhaZix,Kalista,Neeko,10,7,70.0
Qiyana,Ziggs,Alistar,3,3,100.0
Vi,Miss Fortune,Blitzcrank,3,0,0.0
Ambessa,Miss Fortune,Leona,2,2,100.0
Zyra,Senna,Alistar,3,0,0.0
Udyr,Jinx,Rell,1,1,100.0
Lillia,Kaisa,Alistar,17,16,94.12
Udyr,Jhin,Xin Zhao,1,0,0.0
Vi,Aphelios,Soraka,27,1,3.7
Zed,Kalista,Neeko,20,18,90.0
Diana,Varus,LeBlanc,5,0,0.0
Lee Sin,Senna,Blitzcrank,7,6,85.71
Poppy,KogMaw,Thresh,2,0,0.0
Lillia,Kaisa,Gragas,2,2,100.0
Zed,Kaisa,Thresh,25,21,84.0
Elise,Varus,Pantheon,5,0,0.0
Trundle,Ezreal,Soraka,16,2,12.5
Zed,Varus,Elise,5,5,100.0
Briar,Zeri,Rell,3,3,100.0
Briar,Kaisa,Braum,2,0,0.0
Talon,Draven,Elise,2,0,0.0
Gragas,Vayne,Blitzcrank,2,2,100.0
Zyra,Lucian,Sylas,3,3,100.0
Nunu & Willump,Ezreal,Zac,2,2,100.0
Gwen,Kalista,Neeko,3,0,0.0
Zed,Vayne,Neeko,8,0,0.0
Volibear,Yunara,Braum,20,5,25.0
Xin Zhao,Aurelion Sol,Senna,9,9,100.0
Morgana,Lucian,Braum,9,0,0.0
Jarvan IV,Cassiopeia,Rell,14,14,100.0
Vi,Senna,Blitzcrank,8,8,100.0
Volibear,Qiyana,Rakan,5,0,0.0
Ekko,Yunara,Soraka,4,4,100.0
Vi,Yunara,Rakan,36,10,27.78
Talon,Smolder,Tahm Kench,7,0,0.0
Dr. Mundo,Kaisa,Sylas,5,0,0.0
Zed,Corki,Shaco,7,0,0.0
Lee Sin,Taliyah,Pantheon,7,7,100.0
Vi,Xayah,Karma,10,2,20.0
Naafiri,Kaisa,Galio,6,6,100.0
Zed,Caitlyn,Bard,21,11,52.38
KhaZix,Chogath,Pyke,8,0,0.0
Zed,Ashe,Gragas,6,1,16.67
Teemo,Tristana,Neeko,5,5,100.0
KhaZix,Varus,Nautilus,34,15,44.12
Jarvan IV,Brand,Pyke,11,3,27.27
KhaZix,Brand,Rakan,8,0,0.0
Gwen,Corki,Thresh,4,0,0.0
Trundle,Veigar,Nami,6,0,0.0
KhaZix,Mel,Tahm Kench,6,6,100.0
Nidalee,Jhin,Sona,10,6,60.0
Talon,Aphelios,Milio,7,6,85.71
Maokai,Ashe,Milio,3,0,0.0
Rengar,Lucian,Katarina,3,3,100.0
Evelynn,Lucian,Bard,3,0,0.0
Belveth,Ezreal,Neeko,3,3,100.0
Belveth,Vayne,Bard,4,4,100.0
Udyr,Ashe,Alistar,4,3,75.0
Nidalee,Jhin,Pantheon,15,5,33.33
KhaZix,Tristana,Pyke,7,3,42.86
Wukong,Corki,Neeko,21,8,38.1
Naafiri,Lux,Thresh,6,1,16.67
Nidalee,Aphelios,Rell,9,2,22.22
Graves,Jhin,Poppy,4,4,100.0
Wukong,Zilean,Nautilus,6,0,0.0
Naafiri,Tristana,Alistar,23,11,47.83
Lee Sin,Samira,Sona,1,0,0.0
Karthus,Corki,Yuumi,3,0,0.0
Rengar,Jhin,Tahm Kench,14,14,100.0
Xin Zhao,Ashe,Nidalee,5,5,100.0
Belveth,Brand,Nautilus,6,6,100.0
Skarner,Aphelios,Thresh,19,1,5.26
Xin Zhao,Twitch,Leona,6,0,0.0
Rengar,Aphelios,Rell,5,2,40.0
Lee Sin,Draven,Sylas,5,0,0.0
Rengar,Yasuo,Rakan,6,6,100.0
Naafiri,Ashe,Bard,15,9,60.0
Jax,Kaisa,Leona,5,5,100.0
Nidalee,Tristana,Elise,3,3,100.0
KhaZix,Aphelios,Rell,8,1,12.5
Nidalee,Varus,Braum,14,6,42.86
KhaZix,Varus,Rakan,7,5,71.43
Talon,Varus,Karma,4,4,100.0
Rengar,Jhin,Soraka,12,1,8.33
Zed,Lucian,Lulu,5,0,0.0
Lillia,Smolder,Leona,7,7,100.0
Zac,KogMaw,Sona,6,0,0.0
Zed,Zeri,Rakan,5,4,80.0
Udyr,Jhin,Soraka,12,11,91.67
Kayn,Smolder,Taric,9,1,11.11
Jax,Senna,Bard,4,4,100.0
Belveth,Nilah,Maokai,3,3,100.0
Wukong,Ezreal,Zilean,22,9,40.91
Trundle,Senna,Nautilus,30,11,36.67
Poppy,Samira,Neeko,10,10,100.0
Xin Zhao,Nilah,Alistar,14,6,42.86
Sejuani,Lucian,Rakan,10,10,100.0
Zyra,Yasuo,Nami,5,0,0.0
Naafiri,Aphelios,Nautilus,18,9,50.0
Xin Zhao,Mel,Sona,9,7,77.78
Sejuani,Sivir,Nami,3,3,100.0
Trundle,Nilah,Nautilus,16,8,50.0
Evelynn,Zeri,Senna,7,0,0.0
Trundle,Lucian,Nautilus,30,16,53.33
Wukong,Smolder,Soraka,10,10,100.0
Ekko,Vayne,Sylas,2,0,0.0
Viego,Nilah,Bard,4,2,50.0
Naafiri,Varus,Alistar,21,17,80.95
Lee Sin,Veigar,Janna,7,7,100.0
Briar,Ziggs,Leona,10,10,100.0
Wukong,Ezreal,Rakan,21,4,19.05
Udyr,Ezreal,Yuumi,10,8,80.0
Jarvan IV,Yasuo,Lee Sin,8,0,0.0
Naafiri,Kaisa,Poppy,23,2,8.7
Xin Zhao,Kaisa,Soraka,15,10,66.67
Dr. Mundo,Miss Fortune,Braum,10,0,0.0
Naafiri,Corki,Karthus,6,0,0.0
Jax,Sivir,Janna,15,8,53.33
Vi,Corki,Poppy,8,0,0.0
Rammus,Ashe,Nautilus,9,0,0.0
Poppy,VelKoz,Pantheon,8,8,100.0
Trundle,Miss Fortune,Blitzcrank,5,0,0.0
Xin Zhao,Jinx,Bard,8,5,62.5
Nidalee,Draven,Renata,12,9,75.0
Lee Sin,Vayne,Neeko,9,0,0.0
Naafiri,Ziggs,Leona,6,0,0.0
Jarvan IV,Corki,Blitzcrank,10,0,0.0
Pantheon,Ashe,Soraka,12,1,8.33
Vi,Jinx,Rell,6,4,66.67
KhaZix,Tristana,Janna,10,9,90.0
Udyr,Lucian,Thresh,8,8,100.0
Wukong,Mel,Rell,7,1,14.29
Ekko,Lucian,Rell,17,2,11.76
Ekko,Caitlyn,Lux,20,9,45.0
Xin Zhao,Varus,Rell,31,31,100.0
Lee Sin,Jhin,Poppy,15,3,20.0
Nidalee,Aphelios,Poppy,5,0,0.0
Xin Zhao,Kaisa,Lux,5,4,80.0
Neeko,Kaisa,Rell,8,0,0.0
Naafiri,Kalista,Janna,6,6,100.0
Ivern,Seraphine,Leona,3,0,0.0
Fiddlesticks,Qiyana,VelKoz,3,3,100.0
Rengar,Varus,Bard,16,5,31.25
Vi,Aphelios,Milio,9,0,0.0
Elise,Kalista,Rell,14,7,50.0
Nocturne,Ashe,Nautilus,5,1,20.0
Kayn,Corki,Leona,15,15,100.0
Naafiri,Anivia,Bard,5,0,0.0
Dr. Mundo,Aphelios,Lulu,17,7,41.18
Pantheon,Lux,Leona,2,2,100.0
Wukong,Varus,Katarina,1,0,0.0
Pantheon,Mel,Morgana,10,4,40.0
Vi,Varus,Bard,9,1,11.11
Morgana,Ashe,Milio,3,0,0.0
Jarvan IV,Corki,Bard,42,16,38.1
Rengar,Aurelion Sol,Poppy,7,7,100.0
Ivern,Draven,Alistar,11,4,36.36
Lillia,Tristana,Neeko,7,7,100.0
Viego,KogMaw,Gragas,7,7,100.0
Shaco,Yunara,Nidalee,8,0,0.0
Pantheon,Aurelion Sol,Senna,15,8,53.33
Vi,Samira,Alistar,8,0,0.0
Dr. Mundo,Corki,Poppy,8,8,100.0
Dr. Mundo,Caitlyn,Bard,5,5,100.0
Graves,Yunara,Braum,9,9,100.0
Wukong,Yunara,Neeko,18,0,0.0
Nidalee,Caitlyn,Bard,13,13,100.0
KhaZix,Smolder,Taric,7,7,100.0
Wukong,Yunara,Pyke,25,10,40.0
Pantheon,Yunara,Sylas,10,10,100.0
Lee Sin,Jinx,Bard,26,17,65.38
Zed,Senna,Fiddlesticks,11,0,0.0
Viego,Draven,Rakan,15,2,13.33
Vi,Lucian,Karma,10,10,100.0
Volibear,Jhin,Nami,16,7,43.75
Lee Sin,Seraphine,Pyke,9,9,100.0
Vi,Jhin,Rell,52,51,98.08
Sejuani,Cassiopeia,Sona,8,0,0.0
Ekko,Cassiopeia,Rell,3,3,100.0
Pantheon,Ashe,Rakan,9,1,11.11
Kayn,Lucian,Blitzcrank,9,9,100.0
Ekko,Caitlyn,VelKoz,3,0,0.0
Jarvan IV,Ashe,Pyke,5,0,0.0
Viego,Smolder,Leona,27,7,25.93
Master Yi,Smolder,Alistar,5,0,0.0
Master Yi,Xayah,Karma,12,3,25.0
Kindred,Miss Fortune,Nami,10,8,80.0
Morgana,Lucian,Leona,6,0,0.0
Udyr,Smolder,Gragas,4,0,0.0
Wukong,Kaisa,Neeko,18,0,0.0
Karthus,Sivir,Neeko,6,0,0.0
Morgana,Senna,Pyke,6,6,100.0
Master Yi,Twitch,Gragas,3,3,100.0
Udyr,Veigar,Thresh,3,0,0.0
Nidalee,Senna,Pantheon,11,9,81.82
Talon,Veigar,Senna,9,0,0.0
Pantheon,Ezreal,Kassadin,6,0,0.0
Jax,Yasuo,Rell,6,6,100.0
Belveth,Mel,Lulu,4,0,0.0
Zed,Vayne,Nami,9,7,77.78
Gwen,Mel,Sona,7,0,0.0
Nocturne,Yasuo,Sylas,6,6,100.0
Evelynn,Kaisa,Blitzcrank,5,1,20.0
Jarvan IV,Xerath,Pyke,4,0,0.0
Talon,Smolder,Rell,4,3,75.0
Master Yi,Jhin,Poppy,3,0,0.0
Gwen,Zeri,Rakan,5,0,0.0
Xin Zhao,Yasuo,Soraka,6,0,0.0
Xin Zhao,Kalista,Blitzcrank,7,5,71.43
Rengar,Lux,Nautilus,2,2,100.0
Lillia,Jhin,Thresh,13,4,30.77
Nocturne,Brand,Zilean,6,0,0.0
Zed,Tristana,Lulu,6,2,33.33
Nidalee,Cassiopeia,Nautilus,2,2,100.0
Graves,Senna,Blitzcrank,9,0,0.0
Qiyana,Ezreal,Rell,7,6,85.71
Rammus,Corki,Elise,3,3,100.0
Jarvan IV,Jinx,Blitzcrank,20,7,35.0
Pantheon,Xayah,Thresh,15,2,13.33
Kindred,Xerath,Mel,8,8,100.0
Lillia,Corki,Fiora,9,0,0.0
Trundle,Jhin,Alistar,21,19,90.48
Sejuani,Sivir,Alistar,9,0,0.0
Sion,Jhin,Poppy,8,8,100.0
Viego,Vayne,Rakan,26,10,38.46
Wukong,Lucian,Pyke,13,12,92.31
Xin Zhao,Kaisa,Zilean,9,8,88.89
Ekko,Lux,Rakan,6,0,0.0
Zed,Aphelios,Taric,3,3,100.0
Brand,Jhin,Leona,3,3,100.0
Viego,Karthus,Alistar,12,6,50.0
Qiyana,Kaisa,Poppy,6,0,0.0
Viego,Nilah,Soraka,27,18,66.67
Zed,Kalista,Nautilus,9,4,44.44
Kindred,Caitlyn,Taric,4,0,0.0
Viego,KogMaw,Nami,16,8,50.0
Vi,Lucian,Blitzcrank,5,1,20.0
Kindred,Caitlyn,Poppy,4,4,100.0
KhaZix,Jhin,Rakan,11,0,0.0
Gragas,Smolder,Poppy,2,2,100.0
Shaco,Zeri,Alistar,4,0,0.0
Vi,Miss Fortune,Poppy,7,7,100.0
Viego,Kalista,Sett,4,0,0.0
Vi,Miss Fortune,Sona,3,2,66.67
Lee Sin,Jhin,Sylas,3,0,0.0
Xin Zhao,Ashe,Sona,4,4,100.0
Vi,Kalista,Thresh,10,7,70.0
Udyr,Smolder,Blitzcrank,3,0,0.0
Viego,Zeri,Braum,12,7,58.33
Vi,Kaisa,Zoe,3,0,0.0
Naafiri,Draven,Alistar,10,7,70.0
Viego,Caitlyn,Alistar,20,13,65.0
Maokai,Nami,Lucian,3,3,100.0
Lee Sin,Zyra,Alistar,4,0,0.0
Lillia,Sivir,Poppy,3,3,100.0
Lillia,Chogath,Rell,4,4,100.0
Nunu & Willump,Ashe,Rakan,4,0,0.0
Shaco,Ezreal,Renata,3,0,0.0
Zed,Mel,Tahm Kench,1,0,0.0
KhaZix,Mel,Yuumi,2,0,0.0
Kindred,Corki,Sona,8,5,62.5
Pantheon,Lucian,Taric,18,12,66.67
Pantheon,Samira,Soraka,4,0,0.0
Lee Sin,Kaisa,Taric,8,7,87.5
Zed,KogMaw,LeBlanc,3,1,33.33
Zed,Tristana,Poppy,2,2,100.0
Naafiri,Kalista,Renata,5,2,40.0
Zyra,Miss Fortune,Rell,5,0,0.0
Naafiri,Mel,Sona,3,2,66.67
Xin Zhao,Kaisa,Pyke,19,2,10.53
Lee Sin,Draven,Gragas,1,0,0.0
Lillia,Varus,Thresh,10,1,10.0
Trundle,Yunara,Rakan,33,14,42.42
Nocturne,Kaisa,Annie,6,6,100.0
Skarner,Yunara,Annie,10,10,100.0
Lee Sin,Ziggs,Leona,14,3,21.43
Udyr,Lucian,Soraka,9,1,11.11
Sejuani,Sivir,Nidalee,4,0,0.0
Briar,Varus,Rakan,8,0,0.0
Naafiri,Corki,Poppy,9,9,100.0
Ekko,Sivir,Blitzcrank,12,4,33.33
Skarner,Varus,Karma,10,0,0.0
Zac,Hwei,Poppy,3,0,0.0
Master Yi,Smolder,Braum,8,8,100.0
Ekko,Varus,Neeko,7,1,14.29
Jarvan IV,Ashe,Nami,19,3,15.79
Zed,Ashe,Zilean,17,8,47.06
Wukong,Caitlyn,Mel,5,0,0.0
Karthus,Kalista,Alistar,4,4,100.0
Rengar,Varus,Rell,7,1,14.29
Lillia,Kaisa,Pantheon,9,5,55.56
Belveth,Smolder,Poppy,2,0,0.0
Dr. Mundo,Smolder,Alistar,4,0,0.0
Ekko,Sivir,Nami,8,5,62.5
Nocturne,Draven,Seraphine,4,4,100.0
Naafiri,Singed,Leona,4,0,0.0
Ambessa,Mel,Sett,5,5,100.0
Talon,Zeri,Sett,3,3,100.0
Naafiri,Ezreal,Blitzcrank,5,2,40.0
Lee Sin,Samira,Alistar,5,1,20.0
Sejuani,Varus,Gragas,2,2,100.0
Pantheon,Kalista,Blitzcrank,6,5,83.33
Lillia,Kalista,Renata,2,0,0.0
