champion1,champion2,games,wins,win_rate
Ambessa,Rumble,10,7,70.0
Volibear,Lee Sin,132,77,58.33
Sett,Fiddlesticks,54,21,38.89
Anivia,Hecarim,29,26,89.66
Gnar,Naafiri,67,35,52.24
Renekton,Morgana,37,6,16.22
Rumble,Amumu,13,6,46.15
Irelia,Corki,21,7,33.33
Kled,Diana,38,19,50.0
Olaf,Reksai,19,5,26.32
Garen,Viego,141,70,49.65
Camille,Talon,102,67,65.69
Camille,Skarner,9,6,66.67
Azir,Zed,15,8,53.33
Jayce,Teemo,5,1,20.0
Aurora,Draven,8,7,87.5
LeBlanc,Zed,1,0,0.0
KSante,Jax,57,37,64.91
Camille,Ambessa,29,12,41.38
Gnar,Talon,124,71,57.26
Rengar,Kindred,13,6,46.15
Yasuo,Rengar,62,41,66.13
Irelia,Hecarim,87,55,63.22
Sejuani,Xin Zhao,5,5,100.0
Ambessa,Morgana,29,7,24.14
Gragas,Chogath,10,0,0.0
Darius,Briar,25,4,16.0
Sivir,Xin Zhao,2,0,0.0
Gwen,Morgana,8,1,12.5
Zoe,Jarvan IV,10,7,70.0
Corki,Rengar,7,5,71.43
Briar,Malphite,2,0,0.0
Jayce,Gragas,32,19,59.38
Sejuani,Viego,22,8,36.36
Jax,Skarner,74,31,41.89
Camille,Sylas,5,0,0.0
Kayle,Nidalee,25,14,56.0
Ambessa,Lillia,224,118,52.68
Renekton,Diana,129,41,31.78
Akali,Neeko,4,4,100.0
Blitzcrank,Pyke,3,0,0.0
Vayne,Nocturne,30,10,33.33
KSante,Udyr,136,59,43.38
Dr. Mundo,Kindred,80,37,46.25
Mordekaiser,Jax,14,8,57.14
Ambessa,Kayn,296,154,52.03
Akali,Wukong,65,36,55.38
Vladimir,Briar,13,2,15.38
Heimerdinger,Shyvana,10,2,20.0
Anivia,Neeko,4,4,100.0
Volibear,Kindred,33,29,87.88
Teemo,Talon,90,59,65.56
Yasuo,Zac,45,17,37.78
Poppy,Talon,60,21,35.0
Shen,Udyr,135,67,49.63
Talon,Jarvan IV,5,3,60.0
Heimerdinger,Rammus,3,0,0.0
Dr. Mundo,Qiyana,56,32,57.14
Neeko,Kayn,17,8,47.06
Teemo,Naafiri,47,23,48.94
Poppy,Nocturne,24,13,54.17
Garen,Zac,28,16,57.14
Teemo,Graves,33,6,18.18
Mordekaiser,Zed,60,32,53.33
Nasus,Rengar,39,17,43.59
Mordekaiser,Viego,175,105,60.0
Poppy,Graves,20,15,75.0
Akali,Brand,4,4,100.0
Yasuo,Naafiri,54,33,61.11
Aurora,Ambessa,9,3,33.33
Varus,Hecarim,12,6,50.0
Gwen,Diana,58,26,44.83
Syndra,Fiddlesticks,6,6,100.0
Yunara,Volibear,16,0,0.0
Ambessa,Yunara,4,0,0.0
Tristana,Udyr,6,5,83.33
Jayce,Karthus,96,50,52.08
Sett,Nocturne,95,52,54.74
Aatrox,Rengar,177,97,54.8
Nidalee,Shaco,12,5,41.67
Kassadin,Volibear,3,0,0.0
Azir,Karthus,8,3,37.5
Ryze,Hecarim,49,28,57.14
Sylas,Udyr,25,21,84.0
Chogath,Udyr,29,16,55.17
Nidalee,Diana,14,9,64.29
Annie,Lee Sin,5,1,20.0
Garen,Trundle,48,22,45.83
Ryze,Udyr,25,15,60.0
Nidalee,Naafiri,17,5,29.41
Sylas,KhaZix,31,10,32.26
Lucian,Zed,3,2,66.67
Gnar,Gragas,13,5,38.46
Udyr,Lillia,21,4,19.05
Nocturne,Volibear,11,4,36.36
Nocturne,Xin Zhao,17,11,64.71
Riven,Maokai,17,13,76.47
Dr. Mundo,Talon,142,79,55.63
Aatrox,Gragas,30,13,43.33
Renekton,Maokai,16,9,56.25
Chogath,Skarner,13,9,69.23
Nidalee,Vi,18,11,61.11
Volibear,Udyr,45,21,46.67
Irelia,Trundle,73,40,54.79
Heimerdinger,Ivern,10,6,60.0
Lee Sin,Pantheon,16,9,56.25
Renekton,Jax,39,15,38.46
Nasus,Pantheon,54,20,37.04
Quinn,Belveth,28,28,100.0
Gangplank,Poppy,41,18,43.9
Nasus,Lee Sin,78,36,46.15
Dr. Mundo,Elise,37,7,18.92
Quinn,Udyr,29,13,44.83
Pantheon,Zac,25,12,48.0
Gnar,Jarvan IV,126,74,58.73
Smolder,Vi,24,21,87.5
Malphite,Nidalee,44,20,45.45
Akali,Talon,51,18,35.29
Darius,Diana,60,34,56.67
Poppy,Jarvan IV,61,16,26.23
Kled,Graves,36,15,41.67
Anivia,Graves,10,2,20.0
Aatrox,Rumble,9,5,55.56
Kassadin,Viego,1,1,100.0
Gragas,Ekko,93,45,48.39
Orianna,Ivern,2,0,0.0
Gnar,Sejuani,15,5,33.33
Akali,Diana,20,6,30.0
Dr. Mundo,Nunu & Willump,53,40,75.47
Heimerdinger,Graves,24,13,54.17
Udyr,Morgana,3,0,0.0
Smolder,Shaco,6,4,66.67
Gnar,Gwen,56,16,28.57
Gangplank,KhaZix,69,47,68.12
Nasus,Hecarim,37,9,24.32
Volibear,Taliyah,13,7,53.85
Anivia,Poppy,11,11,100.0
Jayce,Reksai,51,9,17.65
Xin Zhao,Wukong,2,2,100.0
Ambessa,Rammus,69,33,47.83
Aatrox,Taliyah,53,24,45.28
Xerath,Graves,3,0,0.0
Riven,Briar,51,26,50.98
Heimerdinger,KhaZix,20,14,70.0
Rengar,Gwen,7,2,28.57
Pantheon,Elise,6,6,100.0
Nidalee,Viego,23,13,56.52
Jayce,Ivern,106,51,48.11
Quinn,Morgana,3,3,100.0
Aatrox,Evelynn,45,22,48.89
Zed,Pantheon,26,6,23.08
Shen,Ivern,83,63,75.9
Gragas,Taliyah,15,10,66.67
Yone,Mordekaiser,5,0,0.0
Trundle,Vi,15,6,40.0
Ornn,Lee Sin,206,97,47.09
Dr. Mundo,Volibear,100,59,59.0
Varus,Zed,12,11,91.67
Zac,KhaZix,50,29,58.0
Akali,Hecarim,32,16,50.0
Ambessa,Jayce,7,0,0.0
Gangplank,Gwen,49,24,48.98
Nocturne,Master Yi,12,9,75.0
Gangplank,Shyvana,19,5,26.32
Ryze,Poppy,16,5,31.25
Gwen,Nidalee,104,64,61.54
Briar,Rengar,7,0,0.0
Briar,Nocturne,5,1,20.0
Volibear,Gwen,29,15,51.72
Quinn,Nidalee,53,34,64.15
Ornn,Ekko,140,67,47.86
Kayle,Fiddlesticks,11,6,54.55
Aurora,Gwen,29,6,20.69
Malphite,Trundle,74,27,36.49
Chogath,Gwen,37,26,70.27
Quinn,Gwen,34,11,32.35
Rengar,Reksai,7,3,42.86
Reksai,Talon,5,5,100.0
Rengar,KhaZix,6,2,33.33
Shen,Kindred,90,56,62.22
Gangplank,Talon,127,71,55.91
Corki,Wukong,3,0,0.0
Warwick,Viego,125,62,49.6
Viego,Talon,5,5,100.0
Fizz,Pantheon,1,1,100.0
Ivern,Rengar,16,5,31.25
Yasuo,Ivern,39,27,69.23
Yone,Amumu,8,5,62.5
Wukong,Kindred,17,11,64.71
Chogath,Kayn,77,35,45.45
Dr. Mundo,Vi,54,17,31.48
Darius,Shyvana,21,9,42.86
Azir,Pantheon,82,57,69.51
KSante,Ivern,63,34,53.97
Gragas,Gwen,41,30,73.17
Ambessa,Zyra,47,12,25.53
Corki,KhaZix,3,1,33.33
Rammus,Vi,9,3,33.33
Chogath,Pantheon,178,96,53.93
Gnar,Fiddlesticks,34,22,64.71
Mordekaiser,Fiddlesticks,12,6,50.0
Mordekaiser,Urgot,1,0,0.0
Malphite,Volibear,51,27,52.94
Neeko,Morgana,4,0,0.0
Darius,Kindred,85,67,78.82
Pantheon,KhaZix,42,12,28.57
Teemo,Corki,2,0,0.0
Quinn,Talon,29,14,48.28
Tryndamere,Master Yi,28,17,60.71
Smolder,Varus,4,0,0.0
Kennen,Talon,113,62,54.87
Naafiri,Jarvan IV,9,6,66.67
Zilean,Belveth,14,12,85.71
Poppy,Elise,26,6,23.08
Quinn,Shyvana,4,4,100.0
Garen,Xin Zhao,80,44,55.0
Ambessa,Gragas,58,31,53.45
Darius,Viego,270,153,56.67
Malphite,KhaZix,68,34,50.0
Irelia,Udyr,86,47,54.65
Olaf,Ivern,13,5,38.46
Sett,Kindred,71,34,47.89
Zac,Elise,19,8,42.11
Lee Sin,Zed,7,2,28.57
Chogath,Briar,19,8,42.11
Darius,Jax,20,9,45.0
Aatrox,Zyra,37,21,56.76
Gwen,Nunu & Willump,51,28,54.9
Kennen,Rengar,72,34,47.22
Dr. Mundo,Hecarim,110,43,39.09
Gnar,Rengar,71,32,45.07
Fiora,Elise,58,28,48.28
Jax,Urgot,3,0,0.0
Irelia,Lillia,70,31,44.29
Shen,KhaZix,130,74,56.92
Heimerdinger,Hecarim,24,14,58.33
Yone,Ekko,108,39,36.11
Kled,Vi,57,36,63.16
Volibear,Ivern,28,16,57.14
Renekton,Evelynn,49,18,36.73
Pantheon,Gragas,7,4,57.14
Karma,Gragas,7,4,57.14
Caitlyn,Viego,12,1,8.33
Vladimir,Diana,49,25,51.02
Illaoi,Karthus,5,2,40.0
Akali,Kayn,68,28,41.18
Ambessa,Draven,9,6,66.67
Shen,Skarner,22,13,59.09
Smolder,Skarner,7,4,57.14
Smolder,Zac,11,8,72.73
Nocturne,Gragas,5,3,60.0
Karma,Talon,8,1,12.5
Gragas,Maokai,14,1,7.14
Gragas,Rammus,34,5,14.71
Naafiri,Ambessa,2,2,100.0
Akali,Belveth,45,22,48.89
Ambessa,Sylas,17,10,58.82
Tryndamere,Ekko,88,49,55.68
Sejuani,Graves,8,8,100.0
Kled,Pantheon,95,52,54.74
Gnar,Vi,95,51,53.68
Urgot,Xin Zhao,108,62,57.41
Shen,Nunu & Willump,65,32,49.23
Zac,Udyr,27,14,51.85
Heimerdinger,Kindred,21,9,42.86
Yasuo,Kindred,63,30,47.62
Ryze,Rengar,32,16,50.0
Volibear,Nunu & Willump,12,6,50.0
Pantheon,Nunu & Willump,30,24,80.0
Gragas,Nunu & Willump,38,17,44.74
Dr. Mundo,Trundle,82,18,21.95
Aatrox,Zac,132,57,43.18
Volibear,Master Yi,28,10,35.71
Aatrox,Poppy,90,40,44.44
Vladimir,Shaco,36,26,72.22
Heimerdinger,Naafiri,23,8,34.78
Olaf,Karthus,28,2,7.14
Kayle,Nocturne,40,9,22.5
Urgot,Dr. Mundo,27,18,66.67
Urgot,Udyr,43,27,62.79
Teemo,Zed,116,40,34.48
Yone,Teemo,3,0,0.0
Akali,Naafiri,28,8,28.57
Renekton,Rengar,132,72,54.55
Camille,Rengar,50,31,62.0
Fiora,Kindred,110,68,61.82
Lee Sin,Graves,5,4,80.0
Mordekaiser,Kindred,55,28,50.91
Aatrox,Master Yi,127,55,43.31
Darius,Fiddlesticks,36,14,38.89
Sett,Diana,64,34,53.12
Ryze,Lee Sin,144,89,61.81
Gragas,Brand,12,4,33.33
Malphite,Reksai,22,4,18.18
Dr. Mundo,Graves,60,26,43.33
Teemo,Zac,23,20,86.96
Illaoi,Hecarim,22,9,40.91
Jayce,Brand,10,2,20.0
Olaf,Kayn,31,19,61.29
Ornn,Diana,99,48,48.48
Kennen,Master Yi,65,35,53.85
Riven,Master Yi,126,69,54.76
Tryndamere,Gragas,14,9,64.29
Singed,Poppy,19,13,68.42
Illaoi,Gwen,9,5,55.56
Yone,Udyr,65,43,66.15
Camille,Briar,27,14,51.85
Nocturne,Nunu & Willump,4,0,0.0
Nasus,Karthus,4,4,100.0
Janna,Zac,3,3,100.0
Orianna,Trundle,8,4,50.0
Heimerdinger,Belveth,13,12,92.31
Shaco,Dr. Mundo,4,4,100.0
Sett,Amumu,7,0,0.0
Lissandra,Wukong,9,3,33.33
Camille,Master Yi,89,43,48.31
Malzahar,Pantheon,9,2,22.22
Lissandra,Viego,18,8,44.44
Darius,Volibear,104,53,50.96
Jax,Maokai,17,12,70.59
Teemo,Reksai,30,11,36.67
Chogath,Taliyah,8,2,25.0
Poppy,Hecarim,34,21,61.76
Rammus,KhaZix,2,0,0.0
Rengar,Shaco,9,0,0.0
Renekton,Zyra,43,13,30.23
Gragas,Graves,93,55,59.14
Ornn,Nocturne,95,62,65.26
Pantheon,Sion,3,3,100.0
Reksai,Fiddlesticks,2,2,100.0
Tryndamere,Volibear,55,35,63.64
Gnar,Udyr,34,18,52.94
Garen,Evelynn,16,7,43.75
Chogath,Rengar,74,28,37.84
Yasuo,Udyr,40,11,27.5
Sett,Jarvan IV,126,77,61.11
Camille,Vi,85,36,42.35
Nasus,Ivern,11,3,27.27
Corki,Ivern,14,3,21.43
Nasus,Nunu & Willump,30,21,70.0
Kled,Master Yi,58,38,65.52
Ambessa,Corki,2,0,0.0
KSante,Naafiri,100,49,49.0
Garen,Diana,45,31,68.89
Camille,Naafiri,82,28,34.15
Neeko,Zac,16,4,25.0
Nasus,Sejuani,8,1,12.5
Rumble,KogMaw,2,2,100.0
Urgot,Rammus,24,9,37.5
Tryndamere,KhaZix,49,24,48.98
Dr. Mundo,Pantheon,210,92,43.81
Gnar,Zed,83,27,32.53
Yone,Sejuani,37,4,10.81
Aurora,Karthus,10,4,40.0
Syndra,Jarvan IV,10,3,30.0
Kennen,Sylas,4,4,100.0
Gnar,Zyra,28,7,25.0
Illaoi,Viego,33,12,36.36
Akali,Graves,51,28,54.9
Aurora,Dr. Mundo,47,32,68.09
Gnar,Graves,41,33,80.49
Camille,Kayn,90,46,51.11
Aatrox,Urgot,7,1,14.29
Aurora,Belveth,44,11,25.0
Kayle,Diana,21,11,52.38
Riven,Urgot,8,0,0.0
Camille,Corki,12,3,25.0
Akali,Urgot,9,1,11.11
Azir,Ekko,18,13,72.22
Camille,Dr. Mundo,62,24,38.71
Ambessa,Master Yi,162,102,62.96
Aurora,Shaco,33,9,27.27
Volibear,Karthus,20,3,15.0
Karthus,Jax,3,3,100.0
Ornn,Zac,41,27,65.85
Heimerdinger,Vi,25,7,28.0
Smolder,Talon,13,11,84.62
Sylas,Zac,9,4,44.44
Akali,Sejuani,20,8,40.0
Kennen,Reksai,28,15,53.57
Yasuo,Fiddlesticks,17,4,23.53
Nasus,Diana,47,16,34.04
Illaoi,Jarvan IV,22,16,72.73
Irelia,Ivern,91,49,53.85
Kindred,Zac,2,2,100.0
Yunara,Skarner,2,0,0.0
Udyr,Diana,19,6,31.58
Katarina,Nocturne,5,5,100.0
Yunara,Pantheon,6,2,33.33
Udyr,Xin Zhao,48,26,54.17
Caitlyn,Belveth,2,0,0.0
Akali,Trundle,43,22,51.16
Akshan,Gragas,3,0,0.0
Warwick,Belveth,33,16,48.48
Gangplank,Zac,56,31,55.36
Viktor,Belveth,9,9,100.0
Teemo,Pantheon,200,101,50.5
Malphite,Wukong,64,27,42.19
Yorick,Kayn,104,41,39.42
Warwick,Lillia,30,23,76.67
Shaco,Zac,5,1,20.0
Teemo,Lillia,39,13,33.33
Kled,Kindred,60,36,60.0
Singed,Kindred,52,20,38.46
Azir,Graves,21,19,90.48
Garen,Pantheon,106,31,29.25
Aatrox,Sion,11,1,9.09
Kled,Belveth,21,11,52.38
Nasus,Belveth,24,17,70.83
Kennen,Zed,116,47,40.52
Olaf,Nidalee,27,19,70.37
Sivir,Pantheon,5,5,100.0
Akshan,Taliyah,4,0,0.0
Kalista,Lee Sin,4,4,100.0
Wukong,Zyra,9,8,88.89
Garen,Lee Sin,101,46,45.54
Fiora,Evelynn,34,9,26.47
Yone,Vi,90,48,53.33
Viego,Trundle,6,3,50.0
Vladimir,Vi,102,48,47.06
Viego,Briar,3,1,33.33
Sett,Evelynn,35,12,34.29
Kayle,Shaco,32,17,53.12
Caitlyn,Naafiri,3,2,66.67
Quinn,Dr. Mundo,21,13,61.9
Corki,Rammus,2,2,100.0
Olaf,Evelynn,17,10,58.82
Vladimir,Amumu,11,6,54.55
Rumble,Naafiri,86,67,77.91
Gangplank,Trundle,101,49,48.51
Xin Zhao,Diana,5,0,0.0
Sett,Nidalee,79,37,46.84
Yasuo,Qiyana,34,10,29.41
Karthus,Kindred,4,2,50.0
Shaco,Briar,3,3,100.0
Yasuo,Nocturne,57,35,61.4
Yasuo,Lillia,20,11,55.0
Briar,Gwen,8,2,25.0
Yasuo,Nidalee,45,19,42.22
Quinn,Kayn,46,24,52.17
Yone,Rumble,3,0,0.0
Warwick,Vi,25,9,36.0
Teemo,Fiddlesticks,24,7,29.17
Zed,Morgana,2,0,0.0
Warwick,Wukong,56,40,71.43
Rammus,Ivern,1,0,0.0
Yorick,Sejuani,32,18,56.25
Rammus,Corki,5,0,0.0
Nasus,Vi,26,20,76.92
Yasuo,Viego,149,76,51.01
Varus,Yasuo,2,2,100.0
Kled,Corki,6,0,0.0
Yone,Gragas,35,27,77.14
Maokai,Nidalee,4,3,75.0
Poppy,Nidalee,25,18,72.0
Janna,Ekko,1,1,100.0
Teemo,Diana,33,14,42.42
Mordekaiser,Xin Zhao,66,35,53.03
Poppy,Karthus,33,18,54.55
Ahri,Graves,6,4,66.67
Azir,Kayn,32,23,71.88
Teemo,Udyr,44,21,47.73
Irelia,Teemo,9,1,11.11
Yone,Graves,30,17,56.67
Yasuo,Evelynn,27,9,33.33
Singed,Udyr,40,21,52.5
Garen,Jayce,5,0,0.0
Yunara,Trundle,20,11,55.0
Renekton,Reksai,58,27,46.55
Azir,Ambessa,22,11,50.0
Garen,Ekko,58,25,43.1
Zac,Briar,19,7,36.84
Yasuo,Ambessa,5,0,0.0
Renekton,Briar,31,24,77.42
Dr. Mundo,Briar,26,9,34.62
Ornn,Rengar,95,52,54.74
Aurora,Briar,21,6,28.57
Malphite,Talon,71,31,43.66
Tristana,Jarvan IV,4,2,50.0
Tristana,Fiddlesticks,4,0,0.0
Chogath,Zyra,7,4,57.14
Sett,Zac,53,27,50.94
Gnar,Evelynn,25,10,40.0
Akali,Zed,52,35,67.31
Zed,Gwen,11,7,63.64
Lee Sin,Qiyana,8,5,62.5
Pantheon,Ivern,33,15,45.45
Volibear,Zed,112,61,54.46
Riven,Twisted Fate,1,1,100.0
KSante,Graves,68,20,29.41
Wukong,Poppy,12,8,66.67
Smolder,Xin Zhao,38,20,52.63
Swain,Zac,8,6,75.0
Cassiopeia,Gwen,12,6,50.0
Viktor,Zac,5,5,100.0
Riven,Dr. Mundo,107,45,42.06
Maokai,Lee Sin,11,2,18.18
Mordekaiser,Amumu,1,0,0.0
Teemo,Shaco,62,41,66.13
Chogath,Elise,23,12,52.17
Ornn,Teemo,3,0,0.0
Twisted Fate,Udyr,4,4,100.0
Corki,Fiddlesticks,5,1,20.0
Qiyana,Shyvana,1,1,100.0
Nasus,Lillia,22,14,63.64
Gangplank,Skarner,20,18,90.0
Twisted Fate,Yone,1,1,100.0
Smolder,Hecarim,10,3,30.0
Illaoi,Talon,17,6,35.29
Zilean,Hecarim,12,7,58.33
Garen,Lillia,31,17,54.84
Poppy,Sylas,3,3,100.0
Yone,Corki,3,0,0.0
Ivern,Jarvan IV,10,8,80.0
Ivern,Nocturne,3,0,0.0
Kled,Talon,58,40,68.97
Zed,Xin Zhao,17,5,29.41
Nidalee,Volibear,16,7,43.75
Vayne,Talon,27,21,77.78
Sejuani,Belveth,17,12,70.59
Vladimir,KhaZix,79,45,56.96
Quinn,Shaco,16,8,50.0
Cassiopeia,Viego,34,20,58.82
Sett,Rengar,52,32,61.54
Sett,Hecarim,51,29,56.86
Chogath,Jax,19,10,52.63
Pantheon,Viego,97,57,58.76
Orianna,Dr. Mundo,3,0,0.0
Warwick,Poppy,5,3,60.0
Poppy,Wukong,37,25,67.57
Garen,Kayn,97,50,51.55
Zoe,Udyr,10,0,0.0
Olaf,Talon,22,8,36.36
Kayle,Gwen,12,6,50.0
Xin Zhao,Briar,2,2,100.0
Corki,Nidalee,6,5,83.33
Ryze,Talon,55,29,52.73
Zoe,Yasuo,2,0,0.0
Warwick,Trundle,39,28,71.79
Azir,Volibear,35,21,60.0
Malphite,Hecarim,65,27,41.54
Qiyana,Volibear,15,10,66.67
Nasus,Volibear,20,10,50.0
Xin Zhao,Gwen,1,1,100.0
Ahri,Gwen,3,2,66.67
Garen,Rengar,46,23,50.0
Sett,Naafiri,62,21,33.87
Neeko,Graves,10,5,50.0
Urgot,Reksai,9,3,33.33
Volibear,Talon,73,30,41.1
Shen,Dr. Mundo,86,46,53.49
Rumble,Nunu & Willump,21,17,80.95
Ivern,Gwen,9,7,77.78
Mordekaiser,Rengar,53,27,50.94
Shaco,Rengar,4,0,0.0
Urgot,Gwen,25,12,48.0
Darius,Trundle,84,38,45.24
Viego,Dr. Mundo,2,2,100.0
Lissandra,Sejuani,6,4,66.67
Singed,Jax,14,10,71.43
Sett,Gragas,18,16,88.89
Shen,Fiddlesticks,42,23,54.76
Zed,Belveth,8,4,50.0
Sylas,Olaf,13,8,61.54
Rumble,Hecarim,72,44,61.11
Chogath,Ambessa,21,13,61.9
Jayce,Master Yi,97,54,55.67
Sett,Taliyah,23,4,17.39
Malzahar,Zed,3,0,0.0
Nasus,Shaco,29,16,55.17
Lissandra,Hecarim,5,5,100.0
Zed,Jax,14,14,100.0
Varus,Lee Sin,39,20,51.28
Kennen,Naafiri,60,37,61.67
Rengar,Karthus,3,2,66.67
Garen,Zed,115,43,37.39
Urgot,Ivern,28,18,64.29
Darius,Nidalee,67,40,59.7
Nidalee,Ivern,16,6,37.5
Vex,Nunu & Willump,3,0,0.0
Karma,Nunu & Willump,7,4,57.14
Zoe,Zac,3,0,0.0
Malphite,Diana,48,21,43.75
Darius,Olaf,10,7,70.0
Tryndamere,Rammus,12,4,33.33
Camille,Shen,4,2,50.0
Sion,Morgana,13,9,69.23
Darius,Graves,64,18,28.12
Nocturne,Wukong,2,2,100.0
Heimerdinger,Pantheon,58,29,50.0
Pantheon,Gwen,34,26,76.47
Viego,Karthus,2,2,100.0
Twisted Fate,Talon,10,1,10.0
Quinn,Rammus,13,8,61.54
Reksai,Nunu & Willump,4,4,100.0
Pantheon,Rammus,11,5,45.45
Sett,Warwick,26,8,30.77
Malphite,Viego,175,89,50.86
Ahri,Skarner,4,0,0.0
Soraka,Hecarim,3,0,0.0
Tryndamere,Nidalee,28,11,39.29
Kennen,Kindred,57,29,50.88
Varus,Viego,38,16,42.11
Twisted Fate,Jarvan IV,12,9,75.0
Smolder,Qiyana,7,3,42.86
Warwick,Hecarim,57,33,57.89
Teemo,Poppy,23,12,52.17
Ambessa,Kindred,185,109,58.92
Jax,Sylas,18,7,38.89
Nasus,Fiddlesticks,23,8,34.78
Yone,Sylas,10,4,40.0
Smolder,Jarvan IV,26,13,50.0
Vayne,Poppy,2,0,0.0
Garen,Master Yi,33,12,36.36
Malphite,Zed,74,33,44.59
Dr. Mundo,Nocturne,111,58,52.25
Garen,Belveth,34,10,29.41
Heimerdinger,Ambessa,7,7,100.0
Fiora,Morgana,15,13,86.67
Poppy,Qiyana,15,3,20.0
Kled,Evelynn,13,4,30.77
Chogath,Master Yi,44,29,65.91
Chogath,Nasus,5,0,0.0
Neeko,Ekko,11,9,81.82
Neeko,Xin Zhao,12,5,41.67
Riven,Teemo,5,0,0.0
Aatrox,Rammus,39,16,41.03
Quinn,Lillia,29,18,62.07
Tristana,Naafiri,1,0,0.0
Naafiri,Zac,2,2,100.0
Ornn,Reksai,34,16,47.06
Dr. Mundo,Zac,50,27,54.0
Nasus,Morgana,6,3,50.0
Malzahar,Nidalee,8,1,12.5
Rumble,Shaco,25,12,48.0
Draven,Xin Zhao,2,1,50.0
Aatrox,Morgana,18,9,50.0
Tryndamere,Udyr,23,11,47.83
Urgot,Kindred,66,40,60.61
Ornn,Morgana,13,5,38.46
Akali,Master Yi,37,13,35.14
Poppy,Urgot,1,0,0.0
Ornn,Hecarim,77,38,49.35
Zoe,Pantheon,1,1,100.0
Camille,Ivern,41,26,63.41
Pantheon,Shaco,22,7,31.82
Galio,Zed,16,8,50.0
Naafiri,Corki,2,0,0.0
Dr. Mundo,Ivern,39,17,43.59
Lissandra,KhaZix,4,0,0.0
Gragas,Karthus,50,17,34.0
Mordekaiser,Ekko,62,23,37.1
Swain,Kindred,13,12,92.31
Rumble,Master Yi,47,31,65.96
Akali,Nidalee,10,3,30.0
Sett,Urgot,3,0,0.0
Pantheon,Ryze,1,0,0.0
Varus,Kindred,3,3,100.0
Heimerdinger,Trundle,14,5,35.71
Ryze,Brand,4,1,25.0
Azir,Shaco,22,17,77.27
Heimerdinger,Gwen,6,6,100.0
Yone,Taliyah,21,13,61.9
Dr. Mundo,Viego,308,149,48.38
Garen,Corki,7,3,42.86
Naafiri,Dr. Mundo,2,0,0.0
Pantheon,Wukong,38,21,55.26
Yasuo,Rammus,18,9,50.0
Veigar,Poppy,2,2,100.0
Syndra,KhaZix,5,0,0.0
Anivia,Corki,2,2,100.0
Brand,Evelynn,1,1,100.0
Sejuani,Evelynn,4,4,100.0
Camille,Evelynn,24,9,37.5
Renekton,Brand,18,6,33.33
Volibear,Evelynn,9,7,77.78
Mordekaiser,Graves,60,39,65.0
Sion,Rengar,83,48,57.83
Lee Sin,Talon,22,13,59.09
Mordekaiser,Vi,29,11,37.93
Karma,Viego,29,6,20.69
Singed,Rengar,40,21,52.5
Shen,Jax,31,11,35.48
Caitlyn,Pantheon,5,5,100.0
Wukong,Ivern,9,2,22.22
Urgot,Jax,16,9,56.25
Wukong,Draven,1,0,0.0
Ambessa,Briar,46,22,47.83
Nasus,Zyra,10,1,10.0
Naafiri,Rengar,2,0,0.0
Yasuo,Jax,19,8,42.11
Wukong,Talon,32,12,37.5
Volibear,Jax,13,1,7.69
Tryndamere,Kindred,41,23,56.1
Hwei,Xin Zhao,12,6,50.0
Akali,Gwen,20,6,30.0
Gwen,Graves,61,43,70.49
Lee Sin,Udyr,8,6,75.0
Teemo,Lee Sin,221,145,65.61
Ornn,Taliyah,21,9,42.86
Viego,KhaZix,2,2,100.0
Smolder,Lee Sin,17,1,5.88
Chogath,Qiyana,30,25,83.33
Nidalee,KhaZix,6,6,100.0
Volibear,Zyra,6,2,33.33
Aurelion Sol,Graves,5,2,40.0
Trundle,Hecarim,26,14,53.85
Darius,Xin Zhao,131,65,49.62
Poppy,Rumble,5,2,40.0
Fiora,Graves,32,10,31.25
Poppy,Volibear,32,17,53.12
Smolder,Jax,8,2,25.0
Dr. Mundo,Kayn,141,63,44.68
Dr. Mundo,Yone,1,0,0.0
Corki,Qiyana,3,3,100.0
Mordekaiser,Kayn,89,46,51.69
Yorick,Rengar,45,31,68.89
Neeko,Briar,3,0,0.0
Lissandra,Graves,2,1,50.0
Taliyah,Zed,3,3,100.0
Warwick,Naafiri,41,24,58.54
Swain,Dr. Mundo,8,4,50.0
Wukong,Elise,9,0,0.0
Gragas,Zyra,9,3,33.33
Kennen,Ekko,38,15,39.47
Rammus,Jax,2,0,0.0
Rengar,Nidalee,12,12,100.0
Chogath,Nidalee,42,16,38.1
Azir,Diana,5,1,20.0
Sylas,Nunu & Willump,4,4,100.0
Veigar,Graves,2,2,100.0
Dr. Mundo,Azir,1,0,0.0
Fiora,Diana,85,46,54.12
Malzahar,Reksai,5,1,20.0
Dr. Mundo,Diana,56,37,66.07
Azir,Zac,16,7,43.75
Nocturne,Jarvan IV,12,5,41.67
Gangplank,Master Yi,142,79,55.63
Syndra,Hecarim,7,6,85.71
Trundle,Nidalee,7,6,85.71
Nocturne,Nidalee,4,0,0.0
Warwick,Volibear,40,23,57.5
Syndra,Volibear,6,0,0.0
Shaco,Hecarim,7,4,57.14
Lee Sin,Volibear,21,8,38.1
Ahri,Poppy,7,2,28.57
Syndra,Nocturne,5,5,100.0
Akshan,Zyra,3,0,0.0
Gwen,Corki,7,0,0.0
Smolder,Nidalee,2,0,0.0
Warwick,Lee Sin,99,53,53.54
Lee Sin,Rammus,2,0,0.0
Jayce,Olaf,22,10,45.45
Tristana,Taliyah,3,3,100.0
