champion1,champion2,champion3,games,wins,win_rate
Ekko,Aatrox,Twisted Fate,12,3,25.0
KhaZix,Ambessa,Viktor,7,4,57.14
Nunu & Willump,Ambessa,Syndra,4,4,100.0
Viego,Shen,Akali,19,7,36.84
Fiddlesticks,Aatrox,Syndra,2,2,100.0
Viego,Vladimir,Garen,2,0,0.0
Kindred,Gnar,Xerath,9,9,100.0
KhaZix,Veigar,Syndra,2,0,0.0
Kayn,Jax,Syndra,7,1,14.29
Pantheon,Dr. Mundo,Briar,1,0,0.0
Nocturne,Poppy,Syndra,2,2,100.0
Nidalee,Sion,Akali,2,0,0.0
Ekko,Gragas,Jayce,3,2,66.67
Hecarim,Jax,Syndra,4,1,25.0
Jarvan IV,Smolder,Viktor,3,3,100.0
Nidalee,Gragas,Tristana,7,3,42.86
Lee Sin,Sion,Illaoi,3,0,0.0
Vi,Ornn,Kassadin,3,3,100.0
Hecarim,KSante,Syndra,1,1,100.0
Rengar,Ornn,Akali,7,4,57.14
Gwen,Gangplank,Ahri,3,2,66.67
Kaisa,Nidalee,Syndra,1,1,100.0
Xin Zhao,Aatrox,Syndra,2,1,50.0
Trundle,Ornn,Zoe,1,0,0.0
Hecarim,Lee Sin,Syndra,1,1,100.0
Belveth,Shaco,Syndra,2,2,100.0
Graves,Fiora,Kennen,2,0,0.0
Volibear,Malphite,Sylas,2,2,100.0
Talon,Aatrox,Syndra,13,4,30.77
Talon,Fiora,Katarina,9,9,100.0
Viego,KSante,Syndra,14,6,42.86
Jarvan IV,Yasuo,Syndra,6,0,0.0
Viego,Sion,Syndra,18,8,44.44
Nocturne,Urgot,Ryze,1,0,0.0
Talon,Sion,Heimerdinger,1,0,0.0
Rengar,KSante,Neeko,1,1,100.0
Fiddlesticks,Swain,Yone,1,0,0.0
Evelynn,Sion,Mel,1,0,0.0
Trundle,Neeko,Zed,1,1,100.0
Kindred,Jax,Syndra,1,1,100.0
Pantheon,Fiora,Kassadin,4,3,75.0
Nidalee,Gangplank,Syndra,1,0,0.0
Jarvan IV,Sion,Galio,7,2,28.57
Pantheon,Ornn,Ryze,8,2,25.0
Zed,Aatrox,Syndra,7,4,57.14
Pantheon,Nidalee,Nunu & Willump,4,4,100.0
Hecarim,Ambessa,Azir,15,0,0.0
Jarvan IV,Malphite,Ekko,3,0,0.0
Aatrox,Sylas,Zac,2,2,100.0
Rengar,Camille,Katarina,2,2,100.0
Kayn,Irelia,Garen,1,0,0.0
Zyra,Ornn,Aatrox,3,3,100.0
Pantheon,Yone,Hwei,3,0,0.0
Elise,Jax,Irelia,5,5,100.0
Jarvan IV,Gragas,Nunu & Willump,5,0,0.0
Volibear,Sett,Azir,2,2,100.0
Nocturne,Shen,Sivir,1,0,0.0
Rammus,Jayce,Zoe,4,2,50.0
Kayn,KSante,Syndra,9,6,66.67
Zac,Pantheon,Orianna,8,1,12.5
Diana,Gangplank,Yone,1,0,0.0
Viego,Aatrox,Syndra,18,13,72.22
Talon,Volibear,Aatrox,4,4,100.0
Briar,Kennen,Nasus,4,0,0.0
Shaco,Jayce,Talon,2,2,100.0
Rammus,KSante,Neeko,2,0,0.0
Nidalee,Renekton,Irelia,8,8,100.0
Rengar,Olaf,Azir,3,3,100.0
Talon,Chogath,Corki,3,0,0.0
Zyra,Gangplank,Qiyana,3,0,0.0
Lee Sin,Shaco,Taliyah,3,3,100.0
Karthus,Jayce,Pantheon,1,0,0.0
Ivern,Nidalee,Ekko,1,1,100.0
Shaco,Jayce,Twisted Fate,2,2,100.0
Pantheon,Viego,Sylas,2,0,0.0
Pantheon,Aatrox,LeBlanc,7,5,71.43
Jarvan IV,Aatrox,Galio,13,8,61.54
Pantheon,Sion,Lux,14,12,85.71
Viego,Aatrox,Viktor,23,15,65.22
Lee Sin,Kennen,Aurora,7,3,42.86
Nunu & Willump,Shen,Riven,1,1,100.0
Briar,Riven,Tristana,2,0,0.0
Ekko,Ryze,Yone,3,3,100.0
Evelynn,Aatrox,Viktor,1,1,100.0
Xin Zhao,Ryze,Smolder,1,0,0.0
Vi,Vladimir,Azir,9,9,100.0
Kayn,Ryze,Taliyah,4,0,0.0
Dr. Mundo,Gwen,Ivern,2,0,0.0
KhaZix,Ornn,Azir,5,4,80.0
Graves,Heimerdinger,Vladimir,2,2,100.0
Poppy,Udyr,Yasuo,2,0,0.0
Ekko,Viktor,Volibear,4,0,0.0
Zac,Vayne,Sylas,4,4,100.0
Pantheon,Singed,Tryndamere,2,0,0.0
Dr. Mundo,Fiora,Veigar,1,1,100.0
Hecarim,Chogath,Sylas,5,1,20.0
Pantheon,Morgana,Sylas,1,0,0.0
Xin Zhao,Jayce,Viktor,4,1,25.0
Xin Zhao,Sett,Kassadin,1,1,100.0
Jarvan IV,Shen,Ryze,11,3,27.27
Udyr,Jayce,Annie,1,1,100.0
Zed,Malphite,Ryze,3,1,33.33
Udyr,Quinn,Malphite,1,0,0.0
Karthus,Renekton,Katarina,2,2,100.0
Viego,Sejuani,Ryze,2,0,0.0
Zeri,Chogath,Draven,1,0,0.0
Belveth,Malphite,Katarina,2,1,50.0
Elise,Poppy,Yasuo,3,3,100.0
Ambessa,Malphite,Ahri,4,4,100.0
Graves,Kayle,Veigar,1,0,0.0
Talon,Gragas,Galio,7,0,0.0
Nocturne,Ornn,Ekko,4,4,100.0
Nunu & Willump,Olaf,Twisted Fate,5,0,0.0
Karthus,Sion,Jayce,10,5,50.0
Ekko,Aatrox,Orianna,14,6,42.86
Talon,Pantheon,Kassadin,6,6,100.0
Jarvan IV,Renekton,Ahri,11,9,81.82
Wukong,Kennen,Ryze,7,4,57.14
Evelynn,Gangplank,Neeko,4,4,100.0
Talon,Kled,Ryze,3,1,33.33
Master Yi,Vladimir,Corki,3,0,0.0
Diana,Yone,Zed,10,8,80.0
Shaco,KSante,Chogath,3,3,100.0
Talon,Kayle,Twisted Fate,5,2,40.0
Rengar,Renekton,Zed,4,4,100.0
Gragas,Sion,Twisted Fate,4,0,0.0
Shaco,Renekton,Twisted Fate,1,1,100.0
Shyvana,Garen,Qiyana,3,0,0.0
Jarvan IV,Aatrox,Yone,2,2,100.0
Talon,KSante,Syndra,3,2,66.67
Nocturne,Ambessa,Viktor,18,12,66.67
Jax,Ambessa,Zed,2,2,100.0
Graves,Gwen,Galio,5,3,60.0
Master Yi,Gragas,Zac,2,0,0.0
Jax,Yorick,Syndra,2,2,100.0
Jax,Aatrox,Neeko,2,2,100.0
Graves,Aatrox,Cassiopeia,3,0,0.0
Lillia,Darius,Vladimir,3,3,100.0
Rengar,Illaoi,Gangplank,1,0,0.0
Nunu & Willump,KSante,Zed,2,1,50.0
Rengar,Vladimir,Orianna,11,5,45.45
Ivern,Jayce,Hwei,2,2,100.0
Talon,Volibear,KogMaw,1,0,0.0
Shaco,Aatrox,Mel,4,3,75.0
Gragas,Yorick,Zoe,6,0,0.0
Master Yi,Riven,Hwei,2,0,0.0
Master Yi,Riven,Sett,2,2,100.0
Rengar,Chogath,Talon,2,0,0.0
Hecarim,Ambessa,Yone,5,0,0.0
Kindred,Camille,Malphite,1,1,100.0
Viego,Ahri,Yasuo,1,1,100.0
KhaZix,Riven,Orianna,3,2,66.67
Talon,Shen,Sylas,6,2,33.33
Evelynn,Jax,Corki,3,3,100.0
Shaco,Aatrox,Vladimir,3,3,100.0
Udyr,Ambessa,Gragas,6,4,66.67
Pantheon,Aatrox,Akali,20,6,30.0
Diana,Volibear,Aurora,3,0,0.0
Pantheon,Yorick,Zoe,8,6,75.0
Xin Zhao,Aatrox,Zed,1,0,0.0
Nocturne,Heimerdinger,Orianna,2,0,0.0
Qiyana,Sion,Aurelion Sol,2,2,100.0
Nocturne,Orianna,Lissandra,5,5,100.0
Briar,Chogath,LeBlanc,5,0,0.0
Lee Sin,Gragas,Rumble,3,0,0.0
Jarvan IV,Heimerdinger,Anivia,2,2,100.0
Pantheon,Tryndamere,Akali,2,0,0.0
Zed,Renekton,Yasuo,6,0,0.0
Lee Sin,Gragas,Akshan,4,4,100.0
Xin Zhao,Nocturne,Ivern,4,4,100.0
Shen,Heimerdinger,Irelia,4,0,0.0
Viego,Riven,Darius,4,4,100.0
Shyvana,Ambessa,Orianna,6,1,16.67
Jarvan IV,Teemo,Renekton,5,0,0.0
Xin Zhao,Sylas,Darius,5,5,100.0
Jax,Darius,Aurora,6,0,0.0
Xin Zhao,Malphite,Akali,8,7,87.5
Nocturne,Ambessa,Akali,19,17,89.47
Lee Sin,Jayce,Zed,6,1,16.67
Poppy,Shen,Sylas,4,4,100.0
Ivern,Kled,Katarina,5,5,100.0
Jarvan IV,Ornn,Viktor,12,0,0.0
Pantheon,Volibear,Akali,5,1,20.0
Volibear,Ornn,Xerath,7,2,28.57
Volibear,Urgot,Lissandra,5,0,0.0
Viego,Jax,Aurelion Sol,11,7,63.64
Udyr,KSante,Chogath,3,3,100.0
Jarvan IV,Darius,Sylas,12,1,8.33
Kayn,Urgot,Xerath,7,3,42.86
Wukong,Riven,Aurora,13,0,0.0
Jarvan IV,Kennen,Lux,4,0,0.0
Viego,Mordekaiser,Twisted Fate,7,7,100.0
Gwen,Pantheon,Gragas,5,5,100.0
Darius,Teemo,Akali,5,0,0.0
Zyra,Ambessa,Sylas,6,0,0.0
Jarvan IV,Darius,Akali,7,7,100.0
Rengar,Jax,Pantheon,4,0,0.0
Xin Zhao,Sion,Katarina,8,8,100.0
Ambessa,Kennen,Smolder,1,0,0.0
Pantheon,Azir,Jayce,2,2,100.0
Rengar,Chogath,Taliyah,1,0,0.0
Rengar,Rumble,Ahri,5,5,100.0
Wukong,Zoe,Gragas,3,0,0.0
Nidalee,KSante,Kayn,2,0,0.0
Jarvan IV,Darius,Aurora,13,12,92.31
Jarvan IV,Fiora,Lissandra,9,6,66.67
Lee Sin,Darius,Galio,8,8,100.0
Zac,Aatrox,Syndra,2,1,50.0
Rengar,Gwen,Briar,1,0,0.0
Briar,KSante,Twisted Fate,3,3,100.0
Rengar,Kled,Sylas,4,1,25.0
Jarvan IV,Darius,Ahri,14,2,14.29
Rengar,Gnar,Taliyah,7,4,57.14
Viego,Gangplank,Chogath,1,0,0.0
Rengar,Riven,Ekko,1,1,100.0
Shaco,Kayle,KSante,1,0,0.0
Rengar,Azir,Orianna,1,1,100.0
Rengar,Riven,Twisted Fate,6,5,83.33
Pantheon,Anivia,Orianna,4,0,0.0
Rengar,KSante,Viktor,2,2,100.0
Lillia,Sett,Sylas,4,1,25.0
Rengar,Shaco,Vladimir,1,0,0.0
Ekko,Tryndamere,Azir,1,1,100.0
Talon,Gragas,Yasuo,15,0,0.0
Lee Sin,Teemo,Annie,11,10,90.91
Jarvan IV,Rengar,Orianna,3,1,33.33
Ivern,Jax,Gragas,1,0,0.0
Rengar,Sion,Syndra,2,1,50.0
Rengar,Teemo,Xerath,3,3,100.0
Lee Sin,Aatrox,Azir,35,18,51.43
Jarvan IV,Jayce,Syndra,17,9,52.94
Twitch,Malphite,Sylas,2,0,0.0
Jarvan IV,Renekton,Lux,3,3,100.0
Hecarim,Ornn,Azir,7,7,100.0
Jarvan IV,Mordekaiser,LeBlanc,1,0,0.0
Jarvan IV,Lee Sin,Ryze,1,1,100.0
Rammus,Warwick,LeBlanc,1,0,0.0
Rammus,Jax,Lux,3,0,0.0
Jarvan IV,LeBlanc,Sylas,1,1,100.0
Lee Sin,Mordekaiser,Zac,1,0,0.0
Jarvan IV,Shen,Vladimir,2,2,100.0
Kayn,LeBlanc,Twisted Fate,1,1,100.0
Volibear,Irelia,Fiddlesticks,1,0,0.0
Volibear,Nidalee,Ekko,3,0,0.0
Talon,Kled,Vladimir,8,8,100.0
Jax,Gwen,Aatrox,4,4,100.0
Volibear,Camille,Twisted Fate,5,1,20.0
Ekko,Ornn,Yone,7,1,14.29
Trundle,Gangplank,Syndra,5,0,0.0
Zed,Jayce,Taliyah,20,6,30.0
Gragas,Yasuo,Aurora,5,0,0.0
Qiyana,Nocturne,Galio,5,5,100.0
Dr. Mundo,Teemo,Smolder,5,0,0.0
Lee Sin,KSante,Sylas,24,19,79.17
Master Yi,Gwen,Ekko,7,7,100.0
Volibear,Jax,Lissandra,3,0,0.0
Zac,Chogath,Yone,4,0,0.0
Master Yi,Heimerdinger,Syndra,4,4,100.0
Hecarim,Rumble,Akali,5,4,80.0
Zed,Shen,Kassadin,4,0,0.0
Viego,Urgot,Ekko,4,4,100.0
Nidalee,Kled,KSante,3,0,0.0
Gwen,Riven,Akali,6,6,100.0
Wukong,Nasus,Vladimir,2,2,100.0
Qiyana,Chogath,Akali,2,0,0.0
Lee Sin,Shen,Irelia,7,0,0.0
Ivern,Trundle,Ekko,4,4,100.0
Hecarim,Azir,Sylas,6,4,66.67
Elise,KSante,Ziggs,3,0,0.0
Volibear,Ornn,Jayce,2,0,0.0
Naafiri,Rumble,Annie,8,8,100.0
Jarvan IV,Aurora,Ziggs,8,0,0.0
Gwen,Tryndamere,Qiyana,5,0,0.0
Karthus,Neeko,Vladimir,5,5,100.0
Udyr,LeBlanc,Vladimir,1,1,100.0
Taliyah,Irelia,Smolder,1,0,0.0
Volibear,Aatrox,Gragas,2,2,100.0
Karthus,Kled,Sion,2,0,0.0
Viego,Teemo,Sion,2,2,100.0
Poppy,Kled,Twisted Fate,2,0,0.0
Lee Sin,Renekton,Mel,12,2,16.67
KhaZix,LeBlanc,Orianna,4,4,100.0
Belveth,Shen,Sylas,8,8,100.0
Viego,Lissandra,Azir,2,0,0.0
Poppy,Vladimir,LeBlanc,5,0,0.0
Jarvan IV,Ryze,Mel,5,5,100.0
Zac,Neeko,Zed,2,0,0.0
Pantheon,Rengar,Katarina,2,2,100.0
Lee Sin,Fiora,Zoe,13,9,69.23
Diana,Kled,Tristana,2,0,0.0
Viego,Orianna,Ekko,1,0,0.0
Vi,Gwen,Galio,15,12,80.0
Shaco,Jax,Irelia,3,1,33.33
Xin Zhao,Ambessa,Katarina,18,8,44.44
Ivern,Riven,Akali,6,1,16.67
Trundle,Irelia,Anivia,2,2,100.0
Nocturne,Poppy,Annie,2,0,0.0
Kindred,Shen,Aurora,6,4,66.67
Nunu & Willump,Aatrox,Katarina,12,3,25.0
Zed,Fiora,Sylas,28,15,53.57
Zac,Jayce,Ahri,4,4,100.0
Ambessa,Jax,Katarina,1,1,100.0
Ekko,Renekton,Zed,6,4,66.67
Pantheon,Wukong,Sylas,1,1,100.0
Jarvan IV,Akali,Akshan,3,1,33.33
Vi,Zilean,Ekko,1,0,0.0
Briar,Poppy,Sylas,2,2,100.0
Viego,Camille,Annie,8,7,87.5
Nidalee,Jax,Zed,22,11,50.0
Rengar,Jax,LeBlanc,1,1,100.0
Volibear,Warwick,Akali,2,1,50.0
Vi,Chogath,Aurelion Sol,1,0,0.0
Ambessa,Nocturne,Gragas,2,2,100.0
Reksai,Singed,Neeko,2,0,0.0
Belveth,Gwen,Akali,3,3,100.0
Viego,Rumble,Annie,4,0,0.0
Lee Sin,Gwen,Syndra,22,12,54.55
Rengar,Olaf,Diana,2,0,0.0
Pantheon,Dr. Mundo,Galio,5,2,40.0
Talon,Riven,Heimerdinger,2,2,100.0
Jarvan IV,Camille,Ekko,5,0,0.0
Naafiri,Yorick,Kassadin,1,1,100.0
Graves,Ornn,Vladimir,1,0,0.0
Hecarim,Vladimir,Akali,1,1,100.0
Elise,Fiora,LeBlanc,1,0,0.0
Dr. Mundo,Gwen,Qiyana,3,0,0.0
Ekko,Fiora,Vladimir,4,3,75.0
Talon,Renekton,Azir,19,11,57.89
Gwen,Jax,Zed,16,7,43.75
Rengar,Ambessa,Ahri,16,13,81.25
Gwen,Nasus,Taliyah,2,0,0.0
Fiddlesticks,Rengar,Ryze,2,0,0.0
Trundle,Yorick,Katarina,2,2,100.0
Nunu & Willump,Yorick,Ryze,4,1,25.0
Taliyah,Ambessa,Smolder,3,3,100.0
Shaco,Renekton,Galio,6,0,0.0
Zed,Xerath,Ambessa,6,0,0.0
Talon,Azir,Ekko,6,6,100.0
Talon,Yorick,Katarina,4,0,0.0
Shaco,Jax,Jayce,4,4,100.0
Naafiri,Jax,LeBlanc,3,0,0.0
Sylas,Galio,Naafiri,3,3,100.0
Jarvan IV,Ambessa,Vex,4,1,25.0
Kindred,Orianna,Mordekaiser,1,1,100.0
Graves,Aurora,Gangplank,1,0,0.0
Yorick,Camille,Twisted Fate,2,0,0.0
Volibear,Jax,Sylas,8,7,87.5
Trundle,Sett,Fizz,4,4,100.0
Dr. Mundo,Vayne,Diana,5,0,0.0
Brand,Ambessa,Syndra,3,3,100.0
Neeko,Garen,Galio,3,0,0.0
Ekko,Gragas,Tristana,10,1,10.0
KhaZix,Ambessa,Lissandra,4,2,50.0
Kindred,Gragas,Twisted Fate,5,4,80.0
Diana,Wukong,Galio,2,2,100.0
Nunu & Willump,Shen,Syndra,4,0,0.0
Belveth,Ryze,KSante,1,0,0.0
Brand,Ambessa,Vladimir,1,1,100.0
Volibear,Irelia,Sylas,7,3,42.86
Lillia,Jayce,Fizz,3,0,0.0
Kindred,KSante,Ekko,4,4,100.0
Zed,Ambessa,Ekko,7,4,57.14
KhaZix,Renekton,Azir,10,5,50.0
Rengar,Aurora,Ahri,2,2,100.0
Rammus,Jayce,Galio,1,0,0.0
Zac,Jax,Sivir,1,0,0.0
Zac,Ambessa,Ahri,4,4,100.0
Rengar,Azir,Zed,1,0,0.0
Diana,Urgot,Naafiri,6,3,50.0
Kayn,Ambessa,Twisted Fate,5,2,40.0
Nidalee,Kayle,Naafiri,3,3,100.0
Ekko,Singed,Qiyana,5,2,40.0
Viego,Teemo,Irelia,1,0,0.0
Ivern,Gragas,Akshan,2,2,100.0
Nocturne,Aurora,Ahri,2,2,100.0
Hecarim,Gangplank,Hwei,9,0,0.0
Udyr,Urgot,Mel,3,3,100.0
Lillia,Aatrox,Ambessa,3,0,0.0
Trundle,Yorick,Akali,6,6,100.0
Udyr,Chogath,Jayce,3,0,0.0
Morgana,Yasuo,Syndra,3,0,0.0
Hecarim,Dr. Mundo,Mel,6,3,50.0
Shaco,Ambessa,Jayce,3,3,100.0
Udyr,Jax,Diana,1,0,0.0
Lee Sin,Yone,Aurelion Sol,1,1,100.0
Urgot,Singed,Jayce,3,3,100.0
Heimerdinger,Jax,Naafiri,3,3,100.0
Evelynn,Gragas,Yone,5,1,20.0
Jax,Anivia,Twisted Fate,5,5,100.0
Vi,Ryze,Azir,5,0,0.0
Sion,Jax,Neeko,2,0,0.0
Kayn,Gangplank,Hwei,2,2,100.0
Taliyah,Renekton,Zed,8,4,50.0
Corki,Yorick,Sylas,2,0,0.0
Pantheon,Chogath,Veigar,5,0,0.0
Vi,Gwen,Ahri,29,15,51.72
Graves,Vladimir,LeBlanc,3,0,0.0
Ekko,Jayce,Sion,5,0,0.0
Zac,Yorick,Syndra,3,3,100.0
Gwen,Dr. Mundo,Malzahar,1,1,100.0
Vi,Camille,Azir,2,0,0.0
Hecarim,Yorick,Akali,3,3,100.0
Reksai,Chogath,Jayce,1,0,0.0
Kayn,Poppy,Kassadin,2,0,0.0
Master Yi,Vladimir,Heimerdinger,2,2,100.0
Master Yi,Sett,Akali,3,2,66.67
Xin Zhao,Jax,Talon,5,1,20.0
Diana,Shen,Talon,4,3,75.0
Taliyah,Ambessa,Yone,16,6,37.5
Kindred,Jax,Akali,4,2,50.0
Zed,Ambessa,Mel,21,5,23.81
Volibear,Aatrox,Sylas,8,4,50.0
Pantheon,Jax,Ekko,4,2,50.0
Rengar,Aatrox,Nunu & Willump,5,2,40.0
Lee Sin,Mordekaiser,Sylas,5,4,80.0
Rammus,Jax,Galio,1,1,100.0
Viego,Garen,Ryze,4,2,50.0
Nidalee,Gnar,Ambessa,1,0,0.0
Ekko,Shen,Jayce,5,4,80.0
Lee Sin,Kennen,Syndra,4,0,0.0
Vi,Renekton,Azir,9,2,22.22
Evelynn,Aatrox,Riven,1,0,0.0
Udyr,Shen,Galio,5,1,20.0
Zed,Yorick,Neeko,3,3,100.0
Jayce,Sett,Cassiopeia,3,0,0.0
Pantheon,Nasus,Syndra,6,0,0.0
Trundle,Mordekaiser,Akali,1,1,100.0
Nunu & Willump,Aatrox,Neeko,1,1,100.0
Belveth,Ambessa,LeBlanc,2,0,0.0
Ekko,Jax,Zoe,6,3,50.0
Vi,Gragas,Kled,3,0,0.0
Viego,Teemo,Aurora,14,4,28.57
Evelynn,Aatrox,Qiyana,7,4,57.14
Belveth,Gragas,Akali,6,3,50.0
Kindred,Urgot,Zoe,3,3,100.0
Nidalee,KSante,Garen,3,0,0.0
Volibear,Camille,Corki,3,3,100.0
Pantheon,Garen,Veigar,4,4,100.0
Poppy,Vladimir,Morgana,3,0,0.0
Volibear,Jax,Taliyah,10,1,10.0
Shaco,Gragas,Yasuo,6,3,50.0
Udyr,Ambessa,Fizz,5,0,0.0
Lillia,Renekton,Aurora,8,8,100.0
Belveth,Urgot,Ekko,5,5,100.0
Zac,Vayne,Neeko,3,0,0.0
Belveth,Ambessa,Sylas,9,9,100.0
Udyr,Aatrox,Qiyana,5,0,0.0
Viego,Yorick,Yasuo,2,0,0.0
Udyr,Yone,Elise,2,2,100.0
Vi,Quinn,Galio,7,1,14.29
Xin Zhao,Yorick,Neeko,4,3,75.0
Viego,Akali,Taliyah,8,4,50.0
Ambessa,Rengar,Aurora,3,3,100.0
Naafiri,Yorick,Twisted Fate,8,5,62.5
Poppy,Yorick,Ryze,7,2,28.57
Lee Sin,Volibear,Annie,2,0,0.0
Volibear,Lulu,Neeko,1,0,0.0
Graves,Yorick,Zoe,1,1,100.0
Jax,Kennen,Ryze,4,4,100.0
Viego,Yorick,Riven,1,0,0.0
Vi,Aatrox,Vladimir,4,0,0.0
Kayn,Garen,Zac,2,2,100.0
Jarvan IV,Yone,Taliyah,6,3,50.0
Xin Zhao,Sett,Twisted Fate,2,2,100.0
Vi,Mordekaiser,Twisted Fate,1,1,100.0
Volibear,Gragas,Jayce,2,2,100.0
Zed,Rumble,Zoe,2,0,0.0
Viego,Ambessa,Ekko,10,5,50.0
KhaZix,Shen,Azir,8,8,100.0
Teemo,Kled,Vladimir,1,0,0.0
Shaco,Yorick,Anivia,1,1,100.0
Nocturne,Jayce,Twisted Fate,9,2,22.22
Xin Zhao,Yorick,Akali,2,2,100.0
Corki,Gragas,Syndra,2,2,100.0
Jarvan IV,Kayle,Aurelion Sol,2,0,0.0
Morgana,Rumble,Tristana,6,0,0.0
Master Yi,Sion,Lulu,6,6,100.0
Ekko,Fiora,Tristana,6,0,0.0
Kindred,Gragas,Ahri,13,12,92.31
Shaco,Gnar,Galio,2,0,0.0
Belveth,Mordekaiser,Nidalee,1,1,100.0
Kayn,Heimerdinger,Taliyah,1,0,0.0
Jarvan IV,Aatrox,Ryze,14,7,50.0
Fiddlesticks,Lee Sin,Katarina,2,0,0.0
Trundle,Viego,Malphite,3,0,0.0
Rammus,Kennen,Yasuo,7,7,100.0
Zac,Mordekaiser,Akali,1,0,0.0
KhaZix,Zed,Twisted Fate,2,2,100.0
Dr. Mundo,Darius,Katarina,1,1,100.0
Rammus,Zoe,Irelia,1,0,0.0
Rammus,Akali,Lee Sin,2,1,50.0
Diana,Jarvan IV,Galio,1,0,0.0
Pantheon,Yorick,Gragas,2,2,100.0
Kindred,Irelia,Nunu & Willump,2,0,0.0
Diana,Nasus,Corki,2,2,100.0
Jarvan IV,Riven,Heimerdinger,2,0,0.0
Viego,Jayce,Neeko,2,0,0.0
Kindred,Kennen,Zed,8,5,62.5
Kayn,KSante,Viktor,3,3,100.0
Skarner,Fiora,Lissandra,2,0,0.0
Rammus,Jax,Ahri,3,1,33.33
Trundle,Heimerdinger,Irelia,1,0,0.0
Kayn,Vladimir,Vex,1,0,0.0
Viego,Teemo,Sylas,2,1,50.0
Hecarim,Riven,Aurora,4,3,75.0
Volibear,Yorick,Zac,3,0,0.0
Taliyah,Yorick,Aurora,1,1,100.0
Dr. Mundo,Ambessa,Veigar,1,0,0.0
Jarvan IV,Warwick,Azir,2,1,50.0
Viego,Wukong,Annie,1,0,0.0
Shaco,Wukong,Sylas,4,0,0.0
Dr. Mundo,Gwen,Aurora,7,7,100.0
Karthus,Trundle,LeBlanc,2,2,100.0
Ekko,Rengar,Akshan,2,0,0.0
Sejuani,Teemo,Briar,2,0,0.0
Elise,Urgot,Tryndamere,1,1,100.0
Viego,Quinn,Twisted Fate,5,0,0.0
Zed,Ambessa,Akali,11,11,100.0
Rammus,Viego,Annie,2,0,0.0
Diana,Yasuo,Nunu & Willump,2,2,100.0
Hecarim,Teemo,Vladimir,4,1,25.0
Udyr,Rammus,Sylas,3,0,0.0
Gwen,Volibear,Twisted Fate,3,3,100.0
Jarvan IV,Urgot,Twisted Fate,1,1,100.0
Lee Sin,Teemo,Gwen,1,0,0.0
Taliyah,Jax,Annie,2,0,0.0
Ivern,Renekton,Sylas,4,1,25.0
Fiddlesticks,Ornn,Lucian,3,3,100.0
Belveth,Gwen,LeBlanc,3,0,0.0
Kayn,Ambessa,Neeko,4,0,0.0
Nunu & Willump,KSante,Diana,6,4,66.67
Morgana,Renekton,LeBlanc,4,0,0.0
Jarvan IV,Vayne,Aurora,5,5,100.0
Elise,Jayce,Ryze,5,5,100.0
Qiyana,Yunara,Viktor,3,3,100.0
Zac,Jayce,Karma,3,0,0.0
Diana,Vladimir,Vayne,6,6,100.0
Ekko,Nocturne,Veigar,6,0,0.0
Nidalee,Rumble,Akshan,9,8,88.89
Fiddlesticks,Heimerdinger,Yone,2,2,100.0
Zed,KSante,Ekko,2,0,0.0
Xin Zhao,Ambessa,Ahri,33,9,27.27
Hecarim,Renekton,Syndra,6,4,66.67
Jarvan IV,Swain,Nidalee,1,0,0.0
Udyr,Teemo,Veigar,1,1,100.0
Nidalee,Riven,Hwei,5,5,100.0
Ambessa,Teemo,Veigar,4,0,0.0
Shaco,Shen,Taliyah,5,0,0.0
Graves,Darius,Kled,4,4,100.0
Vi,Ambessa,Qiyana,4,4,100.0
Nocturne,Teemo,Yasuo,1,0,0.0
Lee Sin,Garen,Aurora,1,1,100.0
KhaZix,Aatrox,Akali,7,2,28.57
Rengar,Urgot,LeBlanc,3,3,100.0
Viego,Sion,Ahri,32,12,37.5
Graves,Ambessa,LeBlanc,5,0,0.0
Olaf,Vladimir,Zilean,4,4,100.0
Zed,Chogath,Orianna,18,3,16.67
Shaco,Jayce,Taliyah,7,3,42.86
Lee Sin,Yorick,Sylas,16,15,93.75
Brand,Vladimir,Sion,1,0,0.0
Nunu & Willump,Nidalee,LeBlanc,1,1,100.0
Poppy,Trundle,Lucian,1,0,0.0
Olaf,Rumble,Wukong,1,1,100.0
Shaco,Shen,Akali,2,0,0.0
Ekko,Smolder,Twisted Fate,2,2,100.0
Vi,KSante,Taliyah,22,10,45.45
Urgot,Shen,Kennen,1,1,100.0
Hecarim,Vayne,Rumble,2,0,0.0
KhaZix,Yorick,Twisted Fate,2,2,100.0
Rengar,Rumble,Malphite,1,0,0.0
Talon,Yorick,Lux,1,1,100.0
Vi,Olaf,Ahri,9,0,0.0
Poppy,Urgot,Sylas,4,1,25.0
Jax,Ambessa,Vex,3,0,0.0
Pantheon,Akali,Orianna,4,4,100.0
Dr. Mundo,Anivia,Qiyana,4,4,100.0
Pantheon,Akali,Vladimir,4,0,0.0
Volibear,Corki,Ekko,2,2,100.0
Volibear,Corki,Sylas,3,3,100.0
Talon,Ambessa,Yasuo,5,0,0.0
Evelynn,Camille,Diana,2,0,0.0
Ekko,Ambessa,Garen,2,2,100.0
Kayn,Vladimir,Neeko,4,0,0.0
Ivern,Ambessa,Ahri,18,2,11.11
Viego,Teemo,Ryze,9,3,33.33
Kindred,Teemo,Yone,10,7,70.0
Hecarim,Kled,Ryze,4,0,0.0
Ivern,Vladimir,Smolder,2,0,0.0
