blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Twisted Fate,Jayce,Gnar,Wukong,11.15,Armut,Adam,,,,
Aphelios,Lee Sin,Viego,Xin Zhao,11.15,Elyoya,Bwipo,,,,
Renekton,Varus,Ryze,Cassiopeia,11.15,Humanoid,Nisqy,,,,
Camille,Rakan,Ezreal,Ashe,11.15,Carzzy,Upset,,,,
Trundle,Gangplank,Braum,Thresh,11.15,Kaiser,Hylissang,,,,
,,,,,,,MAD Lions,Fnatic,blue_side,red_side
Jayce,Aphelios,Sett,Gangplank,11.15,Adam,Armut,,,,
Varus,Thresh,Trundle,Viego,11.15,Bwipo,Elyoya,,,,
Lee Sin,Ryze,Twisted Fate,Sylas,11.15,Nisqy,Humanoid,,,,
Kalista,Xayah,Vayne,Ezreal,11.15,Upset,Carzzy,,,,
Ashe,Tristana,Rakan,Karma,11.15,Hylissang,Kaiser,,,,
,,,,,,,Fnatic,MAD Lions,blue_side,red_side
Aphelios,Jayce,Gangplank,Chogath,11.15,Armut,Adam,,,,
Rakan,LeBlanc,Lee Sin,Jarvan IV,11.15,Elyoya,Bwipo,,,,
Twisted Fate,Ryze,Orianna,Sylas,11.15,Humanoid,Nisqy,,,,
Xin Zhao,Ezreal,Ziggs,Ashe,11.15,Carzzy,Upset,,,,
Trundle,Varus,Braum,Thresh,11.15,Kaiser,Hylissang,,,,
,,,,,,,MAD Lions,Fnatic,blue_side,red_side
Jayce,Aphelios,Mordekaiser,Renekton,11.15,Adam,Armut,,,,
Gangplank,Ryze,Gragas,Viego,11.15,Bwipo,Elyoya,,,,
Lee Sin,Twisted Fate,Irelia,LeBlanc,11.15,Nisqy,Humanoid,,,,
Varus,Olaf,Xayah,Ezreal,11.15,Upset,Carzzy,,,,
Kalista,Darius,Rakan,Leona,11.15,Hylissang,Kaiser,,,,
,,,,,,,Fnatic,MAD Lions,red_side,blue_side
Varus,Thresh,Camille,Jayce,11.15,Adam,Odoamne,,,,
Kennen,Renekton,Viego,Trundle,11.15,Bwipo,Inspired,,,,
Xin Zhao,Pyke,Ryze,Azir,11.15,Nisqy,Larssen,,,,
Twisted Fate,Lee Sin,Ezreal,Aphelios,11.15,Upset,Hans Sama,,,,
Orianna,Jarvan IV,Rakan,Morgana,11.15,Hylissang,Trymbi,,,,
,,,,,,,Fnatic,Rogue,blue_side,red_side
Thresh,Kennen,Jayce,Camille,11.15,Odoamne,Adam,,,,
Aphelios,Varus,Trundle,Viego,11.15,Inspired,Bwipo,,,,
Twisted Fate,Xin Zhao,Ryze,Cassiopeia,11.15,Larssen,Nisqy,,,,
Ezreal,Draven,Ashe,Kaisa,11.15,Hans Sama,Upset,,,,
Tristana,Xayah,Lulu,Rakan,11.15,Trymbi,Hylissang,,,,
,,,,,,,Rogue,Fnatic,red_side,blue_side
Rakan,Varus,Gangplank,Renekton,11.15,Odoamne,Adam,,,,
Twisted Fate,Jayce,Viego,Trundle,11.15,Inspired,Bwipo,,,,
Ryze,Lucian,Orianna,Sylas,11.15,Larssen,Nisqy,,,,
Zilean,Kennen,Jinx,Aphelios,11.15,Hans Sama,Upset,,,,
Syndra,Gnar,Thresh,Braum,11.15,Trymbi,Hylissang,,,,
,,,,,,,Rogue,Fnatic,red_side,blue_side
Thresh,Varus,Camille,Dr. Mundo,11.15,Wunder,Adam,,,,
Aphelios,LeBlanc,Lee Sin,Viego,11.15,Jankos,Bwipo,,,,
Renekton,Ashe,Orianna,Sylas,11.15,Caps,Nisqy,,,,
Sett,Diana,Xayah,Kalista,11.15,Rekkles,Upset,,,,
Chogath,Gragas,Rakan,Leona,11.15,Mikyx,Hylissang,,,,
,,,,,,,G2 Esports,Fnatic,blue_side,red_side
Varus,Thresh,Olaf,Viego,11.15,Adam,Wunder,,,,
Ashe,Rakan,Trundle,Diana,11.15,Bwipo,Jankos,,,,
Xin Zhao,Aphelios,Twisted Fate,Yasuo,11.15,Nisqy,Caps,,,,
Jayce,Alistar,Tristana,Sivir,11.15,Upset,Rekkles,,,,
Sylas,Renekton,Lulu,Braum,11.15,Hylissang,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,blue_side,red_side
Varus,Thresh,Dr. Mundo,Irelia,11.15,Adam,Wunder,,,,
Ashe,Rakan,Lee Sin,Trundle,11.15,Bwipo,Jankos,,,,
LeBlanc,Lulu,Twisted Fate,Orianna,11.15,Nisqy,Caps,,,,
Camille,Alistar,Tristana,Xayah,11.15,Upset,Rekkles,,,,
Gangplank,Renekton,Pyke,Braum,11.15,Hylissang,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,red_side,blue_side
Varus,Thresh,Renekton,Gangplank,11.15,Adam,Wunder,,,,
Ashe,Rakan,Jarvan IV,Xin Zhao,11.15,Bwipo,Jankos,,,,
Trundle,Lulu,Twisted Fate,Orianna,11.15,Nisqy,Caps,,,,
Ezreal,Lee Sin,Tristana,Vayne,11.15,Upset,Rekkles,,,,
Xayah,Viego,Pyke,Braum,11.15,Hylissang,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,blue_side,red_side
Thresh,Varus,Camille,Darius,11.15,Wunder,Adam,,,,
Aphelios,Ashe,Viego,Trundle,11.15,Jankos,Bwipo,,,,
Renekton,Rakan,Ryze,Twisted Fate,11.15,Caps,Nisqy,,,,
Pyke,Lee Sin,Tristana,Ezreal,11.15,Rekkles,Upset,,,,
Sett,Braum,Gragas,Leona,11.15,Mikyx,Hylissang,,,,
,,,,,,,G2 Esports,Fnatic,red_side,blue_side
Ezreal,Ziggs,Camille,Jayce,11.15,Odoamne,Armut,,,,
LeBlanc,Kennen,Xin Zhao,Lee Sin,11.15,Inspired,Elyoya,,,,
Twisted Fate,Syndra,Azir,Ryze,11.15,Larssen,Humanoid,,,,
Leona,Orianna,Aphelios,Varus,11.15,Hans Sama,Carzzy,,,,
Braum,Gangplank,Thresh,Rakan,11.15,Trymbi,Kaiser,,,,
,,,,,,,Rogue,MAD Lions,red_side,blue_side
Ziggs,Ezreal,Jayce,Ornn,11.15,Armut,Odoamne,,,,
