blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Lulu,Pantheon,Jax,Camille,11.2,Alphari,Fudge,,,,
Lillia,Renekton,Taliyah,Udyr,11.2,Santorin,Blaber,,,,
Olaf,Rell,Galio,Twisted Fate,11.2,Jensen,Perkz,,,,
Senna,Samira,Xayah,Kaisa,11.2,Tactical,Zven,,,,
Alistar,Thresh,Leona,Sett,11.2,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Cloud9,blue_side,red_side
Renekton,Pantheon,Karma,Gnar,11.2,Fudge,Alphari,,,,
Camille,Lulu,Olaf,Udyr,11.2,Blaber,Santorin,,,,
Thresh,Twisted Fate,LeBlanc,Azir,11.2,Perkz,Jensen,,,,
Irelia,Orianna,Tahm Kench,Kaisa,11.2,Vulcan,Tactical,,,,
Jayce,Syndra,Senna,Blitzcrank,11.2,Zven,CoreJJ,,,,
,,,,,,,Cloud9,Team Liquid,red_side,blue_side
Renekton,Pantheon,Malphite,Gangplank,11.2,Fudge,Alphari,,,,
Camille,Lulu,Olaf,Graves,11.2,Blaber,Santorin,,,,
Udyr,Seraphine,Zoe,Syndra,11.2,Perkz,Jensen,,,,
Azir,Twisted Fate,Tahm Kench,Aphelios,11.2,Vulcan,Tactical,,,,
Orianna,Karma,Senna,Thresh,11.2,Zven,CoreJJ,,,,
,,,,,,,Cloud9,Team Liquid,blue_side,red_side
Lulu,Pantheon,Gnar,Irelia,11.2,Alphari,Fudge,,,,
Senna,Renekton,Taliyah,Udyr,11.2,Santorin,Blaber,,,,
Olaf,Camille,Syndra,Twisted Fate,11.2,Jensen,Perkz,,,,
Alistar,Orianna,Samira,Kaisa,11.2,Tactical,Zven,,,,
Nautilus,Azir,Rell,Leona,11.2,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Cloud9,red_side,blue_side
Lulu,Pantheon,Gangplank,Irelia,11.2,Alphari,Fudge,,,,
Senna,Renekton,Udyr,Taliyah,11.2,Santorin,Blaber,,,,
Olaf,Camille,Azir,Twisted Fate,11.2,Jensen,Perkz,,,,
Alistar,Rell,Samira,Kaisa,11.2,Tactical,Zven,,,,
Jayce,Gragas,Nautilus,Leona,11.2,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Cloud9,blue_side,red_side
Samira,Pantheon,Gnar,Jayce,11.2,Impact,Alphari,,,,
Camille,Renekton,Olaf,Udyr,11.2,Svenskeren,Santorin,,,,
Gangplank,Kaisa,Syndra,Orianna,11.2,Jiizuke,Jensen,,,,
Kalista,Twisted Fate,Senna,Miss Fortune,11.2,Deftly,Tactical,,,,
Aphelios,Ashe,Seraphine,Thresh,11.2,IgNar,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,red_side,blue_side
Samira,Pantheon,Gnar,Jayce,11.2,Impact,Alphari,,,,
Camille,Renekton,Olaf,Udyr,11.2,Svenskeren,Santorin,,,,
Gangplank,Kaisa,Ekko,Azir,11.2,Jiizuke,Jensen,,,,
Aphelios,Twisted Fate,Jhin,Kalista,11.2,Deftly,Tactical,,,,
Orianna,Syndra,Alistar,Thresh,11.2,IgNar,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,red_side,blue_side
Thresh,Pantheon,Aatrox,Gnar,11.2,Impact,Alphari,,,,
Camille,Renekton,Udyr,Lillia,11.2,Svenskeren,Santorin,,,,
Olaf,Taliyah,Ryze,Orianna,11.2,Jiizuke,Jensen,,,,
Yone,Jayce,Miss Fortune,Kaisa,11.2,Deftly,Tactical,,,,
Gangplank,Twisted Fate,Seraphine,Rell,11.2,IgNar,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,red_side,blue_side
Lucian,Pantheon,Gragas,Lulu,11.2,ssumday,Fudge,,,,
Kaisa,Twisted Fate,Olaf,Kindred,11.2,Closer,Blaber,,,,
Nocturne,Camille,Galio,Orianna,11.2,Damonte,Perkz,,,,
Alistar,Senna,Miss Fortune,Aphelios,11.2,FBI,Zven,,,,
Vayne,Irelia,Rell,Thresh,11.2,Huhi,Vulcan,,,,
,,,,,,,100 Thieves,Cloud9,blue_side,red_side
Twisted Fate,Olaf,Graves,Renekton,11.2,Fudge,ssumday,,,,
Galio,Pantheon,Udyr,Nidalee,11.2,Blaber,Closer,,,,
Camille,Taliyah,Yone,Ryze,11.2,Perkz,Damonte,,,,
Rell,Gnar,Seraphine,Kaisa,11.2,Zven,FBI,,,,
Sett,Gangplank,Taric,Alistar,11.2,Vulcan,Huhi,,,,
