blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Rumble,Kalista,Aatrox,Renekton,14.5,369,shanji,,,,
Ahri,Varus,Lee Sin,Vi,14.5,Tian,AKi,,,,
Rakan,Lucian,Karma,Taliyah,14.5,Creme,RooKie,,,,
Alistar,Viego,Senna,Smolder,14.5,JackeyLove,Photic,,,,
Xin Zhao,Jax,Nautilus,Braum,14.5,meiko,Zhuo,,,,
,,,,,,,Top Esports,Ninjas in Pyjamas,blue_side,red_side
Lucian,Ahri,RekSai,Renekton,14.5,shanji,369,,,,
Kalista,Rumble,Jax,Xin Zhao,14.5,AKi,Tian,,,,
Varus,Taliyah,Hwei,Karma,14.5,RooKie,Creme,,,,
Rakan,KSante,Smolder,Senna,14.5,Photic,JackeyLove,,,,
Jinx,Udyr,Nautilus,Ornn,14.5,Zhuo,meiko,,,,
,,,,,,,Ninjas in Pyjamas,Top Esports,red_side,blue_side
Taliyah,Kalista,KSante,Renekton,14.5,Xiaoxu,Zika,,,,
Lucian,Draven,Brand,Belveth,14.5,naiyou,WeiWei,,,,
Varus,Senna,Tristana,Ahri,14.5,Vicla,Scout,,,,
Vi,Kaisa,Zeri,Jinx,14.5,Assum,GALA,,,,
Volibear,Rumble,Nautilus,Rakan,14.5,ShiauC,Hang,,,,
,,,,,,,Rare Atom,LNG Esports,blue_side,red_side
Draven,Lucian,Renekton,Rumble,14.5,Zika,Xiaoxu,,,,
Senna,Tristana,Maokai,Volibear,14.5,WeiWei,naiyou,,,,
Karma,Renata Glasc,Jayce,Ahri,14.5,Scout,Vicla,,,,
KSante,Taliyah,Varus,Kalista,14.5,GALA,Assum,,,,
Vi,Neeko,Nautilus,Rell,14.5,Hang,ShiauC,,,,
,,,,,,,LNG Esports,Rare Atom,blue_side,red_side
Taliyah,Kalista,KSante,Renekton,14.5,Xiaoxu,Zika,,,,
Lucian,Draven,Brand,Lee Sin,14.5,naiyou,WeiWei,,,,
Varus,Senna,Tristana,Ahri,14.5,Vicla,Scout,,,,
Vi,Rakan,Kaisa,Jinx,14.5,Assum,GALA,,,,
Volibear,Rell,Alistar,Nautilus,14.5,ShiauC,Hang,,,,
,,,,,,,Rare Atom,LNG Esports,red_side,blue_side
Renekton,Kalista,Aatrox,Jayce,14.5,Burdol,Breathe,,,,
Tristana,Senna,Graves,Xin Zhao,14.5,Meteor,Wei,,,,
Smolder,Varus,Ahri,Karma,14.5,Haichao,Tangyuan,,,,
Jax,Vi,Draven,Kaisa,14.5,Shaoye,Lwx,,,,
Xayah,Volibear,Nautilus,Alistar,14.5,jinjiao,Ming,,,,
,,,,,,,LGD Gaming,Royal Never Give Up,blue_side,red_side
Draven,Tristana,Jayce,Rumble,14.5,Breathe,Burdol,,,,
Kalista,Varus,Lee Sin,Kindred,14.5,Wei,Meteor,,,,
Senna,Smolder,Hwei,Karma,14.5,Tangyuan,Haichao,,,,
Graves,Renekton,Jinx,Xayah,14.5,Lwx,Shaoye,,,,
Xin Zhao,KSante,Nautilus,Rakan,14.5,Ming,jinjiao,,,,
,,,,,,,Royal Never Give Up,LGD Gaming,red_side,blue_side
Neeko,Kalista,Quinn,Renekton,14.5,Zdz,Wen,,,,
Nautilus,Lucian,Poppy,Nidalee,14.5,Xiaohao,Leyan,,,,
Rumble,Varus,Karma,Ahri,14.5,xiaohu,Cryin,,,,
Draven,Xin Zhao,Xayah,Smolder,14.5,Light,Ahn,,,,
Senna,Lee Sin,Rakan,Alistar,14.5,Crisp,Wink,,,,
,,,,,,,Weibo Gaming,Invictus Gaming,blue_side,red_side
Xin Zhao,Neeko,Gangplank,Renekton,14.5,Wen,Zdz,,,,
Lucian,Nautilus,Nidalee,Volibear,14.5,Leyan,Xiaohao,,,,
Ashe,Karma,Ahri,Taliyah,14.5,Cryin,xiaohu,,,,
Lee Sin,Kalista,Senna,Varus,14.5,Ahn,Light,,,,
Poppy,Draven,Maokai,Rakan,14.5,Wink,Crisp,,,,
,,,,,,,Invictus Gaming,Weibo Gaming,red_side,blue_side
Rumble,Taliyah,Renekton,Jayce,14.5,Hoya,Xiaolaohu,,,,
Kindred,Neeko,Poppy,Graves,14.5,Beichuan,milkyway,,,,
Ashe,Smolder,Aurelion Sol,Veigar,14.5,Ucal,Care,,,,
Xin Zhao,Hwei,Varus,Senna,14.5,1xn,deokdam,,,,
Lee Sin,Tristana,Renata Glasc,Nautilus,14.5,Qiuqiu,Life,,,,
,,,,,,,TT,Funplus Phoenix,red_side,blue_side
Taliyah,Kindred,Jayce,Poppy,14.5,Xiaolaohu,Hoya,,,,
Neeko,Rumble,Graves,Brand,14.5,milkyway,Beichuan,,,,
Smolder,Ashe,Karma,Tristana,14.5,Care,Ucal,,,,
KSante,Lee Sin,Senna,Varus,14.5,deokdam,1xn,,,,
Gragas,Xin Zhao,Nautilus,Maokai,14.5,Life,Qiuqiu,,,,
,,,,,,,Funplus Phoenix,TT,red_side,blue_side
Kindred,Taliyah,Gragas,Renekton,14.5,Hoya,Xiaolaohu,,,,
Rumble,Neeko,Poppy,Lee Sin,14.5,Beichuan,milkyway,,,,
Ashe,Tristana,Hwei,Ahri,14.5,Ucal,Care,,,,
KSante,Viego,Varus,Senna,14.5,1xn,deokdam,,,,
