blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Gnar,Nidalee,Renekton,Sion,11.5,Fudge,Alphari,,,,
Twisted Fate,Senna,Udyr,Hecarim,11.5,Blaber,Armao,,,,
Thresh,Olaf,Seraphine,Viktor,11.5,Perkz,Jensen,,,,
Orianna,Lucian,Kalista,Xayah,11.5,Zven,Tactical,,,,
Kaisa,Tristana,Alistar,Rell,11.5,Vulcan,CoreJJ,,,,
,,,,,,,Cloud9,Team Liquid,red_side,blue_side
Seraphine,Nidalee,Malphite,Gnar,11.5,Fudge,Alphari,,,,
Renekton,Senna,Hecarim,Udyr,11.5,Blaber,Armao,,,,
Olaf,Jinx,Orianna,Twisted Fate,11.5,Perkz,Jensen,,,,
Xayah,Alistar,Kaisa,Sivir,11.5,Zven,Tactical,,,,
Sylas,Sion,Rakan,Rell,11.5,Vulcan,CoreJJ,,,,
,,,,,,,Cloud9,Team Liquid,blue_side,red_side
Nidalee,Seraphine,Gangplank,Karma,11.5,Alphari,Fudge,,,,
Lillia,Hecarim,Udyr,Nocturne,11.5,Armao,Blaber,,,,
Renekton,Tahm Kench,Orianna,Viktor,11.5,Jensen,Perkz,,,,
Twisted Fate,Xayah,Aphelios,Kaisa,11.5,Tactical,Zven,,,,
Ryze,Alistar,Thresh,Rell,11.5,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Cloud9,blue_side,red_side
Seraphine,Nidalee,Gragas,Gnar,11.5,Fudge,Alphari,,,,
Gangplank,Senna,Hecarim,Udyr,11.5,Blaber,Armao,,,,
Orianna,Jinx,Zoe,Viktor,11.5,Perkz,Jensen,,,,
Renekton,Malphite,Kaisa,Xayah,11.5,Zven,Tactical,,,,
Sylas,Ryze,Alistar,Rell,11.5,Vulcan,CoreJJ,,,,
,,,,,,,Cloud9,Team Liquid,blue_side,red_side
Nidalee,Seraphine,Chogath,Sion,11.5,Alphari,Fudge,,,,
Lillia,Gangplank,Hecarim,Udyr,11.5,Armao,Blaber,,,,
Orianna,Thresh,Viktor,Sylas,11.5,Jensen,Perkz,,,,
Xayah,Gnar,Kaisa,Tristana,11.5,Tactical,Zven,,,,
Karma,Camille,Rell,Alistar,11.5,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Cloud9,red_side,blue_side
Nidalee,Seraphine,Gnar,Renekton,11.5,Alphari,Huni,,,,
Nocturne,Twisted Fate,Udyr,Hecarim,11.5,Armao,Spica,,,,
Jayce,Thresh,Viktor,Orianna,11.5,Jensen,PowerOfEvil,,,,
Tahm Kench,Sylas,Xayah,Tristana,11.5,Tactical,Lost,,,,
Kaisa,Azir,Rell,Alistar,11.5,CoreJJ,SwordArt,,,,
,,,,,,,Team Liquid,TSM,blue_side,red_side
Seraphine,Nidalee,Gnar,Gangplank,11.5,Huni,Alphari,,,,
Twisted Fate,Hecarim,Lillia,Nocturne,11.5,Spica,Armao,,,,
Renekton,Udyr,Lucian,Annie,11.5,PowerOfEvil,Jensen,,,,
Orianna,Xayah,Tristana,Kaisa,11.5,Lost,Tactical,,,,
Camille,Alistar,Gragas,Rell,11.5,SwordArt,CoreJJ,,,,
,,,,,,,TSM,Team Liquid,red_side,blue_side
Seraphine,Nidalee,Renekton,Sion,11.5,Huni,Alphari,,,,
Twisted Fate,Nocturne,Udyr,Hecarim,11.5,Spica,Armao,,,,
Rell,Gnar,Orianna,Viktor,11.5,PowerOfEvil,Jensen,,,,
Jinx,Nautilus,Kaisa,Varus,11.5,Lost,Tactical,,,,
Gangplank,Alistar,Rakan,Thresh,11.5,SwordArt,CoreJJ,,,,
,,,,,,,TSM,Team Liquid,blue_side,red_side
Nidalee,Seraphine,Sion,Renekton,11.5,Alphari,Huni,,,,
Nocturne,Gnar,Hecarim,Udyr,11.5,Armao,Spica,,,,
Orianna,Thresh,Viktor,Azir,11.5,Jensen,PowerOfEvil,,,,
Tristana,Gangplank,Tahm Kench,Jinx,11.5,CoreJJ,Lost,,,,
Varus,Ahri,Senna,Rell,11.5,Tactical,SwordArt,,,,
,,,,,,,Team Liquid,TSM,blue_side,red_side
Senna,Seraphine,Gnar,Jayce,11.5,Huni,ssumday,,,,
Renekton,Hecarim,Nidalee,Lillia,11.5,Spica,Closer,,,,
Tristana,Udyr,Orianna,Lucian,11.5,PowerOfEvil,Ryoma,,,,
Sett,Viktor,Jinx,Ashe,11.5,Lost,FBI,,,,
Tahm Kench,Syndra,Rell,Alistar,11.5,SwordArt,Huhi,,,,
,,,,,,,TSM,100 Thieves,blue_side,red_side
Seraphine,Senna,Jayce,Gnar,11.5,ssumday,Huni,,,,
Orianna,Renekton,Lillia,Nidalee,11.5,Closer,Spica,,,,
Udyr,Hecarim,Tristana,Syndra,11.5,Ryoma,PowerOfEvil,,,,
Rell,Sylas,Ashe,Kaisa,11.5,FBI,Lost,,,,
Jinx,Kalista,Braum,Alistar,11.5,Huhi,SwordArt,,,,
,,,,,,,100 Thieves,TSM,red_side,blue_side
Seraphine,Senna,Jayce,Gnar,11.5,ssumday,Huni,,,,
Rell,Hecarim,Udyr,Nidalee,11.5,Closer,Spica,,,,
Tristana,Renekton,Orianna,Azir,11.5,Ryoma,PowerOfEvil,,,,
Thresh,Kalista,Ezreal,Jinx,11.5,FBI,Lost,,,,
Twisted Fate,Kaisa,Leona,Alistar,11.5,Huhi,SwordArt,,,,
,,,,,,,100 Thieves,TSM,blue_side,red_side
Senna,Seraphine,Nocturne,Sion,11.5,Huni,ssumday,,,,
Renekton,Hecarim,Udyr,Olaf,11.5,Spica,Closer,,,,
Gnar,Rell,Azir,Orianna,11.5,PowerOfEvil,Ryoma,,,,
