blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Rakan,Draven,Chogath,Kennen,13.6,Brokenblade,Szygenda,,,,
Jayce,Annie,Maokai,Wukong,13.6,Yike,Malrang,,,,
Vi,Gragas,Tristana,Viktor,13.6,Caps,Larssen,,,,
LeBlanc,Olaf,Lucian,Zeri,13.6,Hans Sama,Comp,,,,
Malphite,Cassiopeia,Nami,Lulu,13.6,Mikyx,Trymbi,,,,
,,,,,,,G2 Esports,KOI,red_side,blue_side
Jayce,Draven,Kennen,Malphite,13.6,Brokenblade,Szygenda,,,,
Rakan,Annie,Belveth,Lee Sin,13.6,Yike,Malrang,,,,
Zeri,Maokai,Sejuani,Varus,13.6,Caps,Larssen,,,,
Wukong,Sylas,Kaisa,Lucian,13.6,Hans Sama,Comp,,,,
Vi,Xayah,Nautilus,Nami,13.6,Mikyx,Trymbi,,,,
,,,,,,,G2 Esports,KOI,blue_side,red_side
Draven,Rakan,Jayce,Gragas,13.6,Szygenda,Brokenblade,,,,
Belveth,Annie,Sejuani,Maokai,13.6,Malrang,Yike,,,,
Malphite,Zeri,Ahri,Yone,13.6,Larssen,Caps,,,,
Yasuo,Jarvan IV,Sivir,Jinx,13.6,Comp,Hans Sama,,,,
Tristana,Vi,Lulu,Thresh,13.6,Trymbi,Mikyx,,,,
,,,,,,,KOI,G2 Esports,red_side,blue_side
Gragas,Sejuani,KSante,Gwen,13.6,Finn,Chasy,,,,
Jayce,Olaf,Maokai,Trundle,13.6,113,Elyoya,,,,
Zeri,Rakan,Cassiopeia,Annie,13.6,Lider,Nisqy,,,,
Wukong,Irelia,Xayah,Jinx,13.6,Kobbe,Carzzy,,,,
Lee Sin,Yone,Nautilus,Braum,13.6,Execute,Hylissang,,,,
,,,,,,,Astralis,MAD Lions,red_side,blue_side
Gragas,Sejuani,Renekton,KSante,13.6,Finn,Chasy,,,,
Jayce,Olaf,Maokai,Vi,13.6,113,Elyoya,,,,
Annie,Xayah,Talon,Ahri,13.6,Lider,Nisqy,,,,
