blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Lucian,Nocturne,Ornn,Aatrox,12.6,Impact,ssumday,,,,
Lee Sin,Zeri,Jarvan IV,Trundle,12.6,Inspired,Closer,,,,
Ahri,LeBlanc,Ryze,Twisted Fate,12.6,jojopyun,Abbedagge,,,,
Azir,Gwen,Jinx,Aphelios,12.6,Danny,FBI,,,,
Orianna,Viktor,Tahm Kench,Renata Glasc,12.6,Vulcan,Huhi,,,,
,,,,,,,Evil Geniuses,100 Thieves,blue_side,red_side
Lucian,Nocturne,Mordekaiser,Ornn,12.6,Impact,ssumday,,,,
Lee Sin,Zeri,Jarvan IV,Graves,12.6,Inspired,Closer,,,,
Ahri,Jinx,Ryze,LeBlanc,12.6,jojopyun,Abbedagge,,,,
Viego,Rakan,Xayah,Aphelios,12.6,Danny,FBI,,,,
Trundle,Gwen,Leona,Nautilus,12.6,Vulcan,Huhi,,,,
,,,,,,,Evil Geniuses,100 Thieves,blue_side,red_side
Nocturne,Lee Sin,Aatrox,Gnar,12.6,ssumday,Impact,,,,
LeBlanc,Ahri,Viego,Jarvan IV,12.6,Closer,Inspired,,,,
Tahm Kench,Lucian,Vex,Viktor,12.6,Abbedagge,jojopyun,,,,
Ornn,Azir,Zeri,Xayah,12.6,FBI,Danny,,,,
Akali,Twisted Fate,Leona,Nautilus,12.6,Huhi,Vulcan,,,,
,,,,,,,100 Thieves,Evil Geniuses,red_side,blue_side
Lucian,Zeri,Aatrox,Shen,12.6,Impact,Bwipo,,,,
Karma,Ryze,Nocturne,Jarvan IV,12.6,Inspired,Santorin,,,,
Ahri,LeBlanc,Twisted Fate,Corki,12.6,jojopyun,Bjergsen,,,,
Gangplank,Lee Sin,Jinx,Xayah,12.6,Danny,Hans Sama,,,,
Rakan,Ornn,Tahm Kench,Renata Glasc,12.6,Vulcan,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,blue_side,red_side
Lucian,Zeri,Ornn,Gangplank,12.6,Impact,Bwipo,,,,
Karma,Ryze,Diana,Jarvan IV,12.6,Inspired,Santorin,,,,
Ahri,LeBlanc,Yasuo,Twisted Fate,12.6,jojopyun,Bjergsen,,,,
Xayah,Nocturne,Jinx,Ashe,12.6,Danny,Hans Sama,,,,
Caitlyn,Lee Sin,Tahm Kench,Zyra,12.6,Vulcan,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,blue_side,red_side
Ryze,Lucian,Ornn,Aatrox,12.6,Bwipo,Impact,,,,
Zeri,Ahri,Lee Sin,Trundle,12.6,Santorin,Inspired,,,,
LeBlanc,Tahm Kench,Sylas,Twisted Fate,12.6,Bjergsen,jojopyun,,,,
Gwen,Nocturne,Aphelios,Ezreal,12.6,Hans Sama,Danny,,,,
Karma,Viego,Nautilus,Leona,12.6,CoreJJ,Vulcan,,,,
,,,,,,,Team Liquid,Evil Geniuses,red_side,blue_side
Gnar,LeBlanc,Ornn,Jayce,12.6,Impact,Summit,,,,
Viktor,Nautilus,Nocturne,Lee Sin,12.6,Inspired,Blaber,,,,
Ahri,Twisted Fate,Ryze,Akali,12.6,jojopyun,Fudge,,,,
Veigar,Leona,Zeri,Caitlyn,12.6,Danny,Berserker,,,,
Aatrox,Rakan,Yuumi,Lux,12.6,Vulcan,Isles,,,,
,,,,,,,Evil Geniuses,Cloud9,blue_side,red_side
Gnar,LeBlanc,Ornn,Camille,12.6,Impact,Summit,,,,
Ahri,Nautilus,Jarvan IV,Trundle,12.6,Inspired,Blaber,,,,
Caitlyn,Lee Sin,Viktor,Corki,12.6,jojopyun,Fudge,,,,
Jayce,Yuumi,Zeri,Jinx,12.6,Danny,Berserker,,,,
Volibear,Rakan,Karma,Tahm Kench,12.6,Vulcan,Isles,,,,
,,,,,,,Evil Geniuses,Cloud9,blue_side,red_side
Gnar,LeBlanc,Gragas,Gwen,12.6,Impact,Summit,,,,
Ahri,Lee Sin,Nocturne,Jarvan IV,12.6,Inspired,Blaber,,,,
Caitlyn,Nautilus,Ryze,Twisted Fate,12.6,jojopyun,Fudge,,,,
Volibear,Ornn,Zeri,Lucian,12.6,Danny,Berserker,,,,
Aatrox,Yuumi,Alistar,Nami,12.6,Vulcan,Isles,,,,
,,,,,,,Evil Geniuses,Cloud9,blue_side,red_side
Tahm Kench,Lee Sin,Ornn,Aatrox,12.6,ssumday,Bwipo,,,,
Gangplank,Aphelios,Viego,Jarvan IV,12.6,Closer,Santorin,,,,
Veigar,Ahri,Sylas,Twisted Fate,12.6,Abbedagge,Bjergsen,,,,
Trundle,Renata Glasc,Zeri,Jinx,12.6,FBI,Hans Sama,,,,
Volibear,Leona,Sett,Nautilus,12.6,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,red_side,blue_side
Lee Sin,Twisted Fate,Aatrox,Tryndamere,12.6,Bwipo,ssumday,,,,
Nautilus,Jinx,Jarvan IV,Viego,12.6,Santorin,Closer,,,,
Ryze,Ahri,LeBlanc,Vex,12.6,Bjergsen,Abbedagge,,,,
Gangplank,Yuumi,Zeri,Aphelios,12.6,Hans Sama,FBI,,,,
Camille,Renata Glasc,Rakan,Leona,12.6,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,blue_side,red_side
Twisted Fate,Lee Sin,Ornn,Graves,12.6,ssumday,Bwipo,,,,
Jinx,Aphelios,Jarvan IV,Volibear,12.6,Closer,Santorin,,,,
LeBlanc,Ahri,Orianna,Ryze,12.6,Abbedagge,Bjergsen,,,,
Nautilus,Viktor,Lucian,Zeri,12.6,FBI,Hans Sama,,,,
Gangplank,Azir,Nami,Soraka,12.6,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,blue_side,red_side
Lee Sin,Jinx,Lucian,Ornn,12.6,Bwipo,ssumday,,,,
Nautilus,Zeri,Viego,Jarvan IV,12.6,Santorin,Closer,,,,
Ryze,Twisted Fate,Ahri,LeBlanc,12.6,Bjergsen,Abbedagge,,,,
Leona,Xayah,Ezreal,Aphelios,12.6,Hans Sama,FBI,,,,
Malphite,Nami,Braum,Rakan,12.6,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,red_side,blue_side
Jinx,Lee Sin,Ornn,Shen,12.6,ssumday,Bwipo,,,,
LeBlanc,Ahri,Viego,Volibear,12.6,Closer,Santorin,,,,
Nautilus,Jarvan IV,Twisted Fate,Corki,12.6,Abbedagge,Bjergsen,,,,
Rakan,Renata Glasc,Zeri,Xayah,12.6,FBI,Hans Sama,,,,
Gangplank,Yuumi,Leona,Alistar,12.6,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,blue_side,red_side
LeBlanc,Tahm Kench,Ornn,Gwen,12.6,Kumo,Impact,,,,
Volibear,Lee Sin,Jarvan IV,Xin Zhao,12.6,Josedeodo,Inspired,,,,
Nautilus,Veigar,Orianna,Ahri,12.6,Toucouille,jojopyun,,,,
Viego,Vex,Zeri,Xayah,12.6,Johnsun,Danny,,,,
Trundle,Zoe,Yuumi,Leona,12.6,Aphromoo,Vulcan,,,,
,,,,,,,FlyQuest,Evil Geniuses,red_side,blue_side
LeBlanc,Lee Sin,Gwen,Ornn,12.6,Kumo,Impact,,,,
Volibear,Veigar,Jarvan IV,Graves,12.6,Josedeodo,Inspired,,,,
Akali,Tahm Kench,Ahri,Viktor,12.6,Toucouille,jojopyun,,,,
Trundle,Nocturne,Xayah,Zeri,12.6,Johnsun,Danny,,,,
Aatrox,Viego,Leona,Nautilus,12.6,Aphromoo,Vulcan,,,,
,,,,,,,FlyQuest,Evil Geniuses,blue_side,red_side
LeBlanc,Lee Sin,Sion,Gangplank,12.6,Kumo,Impact,,,,
Akali,Ahri,Volibear,Trundle,12.6,Josedeodo,Inspired,,,,
Leona,Zeri,Orianna,Viktor,12.6,Toucouille,jojopyun,,,,
Ornn,Veigar,Aphelios,Jinx,12.6,Johnsun,Danny,,,,
Azir,Corki,Nautilus,Tahm Kench,12.6,Aphromoo,Vulcan,,,,
,,,,,,,FlyQuest,Evil Geniuses,red_side,blue_side
LeBlanc,Lee Sin,Ornn,Gwen,12.6,Kumo,Impact,,,,
Trundle,Zeri,Volibear,Viego,12.6,Josedeodo,Inspired,,,,
Viktor,Ahri,Orianna,Azir,12.6,Toucouille,jojopyun,,,,
Jarvan IV,Veigar,Aphelios,Jinx,12.6,Johnsun,Danny,,,,
Xin Zhao,Corki,Renata Glasc,Tahm Kench,12.6,Aphromoo,Vulcan,,,,
,,,,,,,FlyQuest,Evil Geniuses,red_side,blue_side
Twisted Fate,Jayce,Gangplank,Ornn,12.6,Summit,Licorice,,,,
Nautilus,Gnar,Lee Sin,Nocturne,12.6,Blaber,Pridestalkr,,,,
Jinx,Zeri,Viktor,Corki,12.6,Fudge,Ablazeolive,,,,
Ahri,Camille,Miss Fortune,Xayah,12.6,Berserker,Lost,,,,
Gwen,Ryze,Leona,Braum,12.6,Isles,Olleh,,,,
,,,,,,,Cloud9,Golden Guardians,blue_side,red_side
Twisted Fate,Jayce,Ornn,Gwen,12.6,Summit,Licorice,,,,
Nautilus,Gnar,Lee Sin,Nocturne,12.6,Blaber,Pridestalkr,,,,
Jinx,Zeri,LeBlanc,Viktor,12.6,Fudge,Ablazeolive,,,,
Ahri,Camille,Caitlyn,Jhin,12.6,Berserker,Lost,,,,
Corki,Gangplank,Lux,Leona,12.6,Isles,Olleh,,,,
,,,,,,,Cloud9,Golden Guardians,blue_side,red_side
Twisted Fate,Jayce,Gangplank,Ornn,12.6,Summit,Licorice,,,,
Nautilus,Gnar,Lee Sin,Nocturne,12.6,Blaber,Pridestalkr,,,,
Jinx,Zeri,Viktor,Ahri,12.6,Fudge,Ablazeolive,,,,
Alistar,Camille,Miss Fortune,Tahm Kench,12.6,Berserker,Olleh,,,,
Rakan,LeBlanc,Leona,Senna,12.6,Isles,Lost,,,,
,,,,,,,Cloud9,Golden Guardians,blue_side,red_side
Volibear,Zeri,Gnar,Ornn,12.6,Impact,Bwipo,,,,
Twisted Fate,Nautilus,Lee Sin,Viego,12.6,Inspired,Santorin,,,,
Viktor,LeBlanc,Akali,Ahri,12.6,jojopyun,Bjergsen,,,,
Gangplank,Rakan,Xayah,Jinx,12.6,Danny,Hans Sama,,,,
Graves,Leona,Yuumi,Tahm Kench,12.6,Vulcan,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,red_side,blue_side
