blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Xayah,Elise,Yone,Sion,13.5,Dhokla,Tenacity,,,,
Jinx,Annie,Gragas,Wukong,13.5,Contractz,Closer,,,,
Zeri,Kalista,Taliyah,Lissandra,13.5,Palafox,Bjergsen,,,,
Viego,Sejuani,Varus,Kaisa,13.5,Luger,Doublelift,,,,
Lee Sin,Vi,Rakan,Nautilus,13.5,Poome,Busio,,,,
,,,,,,,CLG,100 Thieves,red_side,blue_side
Zeri,Elise,KSante,Sion,13.5,ssumday,Tenacity,,,,
Jinx,Annie,Sejuani,Viego,13.5,Inspired,Closer,,,,
Xayah,Gragas,Taliyah,Lissandra,13.5,jojopyun,Bjergsen,,,,
Wukong,Ashe,Varus,Kaisa,13.5,FBI,Doublelift,,,,
Lee Sin,Heimerdinger,Thresh,Rakan,13.5,Vulcan,Busio,,,,
,,,,,,,Evil Geniuses,100 Thieves,red_side,blue_side
Gragas,Vi,Sion,Jax,13.5,Impact,Fudge,,,,
LeBlanc,Annie,Xin Zhao,Elise,13.5,Spica,Blaber,,,,
Varus,Caitlyn,Ahri,Jayce,13.5,Vicla,EMENES,,,,
Nautilus,Lee Sin,Aphelios,Draven,13.5,Prince,Berserker,,,,
Blitzcrank,Jarvan IV,Thresh,Renata Glasc,13.5,Eyla,Zven,,,,
,,,,,,,FlyQuest,Cloud9,red_side,blue_side
Graves,Gragas,Sion,Gwen,13.5,Tenacity,Revenge,,,,
Kindred,Zeri,Wukong,Vi,13.5,Closer,Kenvi,,,,
Varus,Caitlyn,Annie,Ahri,13.5,Bjergsen,Bolulu,,,,
Gnar,Lee Sin,Jinx,Xayah,13.5,Doublelift,Tactical,,,,
Elise,Viego,Thresh,Rakan,13.5,Busio,Fleshy,,,,
,,,,,,,100 Thieves,Immortals,blue_side,red_side
Gragas,Gnar,KSante,Sion,13.5,Armut,Licorice,,,,
Elise,Sejuani,Vi,Kindred,13.5,Santorin,River,,,,
Caitlyn,Gwen,Veigar,Syndra,13.5,Jensen,Gori,,,,
Lee Sin,Lulu,Zeri,Jinx,13.5,Tomo,Stixxay,,,,
LeBlanc,Orianna,Annie,Tahm Kench,13.5,IgNar,Huhi,,,,
,,,,,,,Dignitas,Golden Guardians,blue_side,red_side
Kindred,Annie,KSante,Fiora,13.5,ssumday,Summit,,,,
Rakan,Elise,Gragas,Lee Sin,13.5,Inspired,Pyosik,,,,
Thresh,Varus,Jayce,Ryze,13.5,jojopyun,Haeri,,,,
LeBlanc,Sion,Aphelios,Jinx,13.5,FBI,Yeon,,,,
Ahri,Lulu,Soraka,Tahm Kench,13.5,Vulcan,CoreJJ,,,,
,,,,,,,Evil Geniuses,Team Liquid,red_side,blue_side
Taliyah,Caitlyn,Jax,KSante,13.5,Impact,Hauntzer,,,,
Rakan,Varus,Vi,Wukong,13.5,Spica,Bugi,,,,
Elise,Lee Sin,Annie,Syndra,13.5,Vicla,Maple,,,,
Aurelion Sol,Lulu,Zeri,Jinx,13.5,Prince,WildTurtle,,,,
Orianna,Ahri,Heimerdinger,Thresh,13.5,Eyla,Chime,,,,
,,,,,,,FlyQuest,TSM,blue_side,red_side
Kalista,Rakan,Sion,Chogath,13.5,Dhokla,Fudge,,,,
Heimerdinger,Annie,Sejuani,Gragas,13.5,Contractz,Blaber,,,,
Lee Sin,Jinx,Taliyah,Jayce,13.5,Palafox,EMENES,,,,
Thresh,Irelia,Zeri,Varus,13.5,Luger,Berserker,,,,
KSante,Yone,Lulu,Ashe,13.5,Poome,Zven,,,,
,,,,,,,CLG,Cloud9,blue_side,red_side
Sejuani,Elise,Sion,Chogath,13.5,Hauntzer,Armut,,,,
Thresh,Annie,Wukong,Vi,13.5,Bugi,Santorin,,,,
Rakan,Caitlyn,Taliyah,Anivia,13.5,Maple,Jensen,,,,
Gnar,Renata Glasc,Varus,Lucian,13.5,WildTurtle,Tomo,,,,
LeBlanc,Nautilus,Soraka,Nami,13.5,Chime,IgNar,,,,
,,,,,,,TSM,Dignitas,blue_side,red_side
Kindred,Gragas,Jayce,Fiora,13.5,Fudge,Revenge,,,,
Graves,LeBlanc,Elise,Viego,13.5,Blaber,Kenvi,,,,
Rakan,Annie,KSante,Zoe,13.5,EMENES,Bolulu,,,,
VelKoz,Yone,Varus,Kalista,13.5,Berserker,Tactical,,,,
Gnar,Heimerdinger,Braum,Nautilus,13.5,Zven,Fleshy,,,,
,,,,,,,Cloud9,Immortals,blue_side,red_side
