blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Maokai,Rumble,Vayne,KSante,14.16,Zeus,PerfecT,,,,
Jhin,Vi,Skarner,Lillia,14.16,Oner,Pyosik,,,,
Smolder,Sejuani,Azir,Yone,14.16,Faker,Bdd,,,,
Jax,Camille,Ziggs,Miss Fortune,14.16,Gumayusi,Deft,,,,
Rell,Olaf,Poppy,Senna,14.16,Keria,BeryL,,,,
,,,,,,,T1,KT Rolster,blue_side,red_side
Azir,Smolder,Rumble,Ornn,14.16,PerfecT,Zeus,,,,
Sejuani,Lillia,Skarner,Vi,14.16,Pyosik,Oner,,,,
Tristana,Maokai,Yone,Nasus,14.16,Bdd,Faker,,,,
Poppy,Jhin,Kaisa,Ziggs,14.16,Deft,Gumayusi,,,,
Senna,Ezreal,Rell,Bard,14.16,BeryL,Keria,,,,
,,,,,,,KT Rolster,T1,blue_side,red_side
Maokai,Azir,Camille,Jax,14.16,Zeus,PerfecT,,,,
Yone,Rumble,Sejuani,Ivern,14.16,Oner,Pyosik,,,,
Smolder,Vi,Taliyah,Corki,14.16,Faker,Bdd,,,,
Seraphine,Poppy,Ziggs,Sivir,14.16,Gumayusi,Deft,,,,
Tristana,Nasus,Bard,Leona,14.16,Keria,BeryL,,,,
,,,,,,,T1,KT Rolster,blue_side,red_side
Azir,Smolder,Gragas,Jax,14.16,PerfecT,Zeus,,,,
Sejuani,Rumble,Maokai,Skarner,14.16,Pyosik,Oner,,,,
Jhin,Ziggs,Yone,Taliyah,14.16,Bdd,Faker,,,,
Kalista,Rell,Miss Fortune,Ashe,14.16,Deft,Gumayusi,,,,
Renata Glasc,Blitzcrank,Poppy,Braum,14.16,BeryL,Keria,,,,
,,,,,,,KT Rolster,T1,blue_side,red_side
Maokai,Rumble,Yone,Camille,14.16,Zeus,PerfecT,,,,
Smolder,Azir,Lillia,Sejuani,14.16,Oner,Pyosik,,,,
Jax,Ziggs,Corki,LeBlanc,14.16,Faker,Bdd,,,,
Rell,Bard,Jhin,Miss Fortune,14.16,Gumayusi,Deft,,,,
Poppy,Gwen,Leona,Alistar,14.16,Keria,BeryL,,,,
,,,,,,,T1,KT Rolster,blue_side,red_side
Vi,Rumble,Jax,KSante,14.16,PerfecT,Clear,,,,
Lillia,Smolder,Sejuani,Maokai,14.16,Pyosik,Raptor,,,,
Ashe,Ivern,Tristana,Corki,14.16,Bdd,Clozer,,,,
Jhin,Yone,Ziggs,Seraphine,14.16,Deft,Hena,,,,
Miss Fortune,Azir,Alistar,Poppy,14.16,BeryL,Duro,,,,
,,,,,,,KT Rolster,FearX,blue_side,red_side
Ivern,Rumble,Gnar,KSante,14.16,Clear,PerfecT,,,,
Tristana,Smolder,Skarner,Lillia,14.16,Raptor,Pyosik,,,,
Maokai,Vi,Corki,Yone,14.16,Clozer,Bdd,,,,
Azir,Camille,Ziggs,Jhin,14.16,Hena,Deft,,,,
Poppy,Jax,Alistar,Rell,14.16,Duro,BeryL,,,,
,,,,,,,FearX,KT Rolster,red_side,blue_side
Tristana,Rumble,Renekton,KSante,14.16,Clear,PerfecT,,,,
Maokai,Smolder,Skarner,Lillia,14.16,Raptor,Pyosik,,,,
Ivern,Vi,Corki,Yone,14.16,Clozer,Bdd,,,,
Azir,Camille,Ziggs,Jhin,14.16,Hena,Deft,,,,
Rell,Jax,Leona,Poppy,14.16,Duro,BeryL,,,,
,,,,,,,FearX,KT Rolster,red_side,blue_side
Vi,Azir,Rumble,Camille,14.16,Zeus,kingen,,,,
Smolder,Jhin,Nocturne,Maokai,14.16,Oner,Lucid,,,,
Nasus,Tristana,Yone,Corki,14.16,Faker,ShowMaker,,,,
KSante,Sejuani,Miss Fortune,Ziggs,14.16,Gumayusi,Aiming,,,,
Jax,Skarner,Bard,Leona,14.16,Keria,Moham,,,,
,,,,,,,T1,Dplus KIA,blue_side,red_side
Azir,Vi,KSante,Jax,14.16,kingen,Zeus,,,,
Sejuani,Smolder,Ivern,Maokai,14.16,Lucid,Oner,,,,
Jhin,Rumble,Tristana,Corki,14.16,ShowMaker,Faker,,,,
Miss Fortune,Gangplank,Ziggs,Sivir,14.16,Aiming,Gumayusi,,,,
Ashe,Leona,Nautilus,Alistar,14.16,Moham,Keria,,,,
,,,,,,,Dplus KIA,T1,blue_side,red_side
Vi,Azir,Rumble,KSante,14.16,Zeus,kingen,,,,
Nasus,Jhin,Sejuani,Maokai,14.16,Oner,Lucid,,,,
Smolder,Tristana,Yone,Corki,14.16,Faker,ShowMaker,,,,
Poppy,Bard,Miss Fortune,Ziggs,14.16,Gumayusi,Aiming,,,,
Ivern,Rakan,Alistar,Blitzcrank,14.16,Keria,Moham,,,,
,,,,,,,T1,Dplus KIA,blue_side,red_side
Azir,Vi,KSante,Gwen,14.16,kingen,Zeus,,,,
Sejuani,Smolder,Maokai,Lillia,14.16,Lucid,Oner,,,,
Jhin,Rumble,Tristana,Corki,14.16,ShowMaker,Faker,,,,
Gnar,Jax,Ziggs,Miss Fortune,14.16,Aiming,Gumayusi,,,,
Leona,Camille,Rell,Nautilus,14.16,Moham,Keria,,,,
,,,,,,,Dplus KIA,T1,blue_side,red_side
Vi,Azir,KSante,Gnar,14.16,Zeus,kingen,,,,
Smolder,Rumble,Zyra,Lillia,14.16,Oner,Lucid,,,,
Maokai,Ziggs,Corki,LeBlanc,14.16,Faker,ShowMaker,,,,
Tristana,Braum,Ashe,Miss Fortune,14.16,Gumayusi,Aiming,,,,
Gangplank,Alistar,Poppy,Leona,14.16,Keria,Moham,,,,
,,,,,,,T1,Dplus KIA,red_side,blue_side
