blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Jayce,Xin Zhao,Renekton,Kennen,11.14,Flandre,Nuguri,,,,
Viego,Ziggs,Diana,Lee Sin,11.14,Jiejie,Tian,,,,
Gwen,Olaf,Lucian,Irelia,11.14,Scout,Doinb,,,,
Ryze,Rakan,Ashe,Aphelios,11.14,Viper,Lwx,,,,
Sylas,Varus,Trundle,Braum,11.14,meiko,Crisp,,,,
,,,,,,,Edward Gaming,Funplus Phoenix,red_side,blue_side
Jayce,Xin Zhao,Renekton,Gnar,11.14,Flandre,Nuguri,,,,
Gwen,Olaf,Diana,Viego,11.14,Jiejie,Tian,,,,
Irelia,Ziggs,Lee Sin,Lillia,11.14,Scout,Doinb,,,,
Sylas,Rakan,Ezreal,Aphelios,11.14,Viper,Lwx,,,,
Sett,Varus,Karma,Braum,11.14,meiko,Crisp,,,,
,,,,,,,Edward Gaming,Funplus Phoenix,blue_side,red_side
Gwen,Xin Zhao,Jayce,Wukong,11.14,Flandre,Xiaolaohu,,,,
Irelia,Olaf,Lee Sin,Viego,11.14,Jiejie,Tian,,,,
Aphelios,Diana,Twisted Fate,Sylas,11.14,Scout,Doinb,,,,
Leona,Ziggs,Kalista,Ashe,11.14,Viper,Lwx,,,,
Varus,Ezreal,Braum,Rakan,11.14,meiko,Crisp,,,,
,,,,,,,Edward Gaming,Funplus Phoenix,red_side,blue_side
Gwen,Lee Sin,Jayce,Wukong,11.14,369,Breathe,,,,
Sylas,Kalista,Viego,Xin Zhao,11.14,Karsa,beishang,,,,
Irelia,Lucian,LeBlanc,Renekton,11.14,Knight,Shanks,,,,
Zac,Kennen,Aphelios,Ziggs,11.14,JackeyLove,Elk,,,,
Diana,Thresh,Braum,Rakan,11.14,Zhuo,Missing,,,,
,,,,,,,Top Esports,Team WE,blue_side,red_side
Gwen,Lee Sin,Sett,Jayce,11.14,369,Breathe,,,,
Sylas,Kalista,Diana,Xin Zhao,11.14,Karsa,beishang,,,,
Renekton,Aphelios,Viego,Irelia,11.14,Knight,Shanks,,,,
Zac,Wukong,Varus,Ziggs,11.14,JackeyLove,Stay,,,,
Olaf,Lucian,Trundle,Neeko,11.14,Zhuo,Mole,,,,
,,,,,,,Top Esports,Team WE,blue_side,red_side
Diana,Olaf,Gragas,Jayce,11.14,xiaohu,Biubiu,,,,
LeBlanc,Xin Zhao,Lee Sin,Viego,11.14,Wei,WeiWei,,,,
