blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Gragas,Draven,Renekton,KSante,13.4,Evi,Chasy,,,,
Sejuani,Vi,Wukong,Maokai,13.4,Jankos,Elyoya,,,,
Jayce,Annie,Taliyah,Azir,13.4,Ruby,Nisqy,,,,
Gnar,Ahri,Xayah,Zeri,13.4,Jackspektra,Carzzy,,,,
Jax,Gwen,Nautilus,Rakan,13.4,Mersa,Hylissang,,,,
,,,,,,,Team Heretics,MAD Lions,red_side,blue_side
Malphite,Rakan,KSante,Jayce,13.4,Szygenda,Photon,,,,
Gragas,Annie,Xin Zhao,Sejuani,13.4,Malrang,Bo,,,,
Varus,Caitlyn,Orianna,Aurelion Sol,13.4,Larssen,Perkz,,,,
Elise,Azir,Xayah,Zeri,13.4,Comp,Upset,,,,
LeBlanc,Twisted Fate,Nautilus,Braum,13.4,Trymbi,Kaiser,,,,
,,,,,,,KOI,Team Vitality,red_side,blue_side
Draven,Annie,Jayce,Olaf,13.4,Chasy,Brokenblade,,,,
Maokai,Rakan,Vi,Viego,13.4,Elyoya,Yike,,,,
Gragas,Xayah,Ahri,Sylas,13.4,Nisqy,Caps,,,,
Malphite,Pyke,Varus,Sivir,13.4,Carzzy,Hans Sama,,,,
Lissandra,Rell,Heimerdinger,Ashe,13.4,Hylissang,Mikyx,,,,
,,,,,,,MAD Lions,G2 Esports,red_side,blue_side
Wukong,Annie,Jax,Jayce,13.4,Finn,Oscarinin,,,,
Vi,Elise,Maokai,Sejuani,13.4,113,Razork,,,,
Lee Sin,Rakan,Zed,LeBlanc,13.4,Lider,Humanoid,,,,
Gangplank,Braum,Xayah,Jinx,13.4,Kobbe,Rekkles,,,,
Nautilus,Leona,Blitzcrank,Thresh,13.4,Execute,Advienne,,,,
,,,,,,,Astralis,Fnatic,blue_side,red_side
Elise,Draven,KSante,Jax,13.4,Evi,Irrelevant,,,,
Sejuani,Zeri,Vi,Maokai,13.4,Jankos,Markoon,,,,
Annie,Rakan,Ahri,Azir,13.4,Ruby,Sertuss,,,,
Ashe,Gragas,Xayah,Varus,13.4,Jackspektra,3XA,,,,
Renata Glasc,Kennen,Nautilus,Braum,13.4,Mersa,Doss,,,,
,,,,,,,Team Heretics,SK Gaming,blue_side,red_side
Draven,Annie,Sett,Olaf,13.4,Adam,Odoamne,,,,
Maokai,Caitlyn,Wukong,Sejuani,13.4,Sheo,Xerxe,,,,
Xayah,Lulu,Azir,Gragas,13.4,nuc,Abbedagge,,,,
Gnar,Ashe,Varus,Zeri,13.4,Crownie,Patrik,,,,
Jax,Darius,Renata Glasc,Rakan,13.4,Labrov,Limit,,,,
,,,,,,,Team BDS,Excel Esports,blue_side,red_side
Nautilus,Draven,KSante,Jax,13.4,Brokenblade,Oscarinin,,,,
Jayce,Annie,Vi,Wukong,13.4,Yike,Razork,,,,
Caitlyn,Xayah,Sylas,Azir,13.4,Caps,Humanoid,,,,
LeBlanc,Taliyah,Zeri,Sivir,13.4,Hans Sama,Rekkles,,,,
Olaf,Aurelion Sol,Renata Glasc,Rakan,13.4,Mikyx,Advienne,,,,
,,,,,,,G2 Esports,Fnatic,red_side,blue_side
Draven,Caitlyn,Malphite,Jax,13.4,Photon,Evi,,,,
Rakan,Annie,Wukong,Sejuani,13.4,Bo,Jankos,,,,
Vi,Jayce,Sylas,LeBlanc,13.4,Perkz,Ruby,,,,
KSante,Gragas,Zeri,Jinx,13.4,Upset,Jackspektra,,,,
Cassiopeia,Azir,Lulu,Nautilus,13.4,Kaiser,Mersa,,,,
,,,,,,,Team Vitality,Team Heretics,blue_side,red_side
Blitzcrank,Annie,Renekton,Malphite,13.4,Szygenda,Adam,,,,
Xayah,Caitlyn,Vi,Sejuani,13.4,Malrang,Sheo,,,,
Olaf,Gnar,Corki,Azir,13.4,Larssen,nuc,,,,
Darius,Twisted Fate,Varus,Zeri,13.4,Comp,Crownie,,,,
Sylas,Jayce,Ashe,Nautilus,13.4,Trymbi,Labrov,,,,
,,,,,,,KOI,Team BDS,red_side,blue_side
Caitlyn,Gragas,Kennen,Sion,13.4,Chasy,Irrelevant,,,,
Elise,Annie,Lee Sin,Vi,13.4,Elyoya,Markoon,,,,
Draven,Rakan,Lissandra,Sylas,13.4,Nisqy,Sertuss,,,,
Malphite,Nautilus,Xayah,Zeri,13.4,Carzzy,3XA,,,,
Soraka,Rell,Pyke,Lulu,13.4,Hylissang,Doss,,,,
,,,,,,,MAD Lions,SK Gaming,blue_side,red_side
Sejuani,Draven,KSante,Jax,13.4,Odoamne,Finn,,,,
Elise,Xayah,Maokai,Viego,13.4,Xerxe,113,,,,
Rakan,Annie,Jayce,Irelia,13.4,Abbedagge,Lider,,,,
Leona,Sivir,Jhin,Varus,13.4,Patrik,Kobbe,,,,
Gwen,Caitlyn,Heimerdinger,Ashe,13.4,Limit,Execute,,,,
,,,,,,,Excel Esports,Astralis,red_side,blue_side
Gragas,Annie,Sion,Chogath,13.4,Irrelevant,Brokenblade,,,,
Varus,Xayah,Elise,Maokai,13.4,Markoon,Yike,,,,
Draven,Vi,Akali,Jayce,13.4,Sertuss,Caps,,,,
Miss Fortune,Renekton,Lucian,Kalista,13.4,3XA,Hans Sama,,,,
Samira,Jax,Nami,Nautilus,13.4,Doss,Mikyx,,,,
,,,,,,,SK Gaming,G2 Esports,red_side,blue_side
Gragas,Xayah,Olaf,Gnar,13.4,Oscarinin,Chasy,,,,
Rakan,Vi,Sejuani,Lee Sin,13.4,Razork,Elyoya,,,,
Annie,Viktor,Azir,Sylas,13.4,Humanoid,Nisqy,,,,
Jayce,Jax,Jinx,Kaisa,13.4,Rekkles,Carzzy,,,,
Aurelion Sol,Renekton,Braum,Nautilus,13.4,Advienne,Hylissang,,,,
,,,,,,,Fnatic,MAD Lions,blue_side,red_side
