blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Galio,Zoe,Aatrox,Renekton,10.16,Rich,DuDu,,,,
Bard,Lucian,Volibear,Olaf,10.16,Beyond,CAD,,,,
Sett,Twisted Fate,LeBlanc,Azir,10.16,Kuzan,Mireu,,,,
Morgana,Kennen,Ashe,Caitlyn,10.16,deokdam,Viper,,,,
Wukong,Jayce,Nautilus,Shen,10.16,GuGer,Lehends,,,,
,,,,,,,Team Dynamics,Hanwha Life eSports,blue_side,red_side
Lucian,Galio,Jayce,Irelia,10.16,DuDu,Rich,,,,
Zoe,Volibear,Lee Sin,Nidalee,10.16,CAD,Beyond,,,,
Twisted Fate,Sett,Sylas,Azir,10.16,Mireu,Kuzan,,,,
Nautilus,Akali,Caitlyn,Ashe,10.16,Viper,deokdam,,,,
Renekton,Ekko,Bard,Pantheon,10.16,Lehends,GuGer,,,,
,,,,,,,Hanwha Life eSports,Team Dynamics,blue_side,red_side
Galio,Zoe,Kennen,Camille,10.16,Rich,DuDu,,,,
Bard,Lucian,Volibear,Olaf,10.16,Beyond,CAD,,,,
Caitlyn,Twisted Fate,Azir,Sylas,10.16,Kuzan,Mireu,,,,
Jayce,Wukong,Senna,Ashe,10.16,deokdam,Viper,,,,
Pantheon,Nautilus,Sett,Lulu,10.16,GuGer,Lehends,,,,
,,,,,,,Team Dynamics,Hanwha Life eSports,red_side,blue_side
Azir,Caitlyn,Jayce,Renekton,10.16,Canna,Doran,,,,
Sett,Lucian,Lillia,Evelynn,10.16,Cuzz,Pyosik,,,,
Twisted Fate,Zoe,Akali,Galio,10.16,Clozer,Chovy,,,,
Alistar,Tahm Kench,Ashe,Kalista,10.16,Teddy,Deft,,,,
Orianna,Braum,Nautilus,Pantheon,10.16,Effort,Keria,,,,
,,,,,,,T1,DragonX,blue_side,red_side
Lillia,Ezreal,Akali,Camille,10.16,Doran,Canna,,,,
Lucian,Caitlyn,Graves,Volibear,10.16,Pyosik,Cuzz,,,,
Ashe,Nidalee,Twisted Fate,Galio,10.16,Chovy,Faker,,,,
Renekton,Kennen,Senna,Miss Fortune,10.16,Deft,Teddy,,,,
Kalista,Tahm Kench,Leona,Sett,10.16,Keria,Effort,,,,
,,,,,,,DragonX,T1,blue_side,red_side
Twisted Fate,Lillia,Renekton,Gnar,10.16,Canna,Doran,,,,
Sett,Lucian,Volibear,Lee Sin,10.16,Cuzz,Pyosik,,,,
Senna,Caitlyn,Akali,Azir,10.16,Clozer,Chovy,,,,
Kennen,Tahm Kench,Ashe,Kalista,10.16,Teddy,Deft,,,,
Alistar,Braum,Shen,Leona,10.16,Effort,Keria,,,,
,,,,,,,T1,DragonX,blue_side,red_side
Zoe,Caitlyn,Jayce,Renekton,10.16,Smeb,Nuguri,,,,
Sett,Lucian,Hecarim,Nidalee,10.16,Malrang,Canyon,,,,
Camille,Ezreal,Twisted Fate,Azir,10.16,Ucal,ShowMaker,,,,
Sylas,Karma,Ashe,Senna,10.16,Aiming,Ghost,,,,
Pantheon,Skarner,Lulu,Leona,10.16,TusiN,BeryL,,,,
,,,,,,,KT Rolster,DAMWON Gaming,red_side,blue_side
Caitlyn,Sett,Camille,Wukong,10.16,Nuguri,SoHwan,,,,
Renekton,Twisted Fate,Lillia,Volibear,10.16,Canyon,bono,,,,
Azir,Senna,Lucian,Viktor,10.16,ShowMaker,kurO,,,,
Bard,Pantheon,Ashe,Ezreal,10.16,Ghost,Aiming,,,,
Yuumi,Jayce,Leona,Braum,10.16,BeryL,TusiN,,,,
,,,,,,,DAMWON Gaming,KT Rolster,blue_side,red_side
Lillia,Azir,Renekton,Quinn,10.16,Rascal,Kiin,,,,
Caitlyn,Akali,Nidalee,Volibear,10.16,Clid,Spirit,,,,
Karma,Twisted Fate,Orianna,Zoe,10.16,Bdd,Fly,,,,
Nautilus,Wukong,Senna,Ashe,10.16,Ruler,Mystic,,,,
Tahm Kench,Pantheon,Sett,Bard,10.16,Life,Ben,,,,
,,,,,,,Gen.G eSports,Afreeca Freecs,blue_side,red_side
Azir,Caitlyn,Gnar,Renekton,10.16,Kiin,Rascal,,,,
Akali,Karma,Hecarim,Lillia,10.16,Dread,Clid,,,,
Twisted Fate,Nautilus,Orianna,Ekko,10.16,Fly,Bdd,,,,
Pantheon,Quinn,Kalista,Ezreal,10.16,Mystic,Ruler,,,,
Galio,Ashe,Sett,Alistar,10.16,Jelly,Life,,,,
,,,,,,,Afreeca Freecs,Gen.G eSports,red_side,blue_side
Lucian,Gnar,Renekton,Kennen,10.16,Ikssu,Rich,,,,
Olaf,Karma,Nidalee,Volibear,10.16,Flawless,Beyond,,,,
Akali,Sett,Qiyana,Lissandra,10.16,Keine,Kuzan,,,,
Gangplank,Bard,Jhin,Ashe,10.16,Trigger,deokdam,,,,
Aatrox,Illaoi,Nautilus,Braum,10.16,Mia,GuGer,,,,
,,,,,,,SeolHaeOne Prince,Team Dynamics,red_side,blue_side
Gnar,Lucian,Mordekaiser,Darius,10.16,Rich,Ikssu,,,,
Karma,Volibear,Sett,Skarner,10.16,Beyond,Flawless,,,,
Nidalee,Olaf,Azir,Zoe,10.16,Kuzan,Keine,,,,
Elise,Tahm Kench,Wukong,Ashe,10.16,GuGer,Trigger,,,,
Lee Sin,Trundle,Senna,Pantheon,10.16,deokdam,Mia,,,,
,,,,,,,Team Dynamics,SeolHaeOne Prince,blue_side,red_side
Twisted Fate,Kalista,Renekton,Ornn,10.16,DuDu,Summit,,,,
Zoe,Ashe,Volibear,Sett,10.16,YoungJae,OnFleek,,,,
Lucian,Nidalee,Ekko,Azir,10.16,Mireu,FATE,,,,
Tahm Kench,Akali,Jhin,Caitlyn,10.16,Viper,Route,,,,
Morgana,Sylas,Leona,Braum,10.16,Lehends,GorillA,,,,
,,,,,,,Hanwha Life eSports,Sandbox Gaming,red_side,blue_side
Kalista,Twisted Fate,Wukong,Lucian,10.16,Summit,DuDu,,,,
Ashe,Volibear,Sett,Olaf,10.16,OnFleek,YoungJae,,,,
Nidalee,Zoe,Azir,Akali,10.16,FATE,Mireu,,,,
Morgana,Irelia,Jhin,Caitlyn,10.16,Route,Viper,,,,
Bard,Renekton,Tahm Kench,Lulu,10.16,GorillA,Lehends,,,,
,,,,,,,Sandbox Gaming,Hanwha Life eSports,blue_side,red_side
Twisted Fate,Zoe,Renekton,Jayce,10.16,Kiin,Smeb,,,,
Azir,Orianna,Graves,Volibear,10.16,Dread,bono,,,,
Senna,Hecarim,Gragas,Sylas,10.16,Fly,kurO,,,,
