blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Lucian,KSante,Gragas,Jax,13.8,369,Bin,,,,
Vi,Annie,Nautilus,Maokai,13.8,Kanavi,XUN,,,,
Gwen,Ahri,Jayce,Syndra,13.8,Knight,Yagao,,,,
Fiora,Sylas,Jinx,Aphelios,13.8,Ruler,Elk,,,,
Gnar,Sejuani,Rakan,Lulu,13.8,Missing,ON,,,,
,,,,,,,JD Gaming,Bilibili Gaming,blue_side,red_side
KSante,Lucian,Gwen,Sion,13.8,Bin,369,,,,
Gragas,Vi,Maokai,Wukong,13.8,XUN,Kanavi,,,,
Ahri,Kennen,Jayce,Annie,13.8,Yagao,Knight,,,,
Aphelios,KhaZix,Jinx,Xayah,13.8,Elk,Ruler,,,,
Zeri,Nautilus,Rakan,Lulu,13.8,ON,Missing,,,,
,,,,,,,Bilibili Gaming,JD Gaming,blue_side,red_side
Lucian,KSante,Sion,Kennen,13.8,369,Bin,,,,
Vi,Wukong,Sejuani,KhaZix,13.8,Kanavi,XUN,,,,
Gwen,Jinx,Jayce,Annie,13.8,Knight,Yagao,,,,
Kindred,Gragas,Zeri,Vayne,13.8,Ruler,Elk,,,,
Aphelios,Maokai,Rakan,Lulu,13.8,Missing,ON,,,,
,,,,,,,JD Gaming,Bilibili Gaming,blue_side,red_side
KSante,Lucian,Gnar,Sion,13.8,Bin,369,,,,
Wukong,Gwen,Vi,Maokai,13.8,XUN,Kanavi,,,,
Zeri,Jinx,Sylas,Jayce,13.8,Yagao,Knight,,,,
Tahm Kench,Ahri,Xayah,Aphelios,13.8,Elk,Ruler,,,,
Gragas,Kennen,Rakan,Thresh,13.8,ON,Missing,,,,
,,,,,,,Bilibili Gaming,JD Gaming,red_side,blue_side
Lucian,Maokai,Jax,Gragas,13.8,Bin,Zeus,,,,
KSante,Vi,Viego,Wukong,13.8,XUN,Oner,,,,
Jinx,KhaZix,Annie,Lissandra,13.8,Yagao,Faker,,,,
Kennen,Poppy,Zeri,Xayah,13.8,Elk,Gumayusi,,,,
Nautilus,Sejuani,Lulu,Rakan,13.8,ON,Keria,,,,
,,,,,,,Bilibili Gaming,T1,blue_side,red_side
Vi,Lucian,Kennen,Sion,13.8,Zeus,Bin,,,,
Wukong,Annie,Maokai,Kindred,13.8,Oner,XUN,,,,
Gwen,KSante,Jayce,Sylas,13.8,Faker,Yagao,,,,
Ahri,Tristana,Aphelios,Jinx,13.8,Gumayusi,Elk,,,,
Jax,Blitzcrank,Nautilus,Lulu,13.8,Keria,ON,,,,
,,,,,,,T1,Bilibili Gaming,red_side,blue_side
Vi,Lucian,Jax,Gwen,13.8,Zeus,Bin,,,,
Wukong,Annie,KhaZix,Kindred,13.8,Oner,XUN,,,,
Maokai,Jinx,KSante,Galio,13.8,Faker,Yagao,,,,
Taliyah,Kennen,Xayah,Zeri,13.8,Gumayusi,Elk,,,,
Sion,Gragas,Rakan,Lulu,13.8,Keria,ON,,,,
,,,,,,,T1,Bilibili Gaming,blue_side,red_side
Lucian,Maokai,Fiora,Jax,13.8,Bin,Zeus,,,,
KSante,Vi,KhaZix,Wukong,13.8,XUN,Oner,,,,
Jinx,Annie,Nautilus,Ahri,13.8,Yagao,Faker,,,,
Kennen,Kindred,Zeri,Xayah,13.8,Elk,Gumayusi,,,,
Lissandra,Nidalee,Lulu,Rakan,13.8,ON,Keria,,,,
,,,,,,,Bilibili Gaming,T1,blue_side,red_side
Ahri,Lucian,Jax,Gragas,13.8,Bin,Doran,,,,
KSante,Annie,Maokai,Vi,13.8,XUN,Peanut,,,,
Jinx,Nautilus,Taliyah,Lissandra,13.8,Yagao,Chovy,,,,
Rumble,Jayce,Zeri,Xayah,13.8,Elk,Peyz,,,,
Kennen,Gnar,Lulu,Rakan,13.8,ON,Delight,,,,
,,,,,,,Bilibili Gaming,Gen.G eSports,blue_side,red_side
Lucian,Maokai,Ornn,Gwen,13.8,Doran,Bin,,,,
Rakan,KSante,Wukong,Vi,13.8,Peanut,XUN,,,,
Nautilus,Gragas,Annie,Ahri,13.8,Chovy,Yagao,,,,
Jax,Lulu,Aphelios,Jinx,13.8,Peyz,Elk,,,,
Kennen,Thresh,Tahm Kench,Braum,13.8,Delight,ON,,,,
,,,,,,,Gen.G eSports,Bilibili Gaming,red_side,blue_side
Lucian,Maokai,Ornn,Sion,13.8,Doran,Bin,,,,
Nautilus,KSante,Kindred,Vi,13.8,Peanut,XUN,,,,
Kennen,Wukong,Annie,Ahri,13.8,Chovy,Yagao,,,,
Gwen,Rakan,Aphelios,Jinx,13.8,Peyz,Elk,,,,
