blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Azir,Graves,Aatrox,Kennen,12.18,Breathe,Evi,,,,
Yuumi,Sylas,Sejuani,Maokai,12.18,Wei,Steal,,,,
Gnar,Vi,Taliyah,Yone,12.18,xiaohu,Yaharong,,,,
Miss Fortune,Alistar,Kaisa,Tristana,12.18,GALA,Yutapon,,,,
Caitlyn,Aphelios,Nautilus,Leona,12.18,Ming,Harp,,,,
,,,,,,,Royal Never Give Up,Detonation FocusMe,red_side,blue_side
Azir,Graves,Aatrox,Kennen,12.18,Breathe,Evi,,,,
Maokai,Vi,Viego,Sejuani,12.18,Wei,Steal,,,,
Gnar,Fiora,LeBlanc,Yone,12.18,xiaohu,Yaharong,,,,
Kaisa,Lissandra,Tristana,Aphelios,12.18,GALA,Yutapon,,,,
Yuumi,Galio,Amumu,Braum,12.18,Ming,Harp,,,,
,,,,,,,Royal Never Give Up,Detonation FocusMe,blue_side,red_side
Maokai,Graves,Aatrox,Tryndamere,12.18,Breathe,Evi,,,,
Kennen,Vi,Viego,Sejuani,12.18,Wei,Steal,,,,
Yone,Kalista,Sylas,LeBlanc,12.18,xiaohu,Yaharong,,,,
Lillia,Alistar,Lucian,Sivir,12.18,GALA,Yutapon,,,,
Renekton,Tristana,Nami,Yuumi,12.18,Ming,Harp,,,,
,,,,,,,Royal Never Give Up,Detonation FocusMe,blue_side,red_side
Graves,Maokai,Gnar,Fiora,12.18,Evi,Breathe,,,,
Sylas,Kennen,Sejuani,Viego,12.18,Steal,Wei,,,,
Kalista,Yuumi,Azir,Lissandra,12.18,Yaharong,xiaohu,,,,
Aphelios,Rell,Tristana,Varus,12.18,Yutapon,GALA,,,,
Amumu,Nautilus,Leona,Tahm Kench,12.18,Harp,Ming,,,,
,,,,,,,Detonation FocusMe,Royal Never Give Up,red_side,blue_side
Belveth,Miss Fortune,Aatrox,Rumble,12.18,Impact,Armut,,,,
Seraphine,Hecarim,Maokai,Vi,12.18,Inspired,Elyoya,,,,
Gnar,Akali,Viktor,Sylas,12.18,jojopyun,Nisqy,,,,
Trundle,Braum,Varus,Draven,12.18,Kaori,UNF0RGIVEN,,,,
Sejuani,Caitlyn,Tahm Kench,Leona,12.18,Vulcan,Kaiser,,,,
,,,,,,,Evil Geniuses,MAD Lions,blue_side,red_side
