blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Lucian,Twisted Fate,Volibear,Ornn,10.16,Langx,TheShy,,,,
Sett,Nidalee,Graves,Lee Sin,10.16,Peanut,Ning,,,,
Ashe,Caitlyn,Ekko,Syndra,10.16,xiye,RooKie,,,,
Zoe,Galio,Ezreal,Jhin,10.16,Kramer,Puff,,,,
Orianna,LeBlanc,Leona,Tahm Kench,10.16,Mark,Baolan,,,,
,,,,,,,LGD Gaming,Invictus Gaming,blue_side,red_side
Lucian,Twisted Fate,Ornn,Volibear,10.16,Langx,TheShy,,,,
Sett,Nidalee,Graves,Lee Sin,10.16,Peanut,Ning,,,,
Ashe,Caitlyn,Orianna,Zoe,10.16,xiye,RooKie,,,,
Braum,Galio,Jhin,Ezreal,10.16,Kramer,Puff,,,,
Gangplank,LeBlanc,Leona,Thresh,10.16,Mark,Baolan,,,,
,,,,,,,LGD Gaming,Invictus Gaming,blue_side,red_side
Nidalee,Lucian,Vladimir,Ornn,10.16,TheShy,Langx,,,,
Graves,Caitlyn,Sett,Lee Sin,10.16,Ning,Peanut,,,,
Twisted Fate,Ashe,Zoe,Orianna,10.16,RooKie,xiye,,,,
Lillia,Thresh,Jhin,Ezreal,10.16,Puff,Kramer,,,,
Kindred,Braum,Nautilus,Leona,10.16,Baolan,Mark,,,,
,,,,,,,Invictus Gaming,LGD Gaming,blue_side,red_side
Lucian,Twisted Fate,Ornn,Vladimir,10.16,Langx,TheShy,,,,
Sett,Nidalee,Graves,Jarvan IV,10.16,Peanut,Ning,,,,
Ashe,Caitlyn,Kassadin,Zoe,10.16,xiye,RooKie,,,,
Lee Sin,Orianna,Ezreal,Jhin,10.16,Kramer,Puff,,,,
Thresh,LeBlanc,Leona,Nautilus,10.16,Mark,Baolan,,,,
,,,,,,,LGD Gaming,Invictus Gaming,blue_side,red_side
Sett,Caitlyn,Camille,Mordekaiser,10.16,GimGoon,TheShy,,,,
Lucian,Twisted Fate,Kindred,Graves,10.16,Tian,Ning,,,,
Kalista,Lillia,Galio,Neeko,10.16,Doinb,RooKie,,,,
Jayce,Leona,Ashe,Senna,10.16,Lwx,Puff,,,,
Fiora,Renekton,Thresh,Nautilus,10.16,Crisp,Baolan,,,,
,,,,,,,Funplus Phoenix,Invictus Gaming,blue_side,red_side
Lucian,Caitlyn,Renekton,Gnar,10.16,GimGoon,TheShy,,,,
Sett,Twisted Fate,Kindred,Graves,10.16,Tian,Ning,,,,
Kalista,Lillia,Galio,Neeko,10.16,Doinb,RooKie,,,,
Jayce,Camille,Ashe,Senna,10.16,Lwx,Puff,,,,
Quinn,Thresh,Leona,Nautilus,10.16,Crisp,Baolan,,,,
,,,,,,,Funplus Phoenix,Invictus Gaming,red_side,blue_side
Sett,Caitlyn,Volibear,Kennen,10.16,GimGoon,TheShy,,,,
Lucian,Twisted Fate,Kindred,Graves,10.16,Tian,Ning,,,,
Kalista,Lillia,Galio,Neeko,10.16,Doinb,RooKie,,,,
Jayce,Camille,Ashe,Senna,10.16,Lwx,Puff,,,,
Gnar,Renekton,Thresh,Nautilus,10.16,Crisp,Baolan,,,,
,,,,,,,Funplus Phoenix,Invictus Gaming,blue_side,red_side
Twisted Fate,Sett,Ornn,Camille,10.16,TheShy,GimGoon,,,,
Galio,Lucian,Lee Sin,Graves,10.16,Ning,Tian,,,,
Lillia,Caitlyn,Zoe,Orianna,10.16,RooKie,Doinb,,,,
Renekton,Azir,Ashe,Senna,10.16,Puff,Lwx,,,,
Volibear,Jayce,Thresh,Nautilus,10.16,Baolan,Crisp,,,,
,,,,,,,Invictus Gaming,Funplus Phoenix,blue_side,red_side
Sett,Galio,Volibear,Ornn,10.16,GimGoon,TheShy,,,,
Lucian,Lillia,Kindred,Graves,10.16,Tian,Ning,,,,
Lee Sin,Twisted Fate,Lulu,Zoe,10.16,Doinb,RooKie,,,,
Jayce,Jarvan IV,Caitlyn,Ashe,10.16,Lwx,Puff,,,,
Kalista,Renekton,Thresh,Leona,10.16,Crisp,Baolan,,,,
,,,,,,,Funplus Phoenix,Invictus Gaming,red_side,blue_side
Nidalee,Caitlyn,Renekton,Volibear,10.16,Bin,Langx,,,,
Twisted Fate,Lucian,Lee Sin,Graves,10.16,SofM,Peanut,,,,
Ornn,Camille,Syndra,Zoe,10.16,Angel,xiye,,,,
Bard,Jhin,Ezreal,Ashe,10.16,huanfeng,Kramer,,,,
Thresh,Senna,Leona,Braum,10.16,SwordArt,Mark,,,,
,,,,,,,Suning,LGD Gaming,blue_side,red_side
Syndra,Nidalee,Renekton,Jayce,10.16,Langx,Bin,,,,
Lee Sin,Caitlyn,Skarner,Olaf,10.16,Peanut,SofM,,,,
Camille,Twisted Fate,Orianna,Zoe,10.16,xiye,Angel,,,,
Tahm Kench,Kindred,Jhin,Ezreal,10.16,Kramer,huanfeng,,,,
Jarvan IV,Lillia,Nautilus,Bard,10.16,Mark,SwordArt,,,,
,,,,,,,LGD Gaming,Suning,red_side,blue_side
Syndra,Nidalee,Ornn,Renekton,10.16,Langx,Bin,,,,
Orianna,Caitlyn,Kindred,Lillia,10.16,Peanut,SofM,,,,
Camille,Twisted Fate,Zoe,Lucian,10.16,xiye,Angel,,,,
Ezreal,Thresh,Senna,Jhin,10.16,Kramer,huanfeng,,,,
Bard,Ashe,Leona,Braum,10.16,Mark,SwordArt,,,,
,,,,,,,LGD Gaming,Suning,red_side,blue_side
