blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Ashe,Vi,Kennen,Dr. Mundo,14.15,Oscarinin,Brokenblade,,,,
Tristana,Miss Fortune,Sejuani,Zyra,14.15,Razork,Yike,,,,
Braum,Maokai,Smolder,Corki,14.15,Humanoid,Caps,,,,
Renata Glasc,KSante,Ezreal,Kalista,14.15,Noah,Hans Sama,,,,
Rell,Renekton,Leona,Rakan,14.15,Jun,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,red_side,blue_side
Ashe,Vi,KSante,Poppy,14.15,Oscarinin,Brokenblade,,,,
Tristana,Maokai,Ivern,Gwen,14.15,Razork,Yike,,,,
Kalista,Miss Fortune,Smolder,Corki,14.15,Humanoid,Caps,,,,
Dr. Mundo,Kennen,Ezreal,Zeri,14.15,Noah,Hans Sama,,,,
Zyra,Renekton,Rell,Rakan,14.15,Jun,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,blue_side,red_side
Vi,Ashe,KSante,Camille,14.15,Brokenblade,Oscarinin,,,,
Braum,Miss Fortune,Brand,Maokai,14.15,Yike,Razork,,,,
Poppy,Zyra,Azir,Corki,14.15,Caps,Humanoid,,,,
Smolder,Olaf,Kalista,Varus,14.15,Hans Sama,Noah,,,,
Yone,Tristana,Rell,Leona,14.15,Mikyx,Jun,,,,
,,,,,,,G2 Esports,Fnatic,blue_side,red_side
Vi,Ashe,KSante,Renekton,14.15,Brokenblade,Oscarinin,,,,
Braum,Miss Fortune,Brand,Maokai,14.15,Yike,Razork,,,,
Poppy,Kalista,Azir,Corki,14.15,Caps,Humanoid,,,,
Olaf,Tristana,Jhin,Ziggs,14.15,Hans Sama,Noah,,,,
Ezreal,Smolder,Rell,Leona,14.15,Mikyx,Jun,,,,
,,,,,,,G2 Esports,Fnatic,blue_side,red_side
Vi,Tristana,Renekton,Kennen,14.15,Brokenblade,Myrwn,,,,
Braum,Azir,Gwen,Maokai,14.15,Yike,Elyoya,,,,
Poppy,Smolder,Yasuo,Corki,14.15,Caps,Fresskowy,,,,
Varus,KSante,Ashe,Miss Fortune,14.15,Hans Sama,Supa,,,,
Rumble,Aatrox,Rell,Alistar,14.15,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,red_side,blue_side
Vi,Tristana,KSante,Smolder,14.15,Brokenblade,Myrwn,,,,
Maokai,Azir,Brand,Ivern,14.15,Yike,Elyoya,,,,
Rell,Zyra,Corki,Ezreal,14.15,Caps,Fresskowy,,,,
Varus,Braum,Ashe,Miss Fortune,14.15,Hans Sama,Supa,,,,
Nautilus,Renata Glasc,Rakan,Leona,14.15,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Vi,Tristana,KSante,Smolder,14.15,Brokenblade,Myrwn,,,,
Maokai,Azir,Brand,Lillia,14.15,Yike,Elyoya,,,,
Rell,Zyra,Corki,Yone,14.15,Caps,Fresskowy,,,,
Varus,Braum,Ashe,Miss Fortune,14.15,Hans Sama,Supa,,,,
Nautilus,Renata Glasc,Rakan,Leona,14.15,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Vi,Tristana,Aatrox,Gwen,14.15,Brokenblade,Myrwn,,,,
Maokai,Azir,Brand,Sejuani,14.15,Yike,Elyoya,,,,
Rell,KSante,Corki,Yone,14.15,Caps,Fresskowy,,,,
Varus,Rakan,Jhin,Ashe,14.15,Hans Sama,Supa,,,,
Kennen,Nautilus,Leona,Braum,14.15,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Azir,Lillia,KSante,Rumble,14.15,Myrwn,Oscarinin,,,,
Yone,Smolder,Maokai,Vi,14.15,Elyoya,Razork,,,,
Ashe,Morgana,Ezreal,Corki,14.15,Fresskowy,Humanoid,,,,
Kennen,Braum,Miss Fortune,Jhin,14.15,Supa,Noah,,,,
Ziggs,Leona,Poppy,Rell,14.15,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Azir,Lillia,KSante,Poppy,14.15,Myrwn,Oscarinin,,,,
Yone,Smolder,Vi,Maokai,14.15,Elyoya,Razork,,,,
Ashe,Miss Fortune,Zeri,Corki,14.15,Fresskowy,Humanoid,,,,
Braum,Rakan,Kaisa,Ezreal,14.15,Supa,Noah,,,,
Rell,Rumble,Nautilus,Leona,14.15,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,red_side,blue_side
Smolder,Azir,Gnar,Nidalee,14.15,Oscarinin,Myrwn,,,,
Corki,Yone,Ivern,Maokai,14.15,Razork,Elyoya,,,,
Braum,Renekton,Taliyah,Tristana,14.15,Humanoid,Fresskowy,,,,
Ezreal,Rumble,Miss Fortune,Ashe,14.15,Noah,Supa,,,,
Zeri,KSante,Leona,Rell,14.15,Jun,Alvaro,,,,
,,,,,,,Fnatic,MAD Lions KOI,blue_side,red_side
Azir,Smolder,Nidalee,KSante,14.15,Myrwn,Oscarinin,,,,
Yone,Miss Fortune,Ivern,Zyra,14.15,Elyoya,Razork,,,,
Corki,Maokai,LeBlanc,Tristana,14.15,Fresskowy,Humanoid,,,,
Kennen,Ashe,Ezreal,Zeri,14.15,Supa,Noah,,,,
Varus,Lucian,Braum,Rell,14.15,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Azir,Smolder,Nidalee,Kennen,14.15,Myrwn,Oscarinin,,,,
Yone,Miss Fortune,Amumu,Sejuani,14.15,Elyoya,Razork,,,,
Ivern,Maokai,Tristana,Corki,14.15,Fresskowy,Humanoid,,,,
