blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Renata Glasc,Kalista,Akali,Yasuo,14.2,Brokenblade,Myrwn,,,,
Azir,Draven,Vi,Zac,14.2,Yike,Elyoya,,,,
Xayah,Maokai,Twisted Fate,Orianna,14.2,Caps,Fresskowy,,,,
Ivern,Neeko,Senna,Varus,14.2,Hans Sama,Supa,,,,
Tahm Kench,LeBlanc,Nautilus,Rell,14.2,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,red_side,blue_side
Twisted Fate,Kalista,KSante,Gnar,14.2,Brokenblade,Myrwn,,,,
Tahm Kench,Draven,Maokai,Zac,14.2,Yike,Elyoya,,,,
Rell,Vi,LeBlanc,Azir,14.2,Caps,Fresskowy,,,,
Ivern,Viego,Varus,Senna,14.2,Hans Sama,Supa,,,,
Brand,Lillia,Renata Glasc,Nautilus,14.2,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Kalista,Vi,Rumble,Kennen,14.2,Myrwn,Brokenblade,,,,
Draven,KSante,Belveth,Viego,14.2,Elyoya,Yike,,,,
Twisted Fate,Maokai,Taliyah,Azir,14.2,Fresskowy,Caps,,,,
Ivern,Braum,Senna,Varus,14.2,Supa,Hans Sama,,,,
Brand,Tahm Kench,Rell,Nautilus,14.2,Alvaro,Mikyx,,,,
,,,,,,,MAD Lions KOI,G2 Esports,red_side,blue_side
Kalista,KSante,Jayce,Gragas,14.2,Myrwn,Brokenblade,,,,
Draven,Vi,Rell,Lillia,14.2,Elyoya,Yike,,,,
Twisted Fate,Maokai,Taliyah,Azir,14.2,Fresskowy,Caps,,,,
Yone,Renata Glasc,Varus,Senna,14.2,Supa,Hans Sama,,,,
Zac,Rumble,Alistar,Nautilus,14.2,Alvaro,Mikyx,,,,
,,,,,,,MAD Lions KOI,G2 Esports,red_side,blue_side
Senna,Maokai,KSante,Twisted Fate,14.2,JNX,Myrwn,,,,
Ivern,Kalista,Sejuani,Vi,14.2,Sheo,Elyoya,,,,
Karma,Varus,Azir,Taliyah,14.2,nuc,Fresskowy,,,,
Gwen,Rell,Aphelios,Jinx,14.2,Ice,Supa,,,,
Akali,Blitzcrank,Tahm Kench,Rakan,14.2,Labrov,Alvaro,,,,
,,,,,,,Team BDS,MAD Lions KOI,red_side,blue_side
Senna,Maokai,KSante,Gnar,14.2,JNX,Myrwn,,,,
Karma,Kalista,Vi,Ivern,14.2,Sheo,Elyoya,,,,
Twisted Fate,Varus,Corki,Azir,14.2,nuc,Fresskowy,,,,
Nautilus,Orianna,Aphelios,Xayah,14.2,Ice,Supa,,,,
Rakan,Hwei,Blitzcrank,Braum,14.2,Labrov,Alvaro,,,,
,,,,,,,Team BDS,MAD Lions KOI,red_side,blue_side
Kalista,Senna,Karma,Lee Sin,14.2,Myrwn,JNX,,,,
Ashe,Twisted Fate,Vi,Xin Zhao,14.2,Elyoya,Sheo,,,,
Maokai,Varus,Akali,Azir,14.2,Fresskowy,nuc,,,,
Blitzcrank,Nautilus,Kaisa,Ezreal,14.2,Supa,Ice,,,,
Rakan,Rell,Renata Glasc,Alistar,14.2,Alvaro,Labrov,,,,
,,,,,,,MAD Lions KOI,Team BDS,red_side,blue_side
Senna,Maokai,Gragas,KSante,14.2,JNX,Myrwn,,,,
Twisted Fate,Kalista,Xin Zhao,Vi,14.2,Sheo,Elyoya,,,,
Ivern,Varus,Azir,Karma,14.2,nuc,Fresskowy,,,,
Gnar,Braum,Ezreal,Aphelios,14.2,Ice,Supa,,,,
Kaisa,Alistar,Rakan,Nautilus,14.2,Labrov,Alvaro,,,,
,,,,,,,Team BDS,MAD Lions KOI,blue_side,red_side
Maokai,Senna,KSante,Gragas,14.2,Myrwn,JNX,,,,
Kalista,Ivern,Brand,Xin Zhao,14.2,Elyoya,Sheo,,,,
Ezreal,Varus,Azir,Corki,14.2,Fresskowy,nuc,,,,
Orianna,Twisted Fate,Xayah,Aphelios,14.2,Supa,Ice,,,,
Karma,Vi,Rell,Rakan,14.2,Alvaro,Labrov,,,,
,,,,,,,MAD Lions KOI,Team BDS,blue_side,red_side
Kalista,Twisted Fate,Akali,KSante,14.2,Myrwn,Oscarinin,,,,
Ashe,Ivern,Xin Zhao,Brand,14.2,Elyoya,Razork,,,,
Varus,Maokai,Karma,Orianna,14.2,Fresskowy,Humanoid,,,,
Tristana,Gwen,Senna,Jinx,14.2,Supa,Noah,,,,
Hwei,Zac,Braum,Nautilus,14.2,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Twisted Fate,Kalista,KSante,Gwen,14.2,Oscarinin,Myrwn,,,,
Senna,Varus,Brand,Maokai,14.2,Razork,Elyoya,,,,
Ivern,Ezreal,Karma,Tristana,14.2,Humanoid,Fresskowy,,,,
Orianna,Jinx,Lucian,Aphelios,14.2,Noah,Supa,,,,
Hwei,Xayah,Milio,Blitzcrank,14.2,Jun,Alvaro,,,,
,,,,,,,Fnatic,MAD Lions KOI,blue_side,red_side
Kalista,Twisted Fate,Varus,Jayce,14.2,Myrwn,Oscarinin,,,,
Ashe,Karma,Ivern,Rell,14.2,Elyoya,Razork,,,,
Brand,Senna,Gragas,Hwei,14.2,Fresskowy,Humanoid,,,,
Jax,KSante,Kaisa,Ezreal,14.2,Supa,Noah,,,,
Orianna,Akali,Nautilus,Maokai,14.2,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Twisted Fate,Kalista,Zac,Gnar,14.2,Oscarinin,Myrwn,,,,
Ivern,Brand,Vi,Xin Zhao,14.2,Razork,Elyoya,,,,
Senna,KSante,Hwei,Karma,14.2,Humanoid,Fresskowy,,,,
Akali,Ashe,Varus,Ezreal,14.2,Noah,Supa,,,,
Darius,Nautilus,Renata Glasc,Maokai,14.2,Jun,Alvaro,,,,
,,,,,,,Fnatic,MAD Lions KOI,blue_side,red_side
Kalista,Twisted Fate,KSante,Gwen,14.2,Myrwn,Oscarinin,,,,
Ashe,Ivern,Vi,Poppy,14.2,Elyoya,Razork,,,,
Brand,Varus,Azir,Tristana,14.2,Fresskowy,Humanoid,,,,
Hwei,Nautilus,Senna,Ezreal,14.2,Supa,Noah,,,,
Rell,Orianna,Maokai,Karma,14.2,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Brand,Jax,KSante,Aatrox,14.2,Irrelevant,Oscarinin,,,,
Varus,Maokai,Rell,Vi,14.2,Isma,Razork,,,,
Poppy,Kalista,Azir,Hwei,14.2,Nisqy,Humanoid,,,,
Orianna,Neeko,Xayah,Senna,14.2,3XA,Noah,,,,
Gnar,Akali,Rakan,Nautilus,14.2,Doss,Jun,,,,
,,,,,,,SK Gaming,Fnatic,blue_side,red_side
Jax,Brand,Zac,Gnar,14.2,Oscarinin,Irrelevant,,,,
Maokai,Varus,Xin Zhao,Rell,14.2,Razork,Isma,,,,
Draven,Kalista,Karma,Azir,14.2,Humanoid,Nisqy,,,,
Orianna,KSante,Ezreal,Senna,14.2,Noah,3XA,,,,
Hwei,LeBlanc,Ashe,Nautilus,14.2,Jun,Doss,,,,
,,,,,,,Fnatic,SK Gaming,blue_side,red_side
Brand,Jax,Rumble,Ornn,14.2,Irrelevant,Oscarinin,,,,
Varus,Maokai,Rell,Vi,14.2,Isma,Razork,,,,
Karma,Kalista,Twisted Fate,Corki,14.2,Nisqy,Humanoid,,,,
Orianna,Akali,Draven,Ezreal,14.2,3XA,Noah,,,,
Hwei,KSante,Renata Glasc,Ashe,14.2,Doss,Jun,,,,
,,,,,,,SK Gaming,Fnatic,red_side,blue_side
Kalista,Karma,Twisted Fate,Gwen,14.2,Myrwn,Photon,,,,
KSante,Ivern,Vi,Rell,14.2,Elyoya,Daglas,,,,
Maokai,Brand,Taliyah,Akali,14.2,Fresskowy,Vetheo,,,,
Ashe,Neeko,Senna,Varus,14.2,Supa,Carzzy,,,,
Jax,Azir,Nautilus,Sett,14.2,Alvaro,Hylissang,,,,
,,,,,,,MAD Lions KOI,Team Vitality,blue_side,red_side
KSante,Karma,Jayce,Akshan,14.2,Myrwn,Photon,,,,
Kalista,Ivern,Brand,Rell,14.2,Elyoya,Daglas,,,,
Maokai,Senna,Kaisa,LeBlanc,14.2,Fresskowy,Vetheo,,,,
Hwei,Twisted Fate,Varus,Xayah,14.2,Supa,Carzzy,,,,
Orianna,Tristana,Renata Glasc,Rakan,14.2,Alvaro,Hylissang,,,,
,,,,,,,MAD Lions KOI,Team Vitality,blue_side,red_side
Ashe,Draven,Twisted Fate,Rumble,14.2,Brokenblade,Adam,,,,
Renata Glasc,Maokai,Vi,Poppy,14.2,Yike,Sheo,,,,
Darius,Brand,Azir,Orianna,14.2,Caps,nuc,,,,
Jax,Braum,Kalista,Varus,14.2,Hans Sama,Ice,,,,
Blitzcrank,Nautilus,Taric,Rell,14.2,Mikyx,Labrov,,,,
,,,,,,,G2 Esports,Team BDS,blue_side,red_side
Draven,Ashe,Gnar,Yasuo,14.2,Adam,Brokenblade,,,,
LeBlanc,Azir,Xin Zhao,Lillia,14.2,Sheo,Yike,,,,
Twisted Fate,Maokai,Orianna,KSante,14.2,nuc,Caps,,,,
Hwei,Vi,Varus,Kalista,14.2,Ice,Hans Sama,,,,
Belveth,Poppy,Blitzcrank,Braum,14.2,Labrov,Mikyx,,,,
,,,,,,,Team BDS,G2 Esports,red_side,blue_side
Ashe,Draven,KSante,Jax,14.2,Brokenblade,Adam,,,,
Renata Glasc,Maokai,Ivern,Brand,14.2,Yike,Sheo,,,,
Poppy,Twisted Fate,Hwei,Azir,14.2,Caps,nuc,,,,
Darius,Braum,Kalista,Varus,14.2,Hans Sama,Ice,,,,
Olaf,Zac,Leona,Nautilus,14.2,Mikyx,Labrov,,,,
,,,,,,,G2 Esports,Team BDS,blue_side,red_side
Karma,Jax,Zac,KSante,14.2,Irrelevant,Wunder,,,,
Brand,Rumble,Xin Zhao,Maokai,14.2,Isma,Jankos,,,,
Seraphine,Renata Glasc,Sylas,Azir,14.2,Nisqy,Perkz,,,,
Poppy,Hwei,Kalista,Varus,14.2,3XA,Flakked,,,,
Ashe,Blitzcrank,Nautilus,Braum,14.2,Doss,Kaiser,,,,
,,,,,,,SK Gaming,Team Heretics,red_side,blue_side
Karma,Jax,Gnar,KSante,14.2,Irrelevant,Wunder,,,,
Brand,Rumble,Maokai,Xin Zhao,14.2,Isma,Jankos,,,,
Seraphine,Renata Glasc,Taliyah,Azir,14.2,Nisqy,Perkz,,,,
Ashe,Blitzcrank,Kalista,Varus,14.2,3XA,Flakked,,,,
Nautilus,Vi,Rakan,Milio,14.2,Doss,Kaiser,,,,
,,,,,,,SK Gaming,Team Heretics,blue_side,red_side
Jax,Karma,Gnar,Malphite,14.2,Wunder,Irrelevant,,,,
Maokai,Seraphine,Vi,Poppy,14.2,Jankos,Isma,,,,
Renata Glasc,Brand,Hwei,Azir,14.2,Perkz,Nisqy,,,,
KSante,Akali,Kalista,Draven,14.2,Flakked,3XA,,,,
Alistar,Rumble,Nautilus,Rell,14.2,Kaiser,Doss,,,,
,,,,,,,Team Heretics,SK Gaming,red_side,blue_side
Maokai,Varus,Gwen,KSante,14.2,Myrwn,Odoamne,,,,
Xin Zhao,Brand,Vi,Sejuani,14.2,Elyoya,Peach,,,,
