blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Nidalee,Rumble,Renekton,KSante,14.15,Bin,Breathe,,,,
Miss Fortune,Maokai,Lillia,Zyra,14.15,Wei,Tarzan,,,,
Lucian,Corki,Smolder,Zeri,14.15,Knight,xiaohu,,,,
Ivern,Kalista,Kaisa,Ziggs,14.15,Elk,Light,,,,
Sejuani,Leona,Alistar,Rell,14.15,ON,Crisp,,,,
,,,,,,,Bilibili Gaming,Weibo Gaming,blue_side,red_side
Maokai,Lucian,Renekton,Gnar,14.15,Breathe,Bin,,,,
Ziggs,Miss Fortune,Nidalee,Zyra,14.15,Tarzan,Wei,,,,
Kennen,Rumble,Corki,Zeri,14.15,xiaohu,Knight,,,,
Rell,Jhin,Ezreal,Ashe,14.15,Light,Elk,,,,
KSante,Varus,Leona,Braum,14.15,Crisp,ON,,,,
,,,,,,,Weibo Gaming,Bilibili Gaming,red_side,blue_side
Ashe,Lucian,KSante,Renekton,14.15,Breathe,Bin,,,,
Ziggs,Miss Fortune,Brand,Maokai,14.15,Tarzan,Wei,,,,
Gnar,Rumble,Corki,Smolder,14.15,xiaohu,Knight,,,,
Kalista,Leona,Varus,Jhin,14.15,Light,Elk,,,,
Rell,Ezreal,Alistar,Bard,14.15,Crisp,ON,,,,
,,,,,,,Weibo Gaming,Bilibili Gaming,red_side,blue_side
Nidalee,Rumble,Renekton,KSante,14.15,369,Breathe,,,,
Miss Fortune,Ivern,Brand,Lillia,14.15,Tian,Tarzan,,,,
Corki,Lucian,Tristana,Zeri,14.15,Creme,xiaohu,,,,
Ashe,Zyra,Ezreal,Varus,14.15,JackeyLove,Light,,,,
Kalista,Maokai,Leona,Braum,14.15,meiko,Crisp,,,,
,,,,,,,Top Esports,Weibo Gaming,red_side,blue_side
Nidalee,Rumble,Ornn,Renekton,14.15,369,Breathe,,,,
Ashe,Ivern,Zyra,Lillia,14.15,Tian,Tarzan,,,,
Lucian,Corki,Zeri,Tristana,14.15,Creme,xiaohu,,,,
Ezreal,Poppy,Miss Fortune,Varus,14.15,JackeyLove,Light,,,,
Jhin,KSante,Rell,Braum,14.15,meiko,Crisp,,,,
,,,,,,,Top Esports,Weibo Gaming,blue_side,red_side
Ivern,Nidalee,Gnar,Renekton,14.15,Breathe,369,,,,
Zyra,Rumble,Maokai,Lillia,14.15,Tarzan,Tian,,,,
Miss Fortune,Lucian,Corki,Zeri,14.15,xiaohu,Creme,,,,
Ashe,Kalista,Jhin,Ezreal,14.15,Light,JackeyLove,,,,
Rell,Braum,Leona,Alistar,14.15,Crisp,meiko,,,,
,,,,,,,Weibo Gaming,Top Esports,blue_side,red_side
Nidalee,Rumble,Ornn,Renekton,14.15,369,Breathe,,,,
Gnar,Ivern,Zyra,Brand,14.15,Tian,Tarzan,,,,
Lucian,Corki,Zeri,Tristana,14.15,Creme,xiaohu,,,,
Lillia,KSante,Ashe,Miss Fortune,14.15,JackeyLove,Light,,,,
Maokai,Braum,Rell,Leona,14.15,meiko,Crisp,,,,
,,,,,,,Top Esports,Weibo Gaming,blue_side,red_side
Ivern,Rumble,Renekton,KSante,14.15,Breathe,369,,,,
Zyra,Nidalee,Brand,Lillia,14.15,Tarzan,Tian,,,,
Ashe,Maokai,Lucian,Corki,14.15,xiaohu,Creme,,,,
Ornn,Jhin,Ezreal,Miss Fortune,14.15,Light,JackeyLove,,,,
Rell,Braum,Alistar,Leona,14.15,Crisp,meiko,,,,
,,,,,,,Weibo Gaming,Top Esports,blue_side,red_side
Miss Fortune,Rumble,Kennen,Nasus,14.15,Zika,Breathe,,,,
Zyra,Renekton,Vi,Nidalee,14.15,WeiWei,Tarzan,,,,
Lucian,Ziggs,Corki,Yone,14.15,Scout,xiaohu,,,,
Zeri,Maokai,Ezreal,Ashe,14.15,GALA,Light,,,,
Tristana,KSante,Leona,Braum,14.15,Hang,Crisp,,,,
,,,,,,,LNG Esports,Weibo Gaming,blue_side,red_side
Ziggs,Renekton,Kennen,Ryze,14.15,Breathe,Zika,,,,
Yone,Lucian,Maokai,Lillia,14.15,Tarzan,WeiWei,,,,
Zyra,Rumble,Corki,Zeri,14.15,xiaohu,Scout,,,,
Nasus,Kalista,Jhin,Miss Fortune,14.15,Light,GALA,,,,
KSante,Ashe,Rell,Alistar,14.15,Crisp,Hang,,,,
