blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Thresh,Diana,Shen,Camille,11.15,ssumday,Alphari,,,,
Xin Zhao,Aphelios,Viego,Lee Sin,11.15,Closer,Santorin,,,,
Trundle,Renekton,LeBlanc,Syndra,11.15,Abbedagge,Jensen,,,,
Kalista,Braum,Varus,Ezreal,11.15,FBI,Tactical,,,,
Ziggs,Gangplank,Alistar,Leona,11.15,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,blue_side,red_side
Thresh,Diana,Renekton,Jayce,11.15,ssumday,Alphari,,,,
Xin Zhao,Aphelios,Viego,Lee Sin,11.15,Closer,Santorin,,,,
Trundle,Varus,Orianna,Twisted Fate,11.15,Abbedagge,Jensen,,,,
LeBlanc,Ryze,Jhin,Kalista,11.15,FBI,Tactical,,,,
Syndra,Leona,Alistar,Braum,11.15,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,blue_side,red_side
Diana,Thresh,Gnar,Gangplank,11.15,Alphari,ssumday,,,,
Viego,Jayce,Trundle,Lee Sin,11.15,Santorin,Closer,,,,
Olaf,Syndra,LeBlanc,Ryze,11.15,Jensen,Abbedagge,,,,
Renekton,Camille,Varus,Aphelios,11.15,Tactical,FBI,,,,
Braum,Bard,Leona,Alistar,11.15,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,red_side,blue_side
Thresh,Viego,Ornn,Gangplank,11.15,ssumday,Fudge,,,,
LeBlanc,Diana,Lee Sin,Xin Zhao,11.15,Closer,Blaber,,,,
Syndra,Renekton,Orianna,Ryze,11.15,Abbedagge,Perkz,,,,
Jayce,Leona,Aphelios,Varus,11.15,FBI,Zven,,,,
Irelia,Gnar,Braum,Rakan,11.15,Huhi,Vulcan,,,,
,,,,,,,100 Thieves,Cloud9,blue_side,red_side
Leona,Thresh,Viego,Renekton,11.15,Fudge,ssumday,,,,
Diana,LeBlanc,Trundle,Lee Sin,11.15,Blaber,Closer,,,,
Kalista,Syndra,Twisted Fate,Orianna,11.15,Perkz,Abbedagge,,,,
Ryze,Camille,Varus,Aphelios,11.15,Zven,FBI,,,,
Sylas,Jayce,Bard,Braum,11.15,Vulcan,Huhi,,,,
,,,,,,,Cloud9,100 Thieves,red_side,blue_side
Thresh,Viego,Renekton,Gnar,11.15,ssumday,Fudge,,,,
LeBlanc,Diana,Xin Zhao,Lee Sin,11.15,Closer,Blaber,,,,
Syndra,Aphelios,Ryze,Orianna,11.15,Abbedagge,Perkz,,,,
Varus,Kalista,Ashe,Tristana,11.15,FBI,Zven,,,,
Braum,Kaisa,Trundle,Leona,11.15,Huhi,Vulcan,,,,
,,,,,,,100 Thieves,Cloud9,red_side,blue_side
Aphelios,Thresh,Gangplank,Camille,11.15,Fudge,ssumday,,,,
Diana,LeBlanc,Lee Sin,Viego,11.15,Blaber,Closer,,,,
Renekton,Syndra,Orianna,Ryze,11.15,Perkz,Abbedagge,,,,
Gnar,Kalista,Ashe,Varus,11.15,Zven,FBI,,,,
Jayce,Braum,Nautilus,Leona,11.15,Vulcan,Huhi,,,,
,,,,,,,Cloud9,100 Thieves,red_side,blue_side
Thresh,Ziggs,Renekton,Tahm Kench,11.15,Huni,Fudge,,,,
LeBlanc,Viego,Lee Sin,Xin Zhao,11.15,Spica,Blaber,,,,
Twisted Fate,Syndra,Orianna,Ryze,11.15,PowerOfEvil,Perkz,,,,
Braum,Leona,Kalista,Varus,11.15,Lost,Zven,,,,
Nautilus,Rell,Pantheon,Rakan,11.15,SwordArt,Vulcan,,,,
,,,,,,,TSM,Cloud9,blue_side,red_side
Ziggs,Thresh,Gnar,Renekton,11.15,Fudge,Huni,,,,
Leona,Viego,Lee Sin,Xin Zhao,11.15,Blaber,Spica,,,,
Syndra,LeBlanc,Ryze,Orianna,11.15,Perkz,PowerOfEvil,,,,
Rell,Kalista,Ezreal,Varus,11.15,Zven,Lost,,,,
Nautilus,Aphelios,Rakan,Pantheon,11.15,Vulcan,SwordArt,,,,
,,,,,,,Cloud9,TSM,blue_side,red_side
Thresh,Viego,Camille,Gnar,11.15,Huni,Fudge,,,,
LeBlanc,Renekton,Lee Sin,Diana,11.15,Spica,Blaber,,,,
Twisted Fate,Xin Zhao,Azir,Irelia,11.15,PowerOfEvil,Perkz,,,,
Jayce,Kalista,Ezreal,Varus,11.15,Lost,Zven,,,,
Gangplank,Galio,Braum,Leona,11.15,SwordArt,Vulcan,,,,
,,,,,,,TSM,Cloud9,blue_side,red_side
Ziggs,Thresh,Gangplank,Jayce,11.15,Fudge,Huni,,,,
Leona,Viego,Xin Zhao,Lee Sin,11.15,Blaber,Spica,,,,
Orianna,LeBlanc,Syndra,Azir,11.15,Perkz,PowerOfEvil,,,,
Varus,Kalista,Jhin,Ashe,11.15,Zven,Lost,,,,
Ezreal,Tristana,Nautilus,Braum,11.15,Vulcan,SwordArt,,,,
,,,,,,,Cloud9,TSM,blue_side,red_side
Thresh,Orianna,Nocturne,Gwen,11.15,Huni,Fudge,,,,
LeBlanc,Syndra,Lee Sin,Diana,11.15,Spica,Blaber,,,,
Twisted Fate,Viego,Ryze,Irelia,11.15,PowerOfEvil,Perkz,,,,
Nautilus,Renekton,Kalista,Varus,11.15,Lost,Zven,,,,
Gangplank,Camille,Rell,Braum,11.15,SwordArt,Vulcan,,,,
,,,,,,,TSM,Cloud9,red_side,blue_side
LeBlanc,Thresh,Jayce,Ornn,11.15,Alphari,ssumday,,,,
Renekton,Ziggs,Xin Zhao,Lee Sin,11.15,Santorin,Closer,,,,
Viego,Trundle,Syndra,Ryze,11.15,Jensen,Abbedagge,,,,
Gangplank,Braum,Varus,Aphelios,11.15,Tactical,FBI,,,,
Irelia,Gnar,Rell,Leona,11.15,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,blue_side,red_side
LeBlanc,Thresh,Gangplank,Ornn,11.15,Alphari,ssumday,,,,
Renekton,Trundle,Sejuani,Diana,11.15,Santorin,Closer,,,,
Olaf,Xin Zhao,Lee Sin,Irelia,11.15,Jensen,Abbedagge,,,,
Kaisa,Camille,Ziggs,Vayne,11.15,Tactical,FBI,,,,
Tristana,Shen,Sett,Leona,11.15,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,red_side,blue_side
Thresh,Aphelios,Gnar,Renekton,11.15,ssumday,Alphari,,,,
Trundle,Diana,Viego,Xin Zhao,11.15,Closer,Santorin,,,,
Syndra,Ryze,Lissandra,LeBlanc,11.15,Abbedagge,Jensen,,,,
Gangplank,Ornn,Tristana,Kalista,11.15,FBI,Tactical,,,,
Jayce,Braum,Rell,Gragas,11.15,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,blue_side,red_side
Thresh,Aphelios,Gnar,Camille,11.15,ssumday,Alphari,,,,
Trundle,Diana,Xin Zhao,Olaf,11.15,Closer,Santorin,,,,
Syndra,Viego,Orianna,Ryze,11.15,Abbedagge,Jensen,,,,
Rell,Ornn,Tristana,Kalista,11.15,FBI,Tactical,,,,
Jayce,Renekton,Leona,Bard,11.15,Huhi,CoreJJ,,,,
,,,,,,,100 Thieves,Team Liquid,red_side,blue_side
Viego,Thresh,Jayce,Ornn,11.15,Alphari,ssumday,,,,
Diana,Bard,Xin Zhao,Olaf,11.15,Santorin,Closer,,,,
Lee Sin,Trundle,LeBlanc,Twisted Fate,11.15,Jensen,Abbedagge,,,,
Syndra,Braum,Varus,Kalista,11.15,Tactical,FBI,,,,
Ryze,Ziggs,Tahm Kench,Leona,11.15,CoreJJ,Huhi,,,,
,,,,,,,Team Liquid,100 Thieves,blue_side,red_side
Lucian,Renekton,Gnar,Tahm Kench,11.15,Huni,Revenge,,,,
Thresh,Syndra,Lee Sin,Xin Zhao,11.15,Spica,Xerxe,,,,
Irelia,Viego,Orianna,Ryze,11.15,PowerOfEvil,Insanity,,,,
Ziggs,Braum,Varus,Ezreal,11.15,Lost,Raes,,,,
Jayce,Trundle,Rell,Leona,11.15,SwordArt,Destiny,,,,
,,,,,,,TSM,Immortals,blue_side,red_side
Thresh,Varus,Renekton,Jayce,11.15,Huni,Revenge,,,,
Lucian,Syndra,Lee Sin,Xin Zhao,11.15,Spica,Xerxe,,,,
