blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Jax,Rumble,Ornn,Renekton,13.12,TheShy,Ale,,,,
Xayah,Jayce,Vi,Viego,13.12,WeiWei,Jiejie,,,,
LeBlanc,Kaisa,Neeko,Annie,13.12,xiaohu,Fisher,,,,
Varus,KSante,Aphelios,Sivir,13.12,Light,Uzi,,,,
Rell,Alistar,Rakan,Nautilus,13.12,Crisp,meiko,,,,
,,,,,,,Weibo Gaming,Edward Gaming,blue_side,red_side
Rumble,Neeko,Jax,KSante,13.12,Ale,TheShy,,,,
Vi,Xayah,Lee Sin,Ivern,13.12,Jiejie,WeiWei,,,,
Tristana,LeBlanc,Annie,Azir,13.12,Fisher,xiaohu,,,,
Poppy,Akali,Kaisa,Aphelios,13.12,Uzi,Light,,,,
Sejuani,Maokai,Nautilus,Rell,13.12,meiko,Crisp,,,,
,,,,,,,Edward Gaming,Weibo Gaming,red_side,blue_side
Tristana,Vi,Rumble,KSante,13.12,Breathe,Decade,,,,
Jax,LeBlanc,Nocturne,Maokai,13.12,Wei,Meteor,,,,
Rell,Poppy,Neeko,Jayce,13.12,Tangyuan,Haichao,,,,
Renekton,Fiora,Aphelios,Kaisa,13.12,LP,Lpc,,,,
Blitzcrank,Gwen,Nautilus,Alistar,13.12,LvMao,jinjiao,,,,
,,,,,,,Royal Never Give Up,LGD Gaming,blue_side,red_side
Rumble,Ivern,Renekton,Gnar,13.12,Decade,Breathe,,,,
Vi,Jax,Maokai,Sejuani,13.12,Meteor,Wei,,,,
LeBlanc,Neeko,Jayce,Tristana,13.12,Haichao,Tangyuan,,,,
KSante,Aphelios,Samira,Kaisa,13.12,Lpc,LP,,,,
Rell,Alistar,Nautilus,Leona,13.12,jinjiao,LvMao,,,,
,,,,,,,LGD Gaming,Royal Never Give Up,red_side,blue_side
Rumble,Nocturne,Renekton,Ornn,13.12,Zdz,shanji,,,,
Vi,Lee Sin,Sejuani,Maokai,13.12,Xiaohao,AKi,,,,
Tristana,Viego,LeBlanc,Yone,13.12,Pinz,Creme,,,,
Poppy,Xayah,Ashe,Kaisa,13.12,iBOY,Able,,,,
KSante,Aphelios,Braum,Rakan,13.12,Zorah,Ppgod,,,,
,,,,,,,Anyone s Legend,OMG,red_side,blue_side
Lee Sin,Rumble,KSante,Fiora,13.12,shanji,Zdz,,,,
Nocturne,LeBlanc,Wukong,Sejuani,13.12,AKi,Xiaohao,,,,
Viego,Kaisa,Neeko,Ahri,13.12,Creme,Pinz,,,,
Vi,Tristana,Samira,Xayah,13.12,Able,iBOY,,,,
Renekton,Aphelios,Rell,Rakan,13.12,Ppgod,Zorah,,,,
,,,,,,,OMG,Anyone s Legend,blue_side,red_side
Vi,Nidalee,Renekton,KSante,13.12,Xiaoxu,shanji,,,,
Rumble,Neeko,Sejuani,Maokai,13.12,Leyan,AKi,,,,
LeBlanc,Kaisa,Jayce,Tristana,13.12,Strive,Creme,,,,
Milio,Varus,Jinx,Xayah,13.12,Assum,Able,,,,
Rell,Draven,Nautilus,Rakan,13.12,Baolan,Ppgod,,,,
,,,,,,,Rare Atom,OMG,red_side,blue_side
Nidalee,Tristana,Rumble,Renekton,13.12,shanji,Xiaoxu,,,,
Jayce,LeBlanc,Maokai,KhaZix,13.12,AKi,Leyan,,,,
Ahri,Vi,Yone,Neeko,13.12,Creme,Strive,,,,
Nocturne,Sejuani,Kaisa,Xayah,13.12,Able,Assum,,,,
Viego,Sylas,Rell,Rakan,13.12,Ppgod,Baolan,,,,
,,,,,,,OMG,Rare Atom,blue_side,red_side
Ivern,Neeko,KSante,Ornn,13.12,Hoya,369,,,,
Xayah,Varus,Sejuani,Belveth,13.12,Beichuan,Kanavi,,,,
Vi,Tristana,LeBlanc,Annie,13.12,Ucal,Knight,,,,
Viego,Alistar,Aphelios,Kaisa,13.12,1xn,Ruler,,,,
Renekton,Nautilus,Leona,Rell,13.12,yaoyao,Missing,,,,
,,,,,,,TT,JD Gaming,red_side,blue_side
Sejuani,Kaisa,Gnar,Renekton,13.12,369,Hoya,,,,
Vi,LeBlanc,Lee Sin,Maokai,13.12,Kanavi,Beichuan,,,,
Tristana,Ivern,Neeko,Jayce,13.12,Knight,Ucal,,,,
Leona,Wukong,Xayah,Ziggs,13.12,Ruler,1xn,,,,
KSante,Nocturne,Rakan,Blitzcrank,13.12,Missing,yaoyao,,,,
,,,,,,,JD Gaming,TT,blue_side,red_side
Neeko,Jayce,Rumble,Jax,13.12,Cube,Bin,,,,
Renekton,Azir,Maokai,KhaZix,13.12,Heng,XUN,,,,
Vi,Poppy,Tristana,Annie,13.12,Shanks,Yagao,,,,
Wukong,KSante,Kaisa,Varus,13.12,Hope,Elk,,,,
Sejuani,Kennen,Alistar,Rell,13.12,Iwandy,ON,,,,
,,,,,,,Team WE,Bilibili Gaming,red_side,blue_side
Azir,Neeko,Fiora,Jax,13.12,Bin,Cube,,,,
Poppy,Kaisa,Vi,Nocturne,13.12,XUN,Heng,,,,
Jayce,Renekton,LeBlanc,Annie,13.12,Yagao,Shanks,,,,
Alistar,Kennen,Tristana,Xayah,13.12,Elk,Hope,,,,
Rakan,KSante,Rell,Nautilus,13.12,ON,Iwandy,,,,
,,,,,,,Bilibili Gaming,Team WE,blue_side,red_side
Neeko,Renekton,KSante,Fiora,13.12,Hery,YSKM,,,,
Jax,Kaisa,Maokai,Rengar,13.12,Ning,Tianzhen,,,,
Draven,LeBlanc,Jayce,Ahri,13.12,Dream,Cryin,,,,
Blitzcrank,Xayah,Ashe,Aphelios,13.12,Doggo,Ahn,,,,
Rell,Varus,Braum,Rakan,13.12,SwordArt,Wink,,,,
,,,,,,,Ultra Prime,Invictus Gaming,blue_side,red_side
Renekton,Neeko,Gwen,Poppy,13.12,YSKM,Hery,,,,
KSante,Jax,Rengar,Vi,13.12,Tianzhen,Ning,,,,
Jayce,Draven,Tristana,LeBlanc,13.12,Cryin,Dream,,,,
Rakan,Fiora,Kaisa,Xayah,13.12,Ahn,Doggo,,,,
No ban,Camille,Alistar,Nautilus,13.12,Wink,SwordArt,,,,
,,,,,,,Invictus Gaming,Ultra Prime,blue_side,red_side
Renekton,Neeko,Gwen,Kennen,13.12,YSKM,Hery,,,,
KSante,Jax,Rengar,Poppy,13.12,Tianzhen,Ning,,,,
Jayce,Draven,Annie,LeBlanc,13.12,Cryin,Dream,,,,
Nocturne,Fiora,Kaisa,Tristana,13.12,Ahn,Doggo,,,,
Vi,Camille,Nautilus,Alistar,13.12,Wink,SwordArt,,,,
,,,,,,,Invictus Gaming,Ultra Prime,blue_side,red_side
Azir,Vi,Poppy,Jax,13.12,invincible,Zika,,,,
Kaisa,Renekton,Viego,Sejuani,13.12,Shad0w,Tarzan,,,,
LeBlanc,Maokai,Neeko,Jayce,13.12,Angel,Scout,,,,
Ziggs,Nocturne,Tristana,Xayah,13.12,Photic,GALA,,,,
Varus,Wukong,Rell,Nautilus,13.12,Zhuo,Hang,,,,
,,,,,,,Ninjas in Pyjamas,LNG Esports,red_side,blue_side
Vi,Renekton,KSante,Gwen,13.12,Zika,invincible,,,,
Poppy,Jax,Nocturne,Maokai,13.12,Tarzan,Shad0w,,,,
Tristana,LeBlanc,Neeko,Jayce,13.12,Scout,Angel,,,,
Alistar,Rakan,Kaisa,Xayah,13.12,GALA,Photic,,,,
Nautilus,Rell,Blitzcrank,Leona,13.12,Hang,Zhuo,,,,
,,,,,,,LNG Esports,Ninjas in Pyjamas,blue_side,red_side
KSante,Poppy,Kennen,Jax,13.12,Cube,Xiaolaohu,,,,
Maokai,Kaisa,Lee Sin,Vi,13.12,Heng,H4cker,,,,
Sejuani,LeBlanc,Neeko,Ahri,13.12,Shanks,Care,,,,
Varus,Rakan,Xayah,Jinx,13.12,Hope,Lwx,,,,
Aphelios,Nocturne,Rell,Alistar,13.12,Iwandy,Qiuqiu,,,,
,,,,,,,Team WE,Funplus Phoenix,red_side,blue_side
Poppy,KSante,Renekton,Malphite,13.12,Xiaolaohu,Cube,,,,
Azir,Jax,KhaZix,Sejuani,13.12,H4cker,Heng,,,,
Vi,Tristana,Annie,LeBlanc,13.12,Care,Shanks,,,,
Ornn,Rell,Kaisa,Jinx,13.12,Lwx,Hope,,,,
Braum,Nocturne,Alistar,Nautilus,13.12,Qiuqiu,Iwandy,,,,
,,,,,,,Funplus Phoenix,Team WE,blue_side,red_side
Jayce,Neeko,Renekton,KSante,13.12,Breathe,TheShy,,,,
Rell,Vi,Viego,Poppy,13.12,Wei,WeiWei,,,,
Sejuani,Annie,LeBlanc,Tristana,13.12,Tangyuan,xiaohu,,,,
Ivern,Nautilus,Draven,Kaisa,13.12,LP,Light,,,,
Maokai,Blitzcrank,Milio,Rakan,13.12,LvMao,Crisp,,,,
,,,,,,,Royal Never Give Up,Weibo Gaming,red_side,blue_side
Jayce,Neeko,Poppy,Jax,13.12,Breathe,TheShy,,,,
Azir,Vi,Wukong,Sejuani,13.12,Wei,WeiWei,,,,
Tristana,LeBlanc,Annie,Yone,13.12,Tangyuan,xiaohu,,,,
Syndra,Nautilus,Aphelios,Kaisa,13.12,LP,Light,,,,
Sylas,Leona,Alistar,Rell,13.12,LvMao,Crisp,,,,
,,,,,,,Royal Never Give Up,Weibo Gaming,blue_side,red_side
Tristana,Vi,KSante,Malphite,13.12,Breathe,TheShy,,,,
Jayce,LeBlanc,Wukong,Nocturne,13.12,Wei,WeiWei,,,,
Sejuani,Neeko,Annie,Azir,13.12,Tangyuan,xiaohu,,,,
Poppy,Alistar,Aphelios,Kaisa,13.12,LP,Light,,,,
Renekton,Rakan,Braum,Rell,13.12,LvMao,Crisp,,,,
,,,,,,,Royal Never Give Up,Weibo Gaming,red_side,blue_side
Draven,Nocturne,Renekton,Jax,13.12,Zdz,Wayward,,,,
Vi,Lee Sin,Viego,Maokai,13.12,Xiaohao,Tian,,,,
LeBlanc,Kaisa,Neeko,Jayce,13.12,Harder,RooKie,,,,
Alistar,Aphelios,Samira,Varus,13.12,zhiqiuyi,JackeyLove,,,,
Braum,Diana,Rell,Nautilus,13.12,Zorah,Mark,,,,
,,,,,,,Anyone s Legend,Top Esports,red_side,blue_side
Draven,Nocturne,Ornn,Renekton,13.12,Zdz,Wayward,,,,
Vi,Lee Sin,Viego,Sejuani,13.12,Xiaohao,Tian,,,,
LeBlanc,Kaisa,Neeko,Azir,13.12,Harder,RooKie,,,,
Braum,Samira,Tristana,Varus,13.12,zhiqiuyi,JackeyLove,,,,
Alistar,Aphelios,Rell,Nautilus,13.12,Zorah,Mark,,,,
,,,,,,,Anyone s Legend,Top Esports,red_side,blue_side
Vi,Neeko,Renekton,Ornn,13.12,fearness,Hery,,,,
Jax,KSante,Poppy,KhaZix,13.12,Meteor,Ning,,,,
Tristana,Jayce,LeBlanc,Annie,13.12,Haichao,Dream,,,,
Wukong,Nautilus,Xayah,Kaisa,13.12,Lpc,Doggo,,,,
Viego,Sejuani,Alistar,Rell,13.12,jinjiao,SwordArt,,,,
,,,,,,,LGD Gaming,Ultra Prime,blue_side,red_side
Neeko,Vi,KSante,Malphite,13.12,Hery,fearness,,,,
Tristana,LeBlanc,Maokai,Wukong,13.12,Ning,Meteor,,,,
Rell,Poppy,Jayce,Annie,13.12,Dream,Haichao,,,,
Renekton,Xayah,Aphelios,Kaisa,13.12,Doggo,Lpc,,,,
Gnar,Ziggs,Nautilus,Rakan,13.12,SwordArt,jinjiao,,,,
,,,,,,,Ultra Prime,LGD Gaming,blue_side,red_side
Vi,Neeko,Fiora,KSante,13.12,fearness,Hery,,,,
Jax,Renekton,Ivern,Maokai,13.12,Meteor,Ning,,,,
Tristana,Kaisa,LeBlanc,Jayce,13.12,Haichao,Dream,,,,
Ziggs,Sejuani,Xayah,Aphelios,13.12,Lpc,Doggo,,,,
Varus,Rakan,Nautilus,Rell,13.12,jinjiao,SwordArt,,,,
,,,,,,,LGD Gaming,Ultra Prime,red_side,blue_side
Jayce,Rumble,Poppy,Gwen,13.12,shanji,Ale,,,,
Renekton,KSante,Vi,Nocturne,13.12,AKi,Jiejie,,,,
Xayah,LeBlanc,Yone,Neeko,13.12,Creme,FoFo,,,,
Vayne,Ahri,Kaisa,Tristana,13.12,Able,Uzi,,,,
Kennen,Akali,Alistar,Rell,13.12,Ppgod,meiko,,,,
,,,,,,,OMG,Edward Gaming,blue_side,red_side
Rumble,Kaisa,Jax,KSante,13.12,Ale,shanji,,,,
Tristana,Jayce,Lee Sin,Viego,13.12,Jiejie,AKi,,,,
Vi,Renekton,LeBlanc,Sylas,13.12,FoFo,Creme,,,,
Neeko,Sejuani,Xayah,Aphelios,13.12,Uzi,Able,,,,
Ahri,Poppy,Alistar,Rell,13.12,meiko,Ppgod,,,,
,,,,,,,Edward Gaming,OMG,blue_side,red_side
Jayce,Kaisa,KSante,Jax,13.12,shanji,Ale,,,,
Renekton,Rumble,Vi,Poppy,13.12,AKi,Jiejie,,,,
Xayah,LeBlanc,Neeko,Azir,13.12,Creme,FoFo,,,,
Alistar,Rell,Tristana,Ashe,13.12,Able,Uzi,,,,
Braum,Nautilus,Milio,Heimerdinger,13.12,Ppgod,meiko,,,,
,,,,,,,OMG,Edward Gaming,blue_side,red_side
Rell,Vi,Fiora,Gnar,13.12,YSKM,TheShy,,,,
Jayce,Rengar,Nocturne,Sejuani,13.12,Tianzhen,WeiWei,,,,
LeBlanc,Jax,Neeko,Tristana,13.12,Cryin,xiaohu,,,,
Rumble,Camille,Draven,Kaisa,13.12,Ahn,Light,,,,
Renekton,Nautilus,Blitzcrank,Rakan,13.12,Wink,Crisp,,,,
,,,,,,,Invictus Gaming,Weibo Gaming,blue_side,red_side
Jax,Rell,Renekton,Camille,13.12,TheShy,YSKM,,,,
Neeko,Poppy,Sejuani,Vi,13.12,WeiWei,Tianzhen,,,,
Kaisa,Rakan,Tristana,Ahri,13.12,xiaohu,Cryin,,,,
Blitzcrank,Leona,Ziggs,Draven,13.12,Light,Ahn,,,,
Fiora,Ivern,Alistar,Pyke,13.12,Crisp,Wink,,,,
,,,,,,,Weibo Gaming,Invictus Gaming,red_side,blue_side
Nidalee,LeBlanc,Renekton,KSante,13.12,369,Xiaoxu,,,,
Jax,Jayce,Sejuani,Wukong,13.12,Kanavi,Leyan,,,,
Ahri,Rell,Neeko,Syndra,13.12,Knight,Mole,,,,
Nautilus,Vi,Xayah,Kaisa,13.12,Ruler,Assum,,,,
Gnar,Viego,Rakan,Blitzcrank,13.12,Missing,Feather,,,,
,,,,,,,JD Gaming,Rare Atom,blue_side,red_side
LeBlanc,Nidalee,KSante,Ornn,13.12,Xiaoxu,369,,,,
Vi,Jax,Sejuani,Lillia,13.12,Leyan,Kanavi,,,,
Rakan,Neeko,Sylas,Jayce,13.12,Mole,Lzq,,,,
Ivern,Alistar,Kaisa,Varus,13.12,Assum,Ruler,,,,
Maokai,Tristana,Leona,Rell,13.12,Feather,Missing,,,,
,,,,,,,Rare Atom,JD Gaming,red_side,blue_side
Poppy,Rell,Renekton,Jax,13.12,Bin,Breathe,,,,
Vi,Wukong,Kindred,Sejuani,13.12,XUN,Wei,,,,
Varus,Kaisa,LeBlanc,Neeko,13.12,Yagao,Tangyuan,,,,
Braum,Milio,Xayah,Aphelios,13.12,Elk,LP,,,,
Rakan,Nautilus,Blitzcrank,Leona,13.12,ON,LvMao,,,,
,,,,,,,Bilibili Gaming,Royal Never Give Up,red_side,blue_side
Rell,Neeko,KSante,Renekton,13.12,Breathe,Bin,,,,
Wukong,LeBlanc,Viego,Maokai,13.12,Wei,XUN,,,,
Rakan,Vi,Annie,Jayce,13.12,Tangyuan,Yagao,,,,
Nautilus,Leona,Kaisa,Aphelios,13.12,LP,Elk,,,,
Blitzcrank,Jax,Sett,Alistar,13.12,LvMao,ON,,,,
,,,,,,,Royal Never Give Up,Bilibili Gaming,red_side,blue_side
Vi,Rell,KSante,Ornn,13.12,Bin,Breathe,,,,
LeBlanc,Neeko,Maokai,Wukong,13.12,XUN,Wei,,,,
Jax,Renekton,Jayce,Annie,13.12,Yagao,Tangyuan,,,,
Leona,Aphelios,Ashe,Kaisa,13.12,Elk,LP,,,,
Gwen,Xayah,Nautilus,Rakan,13.12,ON,LvMao,,,,
,,,,,,,Bilibili Gaming,Royal Never Give Up,blue_side,red_side
Poppy,Tristana,KSante,Renekton,13.12,Xiaolaohu,invincible,,,,
Jayce,Kaisa,Vi,Sejuani,13.12,H4cker,Shad0w,,,,
Ahri,LeBlanc,Neeko,Azir,13.12,Care,Angel,,,,
