blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Caitlyn,Lulu,Gnar,Gangplank,13.1,Chasy,Finn,,,,
Sejuani,Ashe,Maokai,Vi,13.1,Elyoya,113,,,,
Sylas,Elise,Jayce,Ahri,13.1,Nisqy,Dajor,,,,
Jax,Azir,Varus,Lucian,13.1,Carzzy,Kobbe,,,,
Kassadin,Renekton,Nautilus,Nami,13.1,Hylissang,Execute,,,,
,,,,,,,MAD Lions,Astralis,blue_side,red_side
Lulu,Caitlyn,Gwen,Fiora,13.1,Finn,Chasy,,,,
Maokai,Sejuani,Trundle,Vi,13.1,113,Elyoya,,,,
Ashe,Elise,Sylas,Zoe,13.1,Dajor,Nisqy,,,,
Azir,Wukong,Lucian,Varus,13.1,Kobbe,Carzzy,,,,
Viktor,Jax,Nami,Nautilus,13.1,Execute,Hylissang,,,,
,,,,,,,Astralis,MAD Lions,red_side,blue_side
Caitlyn,Karma,Gangplank,Jax,13.1,Photon,Irrelevant,,,,
Sejuani,Ashe,Elise,Maokai,13.1,Bo,Markoon,,,,
Lucian,Jayce,Sylas,Cassiopeia,13.1,Perkz,Sertuss,,,,
Kassadin,Nautilus,Varus,Zeri,13.1,Neon,3XA,,,,
Sion,Olaf,Alistar,Lulu,13.1,Kaiser,Doss,,,,
,,,,,,,Team Vitality,SK Gaming,red_side,blue_side
Sejuani,Karma,KSante,Jax,13.1,Photon,Irrelevant,,,,
Maokai,Ashe,Karthus,Vi,13.1,Bo,Markoon,,,,
Lucian,Elise,Tristana,Ahri,13.1,Perkz,Sertuss,,,,
Soraka,Gragas,Zeri,Draven,13.1,Neon,3XA,,,,
Renata Glasc,Gangplank,Leona,Rakan,13.1,Kaiser,Doss,,,,
,,,,,,,Team Vitality,SK Gaming,red_side,blue_side
Jax,Ashe,Olaf,Sion,13.1,Adam,Finn,,,,
Lucian,Zeri,Elise,Sejuani,13.1,Sheo,113,,,,
