blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Orianna,Rumble,Kennen,Sion,13.19,Azhi,Adam,,,,
Ivern,Jarvan IV,Maokai,Sejuani,13.19,JunJia,Sheo,,,,
Xayah,Neeko,Jayce,Azir,13.19,Maple,nuc,,,,
Kalista,Rell,Kaisa,Zeri,13.19,Wako,Crownie,,,,
Renekton,Nautilus,Alistar,Rakan,13.19,Woody,Labrov,,,,
,,,,,,,PSG Talon,Team BDS,blue_side,red_side
Rumble,Orianna,Renekton,Jax,13.19,Adam,Azhi,,,,
Neeko,Xayah,Taliyah,Poppy,13.19,Sheo,JunJia,,,,
Kennen,Maokai,Syndra,Akali,13.19,nuc,Maple,,,,
KSante,Sejuani,Kalista,Kaisa,13.19,Crownie,Wako,,,,
LeBlanc,Ivern,Nautilus,Rell,13.19,Labrov,Woody,,,,
,,,,,,,Team BDS,PSG Talon,red_side,blue_side
Rumble,Orianna,Olaf,Gnar,13.19,Adam,Azhi,,,,
Kennen,Xayah,Maokai,Jarvan IV,13.19,Sheo,JunJia,,,,
Neeko,Kalista,Azir,Sylas,13.19,nuc,Maple,,,,
Jax,Cassiopeia,Kaisa,Caitlyn,13.19,Crownie,Wako,,,,
LeBlanc,Jayce,Alistar,Rell,13.19,Labrov,Woody,,,,
,,,,,,,Team BDS,PSG Talon,blue_side,red_side
Orianna,Rumble,Jax,Garen,13.19,Azhi,Adam,,,,
Xayah,Kennen,Maokai,Ivern,13.19,JunJia,Sheo,,,,
Kalista,Neeko,Jayce,Cassiopeia,13.19,Maple,nuc,,,,
Olaf,Braum,Aphelios,Kaisa,13.19,Wako,Crownie,,,,
Azir,Gnar,Alistar,Nautilus,13.19,Woody,Labrov,,,,
,,,,,,,PSG Talon,Team BDS,red_side,blue_side
Orianna,Rumble,Gnar,Darius,13.19,Azhi,Adam,,,,
Xayah,Kennen,Jarvan IV,Maokai,13.19,JunJia,Sheo,,,,
Kalista,Kaisa,Taliyah,Tristana,13.19,Maple,nuc,,,,
Azir,Neeko,Aphelios,Zeri,13.19,Wako,Crownie,,,,
Cassiopeia,LeBlanc,Rell,Alistar,13.19,Woody,Labrov,,,,
,,,,,,,PSG Talon,Team BDS,red_side,blue_side
Ahri,Maokai,Renekton,KSante,13.19,Kiaya,Sparda,,,,
Jarvan IV,Jax,Viego,Lee Sin,13.19,Levi,BeanJ,,,,
Alistar,Wukong,Syndra,Orianna,13.19,Kati,Gloryy,,,,
LeBlanc,Vi,Xayah,Kaisa,13.19,Slayder,Artemis,,,,
Neeko,Nocturne,Rakan,Nautilus,13.19,Palette,Bie,,,,
,,,,,,,GAM Esports,Team Whales,blue_side,red_side
Ahri,Maokai,Jax,KSante,13.19,Kiaya,Sparda,,,,
Jarvan IV,Syndra,Lee Sin,Viego,13.19,Levi,BeanJ,,,,
Alistar,Rakan,Viktor,Taliyah,13.19,Kati,Gloryy,,,,
Neeko,Sejuani,Xayah,Kaisa,13.19,Slayder,Artemis,,,,
Nocturne,Wukong,Leona,Rell,13.19,Palette,Bie,,,,
,,,,,,,GAM Esports,Team Whales,red_side,blue_side
Ahri,Syndra,Jax,Renekton,13.19,Kiaya,Sparda,,,,
Viego,Maokai,Sejuani,Jarvan IV,13.19,Levi,BeanJ,,,,
KSante,Rakan,Jayce,Taliyah,13.19,Kati,Gloryy,,,,
Poppy,Nocturne,Xayah,Kaisa,13.19,Slayder,Artemis,,,,
Orianna,Wukong,Nautilus,Rell,13.19,Palette,Bie,,,,
,,,,,,,GAM Esports,Team Whales,blue_side,red_side
Ahri,Maokai,Renekton,Malphite,13.19,Kiaya,Sparda,,,,
KSante,Jax,Wukong,Lee Sin,13.19,Levi,BeanJ,,,,
Viego,Xayah,Orianna,Syndra,13.19,Kati,Gloryy,,,,
Tristana,Nocturne,Kaisa,Kalista,13.19,Slayder,Artemis,,,,
Aatrox,Sejuani,Sett,Nautilus,13.19,Palette,Bie,,,,
,,,,,,,GAM Esports,Team Whales,blue_side,red_side
Orianna,Rumble,Aatrox,Sett,13.19,Rest,Adam,,,,
Ivern,Jarvan IV,Maokai,Sejuani,13.19,Gemini,Sheo,,,,
Rakan,Blitzcrank,Jayce,Azir,13.19,JimieN,nuc,,,,
Darius,KSante,Kaisa,Xayah,13.19,Shunn,Crownie,,,,
Renekton,Nautilus,Rell,Alistar,13.19,ShiauC,Labrov,,,,
,,,,,,,CTBC Flying Oyster,Team BDS,red_side,blue_side
Orianna,Rumble,Aatrox,Renekton,13.19,Rest,Adam,,,,
Darius,Jarvan IV,Sejuani,Maokai,13.19,Gemini,Sheo,,,,
Olaf,Xayah,Sylas,Azir,13.19,JimieN,nuc,,,,
Ezreal,Neeko,Kaisa,Kalista,13.19,Shunn,Crownie,,,,
Sivir,Yone,Alistar,Taric,13.19,ShiauC,Labrov,,,,
,,,,,,,CTBC Flying Oyster,Team BDS,red_side,blue_side
Maokai,Poppy,Aatrox,KSante,13.19,Robo,Kiaya,,,,
Jax,Renekton,Lee Sin,Nocturne,13.19,Croc,Levi,,,,
Syndra,Orianna,Ahri,Viktor,13.19,Tinowns,Kati,,,,
Jarvan IV,Neeko,Xayah,Kaisa,13.19,Route,Slayder,,,,
Vi,Olaf,Nautilus,Rakan,13.19,Ceos,Palette,,,,
,,,,,,,LOUD,GAM Esports,red_side,blue_side
Maokai,Poppy,Olaf,Gnar,13.19,Robo,Kiaya,,,,
Jax,Renekton,Jarvan IV,Wukong,13.19,Croc,Levi,,,,
KSante,Nocturne,Taliyah,Syndra,13.19,Tinowns,Kati,,,,
Vi,Neeko,Kaisa,Xayah,13.19,Route,Slayder,,,,
Lee Sin,Orianna,Rakan,Rell,13.19,Ceos,Palette,,,,
,,,,,,,LOUD,GAM Esports,red_side,blue_side
Darius,Senna,Aatrox,Renekton,13.19,apaMEN,Adam,,,,
Orianna,Taliyah,Maokai,Ivern,13.19,Steal,Sheo,,,,
Rakan,Rumble,Syndra,Jayce,13.19,Aria,nuc,,,,
Olaf,Neeko,Kaisa,Xayah,13.19,Yutapon,Crownie,,,,
Tristana,Azir,Alistar,Braum,13.19,Harp,Labrov,,,,
,,,,,,,Detonation FocusMe,Team BDS,red_side,blue_side
Senna,Darius,Jax,Poppy,13.19,Adam,apaMEN,,,,
Taliyah,Orianna,Vi,Ivern,13.19,Sheo,Steal,,,,
Rumble,Maokai,Cassiopeia,Tristana,13.19,nuc,Aria,,,,
Nautilus,Olaf,Xayah,Kaisa,13.19,Crownie,Yutapon,,,,
Rell,Renekton,Rakan,Blitzcrank,13.19,Labrov,Harp,,,,
,,,,,,,Team BDS,Detonation FocusMe,blue_side,red_side
Orianna,Poppy,Gwen,KSante,13.19,Bong,Kiaya,,,,
Rumble,Sejuani,Jarvan IV,Wukong,13.19,Oddielan,Levi,,,,
Maokai,Akali,Sylas,Syndra,13.19,Mireu,Kati,,,,
Lee Sin,Neeko,Kaisa,Xayah,13.19,Ceo,Slayder,,,,
Vi,Ahri,Rell,Rakan,13.19,Lyonz,Palette,,,,
,,,,,,,Movistar R7,GAM Esports,red_side,blue_side
Orianna,Poppy,KSante,Jax,13.19,Bong,Kiaya,,,,
Rumble,Sejuani,Lee Sin,Vi,13.19,Oddielan,Levi,,,,
Maokai,Akali,Ahri,Syndra,13.19,Mireu,Kati,,,,
Jarvan IV,Neeko,Kaisa,Xayah,13.19,Ceo,Slayder,,,,
Kennen,LeBlanc,Rakan,Rell,13.19,Lyonz,Palette,,,,
,,,,,,,Movistar R7,GAM Esports,red_side,blue_side
