blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Smolder,Rumble,KSante,Olaf,14.16,Impact,Bwipo,,,,
Renekton,Ziggs,Maokai,Lillia,14.16,UmTi,Inspired,,,,
Zeri,Nasus,Corki,Yone,14.16,APA,Quad,,,,
Braum,Senna,Ezreal,Ashe,14.16,Yeon,Massu,,,,
Tristana,Renata Glasc,Rakan,Leona,14.16,CoreJJ,Busio,,,,
,,,,,,,Team Liquid,FlyQuest,red_side,blue_side
Smolder,Rumble,Jax,Urgot,14.16,Impact,Bwipo,,,,
Renekton,Ziggs,Sejuani,Brand,14.16,UmTi,Inspired,,,,
Ashe,Lillia,Nasus,Corki,14.16,APA,Quad,,,,
Nautilus,Amumu,Kalista,Jhin,14.16,Yeon,Massu,,,,
Leona,Maokai,Senna,Rell,14.16,CoreJJ,Busio,,,,
,,,,,,,Team Liquid,FlyQuest,blue_side,red_side
Rumble,Smolder,Renekton,Gangplank,14.16,Bwipo,Impact,,,,
Ziggs,Lillia,Zyra,Ivern,14.16,Inspired,UmTi,,,,
Senna,Nasus,Corki,Tristana,14.16,Quad,APA,,,,
Leona,Ezreal,Seraphine,Ashe,14.16,Massu,Yeon,,,,
KSante,Poppy,Alistar,Rell,14.16,Busio,CoreJJ,,,,
,,,,,,,FlyQuest,Team Liquid,blue_side,red_side
Smolder,Rumble,KSante,Garen,14.16,Impact,Bwipo,,,,
Renekton,Ziggs,Lillia,Ivern,14.16,UmTi,Inspired,,,,
Ashe,Nasus,Tristana,Corki,14.16,APA,Quad,,,,
Olaf,Braum,Kaisa,Zeri,14.16,Yeon,Massu,,,,
Mordekaiser,Senna,Rell,Leona,14.16,CoreJJ,Busio,,,,
,,,,,,,Team Liquid,FlyQuest,red_side,blue_side
Rell,Nasus,Renekton,KSante,14.16,Bwipo,Sniper,,,,
Ziggs,Smolder,Amumu,Maokai,14.16,Inspired,River,,,,
Yone,Lillia,Aurelion Sol,Azir,14.16,Quad,Quid,,,,
Braum,Kalista,Ashe,Ezreal,14.16,Massu,Tomo,,,,
Miss Fortune,Kaisa,Leona,Bard,14.16,Busio,Eyla,,,,
,,,,,,,FlyQuest,100 Thieves,blue_side,red_side
Nasus,Rell,Jax,Rumble,14.16,Sniper,Bwipo,,,,
Ashe,Smolder,Zyra,Amumu,14.16,River,Inspired,,,,
Renekton,Lillia,Zeri,Corki,14.16,Quid,Quad,,,,
Ivern,Vi,Ziggs,Kaisa,14.16,Tomo,Massu,,,,
Urgot,Sejuani,Nautilus,Leona,14.16,Eyla,Busio,,,,
,,,,,,,100 Thieves,FlyQuest,red_side,blue_side
Nasus,Rell,Renekton,Olaf,14.16,Sniper,Bwipo,,,,
Ezreal,Smolder,Zac,Ivern,14.16,River,Inspired,,,,
Kaisa,Lillia,Yasuo,Corki,14.16,Quid,Quad,,,,
Rumble,Sejuani,Kalista,Ziggs,14.16,Tomo,Massu,,,,
Poppy,Vi,Senna,Leona,14.16,Eyla,Busio,,,,
,,,,,,,100 Thieves,FlyQuest,red_side,blue_side
