blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Taliyah,Senna,Renekton,KSante,14.13,369,Zeus,,,,
Sejuani,Rumble,Ivern,Zyra,14.13,Tian,Oner,,,,
Azir,Leona,Tristana,Corki,14.13,Creme,Faker,,,,
Ezreal,Kalista,Ashe,Zeri,14.13,JackeyLove,Gumayusi,,,,
Jhin,Nidalee,Braum,Bard,14.13,meiko,Keria,,,,
,,,,,,,Top Esports,T1,blue_side,red_side
Senna,Taliyah,Rumble,KSante,14.13,Zeus,369,,,,
Ashe,Sejuani,Vi,Maokai,14.13,Oner,Tian,,,,
Tristana,Corki,Ahri,Yone,14.13,Faker,Creme,,,,
Kaisa,Zeri,Kalista,Ezreal,14.13,Gumayusi,JackeyLove,,,,
Leona,Nautilus,Renata Glasc,Braum,14.13,Keria,meiko,,,,
,,,,,,,T1,Top Esports,blue_side,red_side
Sejuani,Senna,Renekton,KSante,14.13,369,Zeus,,,,
Vi,Tristana,Zyra,Nidalee,14.13,Tian,Oner,,,,
Gnar,Rumble,Corki,Azir,14.13,Creme,Faker,,,,
Kalista,Ziggs,Draven,Ashe,14.13,JackeyLove,Gumayusi,,,,
Braum,Leona,Nautilus,Renata Glasc,14.13,meiko,Keria,,,,
,,,,,,,Top Esports,T1,red_side,blue_side
Azir,Senna,KSante,Rumble,14.13,369,Zeus,,,,
Taliyah,Tristana,Ivern,Sejuani,14.13,Tian,Oner,,,,
Renata Glasc,Yone,Corki,Yasuo,14.13,Creme,Faker,,,,
Ashe,Kennen,Ezreal,Xayah,14.13,JackeyLove,Gumayusi,,,,
Braum,Zyra,Leona,Rakan,14.13,meiko,Keria,,,,
,,,,,,,Top Esports,T1,red_side,blue_side
Ivern,Rumble,KSante,Sejuani,14.13,369,Brokenblade,,,,
Lucian,LeBlanc,Zyra,Xin Zhao,14.13,Tian,Yike,,,,
Varus,Senna,Tristana,Corki,14.13,Creme,Caps,,,,
Ashe,Renekton,Ezreal,Sivir,14.13,JackeyLove,Hans Sama,,,,
Caitlyn,Brand,Leona,Braum,14.13,meiko,Mikyx,,,,
,,,,,,,Top Esports,G2 Esports,blue_side,red_side
Zyra,Lucian,Rumble,Kennen,14.13,Brokenblade,369,,,,
Senna,Ivern,Vi,Maokai,14.13,Yike,Tian,,,,
Tristana,Corki,LeBlanc,Yone,14.13,Caps,Creme,,,,
Ezreal,Ashe,Varus,Kaisa,14.13,Hans Sama,JackeyLove,,,,
Alistar,Braum,Rell,Leona,14.13,Mikyx,meiko,,,,
,,,,,,,G2 Esports,Top Esports,red_side,blue_side
Zyra,Rumble,Jax,Jayce,14.13,Impact,Zeus,,,,
Senna,Tristana,Sejuani,Maokai,14.13,UmTi,Oner,,,,
LeBlanc,Corki,Ziggs,Azir,14.13,APA,Faker,,,,
Gnar,Renekton,Zeri,Ezreal,14.13,Yeon,Gumayusi,,,,
Bard,KSante,Rakan,Leona,14.13,CoreJJ,Keria,,,,
,,,,,,,Team Liquid,T1,blue_side,red_side
Maokai,Senna,Zeri,KSante,14.13,Zeus,Impact,,,,
Ivern,Ashe,Sejuani,Brand,14.13,Oner,UmTi,,,,
Jax,Rumble,Tristana,Corki,14.13,Faker,APA,,,,
Mordekaiser,Gnar,Caitlyn,Ezreal,14.13,Gumayusi,Yeon,,,,
Renekton,Twisted Fate,Braum,Leona,14.13,Keria,CoreJJ,,,,
,,,,,,,T1,Team Liquid,blue_side,red_side
Senna,Rumble,Udyr,KSante,14.13,Impact,Zeus,,,,
LeBlanc,Sejuani,Maokai,Vi,14.13,UmTi,Oner,,,,
Corki,Ziggs,Tristana,Taliyah,14.13,APA,Faker,,,,
Nautilus,Mordekaiser,Zeri,Sivir,14.13,Yeon,Gumayusi,,,,
Gnar,Leona,Rakan,Ashe,14.13,CoreJJ,Keria,,,,
,,,,,,,Team Liquid,T1,red_side,blue_side
Cassiopeia,Sejuani,Gragas,Skarner,14.13,Brokenblade,Bwipo,,,,
Senna,Zyra,Ivern,Brand,14.13,Yike,Inspired,,,,
Nautilus,Rumble,Corki,Tristana,14.13,Caps,Quad,,,,
KSante,Ashe,Caitlyn,Ezreal,14.13,Hans Sama,Massu,,,,
Renekton,KogMaw,Braum,Leona,14.13,Mikyx,Busio,,,,
,,,,,,,G2 Esports,FlyQuest,red_side,blue_side
Leona,Sejuani,Rumble,Udyr,14.13,Brokenblade,Bwipo,,,,
Brand,LeBlanc,Vi,Maokai,14.13,Yike,Inspired,,,,
Zyra,Ivern,Tristana,Corki,14.13,Caps,Quad,,,,
Nidalee,Ziggs,Varus,Senna,14.13,Hans Sama,Massu,,,,
Karthus,Kaisa,Rell,Nautilus,14.13,Mikyx,Busio,,,,
,,,,,,,G2 Esports,FlyQuest,blue_side,red_side
Sejuani,Brand,Renekton,Dr. Mundo,14.13,Bwipo,Brokenblade,,,,
Ivern,Rumble,Karthus,Xin Zhao,14.13,Inspired,Yike,,,,
Maokai,Zyra,Corki,Tristana,14.13,Quad,Caps,,,,
Lillia,Ezreal,Ziggs,Ashe,14.13,Massu,Hans Sama,,,,
Twisted Fate,Kaisa,Leona,Braum,14.13,Busio,Mikyx,,,,
,,,,,,,FlyQuest,G2 Esports,red_side,blue_side
Maokai,Nidalee,KSante,Mordekaiser,14.13,Kiin,369,,,,
Draven,Zyra,Karthus,Ivern,14.13,Canyon,Tian,,,,
Senna,Rumble,Corki,Tristana,14.13,Chovy,Creme,,,,
Renekton,Zeri,Aphelios,Ezreal,14.13,Peyz,JackeyLove,,,,
Brand,Kaisa,Nautilus,Leona,14.13,Lehends,meiko,,,,
,,,,,,,Gen.G eSports,Top Esports,red_side,blue_side
Maokai,Nidalee,Twisted Fate,Rumble,14.13,Kiin,369,,,,
Tristana,Zyra,Lee Sin,Sejuani,14.13,Canyon,Tian,,,,
Senna,Lucian,Hwei,Corki,14.13,Chovy,Creme,,,,
Kaisa,Yone,Ezreal,Ashe,14.13,Peyz,JackeyLove,,,,
Draven,Jayce,Leona,Braum,14.13,Lehends,meiko,,,,
,,,,,,,Gen.G eSports,Top Esports,red_side,blue_side
Vi,Tristana,Rumble,Varus,14.13,Impact,Oscarinin,,,,
LeBlanc,Corki,Viego,Sejuani,14.13,UmTi,Razork,,,,
Ivern,Lucian,Ziggs,Kassadin,14.13,APA,Humanoid,,,,
Twisted Fate,Ashe,Zeri,Kaisa,14.13,Yeon,Noah,,,,
Nautilus,Leona,Rakan,Alistar,14.13,CoreJJ,Jun,,,,
,,,,,,,Team Liquid,Fnatic,blue_side,red_side
Maokai,Vi,Ornn,Rumble,14.13,Oscarinin,Impact,,,,
Sejuani,Ivern,KhaZix,Xin Zhao,14.13,Razork,UmTi,,,,
Tristana,Zyra,Hwei,Taliyah,14.13,Humanoid,APA,,,,
Poppy,Viego,Corki,Lucian,14.13,Noah,Yeon,,,,
Ziggs,LeBlanc,Nautilus,Nami,14.13,Jun,CoreJJ,,,,
,,,,,,,Fnatic,Team Liquid,red_side,blue_side
Azir,Senna,KSante,Zeri,14.13,Bin,Zeus,,,,
Kalista,Rumble,Zyra,Sejuani,14.13,XUN,Oner,,,,
Nidalee,Camille,Tristana,Corki,14.13,Knight,Faker,,,,
Rakan,Alistar,Ezreal,Kaisa,14.13,Elk,Gumayusi,,,,
Lulu,Renekton,Nautilus,Leona,14.13,ON,Keria,,,,
,,,,,,,Bilibili Gaming,T1,red_side,blue_side
Zyra,Azir,Aatrox,Camille,14.13,Zeus,Bin,,,,
Ashe,Sejuani,Nidalee,Brand,14.13,Oner,XUN,,,,
Kalista,Rumble,Tristana,Corki,14.13,Faker,Knight,,,,
Zeri,Ornn,Senna,Ziggs,14.13,Gumayusi,Elk,,,,
Twisted Fate,Tahm Kench,Maokai,Nautilus,14.13,Keria,ON,,,,
,,,,,,,T1,Bilibili Gaming,red_side,blue_side
Azir,Rumble,Jax,Gnar,14.13,Bin,Zeus,,,,
Kalista,Senna,Nidalee,Zyra,14.13,XUN,Oner,,,,
Sejuani,Camille,Corki,Tristana,14.13,Knight,Faker,,,,
Leona,Nautilus,Ashe,Jhin,14.13,Elk,Gumayusi,,,,
KSante,Blitzcrank,Rakan,Bard,14.13,ON,Keria,,,,
,,,,,,,Bilibili Gaming,T1,red_side,blue_side
