blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
LeBlanc,Neeko,Gangplank,Jax,13.14,Kiin,Clear,,,,
Sylas,Renekton,Viego,Nocturne,13.14,Cuzz,Willer,,,,
Sejuani,Poppy,Ahri,Akali,13.14,Bdd,Clozer,,,,
Annie,Maokai,Tristana,Kaisa,13.14,Aiming,Teddy,,,,
Azir,Xayah,Alistar,Rell,13.14,Lehends,Kael,,,,
,,,,,,,KT Rolster,Liiv SANDBOX,blue_side,red_side
Renekton,LeBlanc,Jax,Gragas,13.14,Clear,PerfecT,,,,
Poppy,Sejuani,Wukong,Vi,13.14,Willer,HamBak,,,,
Maokai,Tristana,Yone,Azir,13.14,Clozer,Feisty,,,,
Neeko,Nautilus,Kaisa,Zeri,13.14,Teddy,Hype,,,,
Ahri,Rell,Rakan,Alistar,13.14,Kael,Way,,,,
,,,,,,,Liiv SANDBOX,KT Rolster,red_side,blue_side
Sejuani,Jayce,Renekton,Aatrox,13.14,Rascal,DuDu,,,,
KSante,Vi,Zac,Maokai,13.14,Croco,YoungJae,,,,
Poppy,Kaisa,Tristana,Azir,13.14,FATE,Bulldog,,,,
Alistar,Draven,Xayah,Zeri,13.14,Paduck,Taeyoon,,,,
Rakan,LeBlanc,Rell,Braum,13.14,BeryL,Andil,,,,
,,,,,,,DRX,Kwangdong Freecs,blue_side,red_side
Jayce,Sejuani,KSante,Renekton,13.14,DuDu,Rascal,,,,
Kaisa,Tristana,Viego,Lee Sin,13.14,YoungJae,Croco,,,,
Vi,Poppy,LeBlanc,Annie,13.14,Bulldog,FATE,,,,
Draven,Alistar,Zeri,Xayah,13.14,Taeyoon,Paduck,,,,
Rakan,Nautilus,Braum,Rell,13.14,Andil,BeryL,,,,
,,,,,,,Kwangdong Freecs,DRX,red_side,blue_side
Jax,Azir,Renekton,KSante,13.14,Morgan,Doran,,,,
Vi,Poppy,Maokai,Rumble,13.14,UmTi,Peanut,,,,
Sejuani,Rakan,Tristana,Jayce,13.14,Karis,Chovy,,,,
Rell,Alistar,Xayah,Kaisa,13.14,Hena,Peyz,,,,
Ivern,Braum,Leona,Nautilus,13.14,Effort,Delight,,,,
,,,,,,,BRION,Gen.G eSports,blue_side,red_side
Azir,Vi,Aatrox,Renekton,13.14,Doran,Morgan,,,,
Sejuani,Jax,Skarner,Lillia,13.14,Peanut,UmTi,,,,
Poppy,Maokai,Tristana,Jayce,13.14,Chovy,Karis,,,,
Xayah,Rell,Kaisa,KogMaw,13.14,Peyz,Hena,,,,
Milio,Rakan,Nautilus,Braum,13.14,Delight,Effort,,,,
,,,,,,,Gen.G eSports,BRION,red_side,blue_side
Azir,Neeko,Renekton,Aatrox,13.14,Canna,kingen,,,,
Yone,Tristana,Maokai,Sejuani,13.14,Canyon,Grizzly,,,,
Jax,LeBlanc,Jayce,Ahri,13.14,ShowMaker,Zeka,,,,
Sylas,Xayah,Aphelios,Kaisa,13.14,Deft,Viper,,,,
Rell,Ashe,Nautilus,Alistar,13.14,Bible,Life,,,,
,,,,,,,Dplus KIA,Hanwha Life eSports,red_side,blue_side
Azir,Neeko,Jax,Renekton,13.14,Canna,kingen,,,,
Sejuani,Tristana,Vi,Maokai,13.14,Canyon,Grizzly,,,,
Kaisa,LeBlanc,Annie,Jayce,13.14,ShowMaker,Zeka,,,,
Rakan,Leona,Varus,Xayah,13.14,Deft,Viper,,,,
Poppy,Ziggs,Alistar,Rell,13.14,Bible,Life,,,,
,,,,,,,Dplus KIA,Hanwha Life eSports,red_side,blue_side
Jax,Vi,KSante,Aatrox,13.14,DnDn,Kiin,,,,
Renekton,Poppy,Wukong,Sejuani,13.14,Sylvie,Cuzz,,,,
Neeko,Annie,Seraphine,Azir,13.14,FIESTA,Bdd,,,,
Zeri,Nocturne,Xayah,Aphelios,13.14,Jiwoo,Aiming,,,,
Nautilus,Tristana,Rakan,Lulu,13.14,Peter,Lehends,,,,
,,,,,,,Nongshim RedForce,KT Rolster,blue_side,red_side
Poppy,Jax,Fiora,KSante,13.14,Kiin,DnDn,,,,
Seraphine,Neeko,Viego,Maokai,13.14,Cuzz,Sylvie,,,,
Xayah,Renekton,Annie,Azir,13.14,Bdd,FIESTA,,,,
Sejuani,Alistar,Kaisa,Nilah,13.14,Aiming,Jiwoo,,,,
Rell,No ban,Nautilus,Rakan,13.14,Lehends,Peter,,,,
,,,,,,,KT Rolster,Nongshim RedForce,blue_side,red_side
Jax,Xayah,KSante,Malphite,13.14,DnDn,Kiin,,,,
Renekton,Seraphine,Vi,Viego,13.14,Sylvie,Cuzz,,,,
Kaisa,Poppy,Ahri,Neeko,13.14,FIESTA,Bdd,,,,
Fiora,Alistar,Zeri,Tristana,13.14,Jiwoo,Aiming,,,,
Samira,Nocturne,Rell,Nautilus,13.14,Peter,Lehends,,,,
,,,,,,,Nongshim RedForce,KT Rolster,red_side,blue_side
LeBlanc,Poppy,KSante,Gwen,13.14,Zeus,Clear,,,,
Jax,Aatrox,Maokai,Sejuani,13.14,Oner,Willer,,,,
Yone,Neeko,Azir,Tristana,13.14,Faker,Clozer,,,,
Rell,Rakan,Xayah,Kaisa,13.14,Gumayusi,Teddy,,,,
Alistar,Nautilus,Braum,Leona,13.14,Keria,Kael,,,,
,,,,,,,T1,Liiv SANDBOX,blue_side,red_side
Poppy,LeBlanc,KSante,Gnar,13.14,Clear,Zeus,,,,
Aatrox,Maokai,Nocturne,Sejuani,13.14,Willer,Oner,,,,
Xayah,Jax,Ahri,Tristana,13.14,Clozer,Faker,,,,
Gwen,Alistar,Kaisa,Zeri,13.14,Teddy,Gumayusi,,,,
Renata Glasc,Azir,Rell,Rakan,13.14,Kael,Keria,,,,
,,,,,,,Liiv SANDBOX,T1,blue_side,red_side
LeBlanc,Poppy,Maokai,Jax,13.14,Zeus,Clear,,,,
Rell,Aatrox,Lee Sin,Sejuani,13.14,Oner,Willer,,,,
Yone,Neeko,Xerath,Azir,13.14,Faker,Clozer,,,,
Kaisa,Jayce,Xayah,Ezreal,13.14,Gumayusi,Teddy,,,,
Zeri,Tristana,Rakan,Leona,13.14,Keria,Kael,,,,
,,,,,,,T1,Liiv SANDBOX,blue_side,red_side
Poppy,Renekton,KSante,Rumble,13.14,kingen,Doran,,,,
Vi,Sejuani,Wukong,Maokai,13.14,Grizzly,Peanut,,,,
Jax,Aatrox,Azir,Tristana,13.14,Zeka,Chovy,,,,
Rakan,Gnar,Kaisa,Xayah,13.14,Viper,Peyz,,,,
Alistar,Nautilus,Rell,Leona,13.14,Life,Delight,,,,
,,,,,,,Hanwha Life eSports,Gen.G eSports,red_side,blue_side
Poppy,Renekton,Aatrox,Jax,13.14,kingen,Doran,,,,
Vi,Sejuani,Viego,Maokai,13.14,Grizzly,Peanut,,,,
Tristana,Nautilus,Annie,Jayce,13.14,Zeka,Chovy,,,,
LeBlanc,Yone,Xayah,Kaisa,13.14,Viper,Peyz,,,,
Azir,Ahri,Rakan,Rell,13.14,Life,Delight,,,,
,,,,,,,Hanwha Life eSports,Gen.G eSports,red_side,blue_side
Azir,LeBlanc,Jax,Renekton,13.14,Rascal,Morgan,,,,
Poppy,Tristana,Nocturne,Sejuani,13.14,Croco,UmTi,,,,
Vi,Jayce,Ahri,Annie,13.14,FATE,Karis,,,,
Zeri,Varus,Kaisa,Xayah,13.14,Paduck,Hena,,,,
Alistar,Draven,Rakan,Maokai,13.14,BeryL,Effort,,,,
,,,,,,,DRX,BRION,blue_side,red_side
Jax,Azir,KSante,Renekton,13.14,Morgan,Rascal,,,,
Kaisa,Poppy,Vi,Maokai,13.14,UmTi,Croco,,,,
Sejuani,Aatrox,Tristana,Jayce,13.14,Karis,FATE,,,,
Varus,Lillia,Aphelios,Zeri,13.14,Hena,Paduck,,,,
Rakan,Skarner,Rell,Alistar,13.14,Effort,BeryL,,,,
,,,,,,,BRION,DRX,red_side,blue_side
LeBlanc,Annie,Aatrox,Jax,13.14,DnDn,Canna,,,,
Tristana,Neeko,Nocturne,Sejuani,13.14,Sylvie,Canyon,,,,
Kaisa,Vi,Ahri,Jayce,13.14,FIESTA,ShowMaker,,,,
Rumble,Viego,Zeri,Varus,13.14,Jiwoo,Deft,,,,
Renekton,Poppy,Rakan,Nautilus,13.14,Peter,Bible,,,,
,,,,,,,Nongshim RedForce,Dplus KIA,red_side,blue_side
Poppy,Tristana,Jax,KSante,13.14,Canna,DnDn,,,,
Zeri,LeBlanc,Vi,Viego,13.14,Canyon,Sylvie,,,,
Azir,Jayce,Neeko,Annie,13.14,ShowMaker,FIESTA,,,,
Rakan,Varus,Ziggs,Xayah,13.14,Deft,Jiwoo,,,,
Rell,Kaisa,Leona,Alistar,13.14,Bible,Peter,,,,
,,,,,,,Dplus KIA,Nongshim RedForce,blue_side,red_side
KSante,Vi,Aatrox,Renekton,13.14,Zeus,DuDu,,,,
LeBlanc,Rumble,Maokai,Rell,13.14,Oner,YoungJae,,,,
Sejuani,Neeko,Jayce,Xerath,13.14,Faker,Bulldog,,,,
Tristana,Braum,Zeri,Kaisa,13.14,Gumayusi,Taeyoon,,,,
Azir,Xayah,Rakan,Nautilus,13.14,Keria,Andil,,,,
,,,,,,,T1,Kwangdong Freecs,blue_side,red_side
KSante,Vi,Aatrox,Renekton,13.14,Zeus,DuDu,,,,
LeBlanc,Rumble,Maokai,Rell,13.14,Oner,YoungJae,,,,
Sejuani,Neeko,Jayce,Xerath,13.14,Faker,Bulldog,,,,
Rakan,Nautilus,Kaisa,Zeri,13.14,Gumayusi,Taeyoon,,,,
Viego,Draven,Alistar,Braum,13.14,Keria,Andil,,,,
,,,,,,,T1,Kwangdong Freecs,blue_side,red_side
Rell,Kaisa,Jax,Rumble,13.13,Doran,Canna,,,,
Neeko,Sejuani,Vi,Nautilus,13.13,Peanut,Canyon,,,,
Tristana,Annie,LeBlanc,Jayce,13.13,Chovy,ShowMaker,,,,
Xayah,Zeri,Sivir,Varus,13.13,Peyz,Deft,,,,
Milio,Rakan,Alistar,Heimerdinger,13.13,Delight,Kellin,,,,
,,,,,,,Gen.G eSports,Dplus KIA,blue_side,red_side
Annie,Neeko,Renekton,Jax,13.13,Canna,Doran,,,,
Sejuani,Tristana,Lillia,Poppy,13.13,Canyon,Peanut,,,,
Vi,Kaisa,LeBlanc,Azir,13.13,ShowMaker,Chovy,,,,
Nautilus,Rakan,Ashe,Varus,13.13,Deft,Peyz,,,,
Zeri,Heimerdinger,Rell,Alistar,13.13,Kellin,Delight,,,,
,,,,,,,Dplus KIA,Gen.G eSports,red_side,blue_side
Tristana,Vi,Ornn,Renekton,13.13,DnDn,Morgan,,,,
Jayce,Poppy,Lee Sin,Sejuani,13.13,Sylvie,UmTi,,,,
LeBlanc,Azir,Annie,Neeko,13.13,FIESTA,Karis,,,,
Rakan,Viego,Kaisa,Xayah,13.13,Jiwoo,Hena,,,,
Alistar,KSante,Rell,Maokai,13.13,Peter,Effort,,,,
,,,,,,,Nongshim RedForce,BRION,red_side,blue_side
Tristana,Vi,Renekton,Jax,13.13,DnDn,Morgan,,,,
Jayce,Poppy,Lee Sin,Rell,13.13,Sylvie,UmTi,,,,
LeBlanc,Azir,Annie,Neeko,13.13,FIESTA,Karis,,,,
Sejuani,Viego,Zeri,Xayah,13.13,Jiwoo,Hena,,,,
Rakan,Lulu,Alistar,Nautilus,13.13,Peter,Effort,,,,
,,,,,,,Nongshim RedForce,BRION,blue_side,red_side
Vi,Tristana,Renekton,KSante,13.13,Morgan,DnDn,,,,
Poppy,Azir,Ivern,KhaZix,13.13,UmTi,Sylvie,,,,
LeBlanc,Maokai,Jayce,Annie,13.13,Karis,FIESTA,,,,
Rakan,Lillia,Kaisa,Xayah,13.13,Hena,Jiwoo,,,,
Viego,Sejuani,Alistar,Rell,13.13,Effort,Peter,,,,
,,,,,,,BRION,Nongshim RedForce,red_side,blue_side
Yone,Poppy,KSante,Renekton,13.13,Rascal,kingen,,,,
Rell,Jax,Nocturne,Viego,13.13,Croco,Grizzly,,,,
Vi,Tristana,LeBlanc,Azir,13.13,FATE,Zeka,,,,
Sejuani,Rakan,Kaisa,Aphelios,13.13,Paduck,Viper,,,,
Maokai,Alistar,Leona,Nautilus,13.13,BeryL,Life,,,,
,,,,,,,DRX,Hanwha Life eSports,red_side,blue_side
Yone,Poppy,KSante,Renekton,13.13,Rascal,kingen,,,,
Rell,Jax,Nautilus,Sejuani,13.13,Croco,Grizzly,,,,
Vi,LeBlanc,Azir,Tristana,13.13,FATE,Zeka,,,,
Xayah,Jayce,Kaisa,Ezreal,13.13,Paduck,Viper,,,,
Varus,Nocturne,Alistar,Maokai,13.13,BeryL,Life,,,,
,,,,,,,DRX,Hanwha Life eSports,red_side,blue_side
LeBlanc,Kaisa,Renekton,Rumble,13.13,Kiin,Zeus,,,,
Vi,Jax,Rell,Maokai,13.13,Cuzz,Oner,,,,
Poppy,Azir,Neeko,Jayce,13.13,Bdd,Poby,,,,
