blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Olaf,Rumble,KSante,Renekton,13.19,Licorice,Adam,,,,
Xayah,Jarvan IV,Taliyah,Maokai,13.19,River,Sheo,,,,
Poppy,Rell,Yone,Orianna,13.19,Gori,nuc,,,,
Lee Sin,Nautilus,Kaisa,Sivir,13.19,Stixxay,Crownie,,,,
Ezreal,Kalista,Amumu,Rakan,13.19,Huhi,Labrov,,,,
,,,,,,,Golden Guardians,Team BDS,red_side,blue_side
Renekton,Rumble,KSante,Garen,13.19,Licorice,Adam,,,,
Xayah,Jarvan IV,Belveth,Maokai,13.19,River,Sheo,,,,
Orianna,Rell,Taliyah,Azir,13.19,Gori,nuc,,,,
Alistar,Jax,Kalista,Ezreal,13.19,Stixxay,Crownie,,,,
Syndra,Nautilus,Neeko,Rakan,13.19,Huhi,Labrov,,,,
,,,,,,,Golden Guardians,Team BDS,red_side,blue_side
Rumble,Maokai,Garen,Jax,13.19,Adam,Licorice,,,,
Jarvan IV,Taliyah,Sejuani,Ivern,13.19,Sheo,River,,,,
Rell,Renekton,Orianna,Azir,13.19,nuc,Gori,,,,
Nautilus,Darius,Ezreal,Xayah,13.19,Crownie,Stixxay,,,,
Vi,Lee Sin,Rakan,Leona,13.19,Labrov,Huhi,,,,
,,,,,,,Team BDS,Golden Guardians,blue_side,red_side
