blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Sejuani,Lee Sin,Rumble,KSante,14.5,PerfecT,DuDu,,,,
Varus,Senna,Xin Zhao,Jax,14.5,Pyosik,Cuzz,,,,
Viego,Ashe,Syndra,Taliyah,14.5,Bdd,Bulldog,,,,
Aatrox,Ahri,Kalista,Draven,14.5,Deft,Bull,,,,
Vi,Orianna,Nautilus,Neeko,14.5,BeryL,Quantum,,,,
,,,,,,,KT Rolster,Kwangdong Freecs,blue_side,red_side
Lee Sin,Senna,Aatrox,KSante,14.5,DuDu,PerfecT,,,,
Rumble,Kalista,Vi,Rammus,14.5,Cuzz,Pyosik,,,,
Orianna,Varus,Ahri,Taliyah,14.5,Bulldog,Bdd,,,,
Kindred,Lulu,Caitlyn,Lucian,14.5,Bull,Deft,,,,
Renekton,Draven,Ashe,Nami,14.5,Quantum,BeryL,,,,
,,,,,,,Kwangdong Freecs,KT Rolster,red_side,blue_side
Renekton,Ahri,Gnar,Udyr,14.5,Clear,Morgan,,,,
Smolder,Varus,Xin Zhao,Lee Sin,14.5,Willer,DDoiV,,,,
Kalista,Twisted Fate,Taliyah,Orianna,14.5,Clozer,Karis,,,,
Jinx,KSante,Senna,Zeri,14.5,Hena,Envyy,,,,
Caitlyn,Vi,Nautilus,Rakan,14.5,Execute,Effort,,,,
,,,,,,,FearX,OK BRION,blue_side,red_side
Ahri,Smolder,Renekton,Udyr,14.5,Morgan,Clear,,,,
Kalista,Senna,Jax,Vi,14.5,DDoiV,Willer,,,,
Twisted Fate,Varus,Orianna,Taliyah,14.5,Pullbae,Clozer,,,,
KSante,Jinx,Kaisa,Zeri,14.5,Envyy,Hena,,,,
Rakan,Lucian,Rell,Alistar,14.5,Effort,Execute,,,,
,,,,,,,OK BRION,FearX,red_side,blue_side
Ashe,Vi,Renekton,Twisted Fate,14.5,Rascal,Zeus,,,,
Varus,Senna,Maokai,Rell,14.5,Sponge,Oner,,,,
Orianna,Kalista,Tristana,Hwei,14.5,Kyeahoo,Faker,,,,
Corki,Lulu,Xayah,Lucian,14.5,Teddy,Gumayusi,,,,
Taliyah,Milio,Rakan,Nami,14.5,Pleata,Keria,,,,
,,,,,,,DRX,T1,red_side,blue_side
Ashe,Vi,Aatrox,Twisted Fate,14.5,Rascal,Zeus,,,,
Varus,Senna,Rell,Maokai,14.5,Sponge,Oner,,,,
Orianna,Kalista,Ahri,Corki,14.5,Kyeahoo,Faker,,,,
KSante,Jax,Lucian,Aphelios,14.5,Teddy,Gumayusi,,,,
Tristana,Taliyah,Nami,Lulu,14.5,Pleata,Keria,,,,
,,,,,,,DRX,T1,red_side,blue_side
Rumble,Senna,Gnar,Udyr,14.5,Doran,kingen,,,,
Lee Sin,Varus,Maokai,Vi,14.5,Peanut,Lucid,,,,
Renekton,Kalista,Yone,Ahri,14.5,Zeka,ShowMaker,,,,
