blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Vi,Draven,Sion,Zac,14.6,Brokenblade,Oscarinin,,,,
Zeri,Lucian,RekSai,Xin Zhao,14.6,Yike,Razork,,,,
Volibear,Rell,Veigar,Azir,14.6,Caps,Humanoid,,,,
Poppy,Aurelion Sol,Tristana,Varus,14.6,Hans Sama,Noah,,,,
Nautilus,Taliyah,Lulu,Renata Glasc,14.6,Mikyx,Jun,,,,
,,,,,,,G2 Esports,Fnatic,red_side,blue_side
Vi,Draven,Sion,KSante,14.6,Brokenblade,Oscarinin,,,,
Zac,Rell,Volibear,Jax,14.6,Yike,Razork,,,,
Ashe,RekSai,Azir,Aurelion Sol,14.6,Caps,Humanoid,,,,
Renata Glasc,Lulu,Jinx,Kalista,14.6,Hans Sama,Noah,,,,
Blitzcrank,Nautilus,Thresh,Neeko,14.6,Mikyx,Jun,,,,
,,,,,,,G2 Esports,Fnatic,blue_side,red_side
Draven,Vi,Zac,Twisted Fate,14.6,Oscarinin,Brokenblade,,,,
Volibear,Ashe,Poppy,RekSai,14.6,Razork,Yike,,,,
Sion,Rell,Aurelion Sol,Azir,14.6,Humanoid,Caps,,,,
Ivern,Taliyah,Varus,Kalista,14.6,Noah,Hans Sama,,,,
Neeko,Orianna,Renata Glasc,Blitzcrank,14.6,Jun,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,red_side,blue_side
Draven,Vi,KSante,Zac,14.6,Oscarinin,Brokenblade,,,,
Sion,Ashe,Volibear,RekSai,14.6,Razork,Yike,,,,
Orianna,Rell,Azir,Taliyah,14.6,Humanoid,Caps,,,,
Twisted Fate,Renata Glasc,Varus,Jinx,14.6,Noah,Hans Sama,,,,
Nautilus,Blitzcrank,Rakan,Thresh,14.6,Jun,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,red_side,blue_side
Vi,Nautilus,Yasuo,Twisted Fate,14.6,Adam,Oscarinin,,,,
Jarvan IV,Orianna,Sejuani,Poppy,14.6,Sheo,Razork,,,,
Ashe,Rumble,Taliyah,Azir,14.6,nuc,Humanoid,,,,
Zac,Volibear,Xayah,Zeri,14.6,Ice,Noah,,,,
RekSai,Maokai,Rakan,Rell,14.6,Labrov,Jun,,,,
,,,,,,,Team BDS,Fnatic,blue_side,red_side
Vi,Nautilus,Gragas,KSante,14.6,Adam,Oscarinin,,,,
Jarvan IV,Orianna,Xin Zhao,Maokai,14.6,Sheo,Razork,,,,
Rell,Ashe,Taliyah,Azir,14.6,nuc,Humanoid,,,,
Zac,Volibear,Xayah,Zeri,14.6,Ice,Noah,,,,
Sejuani,Renekton,Rakan,Lulu,14.6,Labrov,Jun,,,,
,,,,,,,Team BDS,Fnatic,blue_side,red_side
Ashe,Rell,KSante,Darius,14.6,Oscarinin,Adam,,,,
Orianna,RekSai,Volibear,Sejuani,14.6,Razork,Sheo,,,,
Zeri,Vi,Taliyah,Azir,14.6,Humanoid,nuc,,,,
Olaf,Nautilus,Varus,Xayah,14.6,Noah,Ice,,,,
Rumble,Renata Glasc,Alistar,Rakan,14.6,Jun,Labrov,,,,
,,,,,,,Fnatic,Team BDS,blue_side,red_side
Vi,Taliyah,Gragas,KSante,14.6,Adam,Oscarinin,,,,
Volibear,Rell,Xin Zhao,Jax,14.6,Sheo,Razork,,,,
Varus,Zeri,Azir,Aurelion Sol,14.6,nuc,Humanoid,,,,
Zac,Olaf,Ashe,Kalista,14.6,Ice,Noah,,,,
Renata Glasc,Renekton,Nautilus,Blitzcrank,14.6,Labrov,Jun,,,,
,,,,,,,Team BDS,Fnatic,red_side,blue_side
Orianna,Vi,RekSai,Zac,14.6,Oscarinin,Adam,,,,
Zeri,Varus,Rell,Xin Zhao,14.6,Razork,Sheo,,,,
Kalista,Volibear,Azir,Taliyah,14.6,Humanoid,nuc,,,,
Darius,Lucian,Ezreal,Xayah,14.6,Noah,Ice,,,,
Olaf,Jinx,Nautilus,Rakan,14.6,Jun,Labrov,,,,
,,,,,,,Fnatic,Team BDS,blue_side,red_side
Maokai,Zeri,KSante,Malphite,14.6,Oscarinin,Photon,,,,
Nautilus,Rell,Vi,Volibear,14.6,Razork,Daglas,,,,
Twisted Fate,RekSai,Diana,Ahri,14.6,Humanoid,Vetheo,,,,
Orianna,Azir,Kalista,Varus,14.6,Noah,Carzzy,,,,
Renekton,Taliyah,Ashe,Rumble,14.6,Jun,Hylissang,,,,
,,,,,,,Fnatic,Team Vitality,red_side,blue_side
Rumble,Zeri,RekSai,Jayce,14.6,Oscarinin,Photon,,,,
Twisted Fate,Rell,Jax,Volibear,14.6,Razork,Daglas,,,,
Ashe,Kalista,Azir,Taliyah,14.6,Humanoid,Vetheo,,,,
Renata Glasc,Lucian,Xayah,Varus,14.6,Noah,Carzzy,,,,
Nautilus,Jinx,Blitzcrank,Rakan,14.6,Jun,Hylissang,,,,
,,,,,,,Fnatic,Team Vitality,blue_side,red_side
Zeri,Rell,Aatrox,Zac,14.6,Photon,Oscarinin,,,,
RekSai,Twisted Fate,Sejuani,Vi,14.6,Daglas,Razork,,,,
Azir,Rumble,Orianna,Ahri,14.6,Vetheo,Humanoid,,,,
Blitzcrank,Volibear,Senna,Varus,14.6,Carzzy,Noah,,,,
Nautilus,Maokai,Tahm Kench,Rakan,14.6,Hylissang,Jun,,,,
,,,,,,,Team Vitality,Fnatic,red_side,blue_side
Rumble,Zeri,Zac,Renekton,14.6,Oscarinin,Photon,,,,
Twisted Fate,Rell,Vi,Sejuani,14.6,Razork,Daglas,,,,
Volibear,RekSai,Azir,Akali,14.6,Humanoid,Vetheo,,,,
Taliyah,Poppy,Varus,Xayah,14.6,Noah,Carzzy,,,,
Ahri,KSante,Renata Glasc,Rakan,14.6,Jun,Hylissang,,,,
,,,,,,,Fnatic,Team Vitality,blue_side,red_side
Vi,Draven,Sion,Aatrox,14.6,Brokenblade,Adam,,,,
Zeri,Twisted Fate,Rell,Volibear,14.6,Yike,Sheo,,,,
Nautilus,Kalista,Aurelion Sol,Azir,14.6,Caps,nuc,,,,
Orianna,Neeko,Jinx,Varus,14.6,Hans Sama,Ice,,,,
Taliyah,LeBlanc,Lulu,Ashe,14.6,Mikyx,Labrov,,,,
,,,,,,,G2 Esports,Team BDS,blue_side,red_side
Draven,Vi,Gragas,KSante,14.6,Adam,Brokenblade,,,,
Twisted Fate,Zeri,Volibear,Jax,14.6,Sheo,Yike,,,,
Kalista,Rell,Azir,Taliyah,14.6,nuc,Caps,,,,
RekSai,Rumble,Lucian,Jinx,14.6,Ice,Hans Sama,,,,
Neeko,Orianna,Nami,Nautilus,14.6,Labrov,Mikyx,,,,
,,,,,,,Team BDS,G2 Esports,blue_side,red_side
Vi,Draven,Zac,Aatrox,14.6,Brokenblade,Adam,,,,
Zeri,Twisted Fate,Rell,Volibear,14.6,Yike,Sheo,,,,
Nautilus,Kalista,Aurelion Sol,Azir,14.6,Caps,nuc,,,,
Orianna,Sion,Jinx,Varus,14.6,Hans Sama,Ice,,,,
Taliyah,Neeko,Lulu,Ashe,14.6,Mikyx,Labrov,,,,
,,,,,,,G2 Esports,Team BDS,blue_side,red_side
Draven,Vi,Rumble,Sion,14.6,Adam,Brokenblade,,,,
Twisted Fate,Zeri,Volibear,RekSai,14.6,Sheo,Yike,,,,
Jinx,Rell,Azir,Taliyah,14.6,nuc,Caps,,,,
Nautilus,Lucian,Kaisa,Aphelios,14.6,Ice,Hans Sama,,,,
Lulu,Xayah,Rakan,Janna,14.6,Labrov,Mikyx,,,,
,,,,,,,Team BDS,G2 Esports,red_side,blue_side
Vi,Maokai,Twisted Fate,Ahri,14.6,Photon,Myrwn,,,,
Zeri,Rumble,Rell,Nocturne,14.6,Daglas,Elyoya,,,,
Nautilus,Renata Glasc,Sylas,Azir,14.6,Vetheo,Fresskowy,,,,
Yasuo,Jinx,Ezreal,Xayah,14.6,Carzzy,Supa,,,,
Ivern,Kalista,Rakan,Alistar,14.6,Hylissang,Alvaro,,,,
,,,,,,,Team Vitality,MAD Lions KOI,blue_side,red_side
Vi,Maokai,Twisted Fate,Ahri,14.6,Photon,Myrwn,,,,
Zeri,Rumble,Rell,Jarvan IV,14.6,Daglas,Elyoya,,,,
Nautilus,Renata Glasc,Orianna,Azir,14.6,Vetheo,Fresskowy,,,,
Yasuo,Jinx,Senna,Xayah,14.6,Carzzy,Supa,,,,
Ivern,Kalista,Tahm Kench,Rakan,14.6,Hylissang,Alvaro,,,,
,,,,,,,Team Vitality,MAD Lions KOI,blue_side,red_side
Neeko,Ashe,Udyr,RekSai,14.6,Oscarinin,Wunder,,,,
Twisted Fate,Rell,Sejuani,Jarvan IV,14.6,Razork,Jankos,,,,
Azir,Kalista,Orianna,Ahri,14.6,Humanoid,Zwyroo,,,,
Braum,Poppy,Jinx,Zeri,14.6,Noah,Flakked,,,,
Rakan,Vi,Nautilus,Renata Glasc,14.6,Jun,Trymbi,,,,
,,,,,,,Fnatic,Team Heretics,red_side,blue_side
Ashe,RekSai,Aatrox,KSante,14.6,Wunder,Oscarinin,,,,
Vi,Nautilus,Maokai,Jarvan IV,14.6,Jankos,Razork,,,,
Rell,Kalista,Azir,Taliyah,14.6,Zwyroo,Humanoid,,,,
Twisted Fate,Thresh,Jinx,Zeri,14.6,Flakked,Noah,,,,
Rumble,Renata Glasc,Rakan,Alistar,14.6,Trymbi,Jun,,,,
