blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Draven,Rumble,Jax,KSante,14.1,Irrelevant,Brokenblade,,,,
Varus,Kalista,Xin Zhao,Lillia,14.1,Isma,Yike,,,,
Neeko,Senna,Azir,LeBlanc,14.1,Nisqy,Caps,,,,
Maokai,Sejuani,Xayah,Aphelios,14.1,3XA,Hans Sama,,,,
Belveth,Corki,Rakan,Renata Glasc,14.1,Doss,Mikyx,,,,
,,,,,,,SK Gaming,G2 Esports,red_side,blue_side
Draven,KSante,Rumble,Udyr,14.1,Oscarinin,Wunder,,,,
Akali,Neeko,Vi,Jarvan IV,14.1,Razork,Jankos,,,,
Seraphine,Lucian,Corki,Azir,14.1,Humanoid,Perkz,,,,
Poppy,LeBlanc,Kalista,Varus,14.1,Noah,Flakked,,,,
Xin Zhao,Tristana,Blitzcrank,Nautilus,14.1,Jun,Kaiser,,,,
,,,,,,,Fnatic,Team Heretics,blue_side,red_side
Senna,Varus,Renekton,Olaf,14.1,Adam,Cabochard,,,,
Xayah,Blitzcrank,Vi,Maokai,14.1,Sheo,Bo,,,,
Rumble,Xin Zhao,Neeko,Azir,14.1,nuc,Saken,,,,
Pyke,KSante,Ashe,Kalista,14.1,Ice,Upset,,,,
Jayce,Orianna,Renata Glasc,Bard,14.1,Labrov,Targamas,,,,
,,,,,,,Team BDS,Karmine Corp,red_side,blue_side
Varus,Rumble,Gnar,Jayce,14.1,Odoamne,Szygenda,,,,
Kalista,Senna,Maokai,Rell,14.1,Peach,Markoon,,,,
Corki,Xin Zhao,Azir,LeBlanc,14.1,Jackies,Larssen,,,,
Xayah,Milio,Ashe,Zeri,14.1,Patrik,Comp,,,,
Vi,Nautilus,Alistar,Rakan,14.1,IgNar,Zoelys,,,,
,,,,,,,GIANTX,Rogue,blue_side,red_side
Neeko,Senna,KSante,Gnar,14.1,Photon,Myrwn,,,,
Aphelios,Kalista,Brand,Xin Zhao,14.1,Daglas,Elyoya,,,,
Ivern,Maokai,Orianna,Azir,14.1,Vetheo,Fresskowy,,,,
Gwen,Rell,Varus,Xayah,14.1,Carzzy,Supa,,,,
Rakan,Nocturne,Pyke,Blitzcrank,14.1,Hylissang,Alvaro,,,,
,,,,,,,Team Vitality,MAD Lions KOI,red_side,blue_side
Vi,Senna,KSante,Garen,14.1,Szygenda,Adam,,,,
Varus,LeBlanc,Jarvan IV,Xin Zhao,14.1,Markoon,Sheo,,,,
Poppy,Gnar,Corki,Orianna,14.1,Larssen,nuc,,,,
Olaf,Maokai,Kalista,Ashe,14.1,Comp,Ice,,,,
Darius,Rell,Blitzcrank,Alistar,14.1,Zoelys,Labrov,,,,
,,,,,,,Rogue,Team BDS,red_side,blue_side
Jax,Lucian,Rumble,Aatrox,14.1,Cabochard,Irrelevant,,,,
Draven,Kalista,Xin Zhao,Rell,14.1,Bo,Isma,,,,
Maokai,Senna,Neeko,Corki,14.1,Saken,Nisqy,,,,
Orianna,Graves,Xayah,Varus,14.1,Upset,3XA,,,,
KSante,Vi,Rakan,Nautilus,14.1,Targamas,Doss,,,,
,,,,,,,Karmine Corp,SK Gaming,blue_side,red_side
Draven,Senna,Jax,Vladimir,14.1,Oscarinin,Brokenblade,,,,
Neeko,Rumble,Vi,Xin Zhao,14.1,Razork,Yike,,,,
Ashe,Kalista,Corki,Akali,14.1,Humanoid,Caps,,,,
Orianna,KSante,Lucian,Varus,14.1,Noah,Hans Sama,,,,
Poppy,Aatrox,Milio,Nautilus,14.1,Jun,Mikyx,,,,
,,,,,,,Fnatic,G2 Esports,red_side,blue_side
Renata Glasc,Senna,Rumble,Fiddlesticks,14.1,Odoamne,Myrwn,,,,
Varus,Kalista,Xin Zhao,Nocturne,14.1,Peach,Elyoya,,,,
Milio,Xayah,LeBlanc,Neeko,14.1,Jackies,Fresskowy,,,,
Aphelios,Blitzcrank,Nilah,Kaisa,14.1,Patrik,Supa,,,,
Lucian,Draven,Alistar,Rakan,14.1,IgNar,Alvaro,,,,
,,,,,,,GIANTX,MAD Lions KOI,blue_side,red_side
KSante,Senna,Udyr,Gnar,14.1,Wunder,Photon,,,,
Maokai,Ashe,Lee Sin,Rell,14.1,Jankos,Daglas,,,,
LeBlanc,Poppy,Akali,Kaisa,14.1,Perkz,Vetheo,,,,
Jax,Xin Zhao,Kalista,Varus,14.1,Flakked,Carzzy,,,,
Rumble,Jarvan IV,Hwei,Renata Glasc,14.1,Kaiser,Hylissang,,,,
,,,,,,,Team Heretics,Team Vitality,red_side,blue_side
Xayah,Seraphine,Gnar,KSante,14.1,Szygenda,Cabochard,,,,
Rumble,Varus,Rell,Brand,14.1,Markoon,Bo,,,,
Renata Glasc,Kalista,Corki,Akali,14.1,Larssen,Saken,,,,
Tristana,Aatrox,Senna,Miss Fortune,14.1,Comp,Upset,,,,
Azir,Gwen,Nautilus,Maokai,14.1,Zoelys,Targamas,,,,
,,,,,,,Rogue,Karmine Corp,blue_side,red_side
Senna,Draven,KSante,Gwen,14.1,Brokenblade,Odoamne,,,,
Rumble,Renata Glasc,Maokai,Sejuani,14.1,Yike,Peach,,,,
Blitzcrank,Corki,LeBlanc,Azir,14.1,Caps,Jackies,,,,
Vi,Nautilus,Kalista,Xayah,14.1,Hans Sama,Patrik,,,,
Gnar,Lissandra,Neeko,Rakan,14.1,Mikyx,IgNar,,,,
,,,,,,,G2 Esports,GIANTX,blue_side,red_side
Kalista,Rumble,Varus,KSante,14.1,Myrwn,Oscarinin,,,,
Xin Zhao,Senna,Ivern,Vi,14.1,Elyoya,Razork,,,,
Blitzcrank,Milio,Azir,Corki,14.1,Fresskowy,Humanoid,,,,
Jax,Ashe,Xayah,Aphelios,14.1,Supa,Noah,,,,
Yone,Renata Glasc,Rakan,Rell,14.1,Alvaro,Jun,,,,
,,,,,,,MAD Lions KOI,Fnatic,blue_side,red_side
Draven,Ashe,KSante,Rumble,14.1,Adam,Wunder,,,,
Seraphine,Blitzcrank,Vi,Trundle,14.1,Sheo,Jankos,,,,
Senna,Neeko,Azir,Tristana,14.1,nuc,Perkz,,,,
Maokai,Olaf,Jhin,Varus,14.1,Ice,Flakked,,,,
Renata Glasc,Karma,Rell,Nautilus,14.1,Labrov,Kaiser,,,,
,,,,,,,Team BDS,Team Heretics,blue_side,red_side
KSante,Jax,Renekton,Aatrox,14.1,Irrelevant,Photon,,,,
Senna,Kalista,Maokai,Vi,14.1,Isma,Daglas,,,,
Rell,Rumble,Orianna,Corki,14.1,Nisqy,Vetheo,,,,
Ahri,Azir,Lucian,Aphelios,14.1,3XA,Carzzy,,,,
Akali,Tristana,Nami,Milio,14.1,Doss,Hylissang,,,,
,,,,,,,SK Gaming,Team Vitality,blue_side,red_side
Caitlyn,Seraphine,KSante,Sion,14.1,Wunder,Cabochard,,,,
Kalista,Varus,Jarvan IV,Lillia,14.1,Jankos,Bo,,,,
Lucian,Akali,Azir,Corki,14.1,Perkz,Saken,,,,
Renata Glasc,Blitzcrank,Draven,Aphelios,14.1,Flakked,Upset,,,,
Braum,Vi,Milio,Lulu,14.1,Kaiser,Targamas,,,,
,,,,,,,Team Heretics,Karmine Corp,blue_side,red_side
Draven,Rumble,KSante,Yone,14.1,Photon,Brokenblade,,,,
Neeko,Akali,Maokai,Vi,14.1,Daglas,Yike,,,,
Kalista,Varus,Corki,Tristana,14.1,Vetheo,Caps,,,,
Gwen,Jarvan IV,Nilah,Seraphine,14.1,Carzzy,Hans Sama,,,,
Olaf,Rell,Senna,Sona,14.1,Hylissang,Mikyx,,,,
,,,,,,,Team Vitality,G2 Esports,blue_side,red_side
Senna,Rumble,KSante,Aatrox,14.1,Myrwn,Szygenda,,,,
Seraphine,Kalista,Viego,Vi,14.1,Elyoya,Markoon,,,,
Xin Zhao,Varus,Akali,Twisted Fate,14.1,Fresskowy,Larssen,,,,
Azir,Rell,Aphelios,Lucian,14.1,Supa,Comp,,,,
Corki,Nocturne,Blitzcrank,Milio,14.1,Alvaro,Zoelys,,,,
,,,,,,,MAD Lions KOI,Rogue,blue_side,red_side
Neeko,Orianna,KSante,Udyr,14.1,Oscarinin,Odoamne,,,,
Seraphine,Rumble,Xin Zhao,Maokai,14.1,Razork,Peach,,,,
Draven,Vi,Hwei,Tristana,14.1,Humanoid,Jackies,,,,
Blitzcrank,Akali,Kalista,Varus,14.1,Noah,Patrik,,,,
Gwen,Sylas,Renata Glasc,Ashe,14.1,Jun,IgNar,,,,
,,,,,,,Fnatic,GIANTX,blue_side,red_side
Vi,Jax,Rumble,KSante,14.1,Irrelevant,Adam,,,,
Ashe,Draven,Rell,Xin Zhao,14.1,Isma,Sheo,,,,
Senna,Kalista,Tristana,Neeko,14.1,Nisqy,nuc,,,,
Darius,Sion,Lucian,Varus,14.1,3XA,Ice,,,,
Olaf,Azir,Milio,Blitzcrank,14.1,Doss,Labrov,,,,
,,,,,,,SK Gaming,Team BDS,red_side,blue_side
Akali,Senna,Rumble,KSante,14.1,Cabochard,Photon,,,,
Renata Glasc,Kalista,Lillia,Maokai,14.1,Bo,Daglas,,,,
Draven,Ashe,Tristana,Ahri,14.1,Saken,Vetheo,,,,
Udyr,Graves,Varus,Xayah,14.1,Upset,Carzzy,,,,
Orianna,Lee Sin,Rell,Rakan,14.1,Targamas,Hylissang,,,,
,,,,,,,Karmine Corp,Team Vitality,red_side,blue_side
Jax,Rumble,Kennen,Renekton,14.1,Odoamne,Irrelevant,,,,
Akali,Xin Zhao,Rell,Maokai,14.1,Peach,Isma,,,,
Varus,Senna,Yone,Azir,14.1,Jackies,Nisqy,,,,
Malphite,Sylas,Draven,Kalista,14.1,Patrik,3XA,,,,
Tristana,Neeko,Blitzcrank,Alistar,14.1,IgNar,Doss,,,,
,,,,,,,GIANTX,SK Gaming,red_side,blue_side
Senna,Draven,KSante,Poppy,14.1,Brokenblade,Wunder,,,,
Akali,Kalista,Lillia,Xin Zhao,14.1,Yike,Jankos,,,,
Seraphine,Ashe,Tristana,Azir,14.1,Caps,Perkz,,,,
Gwen,Lucian,Varus,Jhin,14.1,Hans Sama,Flakked,,,,
Rumble,Corki,Nautilus,Braum,14.1,Mikyx,Kaiser,,,,
,,,,,,,G2 Esports,Team Heretics,blue_side,red_side
Xin Zhao,Ashe,KSante,Gwen,14.1,Szygenda,Oscarinin,,,,
Rumble,Senna,Maokai,Vi,14.1,Markoon,Razork,,,,
Corki,Azir,Tristana,Orianna,14.1,Larssen,Humanoid,,,,
Jhin,Akali,Varus,Kalista,14.1,Comp,Noah,,,,
Milio,Poppy,Heimerdinger,Neeko,14.1,Zoelys,Jun,,,,
,,,,,,,Rogue,Fnatic,red_side,blue_side
Ashe,Rumble,Kennen,Renekton,14.1,Myrwn,Adam,,,,
Azir,LeBlanc,Rell,Vi,14.1,Elyoya,Sheo,,,,
Senna,Poppy,Corki,Neeko,14.1,Fresskowy,nuc,,,,
Malphite,Sejuani,Kalista,Varus,14.1,Supa,Ice,,,,
Sion,KSante,Renata Glasc,Blitzcrank,14.1,Alvaro,Labrov,,,,
,,,,,,,MAD Lions KOI,Team BDS,red_side,blue_side
Neeko,Varus,KSante,Aatrox,14.1,Cabochard,Odoamne,,,,
Draven,Rumble,Vi,Xin Zhao,14.1,Bo,Peach,,,,
Poppy,Kalista,Azir,Akali,14.1,Saken,Jackies,,,,
Corki,Xayah,Kaisa,Seraphine,14.1,Upset,Patrik,,,,
Yone,Ashe,Rakan,Senna,14.1,Targamas,IgNar,,,,
,,,,,,,Karmine Corp,GIANTX,red_side,blue_side
Poppy,Neeko,Olaf,Udyr,14.1,Adam,Oscarinin,,,,
Lucian,Rumble,Vi,Xin Zhao,14.1,Sheo,Razork,,,,
Corki,Darius,Azir,Orianna,14.1,nuc,Humanoid,,,,
Gwen,Heimerdinger,Ashe,Varus,14.1,Ice,Noah,,,,
Jax,Sion,Blitzcrank,Rell,14.1,Labrov,Jun,,,,
,,,,,,,Team BDS,Fnatic,blue_side,red_side
Nocturne,Draven,KSante,Gwen,14.1,Brokenblade,Myrwn,,,,
Lucian,Kalista,Vi,Viego,14.1,Yike,Elyoya,,,,
Rumble,Udyr,Azir,Neeko,14.1,Caps,Fresskowy,,,,
Xin Zhao,Blitzcrank,Varus,Ashe,14.1,Hans Sama,Supa,,,,
Nilah,Heimerdinger,Zyra,Renata Glasc,14.1,Mikyx,Alvaro,,,,
,,,,,,,G2 Esports,MAD Lions KOI,blue_side,red_side
Jax,Akali,Udyr,Rumble,14.1,Wunder,Irrelevant,,,,
Milio,Varus,Xin Zhao,Nocturne,14.1,Jankos,Isma,,,,
Kalista,KSante,Corki,Gragas,14.1,Perkz,Nisqy,,,,
