blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Vi,Jax,Kled,Jayce,13.1,Brokenblade,Chasy,,,,
Sejuani,Draven,Maokai,Gragas,13.1,Yike,Elyoya,,,,
Elise,Olaf,Cassiopeia,Viktor,13.1,Caps,Nisqy,,,,
Azir,Tristana,Varus,Sivir,13.1,Hans Sama,Carzzy,,,,
Fiora,Sion,Heimerdinger,Ashe,13.1,Mikyx,Hylissang,,,,
,,,,,,,G2 Esports,MAD Lions,blue_side,red_side
Draven,Maokai,Fiora,Jax,13.1,Chasy,Brokenblade,,,,
Olaf,Elise,Sejuani,Gragas,13.1,Elyoya,Yike,,,,
Ashe,Sivir,Cassiopeia,Kled,13.1,Nisqy,Caps,,,,
Nautilus,Renata Glasc,Varus,Samira,13.1,Carzzy,Hans Sama,,,,
Rakan,Thresh,Braum,Jarvan IV,13.1,Hylissang,Mikyx,,,,
,,,,,,,MAD Lions,G2 Esports,red_side,blue_side
Draven,Maokai,Jayce,Olaf,13.1,Chasy,Brokenblade,,,,
Kled,Elise,Wukong,Vi,13.1,Elyoya,Yike,,,,
Varus,Ashe,Gragas,Taliyah,13.1,Nisqy,Caps,,,,
Cassiopeia,Rell,Zeri,Sivir,13.1,Carzzy,Hans Sama,,,,
Akali,Lucian,Yuumi,Heimerdinger,13.1,Hylissang,Mikyx,,,,
,,,,,,,MAD Lions,G2 Esports,red_side,blue_side
Jayce,Caitlyn,KSante,Sion,13.1,Szygenda,Chasy,,,,
Maokai,Ashe,Elise,Gragas,13.1,Malrang,Elyoya,,,,
Cassiopeia,Sivir,Tristana,Yasuo,13.1,Larssen,Nisqy,,,,
Vi,Nautilus,Kalista,Varus,13.1,Comp,Carzzy,,,,
Wukong,Renekton,Leona,Karma,13.1,Trymbi,Hylissang,,,,
,,,,,,,KOI,MAD Lions,blue_side,red_side
Caitlyn,Elise,Jayce,Ornn,13.1,Chasy,Szygenda,,,,
Kalista,Ashe,Vi,Wukong,13.1,Elyoya,Malrang,,,,
Sejuani,Maokai,Gragas,Sylas,13.1,Nisqy,Larssen,,,,
Sion,Nami,Aphelios,Varus,13.1,Carzzy,Comp,,,,
KSante,Xayah,Thresh,Heimerdinger,13.1,Hylissang,Trymbi,,,,
,,,,,,,MAD Lions,KOI,blue_side,red_side
Jayce,Caitlyn,KSante,Gnar,13.1,Szygenda,Chasy,,,,
Maokai,Ashe,Elise,Sejuani,13.1,Malrang,Elyoya,,,,
Nautilus,Kalista,Tristana,Sylas,13.1,Larssen,Nisqy,,,,
Thresh,Heimerdinger,Varus,Aphelios,13.1,Comp,Carzzy,,,,
Fiora,Braum,Janna,Rell,13.1,Trymbi,Hylissang,,,,
,,,,,,,KOI,MAD Lions,red_side,blue_side
Jayce,Caitlyn,Gnar,Irelia,13.1,Szygenda,Chasy,,,,
Maokai,Ashe,Xin Zhao,Vi,13.1,Malrang,Elyoya,,,,
Elise,Sejuani,Azir,Gragas,13.1,Larssen,Nisqy,,,,
Kassadin,Jarvan IV,Ezreal,Aphelios,13.1,Comp,Carzzy,,,,
Sylas,Wukong,Karma,Nautilus,13.1,Trymbi,Hylissang,,,,
,,,,,,,KOI,MAD Lions,red_side,blue_side
Jax,Maokai,KSante,Gnar,13.1,Chasy,Irrelevant,,,,
Sion,Ashe,Elise,Gragas,13.1,Elyoya,Markoon,,,,
Kassadin,Lucian,Zoe,Jayce,13.1,Nisqy,Sertuss,,,,
Nautilus,Azir,Sivir,Varus,13.1,Carzzy,3XA,,,,
Rakan,Renekton,Karma,Soraka,13.1,Hylissang,Doss,,,,
,,,,,,,MAD Lions,SK Gaming,blue_side,red_side
Varus,Maokai,Gnar,KSante,13.1,Irrelevant,Chasy,,,,
Jayce,Jax,Sejuani,Vi,13.1,Markoon,Elyoya,,,,
Elise,Ashe,Akali,Kassadin,13.1,Sertuss,Nisqy,,,,
Taliyah,Sion,Zeri,Lucian,13.1,3XA,Carzzy,,,,
Azir,Renekton,Lulu,Nami,13.1,Doss,Hylissang,,,,
,,,,,,,SK Gaming,MAD Lions,blue_side,red_side
Jax,Maokai,Jayce,Ornn,13.1,Chasy,Irrelevant,,,,
Sejuani,Ashe,Vi,Wukong,13.1,Elyoya,Markoon,,,,
Zeri,Elise,Gragas,Azir,13.1,Nisqy,Sertuss,,,,
Akali,Taliyah,Draven,Lucian,13.1,Carzzy,3XA,,,,
Sion,Viktor,Nautilus,Nami,13.1,Hylissang,Doss,,,,
,,,,,,,MAD Lions,SK Gaming,blue_side,red_side
Varus,Maokai,Sion,KSante,13.1,Irrelevant,Chasy,,,,
Jayce,Zeri,Elise,Gragas,13.1,Markoon,Elyoya,,,,
Nautilus,Ashe,Azir,Viktor,13.1,Sertuss,Nisqy,,,,
Vi,Akali,Aphelios,Lucian,13.1,3XA,Carzzy,,,,
Kassadin,Jax,Lulu,Nami,13.1,Doss,Hylissang,,,,
,,,,,,,SK Gaming,MAD Lions,blue_side,red_side
Sion,Nautilus,Jayce,Renekton,13.1,Chasy,Irrelevant,,,,
Zeri,Maokai,Elise,Sejuani,13.1,Elyoya,Markoon,,,,
Aphelios,Ashe,Gragas,Zoe,13.1,Nisqy,Sertuss,,,,
Akali,Varus,Tristana,Lucian,13.1,Carzzy,3XA,,,,
Azir,Draven,Rell,Nami,13.1,Hylissang,Doss,,,,
,,,,,,,MAD Lions,SK Gaming,blue_side,red_side
Jarvan IV,Elise,Gragas,Gnar,13.1,Brokenblade,Szygenda,,,,
Caitlyn,Draven,Maokai,Sejuani,13.1,Yike,Malrang,,,,
Sylas,Ashe,Jayce,Viktor,13.1,Caps,Larssen,,,,
Azir,Kalista,Miss Fortune,Lucian,13.1,Hans Sama,Comp,,,,
KSante,Varus,Nautilus,Nami,13.1,Mikyx,Trymbi,,,,
,,,,,,,G2 Esports,KOI,blue_side,red_side
Draven,Caitlyn,KSante,Olaf,13.1,Szygenda,Brokenblade,,,,
Maokai,Sylas,Elise,Belveth,13.1,Malrang,Yike,,,,
