blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Rumble,Ezreal,Renekton,KSante,14.15,Licorice,Castle,,,,
Jayce,Ashe,Maokai,Xin Zhao,14.15,Spica,Armao,,,,
Lillia,Ivern,Zeri,Aurora,14.15,Jensen,Mask,,,,
Kaisa,Renata Glasc,Ziggs,Miss Fortune,14.15,Zven,Tactical,,,,
Kalista,Rell,Nautilus,Bard,14.15,Isles,Olleh,,,,
,,,,,,,Dignitas,Immortals,red_side,blue_side
Rumble,Ashe,KSante,Renekton,14.15,Licorice,Castle,,,,
Jayce,Ivern,Lillia,Sejuani,14.15,Spica,Armao,,,,
Aurora,Ezreal,Corki,Azir,14.15,Jensen,Mask,,,,
Kaisa,Rell,Zeri,Miss Fortune,14.15,Zven,Tactical,,,,
Kalista,Rakan,Nautilus,Thresh,14.15,Isles,Olleh,,,,
,,,,,,,Dignitas,Immortals,blue_side,red_side
Ezreal,Ivern,KSante,Rumble,14.15,Castle,Licorice,,,,
Kalista,Aurora,Xin Zhao,Lillia,14.15,Armao,Spica,,,,
Ziggs,Ashe,Taliyah,Corki,14.15,Mask,Jensen,,,,
Maokai,Azir,Zeri,Kaisa,14.15,Tactical,Zven,,,,
Poppy,LeBlanc,Rell,Alistar,14.15,Olleh,Isles,,,,
,,,,,,,Immortals,Dignitas,red_side,blue_side
Nidalee,Kalista,KSante,Gnar,14.15,Bwipo,Thanatos,,,,
Renekton,Ezreal,Taliyah,Lillia,14.15,Inspired,Blaber,,,,
Yone,Aurora,Lucian,Corki,14.15,Quad,jojopyun,,,,
Miss Fortune,Brand,Ashe,Zeri,14.15,Massu,Berserker,,,,
Camille,Sion,Leona,Braum,14.15,Busio,Vulcan,,,,
,,,,,,,FlyQuest,Cloud9,red_side,blue_side
Nidalee,Kalista,Nautilus,Ornn,14.15,Bwipo,Thanatos,,,,
Renekton,Ezreal,Lillia,Brand,14.15,Inspired,Blaber,,,,
Yone,Aurora,Lucian,Corki,14.15,Quad,jojopyun,,,,
Leona,Kaisa,Nilah,Zeri,14.15,Massu,Berserker,,,,
KSante,Miss Fortune,Rakan,Braum,14.15,Busio,Vulcan,,,,
,,,,,,,FlyQuest,Cloud9,red_side,blue_side
Vi,Ivern,KSante,Renekton,14.15,FakeGod,Sniper,,,,
Nidalee,Rumble,Brand,Lillia,14.15,Bugi,River,,,,
Zeri,Ashe,Corki,Yasuo,14.15,Insanity,Quid,,,,
Lucian,Leona,Ezreal,Kaisa,14.15,Bvoy,Tomo,,,,
Tristana,Gnar,Nautilus,Rell,14.15,Zeyzal,Eyla,,,,
,,,,,,,Shopify Rebellion,100 Thieves,red_side,blue_side
Vi,Ivern,Renekton,Olaf,14.15,FakeGod,Sniper,,,,
Nidalee,Rumble,Evelynn,Sejuani,14.15,Bugi,River,,,,
Zeri,Ashe,Aurora,Yone,14.15,Insanity,Quid,,,,
Jayce,Kaisa,Sivir,Ziggs,14.15,Bvoy,Tomo,,,,
Jax,Kalista,Leona,Rakan,14.15,Zeyzal,Eyla,,,,
,,,,,,,Shopify Rebellion,100 Thieves,blue_side,red_side
Ivern,Vi,KSante,Renekton,14.15,Sniper,FakeGod,,,,
Evelynn,Nidalee,Kayn,Lillia,14.15,River,Bugi,,,,
Ashe,Jax,Aurora,Zeri,14.15,Quid,Insanity,,,,
Ezreal,Miss Fortune,Xayah,Vayne,14.15,Tomo,Bvoy,,,,
Kaisa,Kalista,Rakan,Leona,14.15,Eyla,Zeyzal,,,,
,,,,,,,100 Thieves,Shopify Rebellion,blue_side,red_side
Ziggs,Aurora,Rumble,KSante,14.15,Dhokla,Impact,,,,
Maokai,Kalista,Sejuani,Lillia,14.15,Contractz,UmTi,,,,
Ashe,Ivern,Yone,Corki,14.15,Palafox,APA,,,,
Leona,Kaisa,Smolder,Ezreal,14.15,FBI,Yeon,,,,
Kennen,Senna,Nautilus,Rell,14.15,Huhi,CoreJJ,,,,
,,,,,,,NRG,Team Liquid,red_side,blue_side
Ziggs,Aurora,Rumble,Ornn,14.15,Dhokla,Impact,,,,
Maokai,Kalista,Sejuani,Ivern,14.15,Contractz,UmTi,,,,
Lillia,Senna,Yone,Corki,14.15,Palafox,APA,,,,
