blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Maokai,Lucian,Gragas,Jax,13.1,Photon,Odoamne,,,,
Sejuani,Elise,Vi,Wukong,13.1,Bo,Xerxe,,,,
Draven,Ashe,Taliyah,Ryze,13.1,Perkz,Vetheo,,,,
Nautilus,Azir,Zeri,Varus,13.1,Neon,Patrik,,,,
Cassiopeia,KSante,Yuumi,Pyke,13.1,Kaiser,Targamas,,,,
,,,,,,,Team Vitality,Excel Esports,blue_side,red_side
Draven,Maokai,Renekton,Karma,13.1,Chasy,Brokenblade,,,,
Elise,Ashe,Sejuani,Kindred,13.1,Elyoya,Yike,,,,
Ryze,Heimerdinger,Viktor,Swain,13.1,Nisqy,Caps,,,,
Jax,Kassadin,Sivir,Varus,13.1,Carzzy,Hans Sama,,,,
Nautilus,Cassiopeia,Yuumi,Taliyah,13.1,Hylissang,Mikyx,,,,
,,,,,,,MAD Lions,G2 Esports,blue_side,red_side
Ashe,Lucian,Gnar,Camille,13.1,Irrelevant,Wunder,,,,
Ryze,Yuumi,Sejuani,Wukong,13.1,Markoon,Razork,,,,
Maokai,Elise,Taliyah,Azir,13.1,Sertuss,Humanoid,,,,
Gragas,Jax,Caitlyn,Xayah,13.1,3XA,Rekkles,,,,
Kassadin,Sylas,Lux,Leona,13.1,Doss,Rhuckz,,,,
,,,,,,,SK Gaming,Fnatic,blue_side,red_side
Ryze,Caitlyn,Gnar,Kled,13.1,Szygenda,Finn,,,,
Lucian,Ashe,Wukong,Sejuani,13.1,Malrang,113,,,,
Ezreal,Kalista,Sylas,Yone,13.1,Larssen,Dajor,,,,
Jax,Maokai,Zeri,Sivir,13.1,Comp,Kobbe,,,,
Irelia,Renekton,Lulu,Yuumi,13.1,Trymbi,Execute,,,,
,,,,,,,KOI,Astralis,blue_side,red_side
Draven,Caitlyn,Sett,Renekton,13.1,Adam,Evi,,,,
Yuumi,Lucian,Vi,Sejuani,13.1,Sheo,Jankos,,,,
Maokai,Darius,Azir,Sylas,13.1,nuc,Ruby,,,,
Viktor,Wukong,Zeri,Varus,13.1,Crownie,Jackspektra,,,,
Jax,KSante,Ashe,Heimerdinger,13.1,Labrov,Mersa,,,,
,,,,,,,Team BDS,Team Heretics,blue_side,red_side
Caitlyn,Lucian,Jax,Gangplank,13.1,Brokenblade,Szygenda,,,,
Ashe,Ryze,Elise,Maokai,13.1,Yike,Malrang,,,,
Jarvan IV,Draven,Jayce,Azir,13.1,Caps,Larssen,,,,
Renata Glasc,Renekton,Kalista,Zeri,13.1,Hans Sama,Comp,,,,
Braum,Darius,Leona,Nautilus,13.1,Mikyx,Trymbi,,,,
,,,,,,,G2 Esports,KOI,blue_side,red_side
Maokai,Sejuani,Gnar,Aatrox,13.1,Finn,Wunder,,,,
Yuumi,Caitlyn,Trundle,Vi,13.1,113,Razork,,,,
Kassadin,Ashe,Ryze,Azir,13.1,Dajor,Humanoid,,,,
Wukong,Elise,Lucian,Varus,13.1,Kobbe,Rekkles,,,,
Jax,Fiora,Nami,Nautilus,13.1,Execute,Rhuckz,,,,
,,,,,,,Astralis,Fnatic,blue_side,red_side
Sejuani,Maokai,Renekton,KSante,13.1,Evi,Chasy,,,,
Elise,Draven,Wukong,Vi,13.1,Jankos,Elyoya,,,,
Lucian,Jax,Azir,Sylas,13.1,Ruby,Nisqy,,,,
Karma,Sivir,Ashe,Varus,13.1,Jackspektra,Carzzy,,,,
Gwen,Xayah,Heimerdinger,Yuumi,13.1,Mersa,Hylissang,,,,
,,,,,,,Team Heretics,MAD Lions,red_side,blue_side
Jax,Maokai,KSante,Gwen,13.1,Adam,Photon,,,,
Zeri,Heimerdinger,Wukong,Vi,13.1,Sheo,Bo,,,,
Elise,Sejuani,Akali,Azir,13.1,nuc,Perkz,,,,
Gnar,Olaf,Lucian,Varus,13.1,Crownie,Neon,,,,
Renekton,Darius,Nami,Ashe,13.1,Labrov,Kaiser,,,,
,,,,,,,Team BDS,Team Vitality,red_side,blue_side
Heimerdinger,Jax,Sion,Renekton,13.1,Irrelevant,Odoamne,,,,
Ashe,Lucian,Maokai,Sejuani,13.1,Markoon,Xerxe,,,,
Jayce,Elise,Akali,Viktor,13.1,Sertuss,Vetheo,,,,
Sylas,Azir,Zeri,Yasuo,13.1,3XA,Patrik,,,,
Ryze,KSante,Yuumi,Senna,13.1,Doss,Targamas,,,,
,,,,,,,SK Gaming,Excel Esports,blue_side,red_side
Jax,Maokai,Gnar,Renekton,13.1,Szygenda,Photon,,,,
Heimerdinger,Caitlyn,Vi,Sejuani,13.1,Malrang,Bo,,,,
Lucian,Elise,Azir,LeBlanc,13.1,Larssen,Perkz,,,,
Sylas,Ryze,Varus,Zeri,13.1,Comp,Neon,,,,
Kassadin,Fiora,Ashe,Yuumi,13.1,Trymbi,Kaiser,,,,
,,,,,,,KOI,Team Vitality,blue_side,red_side
Nami,Maokai,Gragas,Renekton,13.1,Wunder,Chasy,,,,
Kassadin,Elise,Viego,Sejuani,13.1,Razork,Elyoya,,,,
Ashe,Sivir,Sylas,Cassiopeia,13.1,Humanoid,Nisqy,,,,
Ryze,Twitch,Xayah,Zeri,13.1,Rekkles,Carzzy,,,,
Jax,Ezreal,Yuumi,Lulu,13.1,Rhuckz,Hylissang,,,,
,,,,,,,Fnatic,MAD Lions,red_side,blue_side
Caitlyn,Draven,Gnar,Jax,13.1,Brokenblade,Adam,,,,
Ashe,Elise,Maokai,Sejuani,13.1,Yike,Sheo,,,,
Heimerdinger,Jayce,Ryze,Sylas,13.1,Caps,nuc,,,,
Olaf,Kalista,Xayah,Lucian,13.1,Hans Sama,Crownie,,,,
Darius,Samira,Nautilus,Nami,13.1,Mikyx,Labrov,,,,
,,,,,,,G2 Esports,Team BDS,blue_side,red_side
KSante,Maokai,Ornn,Jax,13.1,Odoamne,Evi,,,,
Lucian,Ashe,Elise,Sejuani,13.1,Xerxe,Jankos,,,,
Caitlyn,Heimerdinger,Jayce,Orianna,13.1,Vetheo,Ruby,,,,
Viktor,Renekton,Varus,Draven,13.1,Patrik,Jackspektra,,,,
Azir,Gangplank,Braum,Rakan,13.1,Targamas,Mersa,,,,
,,,,,,,Excel Esports,Team Heretics,red_side,blue_side
Elise,Ashe,Gangplank,Jax,13.1,Finn,Irrelevant,,,,
Yuumi,Caitlyn,Sejuani,Vi,13.1,113,Markoon,,,,
Maokai,Ryze,Sylas,LeBlanc,13.1,Dajor,Sertuss,,,,
Kassadin,Fiora,Ezreal,Lucian,13.1,Kobbe,3XA,,,,
Wukong,Renekton,Karma,Nami,13.1,Execute,Doss,,,,
,,,,,,,Astralis,SK Gaming,blue_side,red_side
Lucian,Ashe,Gwen,KSante,13.1,Wunder,Evi,,,,
Heimerdinger,Maokai,Vi,Wukong,13.1,Razork,Jankos,,,,
Yuumi,Sejuani,Ryze,Azir,13.1,Humanoid,Ruby,,,,
Renata Glasc,Gragas,Varus,Zeri,13.1,Rekkles,Jackspektra,,,,
Jax,Nautilus,Leona,Braum,13.1,Rhuckz,Mersa,,,,
,,,,,,,Fnatic,Team Heretics,red_side,blue_side
Graves,Draven,KSante,Gwen,13.1,Brokenblade,Photon,,,,
Sivir,Kalista,Udyr,Vi,13.1,Yike,Bo,,,,
Jax,Elise,Ryze,Cassiopeia,13.1,Caps,Perkz,,,,
Azir,Viego,Lucian,Varus,13.1,Hans Sama,Neon,,,,
Syndra,Maokai,Nami,Ashe,13.1,Mikyx,Kaiser,,,,
,,,,,,,G2 Esports,Team Vitality,red_side,blue_side
Caitlyn,Elise,Gnar,Renekton,13.1,Irrelevant,Szygenda,,,,
Ashe,Jax,Sejuani,Maokai,13.1,Markoon,Malrang,,,,
Ryze,Zeri,Akali,Tristana,13.1,Sertuss,Larssen,,,,
Aatrox,Sylas,Lucian,Ezreal,13.1,3XA,Comp,,,,
Kassadin,Azir,Yuumi,Nami,13.1,Doss,Trymbi,,,,
,,,,,,,SK Gaming,KOI,blue_side,red_side
Yuumi,Caitlyn,Darius,KSante,13.1,Adam,Chasy,,,,
Ashe,Heimerdinger,Maokai,Sejuani,13.1,Sheo,Elyoya,,,,
Lucian,Olaf,Azir,Akali,13.1,nuc,Nisqy,,,,
Sylas,Jax,Jhin,Varus,13.1,Crownie,Carzzy,,,,
Kassadin,Renekton,Tahm Kench,Thresh,13.1,Labrov,Hylissang,,,,
,,,,,,,Team BDS,MAD Lions,blue_side,red_side
Ashe,Maokai,KSante,Gnar,13.1,Odoamne,Finn,,,,
Ryze,Yuumi,Sejuani,Trundle,13.1,Xerxe,113,,,,
Caitlyn,Renekton,Taliyah,Sylas,13.1,Vetheo,Dajor,,,,
Viego,Jax,Draven,Lucian,13.1,Patrik,Kobbe,,,,
Wukong,Akali,Nautilus,Nami,13.1,Targamas,Execute,,,,
,,,,,,,Excel Esports,Astralis,red_side,blue_side
Yuumi,Caitlyn,KSante,Fiora,13.1,Szygenda,Chasy,,,,
Maokai,Heimerdinger,Jarvan IV,Sejuani,13.1,Malrang,Elyoya,,,,
Ryze,Elise,Azir,Sylas,13.1,Larssen,Nisqy,,,,
Jax,Wukong,Lucian,Varus,13.1,Comp,Carzzy,,,,
Renekton,Vi,Nami,Ashe,13.1,Trymbi,Hylissang,,,,
,,,,,,,KOI,MAD Lions,red_side,blue_side
Ryze,Heimerdinger,Renekton,Gnar,13.1,Odoamne,Wunder,,,,
Ashe,Yuumi,Vi,Wukong,13.1,Xerxe,Razork,,,,
