blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
LeBlanc,Kalista,Gwen,Kennen,12.14,Fudge,Philip,,,,
Azir,Poppy,Xin Zhao,Jarvan IV,12.14,Blaber,Josedeodo,,,,
Vi,Olaf,Zilean,Ahri,12.14,Jensen,Toucouille,,,,
Jax,Orianna,Sivir,Twitch,12.14,Berserker,Johnsun,,,,
Wukong,Lissandra,Yuumi,Lulu,12.14,Zven,Aphromoo,,,,
,,,,,,,Cloud9,FlyQuest,blue_side,red_side
Lucian,Ornn,Sejuani,Gwen,12.14,solo,Philip,,,,
LeBlanc,Kalista,RekSai,Lee Sin,12.14,Spica,Josedeodo,,,,
Poppy,Renekton,Azir,Ahri,12.14,Maple,Toucouille,,,,
Vi,Jarvan IV,Zeri,Sivir,12.14,Instinct,Johnsun,,,,
Wukong,Trundle,Lulu,Yuumi,12.14,Chime,Aphromoo,,,,
,,,,,,,TSM,FlyQuest,red_side,blue_side
Seraphine,Azir,Gwen,Jax,12.14,Hoon,Licorice,,,,
Kalista,Yuumi,Wukong,Viego,12.14,eXyu,River,,,,
Trundle,Poppy,Ahri,Lissandra,12.14,Blue,Ablazeolive,,,,
LeBlanc,Zeri,Aphelios,Sivir,12.14,Spawn,Stixxay,,,,
Jarvan IV,Twitch,Alistar,Lulu,12.14,Biofrost,Olleh,,,,
,,,,,,,Dignitas,Golden Guardians,red_side,blue_side
Yuumi,Kalista,Aatrox,Gwen,12.14,Bwipo,ssumday,,,,
Ahri,Trundle,Skarner,Wukong,12.14,Santorin,Closer,,,,
Aphelios,Draven,Azir,Taliyah,12.14,Bjergsen,Abbedagge,,,,
Ornn,Olaf,Sivir,Seraphine,12.14,Hans Sama,Huhi,,,,
Fiora,Gangplank,Amumu,Senna,12.14,CoreJJ,FBI,,,,
,,,,,,,Team Liquid,100 Thieves,red_side,blue_side
Kalista,Wukong,Ornn,Sejuani,12.14,Impact,Fudge,,,,
Draven,Zeri,Vi,Viego,12.14,Inspired,Blaber,,,,
Poppy,Senna,Ahri,LeBlanc,12.14,jojopyun,Jensen,,,,
Jarvan IV,Gwen,Sivir,Twitch,12.14,Danny,Berserker,,,,
Kayle,Lee Sin,Lulu,Yuumi,12.14,Vulcan,Zven,,,,
,,,,,,,Evil Geniuses,Cloud9,blue_side,red_side
Seraphine,Yuumi,Yone,Fiora,12.14,Dhokla,Revenge,,,,
Azir,Taliyah,Wukong,Trundle,12.14,Contractz,Kenvi,,,,
Poppy,Kalista,Akali,Viktor,12.14,Palafox,PowerOfEvil,,,,
Orianna,LeBlanc,Zeri,Sivir,12.14,Luger,Lost,,,,
Ornn,Gwen,Lulu,Karma,12.14,Poome,IgNar,,,,
,,,,,,,CLG,Immortals,blue_side,red_side
Kalista,Poppy,Jax,Sejuani,12.14,Impact,Hoon,,,,
Azir,Gwen,Wukong,Vi,12.14,Inspired,eXyu,,,,
Ornn,Trundle,Ahri,Lissandra,12.14,jojopyun,Blue,,,,
Xin Zhao,Mordekaiser,Zeri,Sivir,12.14,Danny,Spawn,,,,
Viego,LeBlanc,Yuumi,Lulu,12.14,Vulcan,Biofrost,,,,
,,,,,,,Evil Geniuses,Dignitas,blue_side,red_side
Kalista,Yuumi,Aatrox,Sejuani,12.14,Philip,Revenge,,,,
Azir,Taliyah,Vi,Wukong,12.14,Josedeodo,Kenvi,,,,
Poppy,Sivir,LeBlanc,Ahri,12.14,Toucouille,PowerOfEvil,,,,
Lissandra,Lee Sin,Lucian,Aphelios,12.14,Johnsun,Lost,,,,
Ornn,Gwen,Nami,Lulu,12.14,Aphromoo,IgNar,,,,
,,,,,,,FlyQuest,Immortals,blue_side,red_side
