blue_bans,red_bans,blue_picks,red_picks,patch,blue_roster,red_roster,blue_side,red_side,winner,loser
Pantheon,Riven,Bard,Teemo,10.6,Wunder,Dan Dan,,,,
Heimerdinger,Ekko,Shyvana,Ornn,10.6,Jankos,Razork,,,,
Lee Sin,Tryndamere,Zed,LeBlanc,10.6,Perkz,Febiven,,,,
Camille,Nasus,Aatrox,Quinn,10.6,Caps,Bvoy,,,,
Zyra,Illaoi,Swain,Annie,10.6,Mikyx,Denyk,,,,
,,,,,,,G2 Esports,Misfits Gaming,blue_side,red_side
Kalista,Pantheon,Shen,Sion,10.6,Hylissang,Cabochard,,,,
Lee Sin,Aphelios,Evelynn,Gragas,10.6,Selfmade,Skeanz,,,,
Senna,Ornn,Graves,Viktor,10.6,Nemesis,Nulu,,,,
Gangplank,Rakan,Jhin,Varus,10.6,Rekkles,Comp,,,,
Renekton,Sett,Jarvan IV,Thresh,10.6,Bwipo,Steeelback,,,,
,,,,,,,Fnatic,Team Vitality,red_side,blue_side
Kalista,Karthus,Gnar,Maokai,10.6,Alphari,Orome,,,,
Senna,Gangplank,Elise,Lee Sin,10.6,Xerxe,Shad0w,,,,
Gragas,Tahm Kench,Ornn,Renekton,10.6,Nukeduck,Humanoid,,,,
Miss Fortune,Aatrox,Aphelios,Syndra,10.6,Upset,Carzzy,,,,
Rakan,Olaf,Nautilus,Sett,10.6,Destiny,Kaiser,,,,
,,,,,,,Origen,MAD Lions,red_side,blue_side
Pantheon,Senna,Gangplank,Sett,10.6,Sacre,Expect,,,,
Gragas,Ornn,Kindred,Sejuani,10.6,Trick,Caedrel,,,,
Karthus,Nautilus,LeBlanc,Corki,10.6,JNX,Mickey,,,,
Syndra,Trundle,Varus,Ezreal,10.6,Crownie,Patrik,,,,
Renekton,Ivern,Thresh,Rakan,10.6,Limit,Tore,,,,
,,,,,,,SK Gaming,Excel Esports,blue_side,red_side
Gragas,Kalista,Irelia,Jax,10.6,Finn,Odoamne,,,,
