opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Pantheon,88,34,196,306,348,38.64,1.78,2.23,3.48,3.95
Nidalee,30,8,122,206,176,26.67,1.45,4.07,6.87,5.87
Riven,306,144,1400,1612,1838,47.06,2.01,4.58,5.27,6.01
Shen,362,204,1726,1772,2280,56.35,2.26,4.77,4.9,6.3
Jayce,344,180,1918,1706,2166,52.33,2.39,5.58,4.96,6.3
Aatrox,594,318,2740,3094,3704,53.54,2.08,4.61,5.21,6.24
Yone,162,90,992,696,916,55.56,2.74,6.12,4.3,5.65
Jax,480,218,2702,2404,2902,45.42,2.33,5.63,5.01,6.05
Ambessa,584,274,3040,3516,3836,46.92,1.96,5.21,6.02,6.57
Renekton,298,194,1448,1314,1882,65.1,2.53,4.86,4.41,6.32
KSante,152,62,590,828,982,40.79,1.9,3.88,5.45,6.46
Kayle,116,60,560,466,652,51.72,2.6,4.83,4.02,5.62
Fiora,202,114,1024,1166,1148,56.44,1.86,5.07,5.77,5.68
Gnar,114,70,666,510,754,61.4,2.78,5.84,4.47,6.61
Camille,116,66,810,652,668,56.9,2.27,6.98,5.62,5.76
Teemo,126,46,684,786,708,36.51,1.77,5.43,6.24,5.62
Vladimir,110,42,634,554,764,38.18,2.52,5.76,5.04,6.95
Aurora,152,72,812,940,968,47.37,1.89,5.34,6.18,6.37
Garen,106,60,686,422,706,56.6,3.3,6.47,3.98,6.66
Yasuo,174,120,1108,732,1124,68.97,3.05,6.37,4.21,6.46
Swain,28,16,100,74,178,57.14,3.76,3.57,2.64,6.36
Kled,128,64,666,868,1008,50.0,1.93,5.2,6.78,7.88
Quinn,122,58,624,850,764,47.54,1.63,5.11,6.97,6.26
Sion,282,120,1482,1170,1836,42.55,2.84,5.26,4.15,6.51
LeBlanc,2,2,14,10,22,100.0,3.6,7.0,5.0,11.0
Blitzcrank,6,6,36,36,78,100.0,3.17,6.0,6.0,13.0
Yorick,248,124,908,1080,1582,50.0,2.31,3.66,4.35,6.38
Nasus,70,58,370,384,550,82.86,2.4,5.29,5.49,7.86
Corki,10,6,52,30,100,60.0,5.07,5.2,3.0,10.0
Poppy,60,36,258,240,402,60.0,2.75,4.3,4.0,6.7
Dr. Mundo,196,110,1104,888,1400,56.12,2.82,5.63,4.53,7.14
Shaco,18,6,72,74,30,33.33,1.38,4.0,4.11,1.67
Viktor,26,0,154,176,204,0.0,2.03,5.92,6.77,7.85
Azir,68,40,176,308,330,58.82,1.64,2.59,4.53,4.85
Gwen,302,172,1612,1612,1922,56.95,2.19,5.34,5.34,6.36
Irelia,180,100,1152,882,978,55.56,2.41,6.4,4.9,5.43
Ornn,72,28,378,426,356,38.89,1.72,5.25,5.92,4.94
Kennen,120,52,688,640,774,43.33,2.28,5.73,5.33,6.45
Rengar,20,12,140,110,144,60.0,2.58,7.0,5.5,7.2
Darius,150,80,674,812,938,53.33,1.99,4.49,5.41,6.25
Heimerdinger,28,24,192,118,146,85.71,2.86,6.86,4.21,5.21
Chogath,178,72,982,920,1108,40.45,2.27,5.52,5.17,6.22
Draven,6,0,18,30,12,0.0,1.0,3.0,5.0,2.0
Singed,148,90,838,722,1106,60.81,2.69,5.66,4.88,7.47
Mordekaiser,130,74,562,634,756,56.92,2.08,4.32,4.88,5.82
Urgot,134,50,574,514,930,37.31,2.93,4.28,3.84,6.94
Olaf,92,62,362,456,644,67.39,2.21,3.93,4.96,7.0
Lee Sin,32,22,138,276,192,68.75,1.2,4.31,8.62,6.0
Sett,136,60,708,814,1014,44.12,2.12,5.21,5.99,7.46
