opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Janna,36,26,160,220,446,72.22,2.75,4.44,6.11,12.39
Nautilus,62,32,272,388,514,51.61,2.03,4.39,6.26,8.29
Thresh,64,34,246,448,650,53.12,2.0,3.84,7.0,10.16
Karma,118,30,606,1116,1282,25.42,1.69,5.14,9.46,10.86
Galio,6,0,48,66,36,0.0,1.27,8.0,11.0,6.0
Maokai,10,8,22,50,110,80.0,2.64,2.2,5.0,11.0
Leona,60,22,246,374,650,36.67,2.4,4.1,6.23,10.83
Soraka,30,10,114,182,286,33.33,2.2,3.8,6.07,9.53
Fiddlesticks,6,6,42,44,84,100.0,2.86,7.0,7.33,14.0
Elise,8,0,40,88,66,0.0,1.2,5.0,11.0,8.25
Senna,26,10,110,200,334,38.46,2.22,4.23,7.69,12.85
Zilean,46,22,176,202,358,47.83,2.64,3.83,4.39,7.78
Pantheon,20,2,94,94,172,10.0,2.83,4.7,4.7,8.6
Sylas,2,2,32,22,38,100.0,3.18,16.0,11.0,19.0
Nami,140,64,774,866,1264,45.71,2.35,5.53,6.19,9.03
Pyke,36,12,236,298,448,33.33,2.3,6.56,8.28,12.44
Lulu,94,52,482,656,900,55.32,2.11,5.13,6.98,9.57
Rakan,46,28,192,276,498,60.87,2.5,4.17,6.0,10.83
VelKoz,14,8,58,104,96,57.14,1.48,4.14,7.43,6.86
Bard,46,10,294,468,580,21.74,1.87,6.39,10.17,12.61
Yuumi,16,14,104,94,202,87.5,3.26,6.5,5.88,12.62
Zyra,6,6,46,34,98,100.0,4.24,7.67,5.67,16.33
Braum,34,6,50,208,330,17.65,1.83,1.47,6.12,9.71
Sona,34,10,98,214,296,29.41,1.84,2.88,6.29,8.71
Alistar,80,22,170,462,558,27.5,1.58,2.12,5.78,6.97
Seraphine,28,12,70,122,236,42.86,2.51,2.5,4.36,8.43
Xin Zhao,2,2,30,2,16,100.0,23.0,15.0,1.0,8.0
LeBlanc,2,0,20,14,16,0.0,2.57,10.0,7.0,8.0
Neeko,36,10,190,240,322,27.78,2.13,5.28,6.67,8.94
Milio,16,10,74,78,178,62.5,3.23,4.62,4.88,11.12
Poppy,16,6,56,112,132,37.5,1.68,3.5,7.0,8.25
Rell,72,16,204,470,650,22.22,1.82,2.83,6.53,9.03
Tahm Kench,6,0,24,54,96,0.0,2.22,4.0,9.0,16.0
Mel,8,8,104,80,102,100.0,2.58,13.0,10.0,12.75
Ivern,2,2,20,28,30,100.0,1.79,10.0,14.0,15.0
Hwei,10,0,70,70,100,0.0,2.43,7.0,7.0,10.0
Sett,24,24,48,32,56,100.0,3.25,2.0,1.33,2.33
Gragas,10,10,40,34,118,100.0,4.65,4.0,3.4,11.8
Twisted Fate,4,4,46,14,42,100.0,6.29,11.5,3.5,10.5
Morgana,8,6,10,38,42,75.0,1.37,1.25,4.75,5.25
Xerath,2,0,8,14,34,0.0,3.0,4.0,7.0,17.0
Singed,2,2,2,8,16,100.0,2.25,1.0,4.0,8.0
Taliyah,2,0,4,12,50,0.0,4.5,2.0,6.0,25.0
Lux,4,2,26,28,38,50.0,2.29,6.5,7.0,9.5
Camille,8,8,80,0,56,100.0,136.0,10.0,0.0,7.0
Blitzcrank,6,2,24,20,40,33.33,3.2,4.0,3.33,6.67
Nidalee,2,0,10,22,40,0.0,2.27,5.0,11.0,20.0
Ornn,2,0,14,16,8,0.0,1.38,7.0,8.0,4.0
Fiora,2,0,20,22,22,0.0,1.91,10.0,11.0,11.0
Rumble,2,2,22,18,26,100.0,2.67,11.0,9.0,13.0
