opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Sion,242,80,1028,1036,1318,33.06,2.26,4.25,4.28,5.45
Riven,402,174,1730,2034,2598,43.28,2.13,4.3,5.06,6.46
Renekton,568,248,2122,2768,3670,43.66,2.09,3.74,4.87,6.46
Gnar,350,200,1252,1244,1922,57.14,2.55,3.58,3.55,5.49
Gragas,432,214,1618,1742,2198,49.54,2.19,3.75,4.03,5.09
Kayle,260,120,852,1060,1300,46.15,2.03,3.28,4.08,5.0
Aatrox,416,190,1588,2080,2568,45.67,2.0,3.82,5.0,6.17
Olaf,108,52,614,516,868,48.15,2.87,5.69,4.78,8.04
Camille,186,92,532,858,952,49.46,1.73,2.86,4.61,5.12
Gwen,530,206,2178,2654,3026,38.87,1.96,4.11,5.01,5.71
Ambessa,692,366,2290,3244,4428,52.89,2.07,3.31,4.69,6.4
Rumble,232,136,894,1044,1450,58.62,2.25,3.85,4.5,6.25
Chogath,142,38,576,574,602,26.76,2.05,4.06,4.04,4.24
Vladimir,190,56,562,922,1022,29.47,1.72,2.96,4.85,5.38
Anivia,32,4,152,170,282,12.5,2.55,4.75,5.31,8.81
Urgot,152,72,578,814,902,47.37,1.82,3.8,5.36,5.93
Darius,226,106,974,1116,1556,46.9,2.27,4.31,4.94,6.88
Viego,16,10,42,70,114,62.5,2.23,2.62,4.38,7.12
Shen,256,122,1048,1210,1404,47.66,2.03,4.09,4.73,5.48
Warwick,44,18,202,234,262,40.91,1.98,4.59,5.32,5.95
Garen,172,72,572,800,1028,41.86,2.0,3.33,4.65,5.98
Gangplank,152,90,646,620,736,59.21,2.23,4.25,4.08,4.84
Teemo,156,94,526,584,1024,60.26,2.65,3.37,3.74,6.56
Vayne,118,44,364,460,690,37.29,2.29,3.08,3.9,5.85
Jax,574,312,2124,2428,3528,54.36,2.33,3.7,4.23,6.15
Varus,48,18,182,258,222,37.5,1.57,3.79,5.38,4.62
Wukong,56,46,226,230,428,82.14,2.84,4.04,4.11,7.64
Fiora,358,178,1710,1672,1848,49.72,2.13,4.78,4.67,5.16
Sett,170,114,702,742,1086,67.06,2.41,4.13,4.36,6.39
Poppy,90,26,258,392,484,28.89,1.89,2.87,4.36,5.38
Aurora,204,74,676,1268,1248,36.27,1.52,3.31,6.22,6.12
Yorick,156,76,534,642,740,48.72,1.98,3.42,4.12,4.74
Ryze,82,34,242,304,352,41.46,1.95,2.95,3.71,4.29
Irelia,182,86,872,960,1194,47.25,2.15,4.79,5.27,6.56
Jayce,262,106,1096,1234,1366,40.46,2.0,4.18,4.71,5.21
Nidalee,20,6,90,80,108,30.0,2.48,4.5,4.0,5.4
Briar,16,16,72,22,112,100.0,8.36,4.5,1.38,7.0
Mordekaiser,110,58,544,508,662,52.73,2.37,4.95,4.62,6.02
Tryndamere,68,18,228,326,156,26.47,1.18,3.35,4.79,2.29
Akali,48,24,266,178,222,50.0,2.74,5.54,3.71,4.62
