name,percentage,id,patch
Skarner,90,84,14.10
Nautilus,84,62,14.10
Tristana,84,93,14.10
Corki,82,14,14.10
Rumble,64,75,14.10
KSante,61,162,14.10
Caitlyn,59,11,14.10
Taliyah,59,131,14.10
Hwei,58,166,14.10
Varus,55,100,14.10
Rell,53,153,14.10
Jinx,46,37,14.10
Vi,46,103,14.10
Leona,43,48,14.10
Camille,41,134,14.10
Kalista,38,121,14.10
Jhin,38,129,14.10
Viego,37,154,14.10
Ashe,36,8,14.10
Karthus,34,39,14.10
Sejuani,33,77,14.10
Twisted Fate,32,96,14.10
Xin Zhao,31,110,14.10
Maokai,26,55,14.10
Ivern,26,133,14.10
LeBlanc,25,46,14.10
Lucian,24,50,14.10
Orianna,24,67,14.10
Aphelios,23,147,14.10
Brand,21,10,14.10
Jax,21,35,14.10
Syndra,21,88,14.10
Braum,21,118,14.10
Lillia,21,149,14.10
Nidalee,20,63,14.10
Renekton,20,72,14.10
Ornn,20,138,14.10
Senna,20,146,14.10
Draven,19,18,14.10
Azir,18,120,14.10
Alistar,17,4,14.10
Jayce,15,36,14.10
Lee Sin,14,47,14.10
Aurelion Sol,14,130,14.10
Ahri,12,2,14.10
Poppy,12,69,14.10
Yone,12,150,14.10
Gwen,12,155,14.10
Jarvan IV,11,34,14.10
Malphite,11,53,14.10
Tryndamere,10,95,14.10
Ziggs,10,115,14.10
Rakan,10,136,14.10
Aatrox,9,1,14.10
Gragas,9,28,14.10
Olaf,9,66,14.10
Kennen,8,43,14.10
Nami,8,60,14.10
Udyr,8,98,14.10
Zac,8,113,14.10
Kaisa,8,140,14.10
Milio,8,163,14.10
Blitzcrank,7,9,14.10
Darius,7,15,14.10
Sion,7,82,14.10
Volibear,7,106,14.10
RekSai,7,122,14.10
Kindred,7,127,14.10
Neeko,7,142,14.10
Renata Glasc,7,159,14.10
Fiora,6,23,14.10
Gnar,6,119,14.10
Thresh,5,92,14.10
Vayne,5,101,14.10
Akali,4,3,14.10
Annie,4,7,14.10
Karma,4,38,14.10
Mordekaiser,4,58,14.10
Nocturne,4,64,14.10
Pyke,4,141,14.10
Seraphine,4,152,14.10
Cassiopeia,3,12,14.10
Graves,3,29,14.10
Irelia,3,32,14.10
Lulu,3,51,14.10
Lux,3,52,14.10
Viktor,3,104,14.10
Sylas,3,143,14.10
Belveth,3,160,14.10
Ezreal,2,21,14.10
Galio,2,25,14.10
Morgana,2,59,14.10
Nunu,2,65,14.10
Rengar,2,73,14.10
Urgot,2,99,14.10
Wukong,2,108,14.10
Zyra,2,117,14.10
Tahm Kench,2,126,14.10
Xayah,2,135,14.10
Samira,2,151,14.10
Akshan,2,156,14.10
Diana,1,16,14.10
KhaZix,1,44,14.10
KogMaw,1,45,14.10
Malzahar,1,54,14.10
Nasus,1,61,14.10
Pantheon,1,68,14.10
Riven,1,74,14.10
Ryze,1,76,14.10
Sivir,1,83,14.10
Twitch,1,97,14.10
Veigar,1,102,14.10
Xerath,1,109,14.10
Yasuo,1,111,14.10
Zed,1,114,14.10
Bard,1,124,14.10
Ekko,1,125,14.10
Illaoi,1,128,14.10
Zeri,1,158,14.10
Nilah,1,161,14.10
Amumu,0,5,14.10
Anivia,0,6,14.10
Dr. Mundo,0,17,14.10
Elise,0,19,14.10
Gangplank,0,26,14.10
Garen,0,27,14.10
Hecarim,0,30,14.10
Heimerdinger,0,31,14.10
Janna,0,33,14.10
Kassadin,0,40,14.10
Katarina,0,41,14.10
Kayle,0,42,14.10
Lissandra,0,49,14.10
Miss Fortune,0,57,14.10
Shen,0,79,14.10
Swain,0,87,14.10
Taric,0,90,14.10
Trundle,0,94,14.10
Vladimir,0,105,14.10
Warwick,0,107,14.10
VelKoz,0,123,14.10
Kled,0,132,14.10
Kayn,0,137,14.10
Sett,0,148,14.10
Skarner,95,84,14.11
Tristana,87,93,14.11
Rumble,80,75,14.11
Nautilus,76,62,14.11
Corki,74,14,14.11
Ashe,65,8,14.11
Varus,61,100,14.11
Rell,60,153,14.11
Leona,53,48,14.11
Taliyah,53,131,14.11
KSante,49,162,14.11
Sejuani,48,77,14.11
LeBlanc,47,46,14.11
Hwei,45,166,14.11
Kalista,41,121,14.11
Vi,39,103,14.11
Maokai,38,55,14.11
Jinx,37,37,14.11
Renekton,36,72,14.11
Twisted Fate,35,96,14.11
Senna,33,146,14.11
Nidalee,31,63,14.11
Camille,30,134,14.11
Viego,29,154,14.11
Ivern,27,133,14.11
Alistar,26,4,14.11
Xin Zhao,26,110,14.11
Jax,25,35,14.11
Brand,24,10,14.11
Yone,24,150,14.11
Azir,23,120,14.11
Kaisa,22,140,14.11
Jhin,21,129,14.11
Zeri,21,158,14.11
Karthus,20,39,14.11
Braum,20,118,14.11
Ornn,19,138,14.11
Orianna,18,67,14.11
Ezreal,17,21,14.11
Lucian,17,50,14.11
Ziggs,17,115,14.11
Lee Sin,15,47,14.11
Lillia,14,149,14.11
Jayce,13,36,14.11
Poppy,13,69,14.11
Aatrox,12,1,14.11
Draven,12,18,14.11
Caitlyn,11,11,14.11
Syndra,11,88,14.11
Rakan,11,136,14.11
Ahri,10,2,14.11
Kennen,10,43,14.11
Gnar,10,119,14.11
Olaf,9,66,14.11
Aurelion Sol,9,130,14.11
Gragas,8,28,14.11
Jarvan IV,8,34,14.11
Aphelios,8,147,14.11
Gwen,8,155,14.11
Zac,7,113,14.11
Zyra,7,117,14.11
Darius,6,15,14.11
Malphite,6,53,14.11
Mordekaiser,6,58,14.11
Tryndamere,6,95,14.11
Udyr,6,98,14.11
Volibear,6,106,14.11
RekSai,6,122,14.11
Neeko,6,142,14.11
Renata Glasc,6,159,14.11
Akali,5,3,14.11
Nami,5,60,14.11
Seraphine,5,152,14.11
Smolder,5,167,14.11
Fiora,4,23,14.11
Nasus,4,61,14.11
Vayne,4,101,14.11
Viktor,4,104,14.11
Kindred,4,127,14.11
Xayah,4,135,14.11
Sylas,4,143,14.11
Blitzcrank,3,9,14.11
Galio,3,25,14.11
KhaZix,3,44,14.11
Lulu,3,51,14.11
Nocturne,3,64,14.11
Sion,3,82,14.11
Wukong,3,108,14.11
Yasuo,3,111,14.11
Bard,3,124,14.11
Tahm Kench,3,126,14.11
Pyke,3,141,14.11
Milio,3,163,14.11
Cassiopeia,2,12,14.11
Graves,2,29,14.11
Karma,2,38,14.11
KogMaw,2,45,14.11
Pantheon,2,68,14.11
Sivir,2,83,14.11
Illaoi,2,128,14.11
Amumu,1,5,14.11
Annie,1,7,14.11
Diana,1,16,14.11
Heimerdinger,1,31,14.11
Irelia,1,32,14.11
Janna,1,33,14.11
Lissandra,1,49,14.11
Lux,1,52,14.11
Malzahar,1,54,14.11
Morgana,1,59,14.11
Nunu,1,65,14.11
Rengar,1,73,14.11
Shen,1,79,14.11
Soraka,1,86,14.11
Taric,1,90,14.11
Thresh,1,92,14.11
Urgot,1,99,14.11
Vladimir,1,105,14.11
Xerath,1,109,14.11
Zed,1,114,14.11
Sett,1,148,14.11
Akshan,1,156,14.11
Belveth,1,160,14.11
Nilah,1,161,14.11
Anivia,0,6,14.11
Chogath,0,13,14.11
Dr. Mundo,0,17,14.11
Gangplank,0,26,14.11
Garen,0,27,14.11
Kassadin,0,40,14.11
Katarina,0,41,14.11
Miss Fortune,0,57,14.11
Riven,0,74,14.11
Ryze,0,76,14.11
Sona,0,85,14.11
Talon,0,89,14.11
Twitch,0,97,14.11
Veigar,0,102,14.11
Yorick,0,112,14.11
Zilean,0,116,14.11
VelKoz,0,123,14.11
Ekko,0,125,14.11
Kled,0,132,14.11
Samira,0,151,14.11
Vex,0,157,14.11
Skarner,91,84,14.12
Tristana,91,93,14.12
Rumble,90,75,14.12
Corki,74,14,14.12
Leona,74,48,14.12
Ezreal,67,21,14.12
Ashe,60,8,14.12
Nautilus,60,62,14.12
Rell,54,153,14.12
Kaisa,53,140,14.12
Maokai,52,55,14.12
Taliyah,52,131,14.12
Sejuani,51,77,14.12
KSante,51,162,14.12
Zeri,50,158,14.12
Zyra,44,117,14.12
Kalista,41,121,14.12
Vi,38,103,14.12
Varus,37,100,14.12
Alistar,36,4,14.12
Renekton,36,72,14.12
Senna,32,146,14.12
Hwei,32,166,14.12
Nidalee,30,63,14.12
Yone,30,150,14.12
LeBlanc,28,46,14.12
Jinx,26,37,14.12
Brand,24,10,14.12
Viego,23,154,14.12
Lucian,22,50,14.12
Braum,22,118,14.12
Ivern,22,133,14.12
Twisted Fate,21,96,14.12
Xin Zhao,20,110,14.12
Jax,19,35,14.12
Camille,19,134,14.12
Karthus,18,39,14.12
Rakan,18,136,14.12
Gnar,17,119,14.12
Azir,17,120,14.12
Ornn,17,138,14.12
Aatrox,13,1,14.12
Poppy,13,69,14.12
Orianna,12,67,14.12
Kennen,11,43,14.12
Ziggs,11,115,14.12
Jhin,11,129,14.12
Gragas,10,28,14.12
Jayce,10,36,14.12
Lillia,10,149,14.12
Draven,8,18,14.12
Lee Sin,8,47,14.12
Malphite,8,53,14.12
Olaf,8,66,14.12
Syndra,8,88,14.12
Udyr,8,98,14.12
Gwen,8,155,14.12
Aurelion Sol,7,130,14.12
Aphelios,7,147,14.12
Darius,6,15,14.12
Karma,6,38,14.12
Volibear,6,106,14.12
Zac,6,113,14.12
Xayah,6,135,14.12
Renata Glasc,6,159,14.12
Smolder,6,167,14.12
Ahri,5,2,14.12
Mordekaiser,5,58,14.12
Blitzcrank,4,9,14.12
Caitlyn,4,11,14.12
Diana,4,16,14.12
Fiora,4,23,14.12
Lulu,4,51,14.12
Sion,4,82,14.12
Tryndamere,4,95,14.12
Vayne,4,101,14.12
Yasuo,4,111,14.12
Kindred,4,127,14.12
Seraphine,4,152,14.12
Cassiopeia,3,12,14.12
Jarvan IV,3,34,14.12
Nami,3,60,14.12
Sivir,3,83,14.12
Viktor,3,104,14.12
