name,percentage,id,patch
Renekton,87,72,11.10
Gwen,82,155,11.10
Lee Sin,79,47,11.10
Rumble,79,75,11.10
Thresh,75,92,11.10
Varus,75,100,11.10
Udyr,67,98,11.10
Leona,64,48,11.10
Lucian,63,50,11.10
Morgana,61,59,11.10
Kaisa,61,140,11.10
Nautilus,60,62,11.10
Tristana,60,93,11.10
Nocturne,58,64,11.10
Orianna,43,67,11.10
Jayce,40,36,11.10
Jinx,40,37,11.10
Sett,40,148,11.10
Karma,37,38,11.10
Braum,37,118,11.10
Gnar,36,119,11.10
Sion,28,82,11.10
Viktor,28,104,11.10
Xin Zhao,28,110,11.10
KogMaw,27,45,11.10
Alistar,25,4,11.10
Nidalee,24,63,11.10
Viego,24,154,11.10
Malphite,22,53,11.10
Tahm Kench,22,126,11.10
Akali,21,3,11.10
Ezreal,21,21,11.10
Lulu,21,51,11.10
Senna,21,146,11.10
Wukong,19,108,11.10
Sylas,19,143,11.10
Seraphine,19,152,11.10
Syndra,18,88,11.10
Zoe,16,139,11.10
Galio,15,25,11.10
Volibear,15,106,11.10
Camille,13,134,11.10
Yone,13,150,11.10
Rell,13,153,11.10
Gangplank,12,26,11.10
Rakan,12,136,11.10
Ornn,12,138,11.10
Aatrox,10,1,11.10
Olaf,10,66,11.10
Twisted Fate,9,96,11.10
Zac,9,113,11.10
Lillia,9,149,11.10
Ahri,7,2,11.10
Ashe,7,8,11.10
Gragas,7,28,11.10
Ryze,7,76,11.10
Aphelios,7,147,11.10
Cassiopeia,6,12,11.10
KhaZix,6,44,11.10
Riven,6,74,11.10
Sivir,6,83,11.10
Urgot,6,99,11.10
Xerath,6,109,11.10
Yasuo,6,111,11.10
Kalista,6,121,11.10
Kindred,6,127,11.10
Xayah,6,135,11.10
Diana,4,16,11.10
Kassadin,4,40,11.10
Tryndamere,4,95,11.10
Zed,4,114,11.10
Ivern,4,133,11.10
Annie,3,7,11.10
Darius,3,15,11.10
Heimerdinger,3,31,11.10
Irelia,3,32,11.10
Karthus,3,39,11.10
Katarina,3,41,11.10
Nunu,3,65,11.10
Sejuani,3,77,11.10
Skarner,3,84,11.10
Ziggs,3,115,11.10
Ekko,3,125,11.10
Jhin,3,129,11.10
Kayn,3,137,11.10
Yuumi,3,144,11.10
Samira,3,151,11.10
Chogath,1,13,11.10
Draven,1,18,11.10
Fiddlesticks,1,22,11.10
Jax,1,35,11.10
Kayle,1,42,11.10
Lux,1,52,11.10
Maokai,1,55,11.10
Miss Fortune,1,57,11.10
Mordekaiser,1,58,11.10
Shaco,1,78,11.10
Shen,1,79,11.10
Soraka,1,86,11.10
Swain,1,87,11.10
Vayne,1,101,11.10
Zilean,1,116,11.10
Taliyah,1,131,11.10
Renekton,90,72,11.11
Rumble,87,75,11.11
Lee Sin,86,47,11.11
Gwen,78,155,11.11
Udyr,76,98,11.11
Ezreal,75,21,11.11
Varus,73,100,11.11
Nocturne,72,64,11.11
Karma,71,38,11.11
Lucian,69,50,11.11
Sett,67,148,11.11
Leona,60,48,11.11
Thresh,60,92,11.11
Nautilus,55,62,11.11
Kaisa,52,140,11.11
Viego,50,154,11.11
Akali,48,3,11.11
Senna,41,146,11.11
Jayce,39,36,11.11
Gnar,39,119,11.11
Lulu,37,51,11.11
Xin Zhao,36,110,11.11
Sylas,34,143,11.11
Tristana,33,93,11.11
Tahm Kench,32,126,11.11
Volibear,29,106,11.11
Braum,27,118,11.11
Orianna,26,67,11.11
Wukong,23,108,11.11
Diana,19,16,11.11
Jinx,19,37,11.11
Zoe,19,139,11.11
Alistar,18,4,11.11
Nidalee,18,63,11.11
Twisted Fate,18,96,11.11
Viktor,17,104,11.11
Kalista,16,121,11.11
Rell,16,153,11.11
Ryze,15,76,11.11
Rakan,15,136,11.11
KogMaw,14,45,11.11
Gangplank,13,26,11.11
Seraphine,13,152,11.11
Gragas,11,28,11.11
Irelia,10,32,11.11
LeBlanc,9,46,11.11
Syndra,9,88,11.11
Camille,8,134,11.11
Galio,7,25,11.11
Kindred,7,127,11.11
Olaf,6,66,11.11
Azir,6,120,11.11
Jhin,6,129,11.11
Lillia,6,149,11.11
Kennen,5,43,11.11
