name,percentage,id,patch
Akali,99,3,10.1
Aphelios,80,147,10.1
Rumble,77,75,10.1
Miss Fortune,76,57,10.1
Lucian,74,50,10.1
Qiyana,71,145,10.1
Mordekaiser,68,58,10.1
Senna,67,146,10.1
Jarvan IV,66,34,10.1
Braum,64,118,10.1
Ornn,63,138,10.1
Elise,62,19,10.1
Lee Sin,59,47,10.1
Leona,57,48,10.1
Cassiopeia,55,12,10.1
LeBlanc,53,46,10.1
Nautilus,52,62,10.1
Gragas,45,28,10.1
Olaf,43,66,10.1
Aatrox,41,1,10.1
Irelia,38,32,10.1
RekSai,38,122,10.1
Gangplank,37,26,10.1
Renekton,36,72,10.1
Thresh,36,92,10.1
Ryze,34,76,10.1
Pantheon,32,68,10.1
Orianna,31,67,10.1
Varus,31,100,10.1
Zoe,30,139,10.1
Vladimir,25,105,10.1
Rakan,25,136,10.1
Tahm Kench,24,126,10.1
Camille,24,134,10.1
Xayah,22,135,10.1
Yasuo,18,111,10.1
Sett,18,148,10.1
Taliyah,15,131,10.1
Fiora,14,23,10.1
Kennen,13,43,10.1
Diana,10,16,10.1
Viktor,10,104,10.1
Morgana,8,59,10.1
Tristana,8,93,10.1
Azir,8,120,10.1
Sylas,8,143,10.1
Kaisa,7,140,10.1
Blitzcrank,6,9,10.1
Chogath,5,13,10.1
Draven,5,18,10.1
Jayce,5,36,10.1
VelKoz,5,123,10.1
Galio,4,25,10.1
Jax,4,35,10.1
Lissandra,4,49,10.1
Nidalee,4,63,10.1
Trundle,4,94,10.1
Veigar,4,102,10.1
Caitlyn,3,11,10.1
Heimerdinger,3,31,10.1
Karthus,3,39,10.1
Nocturne,3,64,10.1
Sion,3,82,10.1
Swain,3,87,10.1
Yorick,3,112,10.1
Zac,3,113,10.1
Zilean,3,116,10.1
Gnar,3,119,10.1
Bard,3,124,10.1
Kindred,3,127,10.1
Illaoi,3,128,10.1
Kled,3,132,10.1
Ezreal,2,21,10.1
Kassadin,2,40,10.1
Kayle,2,42,10.1
Riven,2,74,10.1
Sejuani,2,77,10.1
Taric,2,90,10.1
Ekko,2,125,10.1
Pyke,2,141,10.1
Alistar,1,4,10.1
Annie,1,7,10.1
Ashe,1,8,10.1
Corki,1,14,10.1
Darius,1,15,10.1
Dr. Mundo,1,17,10.1
Hecarim,1,30,10.1
Karma,1,38,10.1
KhaZix,1,44,10.1
Lulu,1,51,10.1
Malphite,1,53,10.1
Master Yi,1,56,10.1
Poppy,1,69,10.1
Quinn,1,70,10.1
Rengar,1,73,10.1
Shaco,1,78,10.1
Shen,1,79,10.1
Shyvana,1,80,10.1
Sivir,1,83,10.1
Skarner,1,84,10.1
Soraka,1,86,10.1
Talon,1,89,10.1
Tryndamere,1,95,10.1
Urgot,1,99,10.1
Xerath,1,109,10.1
Xin Zhao,1,110,10.1
Zed,1,114,10.1
Zyra,1,117,10.1
Aurelion Sol,1,130,10.1
Kayn,1,137,10.1
Varus,87,100,10.10
Graves,76,29,10.10
Ornn,74,138,10.10
Syndra,71,88,10.10
Kalista,65,121,10.10
Aphelios,63,147,10.10
Sett,63,148,10.10
Thresh,60,92,10.10
Nautilus,53,62,10.10
Trundle,49,94,10.10
Zoe,46,139,10.10
Ezreal,41,21,10.10
Wukong,41,108,10.10
Yuumi,41,144,10.10
LeBlanc,40,46,10.10
Nidalee,40,63,10.10
Lee Sin,38,47,10.10
Olaf,34,66,10.10
Karma,31,38,10.10
Renekton,31,72,10.10
Senna,29,146,10.10
Mordekaiser,28,58,10.10
Corki,26,14,10.10
Gangplank,26,26,10.10
Karthus,25,39,10.10
Azir,25,120,10.10
Galio,24,25,10.10
Braum,24,118,10.10
Aatrox,22,1,10.10
Miss Fortune,22,57,10.10
Taric,21,90,10.10
Yasuo,21,111,10.10
Sylas,21,143,10.10
Vladimir,19,105,10.10
RekSai,19,122,10.10
Pantheon,18,68,10.10
Ekko,18,125,10.10
Kindred,18,127,10.10
Akali,16,3,10.10
Elise,16,19,10.10
Irelia,16,32,10.10
Kassadin,16,40,10.10
Cassiopeia,15,12,10.10
Gragas,15,28,10.10
Jayce,15,36,10.10
Rumble,13,75,10.10
Lissandra,12,49,10.10
Lucian,12,50,10.10
Twisted Fate,12,96,10.10
Leona,10,48,10.10
Maokai,10,55,10.10
Bard,10,124,10.10
Amumu,9,5,10.10
Draven,9,18,10.10
Tristana,9,93,10.10
Tahm Kench,9,126,10.10
Fiora,7,23,10.10
Jarvan IV,7,34,10.10
Jax,7,35,10.10
Kennen,7,43,10.10
Lulu,7,51,10.10
Soraka,7,86,10.10
Kayn,7,137,10.10
Alistar,6,4,10.10
Blitzcrank,6,9,10.10
Fiddlesticks,6,22,10.10
Hecarim,6,30,10.10
KhaZix,6,44,10.10
Orianna,6,67,10.10
Shen,6,79,10.10
Sivir,6,83,10.10
Xin Zhao,6,110,10.10
Kaisa,6,140,10.10
Ahri,4,2,10.10
Annie,4,7,10.10
Ashe,4,8,10.10
Chogath,4,13,10.10
Ryze,4,76,10.10
Zed,4,114,10.10
Ziggs,4,115,10.10
Taliyah,4,131,10.10
Pyke,4,141,10.10
Anivia,3,6,10.10
Darius,3,15,10.10
Diana,3,16,10.10
Malphite,3,53,10.10
Malzahar,3,54,10.10
Poppy,3,69,10.10
Sejuani,3,77,10.10
Yorick,3,112,10.10
Illaoi,3,128,10.10
Camille,3,134,10.10
Caitlyn,1,11,10.10
Dr. Mundo,1,17,10.10
Evelynn,1,20,10.10
Fizz,1,24,10.10
Heimerdinger,1,31,10.10
Janna,1,33,10.10
Kayle,1,42,10.10
KogMaw,1,45,10.10
Nocturne,1,64,10.10
Rengar,1,73,10.10
Shyvana,1,80,10.10
Skarner,1,84,10.10
Udyr,1,98,10.10
Vayne,1,101,10.10
Veigar,1,102,10.10
Volibear,1,106,10.10
Gnar,1,119,10.10
VelKoz,1,123,10.10
Xayah,1,135,10.10
Neeko,1,142,10.10
Akali,98,3,10.2
Sett,86,148,10.2
Aphelios,85,147,10.2
Jarvan IV,74,34,10.2
Syndra,67,88,10.2
Rumble,65,75,10.2
Lucian,63,50,10.2
Miss Fortune,63,57,10.2
Elise,62,19,10.2
Ornn,60,138,10.2
Lee Sin,58,47,10.2
Braum,57,118,10.2
Thresh,54,92,10.2
LeBlanc,53,46,10.2
Senna,51,146,10.2
Aatrox,50,1,10.2
Nautilus,49,62,10.2
Gragas,48,28,10.2
Mordekaiser,47,58,10.2
Leona,43,48,10.2
Cassiopeia,40,12,10.2
Olaf,39,66,10.2
RekSai,39,122,10.2
Soraka,34,86,10.2
Qiyana,33,145,10.2
Pantheon,32,68,10.2
Rakan,31,136,10.2
Gangplank,30,26,10.2
Xayah,30,135,10.2
Tahm Kench,27,126,10.2
Zoe,27,139,10.2
Irelia,22,32,10.2
Varus,21,100,10.2
Orianna,19,67,10.2
Renekton,19,72,10.2
Yasuo,19,111,10.2
Ryze,18,76,10.2
Diana,16,16,10.2
Taliyah,14,131,10.2
Camille,14,134,10.2
Viktor,12,104,10.2
Vladimir,12,105,10.2
Blitzcrank,10,9,10.2
Kennen,9,43,10.2
Fiora,8,23,10.2
Sejuani,8,77,10.2
Tristana,7,93,10.2
Kled,7,132,10.2
Sylas,7,143,10.2
Chogath,6,13,10.2
Lissandra,6,49,10.2
VelKoz,6,123,10.2
Bard,6,124,10.2
Ekko,6,125,10.2
Ashe,5,8,10.2
Galio,5,25,10.2
Karma,5,38,10.2
Karthus,5,39,10.2
Kayle,5,42,10.2
Morgana,5,59,10.2
Alistar,4,4,10.2
Heimerdinger,4,31,10.2
Veigar,4,102,10.2
Azir,4,120,10.2
Yuumi,4,144,10.2
Ezreal,3,21,10.2
Yorick,3,112,10.2
Ziggs,3,115,10.2
Zilean,3,116,10.2
Gnar,3,119,10.2
Kalista,3,121,10.2
Kindred,3,127,10.2
Pyke,3,141,10.2
Draven,2,18,10.2
Jax,2,35,10.2
Jayce,2,36,10.2
Jinx,2,37,10.2
Nidalee,2,63,10.2
Nocturne,2,64,10.2
Poppy,2,69,10.2
Rengar,2,73,10.2
Shen,2,79,10.2
Shyvana,2,80,10.2
Skarner,2,84,10.2
Taric,2,90,10.2
Trundle,2,94,10.2
Zac,2,113,10.2
Illaoi,2,128,10.2
Kaisa,2,140,10.2
Ahri,1,2,10.2
Corki,1,14,10.2
Darius,1,15,10.2
Graves,1,29,10.2
Hecarim,1,30,10.2
Kassadin,1,40,10.2
KhaZix,1,44,10.2
Lulu,1,51,10.2
Malphite,1,53,10.2
Malzahar,1,54,10.2
Master Yi,1,56,10.2
Quinn,1,70,10.2
Riven,1,74,10.2
Shaco,1,78,10.2
Sona,1,85,10.2
