name,percentage,id,patch
Volibear,1,106,10.11
Xerath,1,109,10.11
Yorick,1,112,10.11
Zed,1,114,10.11
Gnar,1,119,10.11
Illaoi,1,128,10.11
Jhin,1,129,10.11
Aurelion Sol,1,130,10.11
Kled,1,132,10.11
Xayah,1,135,10.11
Pyke,1,141,10.11
Qiyana,1,145,10.11
Annie,0,7,10.11
Garen,0,27,10.11
Nasus,0,61,10.11
Riven,0,74,10.11
Skarner,0,84,10.11
Veigar,0,102,10.11
Zyra,0,117,10.11
Varus,91,100,10.12
Syndra,88,88,10.12
Aphelios,85,147,10.12
Ezreal,79,21,10.12
Trundle,72,94,10.12
Kalista,71,121,10.12
Thresh,67,92,10.12
Ornn,65,138,10.12
Karma,62,38,10.12
Graves,61,29,10.12
Sett,58,148,10.12
Wukong,55,108,10.12
Yuumi,54,144,10.12
Zoe,49,139,10.12
Nautilus,47,62,10.12
Twisted Fate,47,96,10.12
Lee Sin,46,47,10.12
LeBlanc,44,46,10.12
Azir,44,120,10.12
Volibear,43,106,10.12
Orianna,41,67,10.12
Nidalee,38,63,10.12
Renekton,32,72,10.12
Galio,29,25,10.12
Aatrox,26,1,10.12
Mordekaiser,26,58,10.12
Olaf,26,66,10.12
Senna,23,146,10.12
Gangplank,22,26,10.12
Bard,22,124,10.12
Ashe,20,8,10.12
Corki,20,14,10.12
Jayce,20,36,10.12
Braum,20,118,10.12
RekSai,19,122,10.12
Lulu,18,51,10.12
Jarvan IV,17,34,10.12
Leona,15,48,10.12
Tahm Kench,15,126,10.12
Ekko,12,125,10.12
Elise,11,19,10.12
Kassadin,11,40,10.12
Kindred,11,127,10.12
Kaisa,11,140,10.12
Sylas,11,143,10.12
Cassiopeia,10,12,10.12
Miss Fortune,10,57,10.12
Pantheon,10,68,10.12
Blitzcrank,9,9,10.12
Fiddlesticks,9,22,10.12
Camille,9,134,10.12
Gragas,8,28,10.12
Malphite,8,53,10.12
Maokai,8,55,10.12
Akali,7,3,10.12
Sivir,7,83,10.12
Kayle,6,42,10.12
Kennen,6,43,10.12
Taric,6,90,10.12
Lucian,5,50,10.12
Soraka,5,86,10.12
Irelia,4,32,10.12
Jax,4,35,10.12
Shyvana,4,80,10.12
Urgot,4,99,10.12
Viktor,4,104,10.12
Yasuo,4,111,10.12
Rakan,4,136,10.12
Chogath,3,13,10.12
Fiora,3,23,10.12
Heimerdinger,3,31,10.12
Karthus,3,39,10.12
KhaZix,3,44,10.12
Lissandra,3,49,10.12
Lux,3,52,10.12
Poppy,3,69,10.12
Rumble,3,75,10.12
Ryze,3,76,10.12
Shen,3,79,10.12
Ziggs,3,115,10.12
Zilean,3,116,10.12
Illaoi,3,128,10.12
Kayn,3,137,10.12
Caitlyn,2,11,10.12
Darius,2,15,10.12
Hecarim,2,30,10.12
Morgana,2,59,10.12
Nocturne,2,64,10.12
Quinn,2,70,10.12
Riven,2,74,10.12
Sion,2,82,10.12
Sona,2,85,10.12
Tristana,2,93,10.12
Vayne,2,101,10.12
Vladimir,2,105,10.12
Gnar,2,119,10.12
VelKoz,2,123,10.12
Taliyah,2,131,10.12
Qiyana,2,145,10.12
Alistar,1,4,10.12
Diana,1,16,10.12
Draven,1,18,10.12
Katarina,1,41,10.12
KogMaw,1,45,10.12
Malzahar,1,54,10.12
Sejuani,1,77,10.12
Skarner,1,84,10.12
Talon,1,89,10.12
Twitch,1,97,10.12
Veigar,1,102,10.12
Yorick,1,112,10.12
Zac,1,113,10.12
Jhin,1,129,10.12
Aurelion Sol,1,130,10.12
Kled,1,132,10.12
Xayah,1,135,10.12
Pyke,1,141,10.12
Neeko,1,142,10.12
Ahri,0,2,10.12
Amumu,0,5,10.12
Anivia,0,6,10.12
Brand,0,10,10.12
Fizz,0,24,10.12
Janna,0,33,10.12
Jinx,0,37,10.12
Nami,0,60,10.12
Nasus,0,61,10.12
Nunu,0,65,10.12
Shaco,0,78,10.12
Teemo,0,91,10.12
Xerath,0,109,10.12
Xin Zhao,0,110,10.12
Zed,0,114,10.12
Zyra,0,117,10.12
Ivern,0,133,10.12
Lillia,0,149,10.12
Volibear,84,106,10.13
Varus,81,100,10.13
Thresh,70,92,10.13
Aphelios,69,147,10.13
Ezreal,67,21,10.13
Trundle,64,94,10.13
Kalista,64,121,10.13
Karma,63,38,10.13
Syndra,62,88,10.13
Wukong,60,108,10.13
Sett,58,148,10.13
Twisted Fate,57,96,10.13
Graves,55,29,10.13
Lee Sin,51,47,10.13
Nautilus,51,62,10.13
Orianna,51,67,10.13
Ornn,51,138,10.13
Nidalee,48,63,10.13
Ashe,45,8,10.13
Zoe,44,139,10.13
Azir,42,120,10.13
LeBlanc,39,46,10.13
Renekton,37,72,10.13
Bard,34,124,10.13
Gangplank,28,26,10.13
Leona,28,48,10.13
Jayce,27,36,10.13
Senna,27,146,10.13
Braum,26,118,10.13
Olaf,25,66,10.13
Tahm Kench,24,126,10.13
Galio,23,25,10.13
Mordekaiser,23,58,10.13
Pantheon,17,68,10.13
Camille,16,134,10.13
Kennen,15,43,10.13
RekSai,15,122,10.13
Sylas,15,143,10.13
Aatrox,14,1,10.13
Corki,14,14,10.13
Ekko,14,125,10.13
Malphite,13,53,10.13
Yuumi,11,144,10.13
Jarvan IV,10,34,10.13
Lucian,10,50,10.13
Cassiopeia,9,12,10.13
Lulu,9,51,10.13
Kaisa,9,140,10.13
Akali,8,3,10.13
Kassadin,8,40,10.13
Blitzcrank,7,9,10.13
Jax,7,35,10.13
Miss Fortune,7,57,10.13
Kindred,7,127,10.13
Elise,6,19,10.13
Fiddlesticks,6,22,10.13
Gragas,6,28,10.13
Irelia,6,32,10.13
Kayle,6,42,10.13
KogMaw,6,45,10.13
Shyvana,6,80,10.13
Taric,6,90,10.13
Rumble,5,75,10.13
Ryze,5,76,10.13
Sion,5,82,10.13
Urgot,5,99,10.13
Rakan,5,136,10.13
Fiora,4,23,10.13
Morgana,4,59,10.13
Nocturne,4,64,10.13
Sivir,4,83,10.13
Viktor,4,104,10.13
Gnar,4,119,10.13
Alistar,3,4,10.13
Karthus,3,39,10.13
Lissandra,3,49,10.13
Maokai,3,55,10.13
Quinn,3,70,10.13
Yasuo,3,111,10.13
Ziggs,3,115,10.13
Chogath,2,13,10.13
Heimerdinger,2,31,10.13
Riven,2,74,10.13
Shen,2,79,10.13
Tristana,2,93,10.13
Vladimir,2,105,10.13
Illaoi,2,128,10.13
Jhin,2,129,10.13
Taliyah,2,131,10.13
Kled,2,132,10.13
Xayah,2,135,10.13
Kayn,2,137,10.13
Qiyana,2,145,10.13
Ahri,1,2,10.13
Darius,1,15,10.13
Draven,1,18,10.13
Hecarim,1,30,10.13
Janna,1,33,10.13
KhaZix,1,44,10.13
Lux,1,52,10.13
Nunu,1,65,10.13
Poppy,1,69,10.13
Sejuani,1,77,10.13
Skarner,1,84,10.13
Soraka,1,86,10.13
Talon,1,89,10.13
Vayne,1,101,10.13
Xerath,1,109,10.13
Zac,1,113,10.13
Zilean,1,116,10.13
Zyra,1,117,10.13
VelKoz,1,123,10.13
Aurelion Sol,1,130,10.13
Pyke,1,141,10.13
Neeko,1,142,10.13
Annie,0,7,10.13
Dr. Mundo,0,17,10.13
Malzahar,0,54,10.13
Nami,0,60,10.13
Rengar,0,73,10.13
Shaco,0,78,10.13
Swain,0,87,10.13
Tryndamere,0,95,10.13
Twitch,0,97,10.13
Xin Zhao,0,110,10.13
Yorick,0,112,10.13
Ivern,0,133,10.13
Volibear,87,106,10.14
Karma,71,38,10.14
Ashe,69,8,10.14
Aphelios,68,147,10.14
Twisted Fate,66,96,10.14
Ezreal,64,21,10.14
Thresh,64,92,10.14
Sett,63,148,10.14
Syndra,56,88,10.14
Ornn,55,138,10.14
Bard,54,124,10.14
Kalista,52,121,10.14
Graves,50,29,10.14
Lee Sin,50,47,10.14
Wukong,49,108,10.14
Nautilus,48,62,10.14
Zoe,48,139,10.14
Nidalee,43,63,10.14
Orianna,43,67,10.14
Renekton,43,72,10.14
Azir,42,120,10.14
Trundle,41,94,10.14
Senna,40,146,10.14
Camille,37,134,10.14
Galio,36,25,10.14
LeBlanc,36,46,10.14
Gangplank,30,26,10.14
Olaf,30,66,10.14
Kennen,26,43,10.14
Sylas,26,143,10.14
Jayce,24,36,10.14
Karthus,24,39,10.14
Leona,24,48,10.14
Braum,24,118,10.14
Mordekaiser,23,58,10.14
Tahm Kench,18,126,10.14
KhaZix,15,44,10.14
Pantheon,15,68,10.14
Corki,14,14,10.14
Malphite,13,53,10.14
RekSai,12,122,10.14
Nocturne,11,64,10.14
Ekko,11,125,10.14
Kaisa,11,140,10.14
Kassadin,10,40,10.14
Lucian,10,50,10.14
Aatrox,9,1,10.14
Akali,8,3,10.14
Cassiopeia,8,12,10.14
Varus,8,100,10.14
Rakan,8,136,10.14
Jhin,7,129,10.14
Blitzcrank,6,9,10.14
Gragas,6,28,10.14
Jarvan IV,6,34,10.14
Jax,6,35,10.14
KogMaw,6,45,10.14
Lulu,6,51,10.14
Sejuani,6,77,10.14
Shyvana,6,80,10.14
Taric,6,90,10.14
Urgot,6,99,10.14
Yuumi,6,144,10.14
Alistar,5,4,10.14
Elise,5,19,10.14
Kayle,5,42,10.14
Sion,5,82,10.14
Kindred,5,127,10.14
Heimerdinger,4,31,10.14
Irelia,4,32,10.14
Maokai,4,55,10.14
Morgana,4,59,10.14
Poppy,4,69,10.14
Rumble,4,75,10.14
Ryze,4,76,10.14
Vladimir,4,105,10.14
Ziggs,4,115,10.14
Fiddlesticks,3,22,10.14
Fiora,3,23,10.14
Lissandra,3,49,10.14
Shen,3,79,10.14
Skarner,3,84,10.14
Gnar,3,119,10.14
Taliyah,3,131,10.14
Xayah,3,135,10.14
Caitlyn,2,11,10.14
Lux,2,52,10.14
Miss Fortune,2,57,10.14
Nunu,2,65,10.14
Quinn,2,70,10.14
Riven,2,74,10.14
Sona,2,85,10.14
Soraka,2,86,10.14
Tristana,2,93,10.14
Viktor,2,104,10.14
Yasuo,2,111,10.14
Zed,2,114,10.14
Qiyana,2,145,10.14
Chogath,1,13,10.14
Darius,1,15,10.14
Dr. Mundo,1,17,10.14
Draven,1,18,10.14
Hecarim,1,30,10.14
Jinx,1,37,10.14
Sivir,1,83,10.14
Talon,1,89,10.14
Twitch,1,97,10.14
Vayne,1,101,10.14
Xin Zhao,1,110,10.14
Yorick,1,112,10.14
Zac,1,113,10.14
Zilean,1,116,10.14
Zyra,1,117,10.14
VelKoz,1,123,10.14
Illaoi,1,128,10.14
Kayn,1,137,10.14
Pyke,1,141,10.14
Neeko,1,142,10.14
Ahri,0,2,10.14
Fizz,0,24,10.14
Janna,0,33,10.14
Katarina,0,41,10.14
Malzahar,0,54,10.14
Rammus,0,71,10.14
Shaco,0,78,10.14
Veigar,0,102,10.14
Vi,0,103,10.14
Warwick,0,107,10.14
Xerath,0,109,10.14
Aurelion Sol,0,130,10.14
Kled,0,132,10.14
Ivern,0,133,10.14
Volibear,88,106,10.15
Sett,76,148,10.15
Ashe,69,8,10.15
Caitlyn,69,11,10.15
Karma,64,38,10.15
Thresh,57,92,10.15
Zoe,57,139,10.15
Renekton,56,72,10.15
Syndra,55,88,10.15
Ezreal,53,21,10.15
Kalista,51,121,10.15
Camille,51,134,10.15
Bard,50,124,10.15
Orianna,46,67,10.15
Azir,46,120,10.15
Nidalee,45,63,10.15
Twisted Fate,45,96,10.15
Lee Sin,42,47,10.15
Graves,41,29,10.15
Ornn,41,138,10.15
Nautilus,37,62,10.15
Olaf,37,66,10.15
Trundle,36,94,10.15
Galio,35,25,10.15
Gangplank,35,26,10.15
Senna,35,146,10.15
LeBlanc,31,46,10.15
Jayce,26,36,10.15
Lux,26,52,10.15
Wukong,25,108,10.15
Morgana,21,59,10.15
Tahm Kench,21,126,10.15
Sylas,21,143,10.15
KhaZix,20,44,10.15
Jhin,20,129,10.15
Sona,19,85,10.15
Akali,18,3,10.15
Kennen,18,43,10.15
Leona,18,48,10.15
Lucian,18,50,10.15
Mordekaiser,18,58,10.15
Karthus,16,39,10.15
Aphelios,16,147,10.15
Pantheon,14,68,10.15
Braum,13,118,10.15
Lillia,13,149,10.15
Blitzcrank,11,9,10.15
Irelia,11,32,10.15
Corki,10,14,10.15
Malphite,10,53,10.15
Sejuani,10,77,10.15
Shen,10,79,10.15
Ekko,9,125,10.15
Cassiopeia,8,12,10.15
RekSai,8,122,10.15
Yuumi,8,144,10.15
Jax,7,35,10.15
Nocturne,7,64,10.15
Kaisa,7,140,10.15
Aatrox,6,1,10.15
Ryze,6,76,10.15
Sion,6,82,10.15
Rakan,6,136,10.15
Elise,5,19,10.15
Fiddlesticks,5,22,10.15
Jarvan IV,5,34,10.15
Kassadin,5,40,10.15
Taric,5,90,10.15
Vladimir,5,105,10.15
Gnar,5,119,10.15
Gragas,4,28,10.15
Lulu,4,51,10.15
Tristana,4,93,10.15
Urgot,4,99,10.15
Kindred,4,127,10.15
Qiyana,4,145,10.15
Chogath,3,13,10.15
Fiora,3,23,10.15
Kayle,3,42,10.15
Poppy,3,69,10.15
Quinn,3,70,10.15
Rumble,3,75,10.15
Shyvana,3,80,10.15
Skarner,3,84,10.15
Varus,3,100,10.15
Viktor,3,104,10.15
Yasuo,3,111,10.15
Ziggs,3,115,10.15
VelKoz,3,123,10.15
Xayah,3,135,10.15
Pyke,3,141,10.15
Ahri,2,2,10.15
Draven,2,18,10.15
Hecarim,2,30,10.15
Heimerdinger,2,31,10.15
Janna,2,33,10.15
Jinx,2,37,10.15
KogMaw,2,45,10.15
Maokai,2,55,10.15
Riven,2,74,10.15
Soraka,2,86,10.15
Zilean,2,116,10.15
Alistar,1,4,10.15
Darius,1,15,10.15
Diana,1,16,10.15
Dr. Mundo,1,17,10.15
Lissandra,1,49,10.15
Malzahar,1,54,10.15
Miss Fortune,1,57,10.15
Nunu,1,65,10.15
Swain,1,87,10.15
Talon,1,89,10.15
Tryndamere,1,95,10.15
Veigar,1,102,10.15
Vi,1,103,10.15
Yorick,1,112,10.15
Zac,1,113,10.15
Zed,1,114,10.15
Illaoi,1,128,10.15
Taliyah,1,131,10.15
Kayn,1,137,10.15
Amumu,0,5,10.15
Evelynn,0,20,10.15
Fizz,0,24,10.15
Garen,0,27,10.15
Katarina,0,41,10.15
Master Yi,0,56,10.15
Nasus,0,61,10.15
Sivir,0,83,10.15
Twitch,0,97,10.15
Vayne,0,101,10.15
Xerath,0,109,10.15
Xin Zhao,0,110,10.15
Zyra,0,117,10.15
Ivern,0,133,10.15
Neeko,0,142,10.15
Caitlyn,95,11,10.16
Ashe,71,8,10.16
Sett,71,148,10.16
Renekton,63,72,10.16
Lucian,58,50,10.16
Thresh,55,92,10.16
Nidalee,52,63,10.16
Nautilus,51,62,10.16
Orianna,51,67,10.16
Graves,50,29,10.16
Twisted Fate,48,96,10.16
Akali,47,3,10.16
Senna,47,146,10.16
Azir,46,120,10.16
Camille,45,134,10.16
Kalista,44,121,10.16
Lillia,44,149,10.16
Volibear,42,106,10.16
Ornn,42,138,10.16
Zoe,42,139,10.16
Ezreal,41,21,10.16
Shen,40,79,10.16
Bard,37,124,10.16
Galio,35,25,10.16
Gangplank,35,26,10.16
Leona,32,48,10.16
Hecarim,31,30,10.16
Lee Sin,28,47,10.16
Syndra,28,88,10.16
Jhin,28,129,10.16
LeBlanc,26,46,10.16
Olaf,25,66,10.16
Morgana,24,59,10.16
Tahm Kench,24,126,10.16
Braum,20,118,10.16
Lux,19,52,10.16
Jayce,18,36,10.16
Karma,18,38,10.16
Pantheon,18,68,10.16
Sylas,18,143,10.16
Trundle,16,94,10.16
Mordekaiser,15,58,10.16
Irelia,13,32,10.16
Karthus,12,39,10.16
Kindred,12,127,10.16
Malphite,11,53,10.16
Ziggs,11,115,10.16
KhaZix,10,44,10.16
Sion,10,82,10.16
Skarner,10,84,10.16
Wukong,10,108,10.16
Yuumi,10,144,10.16
Aphelios,10,147,10.16
Blitzcrank,9,9,10.16
Gnar,9,119,10.16
Ekko,9,125,10.16
Rakan,9,136,10.16
Cassiopeia,8,12,10.16
Corki,8,14,10.16
Evelynn,8,20,10.16
Gragas,8,28,10.16
Heimerdinger,8,31,10.16
Kennen,8,43,10.16
Sejuani,8,77,10.16
Neeko,7,142,10.16
Jax,6,35,10.16
Sona,6,85,10.16
Kassadin,5,40,10.16
Lulu,5,51,10.16
Taric,5,90,10.16
Tristana,5,93,10.16
Vladimir,5,105,10.16
RekSai,5,122,10.16
Taliyah,5,131,10.16
Kaisa,5,140,10.16
Aatrox,4,1,10.16
Quinn,4,70,10.16
Zilean,4,116,10.16
VelKoz,4,123,10.16
Alistar,3,4,10.16
Elise,3,19,10.16
Jarvan IV,3,34,10.16
Jinx,3,37,10.16
Maokai,3,55,10.16
Miss Fortune,3,57,10.16
Nocturne,3,64,10.16
Ryze,3,76,10.16
Chogath,2,13,10.16
Draven,2,18,10.16
Kayle,2,42,10.16
KogMaw,2,45,10.16
Poppy,2,69,10.16
Shyvana,2,80,10.16
Urgot,2,99,10.16
Zac,2,113,10.16
Xayah,2,135,10.16
Qiyana,2,145,10.16
Darius,1,15,10.16
Dr. Mundo,1,17,10.16
Fiddlesticks,1,22,10.16
Fiora,1,23,10.16
Janna,1,33,10.16
Rengar,1,73,10.16
Rumble,1,75,10.16
Sivir,1,83,10.16
Soraka,1,86,10.16
Swain,1,87,10.16
Tryndamere,1,95,10.16
Varus,1,100,10.16
Vayne,1,101,10.16
Veigar,1,102,10.16
Vi,1,103,10.16
Viktor,1,104,10.16
Yasuo,1,111,10.16
Zed,1,114,10.16
Zyra,1,117,10.16
Kled,1,132,10.16
Kayn,1,137,10.16
Ahri,0,2,10.16
Anivia,0,6,10.16
Diana,0,16,10.16
Fizz,0,24,10.16
Garen,0,27,10.16
Lissandra,0,49,10.16
Malzahar,0,54,10.16
Nunu,0,65,10.16
Riven,0,74,10.16
Xin Zhao,0,110,10.16
Yorick,0,112,10.16
Illaoi,0,128,10.16
Aurelion Sol,0,130,10.16
Pyke,0,141,10.16
Ashe,100,8,10.18
Hecarim,100,30,10.18
Thresh,91,92,10.18
Akali,82,3,10.18
Caitlyn,82,11,10.18
Lucian,82,50,10.18
Renekton,73,72,10.18
Shen,73,79,10.18
Cassiopeia,55,12,10.18
Leona,55,48,10.18
Sett,55,148,10.18
Ezreal,45,21,10.18
Nidalee,45,63,10.18
Orianna,45,67,10.18
Syndra,45,88,10.18
Kalista,45,121,10.18
Ornn,45,138,10.18
Lillia,45,149,10.18
Gangplank,36,26,10.18
Nautilus,36,62,10.18
Taric,36,90,10.18
Zoe,36,139,10.18
Sylas,36,143,10.18
Galio,27,25,10.18
Graves,27,29,10.18
Lulu,27,51,10.18
Malphite,27,53,10.18
Skarner,27,84,10.18
Volibear,27,106,10.18
Ziggs,27,115,10.18
RekSai,27,122,10.18
Bard,27,124,10.18
Gragas,18,28,10.18
Maokai,18,55,10.18
Pantheon,18,68,10.18
Varus,18,100,10.18
Braum,18,118,10.18
Kindred,18,127,10.18
Rakan,18,136,10.18
Kaisa,18,140,10.18
Senna,18,146,10.18
Aatrox,9,1,10.18
Elise,9,19,10.18
Evelynn,9,20,10.18
Jarvan IV,9,34,10.18
Jayce,9,36,10.18
Karthus,9,39,10.18
Kennen,9,43,10.18
KogMaw,9,45,10.18
LeBlanc,9,46,10.18
Lee Sin,9,47,10.18
Lux,9,52,10.18
Master Yi,9,56,10.18
Morgana,9,59,10.18
Nunu,9,65,10.18
Olaf,9,66,10.18
Poppy,9,69,10.18
Sejuani,9,77,10.18
Twitch,9,97,10.18
Veigar,9,102,10.18
Vladimir,9,105,10.18
Gnar,9,119,10.18
Azir,9,120,10.18
VelKoz,9,123,10.18
Ekko,9,125,10.18
Jhin,9,129,10.18
Kled,9,132,10.18
Xayah,9,135,10.18
Ornn,85,138,10.19
Graves,84,29,10.19
Nidalee,84,63,10.19
Lucian,74,50,10.19
Renekton,69,72,10.19
Orianna,64,67,10.19
Syndra,64,88,10.19
Camille,61,134,10.19
Ashe,60,8,10.19
Sett,60,148,10.19
Lillia,59,149,10.19
Twisted Fate,54,96,10.19
Leona,53,48,10.19
Shen,52,79,10.19
Ezreal,51,21,10.19
Senna,47,146,10.19
Jhin,45,129,10.19
Caitlyn,44,11,10.19
Nautilus,42,62,10.19
Volibear,36,106,10.19
Kalista,36,121,10.19
Rakan,35,136,10.19
Akali,32,3,10.19
Galio,32,25,10.19
Pantheon,31,68,10.19
Bard,31,124,10.19
Twitch,28,97,10.19
Thresh,27,92,10.19
Sylas,27,143,10.19
Hecarim,26,30,10.19
Kindred,26,127,10.19
Alistar,25,4,10.19
Zoe,23,139,10.19
Tahm Kench,22,126,10.19
Azir,21,120,10.19
Evelynn,20,20,10.19
Lee Sin,20,47,10.19
Braum,20,118,10.19
Gangplank,18,26,10.19
Lulu,17,51,10.19
Wukong,15,108,10.19
Malphite,14,53,10.19
Miss Fortune,14,57,10.19
Mordekaiser,14,58,10.19
Jax,12,35,10.19
Sion,12,82,10.19
Kassadin,11,40,10.19
Ekko,10,125,10.19
Irelia,8,32,10.19
Jayce,8,36,10.19
Karma,8,38,10.19
Lux,8,52,10.19
Maokai,8,55,10.19
Skarner,8,84,10.19
Yone,8,150,10.19
Cassiopeia,7,12,10.19
Gragas,7,28,10.19
Swain,7,87,10.19
Taric,7,90,10.19
Ziggs,7,115,10.19
Kaisa,7,140,10.19
Aphelios,7,147,10.19
Blitzcrank,6,9,10.19
Kennen,6,43,10.19
Vladimir,6,105,10.19
VelKoz,5,123,10.19
Qiyana,5,145,10.19
Jarvan IV,4,34,10.19
RekSai,4,122,10.19
Draven,3,18,10.19
Karthus,3,39,10.19
LeBlanc,3,46,10.19
Morgana,3,59,10.19
Olaf,3,66,10.19
Tristana,3,93,10.19
Vayne,3,101,10.19
Yuumi,3,144,10.19
Elise,2,19,10.19
Kayle,2,42,10.19
Urgot,2,99,10.19
Zilean,2,116,10.19
Xayah,2,135,10.19
Aatrox,1,1,10.19
Chogath,1,13,10.19
Corki,1,14,10.19
Diana,1,16,10.19
Fiora,1,23,10.19
KhaZix,1,44,10.19
KogMaw,1,45,10.19
Nocturne,1,64,10.19
Poppy,1,69,10.19
Quinn,1,70,10.19
Rengar,1,73,10.19
Rumble,1,75,10.19
Ryze,1,76,10.19
Sejuani,1,77,10.19
Singed,1,81,10.19
Sona,1,85,10.19
Varus,1,100,10.19
Zac,1,113,10.19
Zed,1,114,10.19
Gnar,1,119,10.19
Kled,1,132,10.19
Pyke,1,141,10.19
Lucian,87,50,10.20
Lillia,80,149,10.20
Akali,67,3,10.20
Hecarim,67,30,10.20
Nidalee,67,63,10.20
Jhin,67,129,10.20
Ornn,67,138,10.20
Caitlyn,57,11,10.20
Leona,57,48,10.20
Yone,57,150,10.20
KhaZix,50,44,10.20
Nautilus,50,62,10.20
Renekton,47,72,10.20
Shen,47,79,10.20
Evelynn,43,20,10.20
Skarner,43,84,10.20
Orianna,40,67,10.20
Ashe,37,8,10.20
Heimerdinger,33,31,10.20
Twitch,33,97,10.20
VelKoz,33,123,10.20
Rakan,33,136,10.20
Sett,33,148,10.20
Ezreal,30,21,10.20
Morgana,30,59,10.20
Pantheon,30,68,10.20
Ekko,30,125,10.20
Maokai,27,55,10.20
Thresh,27,92,10.20
Bard,27,124,10.20
Galio,23,25,10.20
Graves,23,29,10.20
Irelia,23,32,10.20
