name,percentage,id,patch
Maokai,92,55,13.1
Sejuani,79,77,13.1
Ashe,78,8,13.1
Varus,71,100,13.1
Ryze,67,76,13.1
KSante,67,162,13.1
Jax,66,35,13.1
Elise,61,19,13.1
Lucian,60,50,13.1
Wukong,56,108,13.1
Caitlyn,55,11,13.1
Vi,52,103,13.1
Azir,51,120,13.1
Zeri,50,158,13.1
Fiora,49,23,13.1
Kassadin,47,40,13.1
Nami,44,60,13.1
Renekton,44,72,13.1
Yuumi,44,144,13.1
Heimerdinger,43,31,13.1
Jayce,43,36,13.1
Karma,43,38,13.1
Sylas,43,143,13.1
Syndra,41,88,13.1
Akali,35,3,13.1
Nautilus,32,62,13.1
Gnar,31,119,13.1
Lulu,28,51,13.1
Draven,21,18,13.1
Viktor,21,104,13.1
Sivir,20,83,13.1
Olaf,18,66,13.1
Gangplank,16,26,13.1
Jhin,16,129,13.1
Sion,15,82,13.1
Ezreal,14,21,13.1
Kalista,14,121,13.1
Camille,13,134,13.1
Gwen,13,155,13.1
Irelia,12,32,13.1
Yone,12,150,13.1
Tristana,11,93,13.1
Taliyah,11,131,13.1
Gragas,10,28,13.1
Lux,10,52,13.1
Xayah,10,135,13.1
Ornn,10,138,13.1
Galio,9,25,13.1
Leona,9,48,13.1
Kindred,9,127,13.1
Viego,9,154,13.1
Renata Glasc,9,159,13.1
Ahri,8,2,13.1
Amumu,8,5,13.1
Graves,8,29,13.1
Udyr,8,98,13.1
Cassiopeia,7,12,13.1
Darius,7,15,13.1
Braum,7,118,13.1
LeBlanc,6,46,13.1
Orianna,6,67,13.1
Poppy,6,69,13.1
Zac,6,113,13.1
Rakan,6,136,13.1
Kaisa,6,140,13.1
Pyke,6,141,13.1
Seraphine,6,152,13.1
Aatrox,5,1,13.1
Lee Sin,5,47,13.1
Swain,5,87,13.1
Samira,5,151,13.1
Alistar,4,4,13.1
Lissandra,4,49,13.1
Soraka,4,86,13.1
Aphelios,4,147,13.1
Rell,4,153,13.1
Jarvan IV,3,34,13.1
Kennen,3,43,13.1
Miss Fortune,3,57,13.1
Xin Zhao,3,110,13.1
Yasuo,3,111,13.1
Ziggs,3,115,13.1
Zoe,3,139,13.1
Sett,3,148,13.1
Blitzcrank,2,9,13.1
Garen,2,27,13.1
Nidalee,2,63,13.1
Riven,2,74,13.1
Rumble,2,75,13.1
Sona,2,85,13.1
Tahm Kench,2,126,13.1
Lillia,2,149,13.1
Corki,1,14,13.1
Diana,1,16,13.1
Karthus,1,39,13.1
Malphite,1,53,13.1
Mordekaiser,1,58,13.1
Nocturne,1,64,13.1
Rengar,1,73,13.1
Taric,1,90,13.1
Thresh,1,92,13.1
Trundle,1,94,13.1
Tryndamere,1,95,13.1
Twisted Fate,1,96,13.1
Twitch,1,97,13.1
Veigar,1,102,13.1
Volibear,1,106,13.1
Xerath,1,109,13.1
Zilean,1,116,13.1
Zyra,1,117,13.1
RekSai,1,122,13.1
VelKoz,1,123,13.1
Bard,1,124,13.1
Illaoi,1,128,13.1
Kled,1,132,13.1
Kayn,1,137,13.1
Senna,1,146,13.1
Vex,1,157,13.1
Belveth,1,160,13.1
Nilah,1,161,13.1
Anivia,0,6,13.1
Annie,0,7,13.1
Brand,0,10,13.1
Chogath,0,13,13.1
Dr. Mundo,0,17,13.1
Fiddlesticks,0,22,13.1
Fizz,0,24,13.1
Hecarim,0,30,13.1
Janna,0,33,13.1
Jinx,0,37,13.1
Katarina,0,41,13.1
Kayle,0,42,13.1
KhaZix,0,44,13.1
KogMaw,0,45,13.1
Malzahar,0,54,13.1
Master Yi,0,56,13.1
Morgana,0,59,13.1
Nasus,0,61,13.1
Nunu,0,65,13.1
Pantheon,0,68,13.1
Shen,0,79,13.1
Shyvana,0,80,13.1
Singed,0,81,13.1
Skarner,0,84,13.1
Urgot,0,99,13.1
Vayne,0,101,13.1
Vladimir,0,105,13.1
Warwick,0,107,13.1
Yorick,0,112,13.1
Zed,0,114,13.1
Ekko,0,125,13.1
Aurelion Sol,0,130,13.1
Ivern,0,133,13.1
Akshan,0,156,13.1
Maokai,95,55,13.3
Ashe,90,8,13.3
Elise,87,19,13.3
Sejuani,77,77,13.3
Varus,72,100,13.3
Caitlyn,67,11,13.3
Jayce,63,36,13.3
Annie,59,7,13.3
Jax,55,35,13.3
Sion,50,82,13.3
Nautilus,48,62,13.3
Vi,46,103,13.3
Karma,44,38,13.3
Wukong,44,108,13.3
Azir,44,120,13.3
Gragas,43,28,13.3
Sylas,42,143,13.3
Zeri,42,158,13.3
Renekton,41,72,13.3
Lucian,36,50,13.3
Gnar,35,119,13.3
Xayah,35,135,13.3
Fiora,32,23,13.3
Akali,30,3,13.3
Lulu,27,51,13.3
Olaf,27,66,13.3
Rakan,27,136,13.3
Draven,25,18,13.3
Syndra,24,88,13.3
Tristana,24,93,13.3
Lee Sin,22,47,13.3
Viktor,22,104,13.3
Ezreal,21,21,13.3
Sivir,20,83,13.3
Jarvan IV,19,34,13.3
Heimerdinger,18,31,13.3
Nami,18,60,13.3
Ryze,18,76,13.3
Taliyah,18,131,13.3
KSante,18,162,13.3
Kalista,16,121,13.3
Yone,16,150,13.3
Gwen,15,155,13.3
Gangplank,14,26,13.3
Kassadin,14,40,13.3
Leona,13,48,13.3
Irelia,12,32,13.3
Jhin,12,129,13.3
Braum,11,118,13.3
Orianna,10,67,13.3
Ornn,10,138,13.3
LeBlanc,9,46,13.3
Lux,9,52,13.3
Camille,9,134,13.3
Aphelios,9,147,13.3
Renata Glasc,9,159,13.3
Amumu,8,5,13.3
Ziggs,8,115,13.3
Cassiopeia,7,12,13.3
Kaisa,7,140,13.3
Ahri,6,2,13.3
Darius,6,15,13.3
Alistar,5,4,13.3
Nidalee,5,63,13.3
Pyke,5,141,13.3
Lillia,5,149,13.3
Seraphine,5,152,13.3
Viego,5,154,13.3
Galio,4,25,13.3
Graves,4,29,13.3
Poppy,4,69,13.3
Soraka,4,86,13.3
Swain,4,87,13.3
Thresh,4,92,13.3
Yasuo,4,111,13.3
Zac,4,113,13.3
Kindred,4,127,13.3
Zoe,4,139,13.3
Rell,4,153,13.3
Aatrox,3,1,13.3
Blitzcrank,3,9,13.3
Chogath,3,13,13.3
Lissandra,3,49,13.3
Miss Fortune,3,57,13.3
Rumble,3,75,13.3
Kled,3,132,13.3
Sett,3,148,13.3
Samira,3,151,13.3
Garen,2,27,13.3
Jinx,2,37,13.3
Karthus,2,39,13.3
Kennen,2,43,13.3
Malphite,2,53,13.3
Trundle,2,94,13.3
Udyr,2,98,13.3
Xin Zhao,2,110,13.3
Tahm Kench,2,126,13.3
Illaoi,2,128,13.3
Corki,1,14,13.3
Diana,1,16,13.3
Janna,1,33,13.3
Nunu,1,65,13.3
Riven,1,74,13.3
Taric,1,90,13.3
Tryndamere,1,95,13.3
Twitch,1,97,13.3
Urgot,1,99,13.3
Veigar,1,102,13.3
Vladimir,1,105,13.3
Zilean,1,116,13.3
Zyra,1,117,13.3
RekSai,1,122,13.3
Senna,1,146,13.3
Vex,1,157,13.3
Belveth,1,160,13.3
Nilah,1,161,13.3
Anivia,0,6,13.3
Dr. Mundo,0,17,13.3
Fiddlesticks,0,22,13.3
Kayle,0,42,13.3
KhaZix,0,44,13.3
KogMaw,0,45,13.3
Malzahar,0,54,13.3
Master Yi,0,56,13.3
Mordekaiser,0,58,13.3
Morgana,0,59,13.3
Nasus,0,61,13.3
Nocturne,0,64,13.3
Pantheon,0,68,13.3
Quinn,0,70,13.3
Rengar,0,73,13.3
Shen,0,79,13.3
Shyvana,0,80,13.3
Singed,0,81,13.3
Sona,0,85,13.3
Twisted Fate,0,96,13.3
Vayne,0,101,13.3
Warwick,0,107,13.3
Xerath,0,109,13.3
Zed,0,114,13.3
VelKoz,0,123,13.3
Ekko,0,125,13.3
Kayn,0,137,13.3
Yuumi,0,144,13.3
Qiyana,0,145,13.3
Akshan,0,156,13.3
Annie,77,7,13.4
Gragas,77,28,13.4
Ashe,75,8,13.4
Sejuani,69,77,13.4
Caitlyn,67,11,13.4
Varus,66,100,13.4
Xayah,66,135,13.4
Jayce,58,36,13.4
Vi,58,103,13.4
Rakan,53,136,13.4
Wukong,52,108,13.4
Lee Sin,50,47,13.4
Elise,48,19,13.4
Zeri,46,158,13.4
Jax,45,35,13.4
Nautilus,45,62,13.4
Renekton,42,72,13.4
Sion,42,82,13.4
Aphelios,41,147,13.4
KSante,36,162,13.4
Gnar,35,119,13.4
Karma,30,38,13.4
Fiora,28,23,13.4
Lucian,28,50,13.4
Lulu,27,51,13.4
Azir,27,120,13.4
Taliyah,27,131,13.4
Thresh,26,92,13.4
Sylas,25,143,13.4
Akali,24,3,13.4
Ahri,22,2,13.4
Olaf,22,66,13.4
Viego,22,154,13.4
Draven,21,18,13.4
Syndra,21,88,13.4
Heimerdinger,19,31,13.4
Veigar,19,102,13.4
Aurelion Sol,18,130,13.4
Ryze,17,76,13.4
Gwen,17,155,13.4
Jarvan IV,16,34,13.4
LeBlanc,16,46,13.4
Maokai,16,55,13.4
Tristana,16,93,13.4
Viktor,15,104,13.4
Yone,15,150,13.4
Renata Glasc,15,159,13.4
Nami,13,60,13.4
Chogath,11,13,13.4
Ezreal,11,21,13.4
Gangplank,11,26,13.4
Leona,11,48,13.4
Irelia,10,32,13.4
Orianna,10,67,13.4
Ornn,10,138,13.4
Cassiopeia,9,12,13.4
Malphite,9,53,13.4
Sivir,9,83,13.4
Kalista,9,121,13.4
Camille,7,134,13.4
Kaisa,7,140,13.4
Senna,7,146,13.4
Blitzcrank,6,9,13.4
Darius,6,15,13.4
Kennen,6,43,13.4
Yasuo,6,111,13.4
Seraphine,6,152,13.4
Graves,5,29,13.4
Jinx,5,37,13.4
Lux,5,52,13.4
Braum,5,118,13.4
Kindred,5,127,13.4
Amumu,4,5,13.4
Galio,4,25,13.4
Lissandra,4,49,13.4
Poppy,4,69,13.4
Rumble,4,75,13.4
Ziggs,4,115,13.4
Jhin,4,129,13.4
Kled,4,132,13.4
Rell,4,153,13.4
Alistar,3,4,13.4
Kassadin,3,40,13.4
Nidalee,3,63,13.4
Soraka,3,86,13.4
Swain,3,87,13.4
Xin Zhao,3,110,13.4
Tahm Kench,3,126,13.4
Zoe,3,139,13.4
Samira,3,151,13.4
Corki,2,14,13.4
Garen,2,27,13.4
Karthus,2,39,13.4
Miss Fortune,2,57,13.4
Illaoi,2,128,13.4
Pyke,2,141,13.4
Sett,2,148,13.4
Lillia,2,149,13.4
Belveth,2,160,13.4
Aatrox,1,1,13.4
KogMaw,1,45,13.4
Mordekaiser,1,58,13.4
Morgana,1,59,13.4
Nocturne,1,64,13.4
Nunu,1,65,13.4
Pantheon,1,68,13.4
Rengar,1,73,13.4
Taric,1,90,13.4
Trundle,1,94,13.4
Tryndamere,1,95,13.4
Twisted Fate,1,96,13.4
Twitch,1,97,13.4
Udyr,1,98,13.4
Urgot,1,99,13.4
Vladimir,1,105,13.4
Zac,1,113,13.4
Zed,1,114,13.4
Zilean,1,116,13.4
VelKoz,1,123,13.4
Akshan,1,156,13.4
Vex,1,157,13.4
Nilah,1,161,13.4
Brand,0,10,13.4
Evelynn,0,20,13.4
Fizz,0,24,13.4
Hecarim,0,30,13.4
KhaZix,0,44,13.4
Malzahar,0,54,13.4
Master Yi,0,56,13.4
Nasus,0,61,13.4
Quinn,0,70,13.4
