name,percentage,id,patch
Ashe,84,8,14.1
Varus,80,100,14.1
Azir,79,120,14.1
Rumble,75,75,14.1
KSante,75,162,14.1
Kalista,74,121,14.1
Nocturne,67,64,14.1
Lucian,65,50,14.1
Xin Zhao,58,110,14.1
Orianna,57,67,14.1
Vi,57,103,14.1
Rell,56,153,14.1
Senna,55,146,14.1
Milio,55,163,14.1
Neeko,47,142,14.1
Maokai,44,55,14.1
Akali,43,3,14.1
Renata Glasc,43,159,14.1
Corki,41,14,14.1
Nautilus,41,62,14.1
Poppy,40,69,14.1
Jax,37,35,14.1
Udyr,36,98,14.1
LeBlanc,35,46,14.1
Rakan,35,136,14.1
Aphelios,35,147,14.1
Aatrox,30,1,14.1
Tristana,30,93,14.1
Gwen,27,155,14.1
Lee Sin,23,47,14.1
Xayah,22,135,14.1
Sejuani,21,77,14.1
Yone,19,150,14.1
Jarvan IV,18,34,14.1
Gnar,18,119,14.1
Seraphine,18,152,14.1
Blitzcrank,16,9,14.1
Draven,16,18,14.1
Viego,14,154,14.1
Nami,13,60,14.1
Ornn,12,138,14.1
Jayce,11,36,14.1
Caitlyn,10,11,14.1
Karma,10,38,14.1
Bard,10,124,14.1
Taliyah,10,131,14.1
Brand,9,10,14.1
Syndra,9,88,14.1
Jhin,9,129,14.1
Olaf,8,66,14.1
Tahm Kench,8,126,14.1
Ezreal,7,21,14.1
Lulu,7,51,14.1
Malphite,7,53,14.1
Renekton,7,72,14.1
Trundle,7,94,14.1
Belveth,7,160,14.1
Hwei,7,166,14.1
Kennen,6,43,14.1
Pyke,6,141,14.1
Sylas,6,143,14.1
Lillia,6,149,14.1
Alistar,5,4,14.1
Darius,5,15,14.1
Fiora,5,23,14.1
Wukong,5,108,14.1
Braum,5,118,14.1
Kaisa,5,140,14.1
Gragas,4,28,14.1
Jinx,4,37,14.1
Sion,4,82,14.1
Zeri,4,158,14.1
Ahri,3,2,14.1
Graves,3,29,14.1
Heimerdinger,3,31,14.1
Miss Fortune,3,57,14.1
Rengar,3,73,14.1
Ziggs,3,115,14.1
Ivern,3,133,14.1
Irelia,2,32,14.1
Leona,2,48,14.1
Yasuo,2,111,14.1
Zac,2,113,14.1
Nilah,2,161,14.1
Amumu,1,5,14.1
Anivia,1,6,14.1
Annie,1,7,14.1
Cassiopeia,1,12,14.1
Galio,1,25,14.1
Gangplank,1,26,14.1
Garen,1,27,14.1
Janna,1,33,14.1
Karthus,1,39,14.1
Kassadin,1,40,14.1
Kayle,1,42,14.1
KhaZix,1,44,14.1
KogMaw,1,45,14.1
Lissandra,1,49,14.1
Lux,1,52,14.1
Mordekaiser,1,58,14.1
Pantheon,1,68,14.1
Riven,1,74,14.1
Ryze,1,76,14.1
Sivir,1,83,14.1
Skarner,1,84,14.1
Sona,1,85,14.1
Soraka,1,86,14.1
Swain,1,87,14.1
Taric,1,90,14.1
Thresh,1,92,14.1
Twisted Fate,1,96,14.1
Viktor,1,104,14.1
Vladimir,1,105,14.1
Volibear,1,106,14.1
Xerath,1,109,14.1
Zyra,1,117,14.1
RekSai,1,122,14.1
Kindred,1,127,14.1
Camille,1,134,14.1
Yuumi,1,144,14.1
Sett,1,148,14.1
Samira,1,151,14.1
Chogath,0,13,14.1
Diana,0,16,14.1
Dr. Mundo,0,17,14.1
Elise,0,19,14.1
Evelynn,0,20,14.1
Fiddlesticks,0,22,14.1
Hecarim,0,30,14.1
Malzahar,0,54,14.1
Morgana,0,59,14.1
Nunu,0,65,14.1
Rammus,0,71,14.1
Shen,0,79,14.1
Tryndamere,0,95,14.1
Twitch,0,97,14.1
Urgot,0,99,14.1
Vayne,0,101,14.1
Zed,0,114,14.1
VelKoz,0,123,14.1
Ekko,0,125,14.1
Aurelion Sol,0,130,14.1
Kled,0,132,14.1
Kayn,0,137,14.1
Zoe,0,139,14.1
Akshan,0,156,14.1
Vex,0,157,14.1
Naafiri,0,164,14.1
Briar,0,165,14.1
Karma,88,38,14.2
Varus,85,100,14.2
KSante,82,162,14.2
Ashe,77,8,14.2
Kalista,75,121,14.2
Azir,74,120,14.2
Maokai,70,55,14.2
Orianna,63,67,14.2
Nautilus,61,62,14.2
Senna,60,146,14.2
Rell,57,153,14.2
Vi,53,103,14.2
Xin Zhao,48,110,14.2
Aatrox,45,1,14.2
Lucian,45,50,14.2
Rumble,42,75,14.2
Neeko,41,142,14.2
Nocturne,37,64,14.2
Hwei,36,166,14.2
Poppy,35,69,14.2
Milio,35,163,14.2
Tristana,34,93,14.2
Renata Glasc,34,159,14.2
Ezreal,33,21,14.2
Akali,31,3,14.2
Udyr,31,98,14.2
Corki,27,14,14.2
Gnar,27,119,14.2
Lee Sin,26,47,14.2
Rakan,26,136,14.2
Jax,25,35,14.2
Brand,24,10,14.2
Sejuani,21,77,14.2
Gwen,21,155,14.2
LeBlanc,20,46,14.2
Yone,19,150,14.2
Viego,19,154,14.2
Twisted Fate,18,96,14.2
Zac,16,113,14.2
Taliyah,16,131,14.2
Xayah,15,135,14.2
Aphelios,15,147,14.2
Draven,14,18,14.2
Jarvan IV,13,34,14.2
Blitzcrank,11,9,14.2
Jayce,11,36,14.2
Seraphine,11,152,14.2
Caitlyn,10,11,14.2
Olaf,10,66,14.2
Bard,10,124,14.2
Lillia,10,149,14.2
Alistar,9,4,14.2
Tahm Kench,9,126,14.2
Darius,8,15,14.2
Ornn,8,138,14.2
Nami,7,60,14.2
Syndra,7,88,14.2
Jhin,7,129,14.2
Ivern,7,133,14.2
Fiora,6,23,14.2
Braum,6,118,14.2
Pyke,6,141,14.2
Graves,5,29,14.2
Leona,5,48,14.2
Kindred,5,127,14.2
Kaisa,5,140,14.2
Sylas,5,143,14.2
Belveth,5,160,14.2
Gragas,4,28,14.2
Irelia,4,32,14.2
Garen,3,27,14.2
Miss Fortune,3,57,14.2
Rengar,3,73,14.2
Sion,3,82,14.2
Trundle,3,94,14.2
Yasuo,3,111,14.2
Ahri,2,2,14.2
Heimerdinger,2,31,14.2
Jinx,2,37,14.2
Kennen,2,43,14.2
Lulu,2,51,14.2
Lux,2,52,14.2
Malphite,2,53,14.2
Riven,2,74,14.2
Viktor,2,104,14.2
Wukong,2,108,14.2
Camille,2,134,14.2
Samira,2,151,14.2
Amumu,1,5,14.2
Anivia,1,6,14.2
Annie,1,7,14.2
Cassiopeia,1,12,14.2
Galio,1,25,14.2
Janna,1,33,14.2
Karthus,1,39,14.2
Kassadin,1,40,14.2
Mordekaiser,1,58,14.2
Renekton,1,72,14.2
Ryze,1,76,14.2
Sivir,1,83,14.2
Vayne,1,101,14.2
Vladimir,1,105,14.2
Xerath,1,109,14.2
Ziggs,1,115,14.2
Zyra,1,117,14.2
Illaoi,1,128,14.2
Kled,1,132,14.2
Zoe,1,139,14.2
Sett,1,148,14.2
Nilah,1,161,14.2
Chogath,0,13,14.2
Diana,0,16,14.2
Dr. Mundo,0,17,14.2
Elise,0,19,14.2
Evelynn,0,20,14.2
Gangplank,0,26,14.2
KhaZix,0,44,14.2
KogMaw,0,45,14.2
Lissandra,0,49,14.2
Pantheon,0,68,14.2
Rammus,0,71,14.2
Shen,0,79,14.2
Singed,0,81,14.2
Skarner,0,84,14.2
Sona,0,85,14.2
Soraka,0,86,14.2
Swain,0,87,14.2
Talon,0,89,14.2
Taric,0,90,14.2
Thresh,0,92,14.2
Twitch,0,97,14.2
Urgot,0,99,14.2
Volibear,0,106,14.2
Zed,0,114,14.2
Zilean,0,116,14.2
RekSai,0,122,14.2
VelKoz,0,123,14.2
Ekko,0,125,14.2
Aurelion Sol,0,130,14.2
Yuumi,0,144,14.2
Akshan,0,156,14.2
Zeri,0,158,14.2
Briar,0,165,14.2
Varus,88,100,14.3
Nautilus,78,62,14.3
KSante,78,162,14.3
Maokai,75,55,14.3
Orianna,72,67,14.3
Smolder,72,167,14.3
Ashe,70,8,14.3
Senna,70,146,14.3
Vi,69,103,14.3
Kalista,69,121,14.3
Karma,68,38,14.3
Azir,68,120,14.3
Rell,57,153,14.3
Twisted Fate,53,96,14.3
Aatrox,46,1,14.3
Hwei,44,166,14.3
Taliyah,43,131,14.3
Rumble,38,75,14.3
Xin Zhao,38,110,14.3
Nocturne,31,64,14.3
Poppy,31,69,14.3
Lee Sin,30,47,14.3
Viego,29,154,14.3
Sejuani,27,77,14.3
Tristana,26,93,14.3
Jax,25,35,14.3
Lucian,24,50,14.3
Udyr,24,98,14.3
Gnar,24,119,14.3
Rakan,23,136,14.3
Renata Glasc,21,159,14.3
Akali,20,3,14.3
Ezreal,20,21,14.3
Yone,18,150,14.3
Milio,17,163,14.3
Alistar,16,4,14.3
Olaf,16,66,14.3
Gwen,15,155,14.3
Braum,14,118,14.3
LeBlanc,13,46,14.3
Tahm Kench,13,126,14.3
Kaisa,13,140,14.3
Zeri,13,158,14.3
Draven,12,18,14.3
Brand,11,10,14.3
Ivern,11,133,14.3
Jarvan IV,10,34,14.3
Zac,10,113,14.3
Xayah,10,135,14.3
Fiora,9,23,14.3
Gragas,8,28,14.3
Leona,8,48,14.3
Wukong,8,108,14.3
Ornn,8,138,14.3
Seraphine,8,152,14.3
Blitzcrank,7,9,14.3
Darius,7,15,14.3
Jayce,7,36,14.3
Malphite,7,53,14.3
Syndra,7,88,14.3
Bard,7,124,14.3
Aphelios,7,147,14.3
Belveth,7,160,14.3
Caitlyn,6,11,14.3
Corki,6,14,14.3
Aurelion Sol,6,130,14.3
Pyke,6,141,14.3
Jinx,4,37,14.3
Kindred,4,127,14.3
Jhin,4,129,14.3
Camille,4,134,14.3
Sylas,4,143,14.3
Irelia,3,32,14.3
Kennen,3,43,14.3
Nami,3,60,14.3
Vayne,3,101,14.3
Viktor,3,104,14.3
Yasuo,3,111,14.3
Lillia,3,149,14.3
Ahri,2,2,14.3
Garen,2,27,14.3
Graves,2,29,14.3
Karthus,2,39,14.3
Lulu,2,51,14.3
Mordekaiser,2,58,14.3
Renekton,2,72,14.3
Rengar,2,73,14.3
Riven,2,74,14.3
Sion,2,82,14.3
Sivir,2,83,14.3
Taric,2,90,14.3
Trundle,2,94,14.3
Ziggs,2,115,14.3
Illaoi,2,128,14.3
Annie,1,7,14.3
Galio,1,25,14.3
Heimerdinger,1,31,14.3
Kassadin,1,40,14.3
Lux,1,52,14.3
Miss Fortune,1,57,14.3
Nidalee,1,63,14.3
Nunu,1,65,14.3
Pantheon,1,68,14.3
Ryze,1,76,14.3
Shen,1,79,14.3
Skarner,1,84,14.3
Swain,1,87,14.3
Urgot,1,99,14.3
Vladimir,1,105,14.3
Xerath,1,109,14.3
Zed,1,114,14.3
RekSai,1,122,14.3
Ekko,1,125,14.3
Kled,1,132,14.3
Zoe,1,139,14.3
Neeko,1,142,14.3
Yuumi,1,144,14.3
Samira,1,151,14.3
Nilah,1,161,14.3
Amumu,0,5,14.3
Anivia,0,6,14.3
Cassiopeia,0,12,14.3
Chogath,0,13,14.3
Diana,0,16,14.3
Dr. Mundo,0,17,14.3
Elise,0,19,14.3
Evelynn,0,20,14.3
Fiddlesticks,0,22,14.3
Gangplank,0,26,14.3
Janna,0,33,14.3
Katarina,0,41,14.3
Kayle,0,42,14.3
KhaZix,0,44,14.3
Lissandra,0,49,14.3
Morgana,0,59,14.3
Nasus,0,61,14.3
Shaco,0,78,14.3
Shyvana,0,80,14.3
Soraka,0,86,14.3
Thresh,0,92,14.3
Twitch,0,97,14.3
Volibear,0,106,14.3
Zyra,0,117,14.3
Sett,0,148,14.3
Akshan,0,156,14.3
Briar,0,165,14.3
Varus,85,100,14.4
Nautilus,82,62,14.4
Senna,80,146,14.4
Karma,72,38,14.4
Kalista,69,121,14.4
Orianna,68,67,14.4
Smolder,66,167,14.4
Vi,61,103,14.4
Ashe,60,8,14.4
Volibear,53,106,14.4
Rell,52,153,14.4
Taliyah,49,131,14.4
Hwei,48,166,14.4
Twisted Fate,47,96,14.4
Maokai,46,55,14.4
Aatrox,44,1,14.4
KSante,43,162,14.4
Xin Zhao,40,110,14.4
Renekton,39,72,14.4
Ahri,37,2,14.4
Rumble,35,75,14.4
Neeko,32,142,14.4
Jax,31,35,14.4
Viego,31,154,14.4
Lee Sin,29,47,14.4
Rakan,28,136,14.4
Zeri,27,158,14.4
Lucian,24,50,14.4
Gnar,24,119,14.4
Nocturne,23,64,14.4
Sejuani,23,77,14.4
