name,percentage,id,patch
Bard,2,124,12.1
Ekko,2,125,12.1
Tahm Kench,2,126,12.1
Senna,2,146,12.1
Annie,1,7,12.1
Cassiopeia,1,12,12.1
Dr. Mundo,1,17,12.1
Heimerdinger,1,31,12.1
Kayle,1,42,12.1
Malzahar,1,54,12.1
Nasus,1,61,12.1
Sejuani,1,77,12.1
Sivir,1,83,12.1
Sona,1,85,12.1
Soraka,1,86,12.1
Taric,1,90,12.1
Tristana,1,93,12.1
Twitch,1,97,12.1
Veigar,1,102,12.1
Volibear,1,106,12.1
Lillia,1,149,12.1
Chogath,0,13,12.1
Fiddlesticks,0,22,12.1
Fizz,0,24,12.1
KogMaw,0,45,12.1
Maokai,0,55,12.1
Master Yi,0,56,12.1
Miss Fortune,0,57,12.1
Mordekaiser,0,58,12.1
Nocturne,0,64,12.1
Rengar,0,73,12.1
Shaco,0,78,12.1
Singed,0,81,12.1
Skarner,0,84,12.1
Udyr,0,98,12.1
Vi,0,103,12.1
Zac,0,113,12.1
Zyra,0,117,12.1
VelKoz,0,123,12.1
Taliyah,0,131,12.1
Kled,0,132,12.1
Gwen,84,155,12.2
Corki,82,14,12.2
Xin Zhao,81,110,12.2
Jinx,79,37,12.2
Caitlyn,67,11,12.2
Lee Sin,64,47,12.2
Twisted Fate,62,96,12.2
Aphelios,61,147,12.2
Thresh,58,92,12.2
Akali,55,3,12.2
Nautilus,53,62,12.2
Viktor,53,104,12.2
Zeri,51,158,12.2
LeBlanc,48,46,12.2
Renekton,48,72,12.2
Leona,44,48,12.2
Diana,43,16,12.2
Jayce,43,36,12.2
Jarvan IV,42,34,12.2
Karma,40,38,12.2
Ryze,40,76,12.2
Viego,36,154,12.2
Camille,29,134,12.2
Jhin,28,129,12.2
Vex,28,157,12.2
Graves,27,29,12.2
Lulu,27,51,12.2
Orianna,27,67,12.2
Senna,27,146,12.2
Tryndamere,26,95,12.2
Gragas,25,28,12.2
Syndra,25,88,12.2
Rakan,25,136,12.2
Tahm Kench,24,126,12.2
Ornn,21,138,12.2
Hecarim,20,30,12.2
Yuumi,18,144,12.2
Poppy,17,69,12.2
Braum,15,118,12.2
Trundle,14,94,12.2
Ezreal,12,21,12.2
Gangplank,12,26,12.2
Irelia,11,32,12.2
Jax,11,35,12.2
Veigar,11,102,12.2
Volibear,11,106,12.2
Sylas,11,143,12.2
Sett,11,148,12.2
Kennen,10,43,12.2
Gnar,10,119,12.2
Zoe,10,139,12.2
Akshan,10,156,12.2
Galio,9,25,12.2
Lux,9,52,12.2
Nidalee,9,63,12.2
Aatrox,8,1,12.2
Varus,8,100,12.2
Yasuo,8,111,12.2
Fiora,7,23,12.2
Sion,7,82,12.2
Alistar,6,4,12.2
Janna,6,33,12.2
Malphite,6,53,12.2
Azir,6,120,12.2
Seraphine,6,152,12.2
Lucian,5,50,12.2
Olaf,5,66,12.2
Rell,5,153,12.2
Xerath,4,109,12.2
Ziggs,4,115,12.2
Zilean,4,116,12.2
RekSai,4,122,12.2
Yone,4,150,12.2
Blitzcrank,3,9,12.2
Karthus,3,39,12.2
Kassadin,3,40,12.2
Tristana,3,93,12.2
Urgot,3,99,12.2
Wukong,3,108,12.2
Qiyana,3,145,12.2
Samira,3,151,12.2
Draven,2,18,12.2
KhaZix,2,44,12.2
Sejuani,2,77,12.2
Shen,2,79,12.2
Soraka,2,86,12.2
Zed,2,114,12.2
Kalista,2,121,12.2
Xayah,2,135,12.2
Kaisa,2,140,12.2
Pyke,2,141,12.2
Annie,1,7,12.2
Ashe,1,8,12.2
Cassiopeia,1,12,12.2
Chogath,1,13,12.2
Darius,1,15,12.2
Dr. Mundo,1,17,12.2
Lissandra,1,49,12.2
Mordekaiser,1,58,12.2
Morgana,1,59,12.2
Nami,1,60,12.2
Nocturne,1,64,12.2
Riven,1,74,12.2
Rumble,1,75,12.2
Sivir,1,83,12.2
Sona,1,85,12.2
Talon,1,89,12.2
Taric,1,90,12.2
Udyr,1,98,12.2
Vayne,1,101,12.2
Vladimir,1,105,12.2
Zac,1,113,12.2
Bard,1,124,12.2
Ekko,1,125,12.2
Kindred,1,127,12.2
Kled,1,132,12.2
Lillia,1,149,12.2
Amumu,0,5,12.2
Anivia,0,6,12.2
Elise,0,19,12.2
Evelynn,0,20,12.2
Fiddlesticks,0,22,12.2
Heimerdinger,0,31,12.2
KogMaw,0,45,12.2
Maokai,0,55,12.2
Nasus,0,61,12.2
Pantheon,0,68,12.2
Rengar,0,73,12.2
Shaco,0,78,12.2
Singed,0,81,12.2
Skarner,0,84,12.2
Twitch,0,97,12.2
Yorick,0,112,12.2
VelKoz,0,123,12.2
Aurelion Sol,0,130,12.2
Taliyah,0,131,12.2
Ivern,0,133,12.2
Kayn,0,137,12.2
Zeri,96,158,12.3
Gwen,90,155,12.3
Jinx,86,37,12.3
Xin Zhao,80,110,12.3
Aphelios,73,147,12.3
Ryze,67,76,12.3
Lee Sin,63,47,12.3
Nautilus,56,62,12.3
Thresh,55,92,12.3
Graves,54,29,12.3
Leona,54,48,12.3
Caitlyn,46,11,12.3
Jayce,44,36,12.3
Tryndamere,43,95,12.3
Akali,42,3,12.3
Viktor,39,104,12.3
Jarvan IV,38,34,12.3
Karma,37,38,12.3
Renekton,37,72,12.3
LeBlanc,35,46,12.3
Viego,35,154,12.3
Ahri,34,2,12.3
Syndra,33,88,12.3
Hecarim,32,30,12.3
Diana,31,16,12.3
Twisted Fate,30,96,12.3
Tahm Kench,30,126,12.3
Camille,30,134,12.3
Jhin,29,129,12.3
Gnar,27,119,12.3
Orianna,22,67,12.3
Volibear,22,106,12.3
Rakan,22,136,12.3
Vex,22,157,12.3
Lulu,21,51,12.3
Corki,20,14,12.3
Veigar,20,102,12.3
Gragas,16,28,12.3
Irelia,16,32,12.3
Braum,16,118,12.3
Yuumi,16,144,12.3
Poppy,14,69,12.3
Zoe,14,139,12.3
Trundle,13,94,12.3
Ornn,13,138,12.3
Ezreal,12,21,12.3
Sylas,12,143,12.3
Gangplank,11,26,12.3
Jax,10,35,12.3
Sett,10,148,12.3
Alistar,9,4,12.3
Malphite,9,53,12.3
Varus,9,100,12.3
Akshan,9,156,12.3
Zilean,8,116,12.3
Aatrox,7,1,12.3
Lux,7,52,12.3
Yasuo,7,111,12.3
Fiora,6,23,12.3
Seraphine,6,152,12.3
Galio,5,25,12.3
Janna,5,33,12.3
Kennen,5,43,12.3
Sion,5,82,12.3
Tristana,5,93,12.3
Azir,5,120,12.3
Senna,5,146,12.3
Blitzcrank,4,9,12.3
Cassiopeia,4,12,12.3
Karthus,4,39,12.3
Lucian,4,50,12.3
Olaf,4,66,12.3
Urgot,4,99,12.3
Ziggs,4,115,12.3
RekSai,4,122,12.3
Xayah,4,135,12.3
Kaisa,4,140,12.3
Qiyana,4,145,12.3
Rell,4,153,12.3
Kassadin,3,40,12.3
Riven,3,74,12.3
Soraka,3,86,12.3
Udyr,3,98,12.3
Wukong,3,108,12.3
Xerath,3,109,12.3
Ivern,3,133,12.3
Pyke,3,141,12.3
Yone,3,150,12.3
Darius,2,15,12.3
Draven,2,18,12.3
Evelynn,2,20,12.3
Nami,2,60,12.3
Nidalee,2,63,12.3
Shen,2,79,12.3
Twitch,2,97,12.3
Vayne,2,101,12.3
Kalista,2,121,12.3
Ekko,2,125,12.3
Annie,1,7,12.3
Ashe,1,8,12.3
Chogath,1,13,12.3
Dr. Mundo,1,17,12.3
KhaZix,1,44,12.3
Lissandra,1,49,12.3
Mordekaiser,1,58,12.3
Morgana,1,59,12.3
Nasus,1,61,12.3
Nocturne,1,64,12.3
Rumble,1,75,12.3
Sejuani,1,77,12.3
Sivir,1,83,12.3
Talon,1,89,12.3
Taric,1,90,12.3
Zed,1,114,12.3
VelKoz,1,123,12.3
Bard,1,124,12.3
Kindred,1,127,12.3
Kled,1,132,12.3
Kayn,1,137,12.3
Lillia,1,149,12.3
Samira,1,151,12.3
Amumu,0,5,12.3
Anivia,0,6,12.3
Fiddlesticks,0,22,12.3
Heimerdinger,0,31,12.3
KogMaw,0,45,12.3
Malzahar,0,54,12.3
Miss Fortune,0,57,12.3
Nunu,0,65,12.3
Quinn,0,70,12.3
Singed,0,81,12.3
Skarner,0,84,12.3
Sona,0,85,12.3
Vladimir,0,105,12.3
Yorick,0,112,12.3
Zac,0,113,12.3
Illaoi,0,128,12.3
Taliyah,0,131,12.3
Zeri,94,158,12.4
Jinx,91,37,12.4
Gwen,83,155,12.4
Ryze,77,76,12.4
Hecarim,73,30,12.4
Nautilus,67,62,12.4
Xin Zhao,67,110,12.4
Lee Sin,64,47,12.4
Aphelios,64,147,12.4
Ahri,63,2,12.4
Gnar,55,119,12.4
Leona,51,48,12.4
Jayce,49,36,12.4
Tryndamere,45,95,12.4
Tahm Kench,45,126,12.4
Graves,40,29,12.4
Thresh,40,92,12.4
Volibear,40,106,12.4
LeBlanc,38,46,12.4
Camille,37,134,12.4
Viego,37,154,12.4
Akali,36,3,12.4
Twisted Fate,32,96,12.4
Caitlyn,29,11,12.4
Karma,29,38,12.4
Rakan,29,136,12.4
Syndra,25,88,12.4
Viktor,25,104,12.4
Vex,24,157,12.4
Orianna,22,67,12.4
Diana,20,16,12.4
Renekton,20,72,12.4
Jarvan IV,19,34,12.4
Sylas,18,143,12.4
Irelia,16,32,12.4
Renata Glasc,16,159,12.4
Galio,15,25,12.4
Jhin,15,129,12.4
Alistar,14,4,12.4
Zilean,14,116,12.4
Xayah,14,135,12.4
Trundle,13,94,12.4
Veigar,13,102,12.4
Corki,12,14,12.4
Ezreal,12,21,12.4
Gangplank,12,26,12.4
Kaisa,12,140,12.4
Yuumi,12,144,12.4
Sett,12,148,12.4
Lulu,10,51,12.4
Zoe,10,139,12.4
Kennen,9,43,12.4
Sion,9,82,12.4
Braum,9,118,12.4
Aatrox,8,1,12.4
Fiora,8,23,12.4
Gragas,8,28,12.4
Malphite,8,53,12.4
Akshan,8,156,12.4
Tristana,7,93,12.4
Varus,7,100,12.4
Ornn,7,138,12.4
Lux,6,52,12.4
Yasuo,6,111,12.4
Rell,6,153,12.4
Jax,5,35,12.4
Karthus,5,39,12.4
Nidalee,5,63,12.4
Poppy,5,69,12.4
Azir,5,120,12.4
RekSai,5,122,12.4
Seraphine,5,152,12.4
Udyr,4,98,12.4
Pyke,4,141,12.4
Samira,4,151,12.4
Darius,3,15,12.4
Draven,3,18,12.4
Olaf,3,66,12.4
Urgot,3,99,12.4
Vayne,3,101,12.4
Wukong,3,108,12.4
Ziggs,3,115,12.4
Yone,3,150,12.4
Blitzcrank,2,9,12.4
Cassiopeia,2,12,12.4
Evelynn,2,20,12.4
Lissandra,2,49,12.4
Lucian,2,50,12.4
Rumble,2,75,12.4
Senna,2,146,12.4
Annie,1,7,12.4
Ashe,1,8,12.4
Janna,1,33,12.4
Kassadin,1,40,12.4
KhaZix,1,44,12.4
KogMaw,1,45,12.4
Miss Fortune,1,57,12.4
Morgana,1,59,12.4
Nami,1,60,12.4
Nasus,1,61,12.4
Nocturne,1,64,12.4
Riven,1,74,12.4
Sejuani,1,77,12.4
Shaco,1,78,12.4
Shen,1,79,12.4
Shyvana,1,80,12.4
Sona,1,85,12.4
Soraka,1,86,12.4
Taric,1,90,12.4
Twitch,1,97,12.4
Xerath,1,109,12.4
Zac,1,113,12.4
Zed,1,114,12.4
Kalista,1,121,12.4
VelKoz,1,123,12.4
Ekko,1,125,12.4
Kindred,1,127,12.4
Kled,1,132,12.4
Ivern,1,133,12.4
Kayn,1,137,12.4
Qiyana,1,145,12.4
Anivia,0,6,12.4
Chogath,0,13,12.4
Dr. Mundo,0,17,12.4
Fizz,0,24,12.4
Heimerdinger,0,31,12.4
Malzahar,0,54,12.4
Mordekaiser,0,58,12.4
Pantheon,0,68,12.4
Singed,0,81,12.4
Sivir,0,83,12.4
Talon,0,89,12.4
Teemo,0,91,12.4
Vi,0,103,12.4
Vladimir,0,105,12.4
Yorick,0,112,12.4
Bard,0,124,12.4
Lillia,0,149,12.4
Zeri,88,158,12.5
Jinx,81,37,12.5
Ahri,78,2,12.5
Hecarim,75,30,12.5
Lee Sin,74,47,12.5
Nautilus,72,62,12.5
Ryze,63,76,12.5
Volibear,63,106,12.5
Viego,54,154,12.5
Leona,53,48,12.5
Xayah,53,135,12.5
Aphelios,53,147,12.5
Jayce,52,36,12.5
LeBlanc,50,46,12.5
Gnar,46,119,12.5
Tryndamere,45,95,12.5
Camille,42,134,12.5
Tahm Kench,36,126,12.5
Rakan,36,136,12.5
Akali,35,3,12.5
Viktor,32,104,12.5
Renata Glasc,32,159,12.5
Graves,31,29,12.5
Karma,31,38,12.5
Twisted Fate,30,96,12.5
Xin Zhao,29,110,12.5
Vex,28,157,12.5
Caitlyn,26,11,12.5
Kaisa,25,140,12.5
Syndra,22,88,12.5
Gragas,19,28,12.5
Orianna,19,67,12.5
Renekton,19,72,12.5
Trundle,19,94,12.5
Veigar,19,102,12.5
Thresh,17,92,12.5
Lucian,16,50,12.5
Ornn,16,138,12.5
Gwen,16,155,12.5
Diana,15,16,12.5
Irelia,15,32,12.5
Sylas,15,143,12.5
Gangplank,14,26,12.5
Jarvan IV,14,34,12.5
Sion,14,82,12.5
Aatrox,13,1,12.5
Alistar,13,4,12.5
Galio,13,25,12.5
Kennen,13,43,12.5
Malphite,13,53,12.5
Yuumi,13,144,12.5
Corki,12,14,12.5
Ezreal,11,21,12.5
Braum,11,118,12.5
Zilean,10,116,12.5
Zoe,10,139,12.5
Miss Fortune,9,57,12.5
Nocturne,9,64,12.5
Jhin,8,129,12.5
Sett,8,148,12.5
Seraphine,8,152,12.5
Azir,7,120,12.5
Jax,6,35,12.5
Lulu,6,51,12.5
Poppy,6,69,12.5
Varus,5,100,12.5
Yasuo,5,111,12.5
Akshan,5,156,12.5
Ashe,4,8,12.5
Evelynn,4,20,12.5
Fiora,4,23,12.5
Karthus,4,39,12.5
Rumble,4,75,12.5
RekSai,4,122,12.5
Yone,4,150,12.5
Samira,4,151,12.5
Rell,4,153,12.5
Lissandra,3,49,12.5
Lux,3,52,12.5
Nami,3,60,12.5
Nidalee,3,63,12.5
Tristana,3,93,12.5
Udyr,3,98,12.5
Wukong,3,108,12.5
Cassiopeia,2,12,12.5
Darius,2,15,12.5
Dr. Mundo,2,17,12.5
Draven,2,18,12.5
Olaf,2,66,12.5
Shyvana,2,80,12.5
Twitch,2,97,12.5
Urgot,2,99,12.5
Vayne,2,101,12.5
Ziggs,2,115,12.5
Kalista,2,121,12.5
VelKoz,2,123,12.5
Kindred,2,127,12.5
Pyke,2,141,12.5
Senna,2,146,12.5
Annie,1,7,12.5
Blitzcrank,1,9,12.5
Chogath,1,13,12.5
Kassadin,1,40,12.5
KhaZix,1,44,12.5
Malzahar,1,54,12.5
Mordekaiser,1,58,12.5
Nasus,1,61,12.5
Sejuani,1,77,12.5
Shen,1,79,12.5
Soraka,1,86,12.5
Xerath,1,109,12.5
Zed,1,114,12.5
Bard,1,124,12.5
Ekko,1,125,12.5
Qiyana,1,145,12.5
Amumu,0,5,12.5
Kayle,0,42,12.5
KogMaw,0,45,12.5
Maokai,0,55,12.5
Morgana,0,59,12.5
Riven,0,74,12.5
Singed,0,81,12.5
Sivir,0,83,12.5
Skarner,0,84,12.5
Sona,0,85,12.5
Talon,0,89,12.5
Taric,0,90,12.5
Teemo,0,91,12.5
Vladimir,0,105,12.5
Warwick,0,107,12.5
Yorick,0,112,12.5
Zac,0,113,12.5
Illaoi,0,128,12.5
Aurelion Sol,0,130,12.5
Kled,0,132,12.5
Ivern,0,133,12.5
Kayn,0,137,12.5
Neeko,0,142,12.5
Lillia,0,149,12.5
Ahri,96,2,12.6
Zeri,92,158,12.6
Volibear,77,106,12.6
Ornn,77,138,12.6
Xayah,73,135,12.6
LeBlanc,72,46,12.6
Jarvan IV,66,34,12.6
Nautilus,64,62,12.6
Jinx,60,37,12.6
Leona,56,48,12.6
Lee Sin,55,47,12.6
Gnar,51,119,12.6
Rakan,46,136,12.6
Jayce,45,36,12.6
Lucian,45,50,12.6
Ryze,45,76,12.6
Aphelios,43,147,12.6
Viego,43,154,12.6
Camille,40,134,12.6
Gwen,39,155,12.6
Veigar,37,102,12.6
Renata Glasc,37,159,12.6
Twisted Fate,35,96,12.6
Viktor,32,104,12.6
Miss Fortune,29,57,12.6
Nocturne,29,64,12.6
Gangplank,28,26,12.6
Xin Zhao,28,110,12.6
Tahm Kench,28,126,12.6
Akali,27,3,12.6
Trundle,27,94,12.6
Karma,25,38,12.6
Sion,25,82,12.6
Yuumi,24,144,12.6
Vex,23,157,12.6
Graves,19,29,12.6
Aatrox,17,1,12.6
Ezreal,16,21,12.6
Sylas,16,143,12.6
Tryndamere,15,95,12.6
Azir,15,120,12.6
Sett,13,148,12.6
Nami,12,60,12.6
Thresh,12,92,12.6
Irelia,11,32,12.6
Caitlyn,10,11,12.6
Corki,10,14,12.6
Malphite,10,53,12.6
Orianna,10,67,12.6
Soraka,10,86,12.6
Braum,10,118,12.6
Galio,9,25,12.6
Kennen,9,43,12.6
Syndra,9,88,12.6
Renekton,8,72,12.6
Alistar,7,4,12.6
Diana,7,16,12.6
Lulu,7,51,12.6
Rengar,7,73,12.6
Seraphine,7,152,12.6
Gragas,6,28,12.6
Hecarim,6,30,12.6
Jax,5,35,12.6
Yone,5,150,12.6
Olaf,4,66,12.6
Ashe,3,8,12.6
Draven,3,18,12.6
KhaZix,3,44,12.6
Lissandra,3,49,12.6
Lux,3,52,12.6
Malzahar,3,54,12.6
Poppy,3,69,12.6
Rumble,3,75,12.6
Udyr,3,98,12.6
Varus,3,100,12.6
Xerath,3,109,12.6
Jhin,3,129,12.6
Ivern,3,133,12.6
Kaisa,3,140,12.6
Senna,3,146,12.6
Lillia,3,149,12.6
Darius,2,15,12.6
Shen,2,79,12.6
Vladimir,2,105,12.6
Yasuo,2,111,12.6
Ziggs,2,115,12.6
Zoe,2,139,12.6
Pyke,2,141,12.6
Blitzcrank,1,9,12.6
Cassiopeia,1,12,12.6
Chogath,1,13,12.6
Evelynn,1,20,12.6
Janna,1,33,12.6
Karthus,1,39,12.6
KogMaw,1,45,12.6
Mordekaiser,1,58,12.6
Nidalee,1,63,12.6
Skarner,1,84,12.6
Sona,1,85,12.6
Tristana,1,93,12.6
Twitch,1,97,12.6
Vayne,1,101,12.6
Wukong,1,108,12.6
Zyra,1,117,12.6
Kalista,1,121,12.6
VelKoz,1,123,12.6
Bard,1,124,12.6
Qiyana,1,145,12.6
Rell,1,153,12.6
Ahri,100,2,12.8
Lucian,100,50,12.8
Wukong,96,108,12.8
Gwen,87,155,12.8
LeBlanc,83,46,12.8
Nautilus,71,62,12.8
Viego,71,154,12.8
Gangplank,64,26,12.8
Kalista,57,121,12.8
Ezreal,56,21,12.8
Twisted Fate,56,96,12.8
Leona,51,48,12.8
Kaisa,51,140,12.8
Tristana,48,93,12.8
Lee Sin,47,47,12.8
Graves,44,29,12.8
Xayah,44,135,12.8
Rakan,39,136,12.8
Galio,38,25,12.8
Karma,32,38,12.8
Renata Glasc,32,159,12.8
Ornn,29,138,12.8
Senna,29,146,12.8
Vex,29,157,12.8
Zoe,27,139,12.8
Nocturne,26,64,12.8
Alistar,23,4,12.8
Diana,21,16,12.8
Pyke,21,141,12.8
Jax,19,35,12.8
Sylas,19,143,12.8
Vladimir,18,105,12.8
Gnar,18,119,12.8
Camille,18,134,12.8
Aphelios,18,147,12.8
Aatrox,17,1,12.8
Tryndamere,17,95,12.8
Jhin,17,129,12.8
Samira,17,151,12.8
Caitlyn,16,11,12.8
Jayce,16,36,12.8
Kennen,16,43,12.8
Tahm Kench,16,126,12.8
Gragas,13,28,12.8
Volibear,13,106,12.8
Braum,12,118,12.8
Rell,12,153,12.8
Jinx,10,37,12.8
Karthus,10,39,12.8
Lissandra,10,49,12.8
Syndra,10,88,12.8
Urgot,10,99,12.8
Xin Zhao,10,110,12.8
Akali,9,3,12.8
Irelia,9,32,12.8
Yasuo,9,111,12.8
Jarvan IV,8,34,12.8
Miss Fortune,8,57,12.8
Poppy,8,69,12.8
Yuumi,8,144,12.8
Zeri,8,158,12.8
Rumble,6,75,12.8
Sion,6,82,12.8
Vi,6,103,12.8
Evelynn,5,20,12.8
Mordekaiser,5,58,12.8
Ryze,5,76,12.8
Bard,5,124,12.8
Sett,5,148,12.8
Yone,5,150,12.8
Trundle,4,94,12.8
Viktor,4,104,12.8
Anivia,3,6,12.8
Corki,3,14,12.8
Draven,3,18,12.8
Kayle,3,42,12.8
Nami,3,60,12.8
Renekton,3,72,12.8
Shen,3,79,12.8
Taric,3,90,12.8
Vayne,3,101,12.8
Veigar,3,102,12.8
Zed,3,114,12.8
Kindred,3,127,12.8
Ashe,1,8,12.8
Darius,1,15,12.8
Fiora,1,23,12.8
Garen,1,27,12.8
Malzahar,1,54,12.8
Morgana,1,59,12.8
Nidalee,1,63,12.8
Orianna,1,67,12.8
Riven,1,74,12.8
Sejuani,1,77,12.8
Ziggs,1,115,12.8
Azir,1,120,12.8
VelKoz,1,123,12.8
Ekko,1,125,12.8
Lillia,1,149,12.8
