opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Nami,2,2,2,10,26,100.0,2.8,1.0,5.0,13.0
Trundle,2,0,2,20,12,0.0,0.7,1.0,10.0,6.0
