opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Fiora,20,0,44,144,0,0.0,0.31,2.2,7.2,0.0
Kennen,18,0,50,80,22,0.0,0.9,2.78,4.44,1.22
Jayce,24,16,122,146,136,66.67,1.77,5.08,6.08,5.67
Ambessa,32,10,162,190,210,31.25,1.96,5.06,5.94,6.56
Malphite,12,4,12,40,40,33.33,1.3,1.0,3.33,3.33
Yorick,8,8,40,40,32,100.0,1.8,5.0,5.0,4.0
Sett,6,0,18,42,12,0.0,0.71,3.0,7.0,2.0
Vladimir,2,2,20,10,10,100.0,3.0,10.0,5.0,5.0
Tristana,8,2,18,56,44,25.0,1.11,2.25,7.0,5.5
Cassiopeia,2,0,2,2,2,0.0,2.0,1.0,1.0,1.0
Viktor,6,6,18,24,12,100.0,1.25,3.0,4.0,2.0
Garen,2,0,22,12,6,0.0,2.33,11.0,6.0,3.0
Darius,4,0,0,44,4,0.0,0.09,0.0,11.0,1.0
Gwen,2,2,12,4,12,100.0,6.0,6.0,2.0,6.0
Rumble,2,2,6,2,4,100.0,5.0,3.0,1.0,2.0
Sejuani,2,0,0,10,4,0.0,0.4,0.0,5.0,2.0
Jax,4,0,22,26,12,0.0,1.31,5.5,6.5,3.0
Smolder,2,0,2,4,0,0.0,0.5,1.0,2.0,0.0
Udyr,2,0,6,10,2,0.0,0.8,3.0,5.0,1.0
Akali,6,4,58,22,44,66.67,4.64,9.67,3.67,7.33
Rengar,2,0,6,28,2,0.0,0.29,3.0,14.0,1.0
Yone,2,2,4,6,8,100.0,2.0,2.0,3.0,4.0
Sion,8,6,34,42,46,75.0,1.9,4.25,5.25,5.75
Dr. Mundo,2,0,0,6,4,0.0,0.67,0.0,3.0,2.0
Ryze,2,2,8,10,8,100.0,1.6,4.0,5.0,4.0
Urgot,2,2,2,10,6,100.0,0.8,1.0,5.0,3.0
Gangplank,2,2,16,8,4,100.0,2.5,8.0,4.0,2.0
Volibear,2,2,26,2,14,100.0,20.0,13.0,1.0,7.0
Zac,2,0,6,2,2,0.0,4.0,3.0,1.0,1.0
Irelia,2,0,2,12,10,0.0,1.0,1.0,6.0,5.0
Gragas,4,2,12,10,16,50.0,2.8,3.0,2.5,4.0
Camille,2,0,4,14,12,0.0,1.14,2.0,7.0,6.0
Renekton,2,2,14,8,4,100.0,2.25,7.0,4.0,2.0
Zoe,2,2,24,18,8,100.0,1.78,12.0,9.0,4.0
Riven,4,0,4,24,12,0.0,0.67,1.0,6.0,3.0
Gnar,4,2,10,36,8,50.0,0.5,2.5,9.0,2.0
Nasus,2,2,18,10,16,100.0,3.4,9.0,5.0,8.0
Teemo,2,2,26,8,18,100.0,5.5,13.0,4.0,9.0
Warwick,8,0,0,64,16,0.0,0.25,0.0,8.0,2.0
Chogath,4,0,12,32,20,0.0,1.0,3.0,8.0,5.0
