opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists,last_updated
KhaZix,2,2,12,3,22,100.0,11.33,6.0,1.5,11.0,2025-05-09 16:08:30
Naafiri,18,13,134,103,182,72.22,3.07,7.44,5.72,10.11,2025-05-09 16:08:30
Gwen,3,3,19,7,36,100.0,7.86,6.33,2.33,12.0,2025-05-09 16:08:30
Rammus,2,2,18,4,16,100.0,8.5,9.0,2.0,8.0,2025-05-09 16:08:30
Xin Zhao,8,5,66,41,73,62.5,3.39,8.25,5.12,9.12,2025-05-09 16:08:30
Corki,2,2,14,0,2,100.0,16.0,7.0,0.0,1.0,2025-05-09 16:08:30
Evelynn,2,2,16,4,8,100.0,6.0,8.0,2.0,4.0,2025-05-09 16:08:30
Kayn,4,4,24,4,29,100.0,13.25,6.0,1.0,7.25,2025-05-09 16:08:30
Fiddlesticks,3,0,13,13,4,0.0,1.31,4.33,4.33,1.33,2025-05-09 16:08:30
Vi,3,2,20,8,26,66.67,5.75,6.67,2.67,8.67,2025-05-09 16:08:30
Nunu & Willump,2,0,2,18,20,0.0,1.22,1.0,9.0,10.0,2025-05-09 16:08:30
Karthus,1,1,5,6,16,100.0,3.5,5.0,6.0,16.0,2025-05-09 16:08:30
Viego,2,1,19,8,23,50.0,5.25,9.5,4.0,11.5,2025-05-09 16:08:30
Taliyah,1,0,3,8,11,0.0,1.75,3.0,8.0,11.0,2025-05-09 16:08:30
Volibear,3,1,11,18,31,33.33,2.33,3.67,6.0,10.33,2025-05-09 16:08:30
Zyra,2,1,14,7,14,50.0,4.0,7.0,3.5,7.0,2025-05-09 16:08:30
Jax,1,1,10,8,8,100.0,2.25,10.0,8.0,8.0,2025-05-09 16:08:30
Zac,2,2,18,10,28,100.0,4.6,9.0,5.0,14.0,2025-05-09 16:08:30
Qiyana,2,1,3,12,19,50.0,1.83,1.5,6.0,9.5,2025-05-09 16:08:30
Graves,2,2,10,6,4,100.0,2.33,5.0,3.0,2.0,2025-05-09 16:08:30
Elise,3,0,15,21,24,0.0,1.86,5.0,7.0,8.0,2025-05-09 16:08:30
Udyr,2,0,8,6,2,0.0,1.67,4.0,3.0,1.0,2025-05-09 16:08:30
Zed,1,0,1,1,5,0.0,6.0,1.0,1.0,5.0,2025-05-09 16:08:30
Talon,3,2,32,15,29,66.67,4.07,10.67,5.0,9.67,2025-05-09 16:08:30
Rengar,1,1,3,5,6,100.0,1.8,3.0,5.0,6.0,2025-05-09 16:08:30
Ekko,1,0,18,8,14,0.0,4.0,18.0,8.0,14.0,2025-05-09 16:08:30
Lillia,2,2,15,5,27,100.0,8.4,7.5,2.5,13.5,2025-05-09 16:08:30
Lee Sin,2,0,6,20,16,0.0,1.1,3.0,10.0,8.0,2025-05-09 16:08:30
Shaco,1,0,5,7,10,0.0,2.14,5.0,7.0,10.0,2025-05-09 16:08:30
Vladimir,1,0,1,9,3,0.0,0.44,1.0,9.0,3.0,2025-05-09 16:08:30
Irelia,1,1,6,2,1,100.0,3.5,6.0,2.0,1.0,2025-05-09 16:08:30
Yasuo,1,1,5,4,8,100.0,3.25,5.0,4.0,8.0,2025-05-09 16:08:30
Hecarim,1,0,3,12,10,0.0,1.08,3.0,12.0,10.0,2025-05-09 16:08:30
Wukong,1,1,8,8,19,100.0,3.38,8.0,8.0,19.0,2025-05-09 16:08:30
Renekton,1,1,4,6,7,100.0,1.83,4.0,6.0,7.0,2025-05-09 16:08:30
Brand,1,1,8,5,16,100.0,4.8,8.0,5.0,16.0,2025-05-09 16:08:30
