opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists,last_updated
Kayn,8,3,55,45,52,37.5,2.38,6.88,5.62,6.5,2025-05-09 16:08:30
Brand,6,4,48,19,44,66.67,4.84,8.0,3.17,7.33,2025-05-09 16:08:30
Udyr,9,8,53,38,99,88.89,4.0,5.89,4.22,11.0,2025-05-09 16:08:30
Qiyana,3,2,7,7,3,66.67,1.43,2.33,2.33,1.0,2025-05-09 16:08:30
Zed,9,5,42,43,91,55.56,3.09,4.67,4.78,10.11,2025-05-09 16:08:30
Naafiri,23,10,135,119,135,43.48,2.27,5.87,5.17,5.87,2025-05-09 16:08:30
Gwen,8,4,59,32,67,50.0,3.94,7.38,4.0,8.38,2025-05-09 16:08:30
Sejuani,7,6,44,30,84,85.71,4.27,6.29,4.29,12.0,2025-05-09 16:08:30
Pantheon,11,6,78,57,115,54.55,3.39,7.09,5.18,10.45,2025-05-09 16:08:30
Nidalee,4,3,19,11,38,75.0,5.18,4.75,2.75,9.5,2025-05-09 16:08:30
Vi,5,2,29,27,45,40.0,2.74,5.8,5.4,9.0,2025-05-09 16:08:30
Master Yi,5,5,34,0,61,100.0,95.0,6.8,0.0,12.2,2025-05-09 16:08:30
Ivern,5,3,24,18,51,60.0,4.17,4.8,3.6,10.2,2025-05-09 16:08:30
Kindred,6,1,40,45,56,16.67,2.13,6.67,7.5,9.33,2025-05-09 16:08:30
Skarner,9,3,61,32,85,33.33,4.56,6.78,3.56,9.44,2025-05-09 16:08:30
Nunu & Willump,8,1,40,28,33,12.5,2.61,5.0,3.5,4.12,2025-05-09 16:08:30
Viego,13,4,53,67,108,30.77,2.4,4.08,5.15,8.31,2025-05-09 16:08:30
Ekko,6,6,35,21,82,100.0,5.57,5.83,3.5,13.67,2025-05-09 16:08:30
Xin Zhao,7,5,45,29,74,71.43,4.1,6.43,4.14,10.57,2025-05-09 16:08:30
Neeko,1,1,7,3,7,100.0,4.67,7.0,3.0,7.0,2025-05-09 16:08:30
Hecarim,4,3,19,14,27,75.0,3.29,4.75,3.5,6.75,2025-05-09 16:08:30
Lee Sin,9,3,57,53,65,33.33,2.3,6.33,5.89,7.22,2025-05-09 16:08:30
Zac,1,1,5,1,8,100.0,13.0,5.0,1.0,8.0,2025-05-09 16:08:30
Reksai,2,1,19,8,28,50.0,5.88,9.5,4.0,14.0,2025-05-09 16:08:30
Volibear,5,2,27,21,27,40.0,2.57,5.4,4.2,5.4,2025-05-09 16:08:30
Karthus,3,3,37,12,22,100.0,4.92,12.33,4.0,7.33,2025-05-09 16:08:30
Talon,8,3,36,35,45,37.5,2.31,4.5,4.38,5.62,2025-05-09 16:08:30
Fiddlesticks,1,0,2,4,9,0.0,2.75,2.0,4.0,9.0,2025-05-09 16:08:30
Belveth,3,3,39,12,35,100.0,6.17,13.0,4.0,11.67,2025-05-09 16:08:30
Amumu,2,2,19,4,18,100.0,9.25,9.5,2.0,9.0,2025-05-09 16:08:30
Zyra,2,0,2,16,11,0.0,0.81,1.0,8.0,5.5,2025-05-09 16:08:30
Briar,6,3,51,24,52,50.0,4.29,8.5,4.0,8.67,2025-05-09 16:08:30
Nasus,2,2,13,2,12,100.0,12.5,6.5,1.0,6.0,2025-05-09 16:08:30
KhaZix,6,4,77,33,69,66.67,4.42,12.83,5.5,11.5,2025-05-09 16:08:30
Shaco,3,3,4,5,15,100.0,3.8,1.33,1.67,5.0,2025-05-09 16:08:30
Jarvan Iv,4,4,29,27,69,100.0,3.63,7.25,6.75,17.25,2025-05-09 16:08:30
Nocturne,2,0,6,15,10,0.0,1.07,3.0,7.5,5.0,2025-05-09 16:08:30
Wukong,7,5,63,30,79,71.43,4.73,9.0,4.29,11.29,2025-05-09 16:08:30
Elise,3,0,23,13,19,0.0,3.23,7.67,4.33,6.33,2025-05-09 16:08:30
Graves,5,3,34,18,34,60.0,3.78,6.8,3.6,6.8,2025-05-09 16:08:30
Rengar,3,3,25,3,24,100.0,16.33,8.33,1.0,8.0,2025-05-09 16:08:30
Warwick,2,2,23,8,17,100.0,5.0,11.5,4.0,8.5,2025-05-09 16:08:30
Evelynn,1,0,2,9,3,0.0,0.56,2.0,9.0,3.0,2025-05-09 16:08:30
