opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Jarvan IV,14,14.29,4.36,5.5,11.86,2.95,2025-04-15 22:28:33
Talon,11,54.55,6.0,3.91,9.91,4.07,2025-04-15 22:28:33
Hecarim,21,71.43,5.29,4.76,16.05,4.48,2025-04-15 22:28:33
Viego,28,71.43,5.14,3.75,12.64,4.74,2025-04-15 22:28:33
