opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Tristana,14,21.43,2.79,5.07,8.43,2.21,2025-04-15 22:28:33
Lulu,23,78.26,1.43,3.96,13.26,3.71,2025-04-15 22:28:33
Nami,11,63.64,2.18,4.0,15.0,4.29,2025-04-15 22:28:33
Jinx,11,63.64,4.09,3.64,10.45,3.99,2025-04-15 22:28:33
