opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Viego,10,70.0,7.8,2.2,5.2,5.91,2025-04-15 22:28:33
Kindred,10,70.0,8.5,2.2,4.8,6.05,2025-04-15 22:28:33
Gwen,24,58.33,8.33,4.25,6.75,3.55,2025-04-15 22:28:33
Masteryi,10,50.0,9.2,5.0,5.8,3.0,2025-04-15 22:28:33
